ch,keV,net,fit,model,continuum_raw,Eu-152,Cs-137,Am-241,Ti-44
706,2110.900,0.000,-1.267,0.000,0.000,0.000,0.000,0.000,0.000
707,2113.979,0.000,-1.267,0.000,0.000,0.000,0.000,0.000,0.000
708,2117.058,0.867,0.867,0.000,0.000,0.000,0.000,0.000,0.000
709,2120.138,0.000,-2.933,0.000,0.000,0.000,0.000,0.000,0.000
710,2123.217,0.000,-1.733,0.000,0.000,0.000,0.000,0.000,0.000
711,2126.297,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
712,2129.376,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
713,2132.456,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000
714,2135.537,0.467,0.467,0.000,0.000,0.000,0.000,0.000,0.000
715,2138.617,1.400,1.400,0.000,0.000,0.000,0.000,0.000,0.000
716,2141.697,0.733,0.733,0.000,0.000,0.000,0.000,0.000,0.000
717,2144.778,0.000,-1.800,0.000,0.000,0.000,0.000,0.000,0.000
718,2147.859,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
719,2150.940,0.000,-1.533,0.000,0.000,0.000,0.000,0.000,0.000
720,2154.021,0.000,-1.400,0.000,0.000,0.000,0.000,0.000,0.000
721,2157.102,0.000,-1.867,0.000,0.000,0.000,0.000,0.000,0.000
722,2160.184,2.867,2.867,0.000,0.000,0.000,0.000,0.000,0.000
723,2163.265,3.533,3.533,0.000,0.000,0.000,0.000,0.000,0.000
724,2166.347,0.000,-0.133,0.000,0.000,0.000,0.000,0.000,0.000
725,2169.429,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
726,2172.511,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
727,2175.594,1.867,1.867,0.000,0.000,0.000,0.000,0.000,0.000
728,2178.676,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000
729,2181.759,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
730,2184.842,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
731,2187.925,1.667,1.667,0.000,0.000,0.000,0.000,0.000,0.000
732,2191.008,0.000,-1.400,0.000,0.000,0.000,0.000,0.000,0.000
733,2194.091,0.000,-1.533,0.000,0.000,0.000,0.000,0.000,0.000
734,2197.175,0.000,-1.733,0.000,0.000,0.000,0.000,0.000,0.000
735,2200.259,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
736,2203.342,4.533,4.533,0.000,0.000,0.000,0.000,0.000,0.000
737,2206.426,0.733,0.733,0.000,0.000,0.000,0.000,0.000,0.000
738,2209.511,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
739,2212.595,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
740,2215.680,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
741,2218.764,0.000,-1.733,0.000,0.000,0.000,0.000,0.000,0.000
742,2221.849,0.000,-1.600,0.000,0.000,0.000,0.000,0.000,0.000
743,2224.934,0.000,-2.333,0.000,0.000,0.000,0.000,0.000,0.000
744,2228.019,1.600,1.600,0.000,0.000,0.000,0.000,0.000,0.000
745,2231.105,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
746,2234.190,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
747,2237.276,1.267,1.267,0.000,0.000,0.000,0.000,0.000,0.000
748,2240.362,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
749,2243.448,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
750,2246.534,0.867,0.867,0.000,0.000,0.000,0.000,0.000,0.000
751,2249.621,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
752,2252.707,0.867,0.867,0.000,0.000,0.000,0.000,0.000,0.000
753,2255.794,0.000,-0.067,0.000,0.000,0.000,0.000,0.000,0.000
754,2258.881,3.200,3.200,0.000,0.000,0.000,0.000,0.000,0.000
755,2261.968,3.067,3.067,0.000,0.000,0.000,0.000,0.000,0.000
756,2265.055,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
757,2268.142,0.133,0.133,0.000,0.000,0.000,0.000,0.000,0.000
758,2271.230,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
759,2274.318,0.000,-1.133,0.000,0.000,0.000,0.000,0.000,0.000
760,2277.406,0.000,-0.267,0.000,0.000,0.000,0.000,0.000,0.000
761,2280.494,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
762,2283.582,1.533,1.533,0.000,0.000,0.000,0.000,0.000,0.000
763,2286.670,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
764,2289.759,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
765,2292.848,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
766,2295.937,0.000,-2.400,0.000,0.000,0.000,0.000,0.000,0.000
767,2299.026,1.067,1.067,0.000,0.000,0.000,0.000,0.000,0.000
768,2302.115,2.333,2.333,0.000,0.000,0.000,0.000,0.000,0.000
769,2305.204,0.000,-0.267,0.000,0.000,0.000,0.000,0.000,0.000
770,2308.294,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
771,2311.384,0.000,-1.400,0.000,0.000,0.000,0.000,0.000,0.000
772,2314.474,1.667,1.667,0.000,0.000,0.000,0.000,0.000,0.000
773,2317.564,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
774,2320.654,0.000,-2.200,0.000,0.000,0.000,0.000,0.000,0.000
775,2323.744,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
776,2326.835,0.000,-0.133,0.000,0.000,0.000,0.000,0.000,0.000
777,2329.926,0.000,-0.867,0.000,0.000,0.000,0.000,0.000,0.000
778,2333.017,0.000,-0.800,0.000,0.000,0.000,0.000,0.000,0.000
779,2336.108,0.000,-1.600,0.000,0.000,0.000,0.000,0.000,0.000
780,2339.199,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
781,2342.291,0.000,-1.067,0.000,0.000,0.000,0.000,0.000,0.000
782,2345.382,1.200,1.200,0.000,0.000,0.000,0.000,0.000,0.000
783,2348.474,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
784,2351.566,0.000,-1.733,0.000,0.000,0.000,0.000,0.000,0.000
785,2354.658,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
786,2357.750,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
787,2360.843,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000
788,2363.935,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
789,2367.028,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
790,2370.121,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
791,2373.214,3.400,3.400,0.000,0.000,0.000,0.000,0.000,0.000
792,2376.308,2.400,2.400,0.000,0.000,0.000,0.000,0.000,0.000
793,2379.401,0.000,-1.600,0.000,0.000,0.000,0.000,0.000,0.000
794,2382.495,0.000,-1.667,0.000,0.000,0.000,0.000,0.000,0.000
795,2385.589,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
796,2388.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
797,2391.777,0.467,0.467,0.000,0.000,0.000,0.000,0.000,0.000
798,2394.871,0.000,-1.533,0.000,0.000,0.000,0.000,0.000,0.000
799,2397.966,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
800,2401.060,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000
801,2404.155,0.000,-1.733,0.000,0.000,0.000,0.000,0.000,0.000
802,2407.250,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
803,2410.345,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
804,2413.441,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
805,2416.536,0.000,-1.267,0.000,0.000,0.000,0.000,0.000,0.000
806,2419.632,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
807,2422.728,0.000,-1.933,0.000,0.000,0.000,0.000,0.000,0.000
808,2425.824,0.000,-1.667,0.000,0.000,0.000,0.000,0.000,0.000
809,2428.920,1.400,1.400,0.000,0.000,0.000,0.000,0.000,0.000
810,2432.016,0.000,-0.333,0.000,0.000,0.000,0.000,0.000,0.000
811,2435.113,0.000,-0.267,0.000,0.000,0.000,0.000,0.000,0.000
812,2438.209,1.533,1.533,0.000,0.000,0.000,0.000,0.000,0.000
813,2441.306,0.000,-1.267,0.000,0.000,0.000,0.000,0.000,0.000
814,2444.403,2.667,2.667,0.000,0.000,0.000,0.000,0.000,0.000
815,2447.500,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
816,2450.598,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
817,2453.695,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
818,2456.793,0.000,-0.133,0.000,0.000,0.000,0.000,0.000,0.000
819,2459.891,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
820,2462.989,0.000,-1.200,0.000,0.000,0.000,0.000,0.000,0.000
821,2466.087,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
822,2469.185,0.000,-0.800,0.000,0.000,0.000,0.000,0.000,0.000
823,2472.284,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
824,2475.383,1.467,1.467,0.000,0.000,0.000,0.000,0.000,0.000
825,2478.481,1.933,1.933,0.000,0.000,0.000,0.000,0.000,0.000
826,2481.580,1.400,1.400,0.000,0.000,0.000,0.000,0.000,0.000
827,2484.680,0.000,-0.067,0.000,0.000,0.000,0.000,0.000,0.000
828,2487.779,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000
829,2490.879,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
830,2493.978,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
831,2497.078,0.000,-1.133,0.000,0.000,0.000,0.000,0.000,0.000
832,2500.178,0.733,0.733,0.000,0.000,0.000,0.000,0.000,0.000
833,2503.279,1.600,1.600,0.000,0.000,0.000,0.000,0.000,0.000
834,2506.379,3.333,3.333,0.000,0.000,0.000,0.000,0.000,0.000
835,2509.479,0.000,-0.933,0.000,0.000,0.000,0.000,0.000,0.000
836,2512.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
837,2515.681,0.000,-1.333,0.000,0.000,0.000,0.000,0.000,0.000
838,2518.782,0.000,-1.200,0.000,0.000,0.000,0.000,0.000,0.000
839,2521.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
840,2524.985,0.000,-1.333,0.000,0.000,0.000,0.000,0.000,0.000
841,2528.086,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
842,2531.188,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
843,2534.290,0.933,0.933,0.000,0.000,0.000,0.000,0.000,0.000
844,2537.392,1.200,1.200,0.000,0.000,0.000,0.000,0.000,0.000
845,2540.494,2.133,2.133,0.000,0.000,0.000,0.000,0.000,0.000
846,2543.597,0.000,-0.133,0.000,0.000,0.000,0.000,0.000,0.000
847,2546.699,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
848,2549.802,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
849,2552.905,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
850,2556.008,0.000,-0.067,0.000,0.000,0.000,0.000,0.000,0.000
851,2559.111,0.000,-1.400,0.000,0.000,0.000,0.000,0.000,0.000
852,2562.215,2.133,2.133,0.000,0.000,0.000,0.000,0.000,0.000
853,2565.318,1.667,1.667,0.000,0.000,0.000,0.000,0.000,0.000
854,2568.422,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
855,2571.526,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
856,2574.630,0.000,-1.133,0.000,0.000,0.000,0.000,0.000,0.000
857,2577.735,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
858,2580.839,0.467,0.467,0.000,0.000,0.000,0.000,0.000,0.000
859,2583.944,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
860,2587.048,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
861,2590.153,0.000,-0.333,0.000,0.000,0.000,0.000,0.000,0.000
862,2593.258,0.000,-0.867,0.000,0.000,0.000,0.000,0.000,0.000
863,2596.364,0.000,-1.133,0.000,0.000,0.000,0.000,0.000,0.000
864,2599.469,5.400,5.400,0.000,0.000,0.000,0.000,0.000,0.000
865,2602.575,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
866,2605.681,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
867,2608.787,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
868,2611.893,0.000,-0.867,0.000,0.000,0.000,0.000,0.000,0.000
869,2614.999,1.800,1.800,0.000,0.000,0.000,0.000,0.000,0.000
870,2618.106,0.000,-1.400,0.000,0.000,0.000,0.000,0.000,0.000
871,2621.212,0.933,0.933,0.000,0.000,0.000,0.000,0.000,0.000
872,2624.319,0.000,-1.933,0.000,0.000,0.000,0.000,0.000,0.000
873,2627.426,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
874,2630.533,0.000,-0.067,0.000,0.000,0.000,0.000,0.000,0.000
875,2633.640,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
876,2636.748,0.000,-1.333,0.000,0.000,0.000,0.000,0.000,0.000
877,2639.856,0.000,-2.600,0.000,0.000,0.000,0.000,0.000,0.000
878,2642.963,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
879,2646.071,0.000,-2.600,0.000,0.000,0.000,0.000,0.000,0.000
880,2649.179,2.333,2.333,0.000,0.000,0.000,0.000,0.000,0.000
881,2652.288,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
882,2655.396,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
883,2658.505,2.733,2.733,0.000,0.000,0.000,0.000,0.000,0.000
884,2661.614,0.000,-2.533,0.000,0.000,0.000,0.000,0.000,0.000
885,2664.723,0.000,-2.533,0.000,0.000,0.000,0.000,0.000,0.000
886,2667.832,0.000,-2.000,0.000,0.000,0.000,0.000,0.000,0.000
887,2670.941,0.000,-1.800,0.000,0.000,0.000,0.000,0.000,0.000
888,2674.051,1.667,1.667,0.000,0.000,0.000,0.000,0.000,0.000
889,2677.160,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
890,2680.270,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
891,2683.380,0.000,-1.267,0.000,0.000,0.000,0.000,0.000,0.000
892,2686.491,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
893,2689.601,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
894,2692.711,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
895,2695.822,0.000,-1.467,0.000,0.000,0.000,0.000,0.000,0.000
896,2698.933,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
897,2702.044,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
898,2705.155,4.133,4.133,0.000,0.000,0.000,0.000,0.000,0.000
899,2708.267,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000
900,2711.378,0.000,-0.933,0.000,0.000,0.000,0.000,0.000,0.000
901,2714.490,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000
902,2717.602,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
903,2720.714,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
904,2723.826,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
905,2726.938,0.133,0.133,0.000,0.000,0.000,0.000,0.000,0.000
906,2730.051,0.867,0.867,0.000,0.000,0.000,0.000,0.000,0.000
907,2733.164,2.400,2.400,0.000,0.000,0.000,0.000,0.000,0.000
908,2736.276,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000
909,2739.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
910,2742.503,0.000,-0.933,0.000,0.000,0.000,0.000,0.000,0.000
911,2745.616,1.333,1.333,0.000,0.000,0.000,0.000,0.000,0.000
912,2748.730,1.467,1.467,0.000,0.000,0.000,0.000,0.000,0.000
913,2751.843,0.467,0.467,0.000,0.000,0.000,0.000,0.000,0.000
914,2754.957,0.000,-1.067,0.000,0.000,0.000,0.000,0.000,0.000
915,2758.071,0.133,0.133,0.000,0.000,0.000,0.000,0.000,0.000
916,2761.186,0.467,0.467,0.000,0.000,0.000,0.000,0.000,0.000
917,2764.300,0.000,-1.067,0.000,0.000,0.000,0.000,0.000,0.000
918,2767.415,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
919,2770.529,3.600,3.600,0.000,0.000,0.000,0.000,0.000,0.000
920,2773.644,1.133,1.133,0.000,0.000,0.000,0.000,0.000,0.000
921,2776.759,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
922,2779.874,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000
923,2782.990,1.733,1.733,0.000,0.000,0.000,0.000,0.000,0.000
924,2786.105,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000
925,2789.221,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
926,2792.337,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
927,2795.453,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000
928,2798.569,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
929,2801.686,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
930,2804.803,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
931,2807.919,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000
932,2811.036,0.467,0.467,0.000,0.000,0.000,0.000,0.000,0.000
933,2814.153,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
934,2817.271,0.467,0.467,0.000,0.000,0.000,0.000,0.000,0.000
935,2820.388,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
936,2823.506,2.533,2.533,0.000,0.000,0.000,0.000,0.000,0.000
937,2826.623,0.000,-0.800,0.000,0.000,0.000,0.000,0.000,0.000
938,2829.741,1.267,1.267,0.000,0.000,0.000,0.000,0.000,0.000
939,2832.859,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
940,2835.978,1.400,1.400,0.000,0.000,0.000,0.000,0.000,0.000
941,2839.096,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
942,2842.215,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
943,2845.334,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
944,2848.453,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
945,2851.572,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
946,2854.691,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000
947,2857.810,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
948,2860.930,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
949,2864.050,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000
950,2867.170,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
951,2870.290,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
952,2873.410,1.600,1.600,0.000,0.000,0.000,0.000,0.000,0.000
953,2876.531,1.200,1.200,0.000,0.000,0.000,0.000,0.000,0.000
954,2879.651,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
955,2882.772,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
956,2885.893,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000
957,2889.014,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
958,2892.136,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
959,2895.257,0.000,-0.333,0.000,0.000,0.000,0.000,0.000,0.000
960,2898.379,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
961,2901.501,0.000,-0.933,0.000,0.000,0.000,0.000,0.000,0.000
962,2904.623,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
963,2907.745,0.000,-0.333,0.000,0.000,0.000,0.000,0.000,0.000
964,2910.867,0.133,0.133,0.000,0.000,0.000,0.000,0.000,0.000
965,2913.990,0.000,-0.200,0.000,0.000,0.000,0.000,0.000,0.000
966,2917.112,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
967,2920.235,1.200,1.200,0.000,0.000,0.000,0.000,0.000,0.000
968,2923.358,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
969,2926.481,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
970,2929.605,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000
971,2932.728,0.000,-0.933,0.000,0.000,0.000,0.000,0.000,0.000
972,2935.852,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
973,2938.976,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
974,2942.100,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
975,2945.224,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000
976,2948.348,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
977,2951.473,0.000,-0.733,0.000,0.000,0.000,0.000,0.000,0.000
978,2954.598,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
979,2957.722,1.267,1.267,0.000,0.000,0.000,0.000,0.000,0.000
980,2960.847,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
981,2963.973,0.000,-0.467,0.000,0.000,0.000,0.000,0.000,0.000
982,2967.098,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
983,2970.224,0.533,0.533,0.000,0.000,0.000,0.000,0.000,0.000
984,2973.349,0.000,-0.667,0.000,0.000,0.000,0.000,0.000,0.000
985,2976.475,0.000,-0.600,0.000,0.000,0.000,0.000,0.000,0.000
986,2979.601,0.000,-0.533,0.000,0.000,0.000,0.000,0.000,0.000
987,2982.727,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000
988,2985.854,0.000,-0.400,0.000,0.000,0.000,0.000,0.000,0.000
989,2988.980,0.000,-0.933,0.000,0.000,0.000,0.000,0.000,0.000
990,2992.107,0.533,0.533,0.009,0.009,0.000,0.000,0.000,0.000
991,2995.234,0.000,-0.600,0.018,0.018,0.000,0.000,0.000,0.000
992,2998.361,0.467,0.467,0.028,0.028,0.000,0.000,0.000,0.000
993,3001.488,1.600,1.600,0.037,0.037,0.000,0.000,0.000,0.000
994,3004.616,0.000,-0.600,0.046,0.046,0.000,0.000,0.000,0.000
995,3007.743,0.533,0.533,0.055,0.055,0.000,0.000,0.000,0.000
996,3010.871,0.200,0.200,0.065,0.065,0.000,0.000,0.000,0.000
997,3013.999,0.600,0.600,0.074,0.074,0.000,0.000,0.000,0.000
998,3017.127,0.533,0.533,0.083,0.083,0.000,0.000,0.000,0.000
999,3020.255,0.600,0.600,0.092,0.092,0.000,0.000,0.000,0.000
1000,3023.384,0.000,-0.667,0.102,0.102,0.000,0.000,0.000,0.000
1001,3026.512,1.467,1.467,0.111,0.111,0.000,0.000,0.000,0.000
1002,3029.641,0.467,0.467,0.120,0.120,0.000,0.000,0.000,0.000
1003,3032.770,0.267,0.267,0.129,0.129,0.000,0.000,0.000,0.000
1004,3035.899,1.467,1.467,0.139,0.139,0.000,0.000,0.000,0.000
1005,3039.028,0.000,-0.800,0.148,0.148,0.000,0.000,0.000,0.000
1006,3042.158,0.533,0.533,0.157,0.157,0.000,0.000,0.000,0.000
1007,3045.287,0.000,-0.133,0.166,0.166,0.000,0.000,0.000,0.000
1008,3048.417,0.400,0.400,0.175,0.175,0.000,0.000,0.000,0.000
1009,3051.547,0.133,0.133,0.185,0.185,0.000,0.000,0.000,0.000
1010,3054.677,0.000,-0.733,0.194,0.194,0.000,0.000,0.000,0.000
1011,3057.807,0.000,-0.667,0.203,0.203,0.000,0.000,0.000,0.000
1012,3060.938,0.733,0.733,0.212,0.212,0.000,0.000,0.000,0.000
1013,3064.068,0.733,0.733,0.222,0.222,0.000,0.000,0.000,0.000
1014,3067.199,1.400,1.400,0.231,0.231,0.000,0.000,0.000,0.000
1015,3070.330,0.467,0.467,0.240,0.240,0.000,0.000,0.000,0.000
1016,3073.461,0.533,0.533,0.249,0.249,0.000,0.000,0.000,0.000
1017,3076.592,0.000,-0.533,0.259,0.259,0.000,0.000,0.000,0.000
1018,3079.724,0.000,-0.533,0.268,0.268,0.000,0.000,0.000,0.000
1019,3082.855,0.400,0.400,0.277,0.277,0.000,0.000,0.000,0.000
1020,3085.987,0.000,-0.400,0.286,0.286,0.000,0.000,0.000,0.000
1021,3089.119,0.667,0.667,0.296,0.296,0.000,0.000,0.000,0.000
1022,3092.251,0.533,0.533,0.305,0.305,0.000,0.000,0.000,0.000
1023,3095.384,0.467,0.467,0.314,0.314,0.000,0.000,0.000,0.000
