call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,37,35,1110,0,31,0,7.4663475105009557E-09,74.663475105009553,-571414.63748715492,-3.2545335557165016E-06,-435.89366167851171,6.2527760746888816E-13,0
2,37,35,1110,0,31,0,7.4663475105009557E-09,74.663475105009553,-571414.63748715492,-3.2545335557165016E-06,-435.89366167851171,6.2527760746888816E-13,0
3,37,35,1110,0,31,0,7.4501133295712183E-09,74.501133295712179,-507912.46324273368,-2.6028752371435568E-06,-349.373911778247,7.3896444519050419E-13,0
4,37,35,1110,0,31,0,7.4497716184609728E-09,74.497716184609729,-506666.29134483228,-2.5764403998707568E-06,-345.84152801223945,5.1159076974727213E-13,0
5,37,35,1110,0,32,0,7.4663475105009557E-09,74.663475105009553,-567334.23005083692,-7.7375278757305918E-06,-1036.3203513964811,2.8421709430404007E-13,0
6,37,35,1110,0,32,0,7.45118853499497E-09,74.5118853499497,-466488.69594255375,-2.591826313693999E-06,-347.84065676520271,3.4106051316484809E-13,0
7,37,35,1110,0,33,0,7.4515305110413627E-09,74.515305110413621,-466751.7368910049,-2.5726199506107331E-06,-345.24718737965759,3.979039320256561E-13,0
8,37,35,1110,0,32,0,7.4663475105009557E-09,74.663475105009553,-570998.98779269028,-4.9208616619550579E-06,-659.07214404823378,4.5474735088646412E-13,0
9,37,35,1110,0,32,0,7.4591526699188754E-09,74.591526699188748,-495556.34669011133,-3.0190258445196729E-06,-404.74112518097951,1.7053025658242404E-13,0
10,37,35,1110,0,32,0,7.4580420468421411E-09,74.580420468421408,-492310.35792970774,-2.8953783472750644E-06,-388.22231479655113,1.1368683772161603E-13,0
11,37,35,1110,0,31,0,7.4663475105009557E-09,74.663475105009553,-571445.98782048025,-3.7648130946549735E-06,-504.23759265959654,1.1368683772161603E-13,0
12,37,35,1110,0,32,0,7.45878855114463E-09,74.587885511446288,-504871.55470184278,-2.7962775659524187E-06,-374.89701535020731,3.4106051316484809E-13,0
13,37,35,1110,0,32,0,7.4584558958538741E-09,74.584558958538736,-503164.21214198763,-2.7462999869484126E-06,-368.21294183358646,2.8421709430404007E-13,0
14,37,35,1110,0,30,0,7.4663475105009557E-09,74.663475105009553,-571422.11394213978,-3.5994060768298943E-06,-482.08392011857904,6.4773075791890733E-11,0
15,37,35,1110,0,31,0,7.4570689197423634E-09,74.570689197423633,-506170.33941347356,-2.7491504921459771E-06,-368.6636829743768,7.1054273576010019E-13,0
16,37,35,1110,0,31,0,7.45679356492994E-09,74.5679356492994,-504628.57117138791,-2.7064472192241481E-06,-362.950535730645,5.1159076974727213E-13,0
17,34,34,1020,0,30,0,7.4663475105009557E-09,74.663475105009553,-571421.19998049224,-0.84370426844230906,-113000937.50735433,1.1368683772161603E-13,0
18,34,34,1020,0,30,0,7.4570688702358684E-09,74.57068870235868,-506200.42543332238,-0.16290969707682734,-21846344.71153469,2.2737367544323206E-13,0
19,34,34,1020,0,30,0,7.4567929629022354E-09,74.567929629022359,-504669.33424733405,-0.059961591812282222,-8041203.7870158,5.6843418860808015E-14,0
