spectrum,peak_kev,peak_counts,fwhm_kev,has_curve,nuclide,line_kev,intensity_pct,is_xray,low_yield,rivals,rival_factor,coeff_ok,bq_coeff,verdict
G1S16_Ba133_P25,1466.779,0.0,25.798,1,K-40,1460.000,10.66,0,0,0,1.000,1,14427.1,ПОКАЗАНО голым числом
G1S16_Ba133_P25,1788.099,0.0,26.418,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,12100.1,ПОКАЗАНО голым числом
G1S16_Ba133_P25,2627.011,0.0,30.577,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7672.72,ПОКАЗАНО голым числом
G1S16_Ba133_P5,47.498,2894.0,2.791,1,Pb-210,46.539,4.25,0,0,0,1.000,1,495.435,ПОКАЗАНО голым числом
G1S16_Ba133_P5,76.499,23390.0,4.197,1,Pb x-ray,74.969,100,1,0,1,1.488,1,17.6122,ОТКАЗ рентген
G1S16_Ba133_P5,114.307,259.0,3.962,1,Th-234,112.810,0.21,0,1,0,1.000,1,8281.38,ОТКАЗ выход
G1S16_Ba133_P5,155.154,597.0,8.084,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,2.05173E+06,ОТКАЗ выход
G1S16_Ba133_P5,302.074,447.0,7.456,1,Lu-176,307.000,93.6,0,0,0,1.000,1,28.7279,ПОКАЗАНО голым числом
G1S16_Ba133_P5,358.302,1294.0,10.661,1,Ba-133,358.000,62.05,0,0,1,1.737,1,50.3953,ПОКАЗАНО со спором
G1S16_Ba133_P5,453.454,12.0,7.233,1,Ac-228,463.000,4.4,0,0,0,1.000,1,893.754,ПОКАЗАНО голым числом
G1S16_Ba133_P5,1471.334,0.0,21.062,1,K-40,1460.000,10.66,0,0,0,1.000,1,1160.53,ПОКАЗАНО голым числом
G1S16_Cd109_P25,85.679,98.0,4.245,1,Pb x-ray,84.936,23,1,0,1,2.875,1,1324.99,ОТКАЗ рентген
G1S16_Cd109_P25,345.626,1.0,10.963,1,Eu-152,345.000,26.59,0,0,0,1.000,1,1590.46,ПОКАЗАНО голым числом
G1S16_Cd109_P25,610.664,0.0,15.828,1,Bi-214,609.000,45.44,0,0,1,1.976,1,1523.62,ПОКАЗАНО со спором
G1S16_Cd109_P25,1472.472,0.0,25.453,1,K-40,1460.000,10.66,0,0,0,1.000,1,14471.7,ПОКАЗАНО голым числом
G1S16_Cd109_P25,2614.562,0.0,30.462,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7624.54,ПОКАЗАНО голым числом
G1S16_Cd109_P5,53.636,87.0,3.176,1,W x-ray,57.981,57.6,1,0,0,1.000,1,34.1248,ОТКАЗ рентген
G1S16_Cd109_P5,85.764,1417.0,4.419,1,Pb x-ray,84.936,23,1,0,1,2.875,1,75.3587,ОТКАЗ рентген
G1S16_Cd109_P5,1468.490,0.0,22.022,1,K-40,1460.000,10.66,0,0,0,1.000,1,1158.2,ПОКАЗАНО голым числом
G1S16_Ce139_P25,162.729,88.0,6.091,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,3.42494E+07,ОТКАЗ выход
G1S16_Ce139_P25,343.106,1.0,9.448,1,Eu-152,345.000,26.59,0,0,0,1.000,1,1582.24,ПОКАЗАНО голым числом
G1S16_Ce139_P25,606.212,0.0,13.101,1,Bi-214,609.000,45.44,0,0,0,1.000,1,1514.37,ПОКАЗАНО голым числом
G1S16_Ce139_P25,1452.611,0.0,25.376,1,K-40,1460.000,10.66,0,0,0,1.000,1,14309.7,ПОКАЗАНО голым числом
G1S16_Ce139_P25,1762.419,0.0,25.183,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,11938.6,ПОКАЗАНО голым числом
G1S16_Ce139_P25,2609.978,0.0,31.008,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7609.64,ПОКАЗАНО голым числом
G1S16_Ce139_P5,105.730,118.0,5.372,1,Np-239,106.000,25.34,0,0,0,1.000,1,68.3115,ПОКАЗАНО голым числом
G1S16_Ce139_P5,164.169,1240.0,6.388,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,2.09611E+06,ОТКАЗ выход
G1S16_Ce139_P5,205.235,9.0,3.667,1,U-237,208.005,21.2,0,0,0,1.000,1,98.3136,ПОКАЗАНО голым числом
G1S16_Ce139_P5,516.956,0.0,12.748,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Ce139_P5,1467.391,0.0,23.385,1,K-40,1460.000,10.66,0,0,0,1.000,1,1157.3,ПОКАЗАНО голым числом
G1S16_Co57_P5,85.326,13.0,4.429,1,Pb x-ray,84.936,23,1,0,1,2.875,1,75.3972,ОТКАЗ рентген
G1S16_Co57_P5,120.292,98.0,5.215,1,Eu-152,125.000,28.53,0,0,0,1.000,1,61.163,ПОКАЗАНО голым числом
G1S16_Co57_P5,1464.057,0.0,29.126,1,K-40,1460.000,10.66,0,0,0,1.000,1,1154.56,ПОКАЗАНО голым числом
G1S16_Co60_P25,37.613,71.0,3.720,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Co60_P25,237.362,6.0,11.126,1,Pb-212,238.000,43.6,0,0,1,6.004,1,779.463,ПОКАЗАНО со спором
G1S16_Co60_P25,848.893,0.0,13.536,1,Ac-228,835.000,1.61,0,0,0,1.000,1,58374.4,ПОКАЗАНО голым числом
G1S16_Co60_P25,908.705,1.0,18.600,1,Ac-228,911.000,25.8,0,0,0,1.000,1,3905.81,ПОКАЗАНО голым числом
G1S16_Co60_P25,1170.069,11.0,22.156,1,Co-60,1173.000,99.85,0,0,0,1.000,1,1256.07,ПОКАЗАНО голым числом
G1S16_Co60_P25,1329.878,8.0,24.232,1,Co-60,1332.000,99.9826,0,0,0,1.000,1,1412.65,ПОКАЗАНО голым числом
G1S16_Co60_P5,229.424,179.0,13.680,1,Np-239,228.000,10.73,0,0,0,1.000,1,206.113,ПОКАЗАНО голым числом
G1S16_Co60_P5,508.906,3.0,12.132,1,Tl-208,510.000,8.1224,0,0,0,1.000,1,544.036,ПОКАЗАНО голым числом
G1S16_Co60_P5,846.830,1.0,16.145,1,Ac-228,835.000,1.61,0,0,0,1.000,1,4532.03,ПОКАЗАНО голым числом
G1S16_Co60_P5,916.155,6.0,19.873,1,Ac-228,911.000,25.8,0,0,0,1.000,1,304.094,ПОКАЗАНО голым числом
G1S16_Co60_P5,1173.432,81.0,21.729,1,Co-60,1173.000,99.85,0,0,0,1.000,1,99.9876,ПОКАЗАНО голым числом
G1S16_Co60_P5,1334.406,58.0,24.118,1,Co-60,1332.000,99.9826,0,0,0,1.000,1,112.42,ПОКАЗАНО голым числом
G1S16_Co60_P5,1589.746,0.0,24.228,1,Ac-228,1588.000,3.22,0,0,0,1.000,1,4163.95,ПОКАЗАНО голым числом
G1S16_Co60_P5,2268.506,0.0,35.940,1,Bi-214,2204.000,4.92,0,0,0,1.000,1,3911.52,ПОКАЗАНО голым числом
G1S16_Co60_P5,2546.728,0.0,35.726,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,607.885,ПОКАЗАНО голым числом
G1S16_Cs137_Mar,198.469,9.0,10.924,1,Lu-176,202.000,77.9688,0,0,0,1.000,1,16.608,ПОКАЗАНО голым числом
G1S16_Cs137_Mar,439.368,2.0,12.469,1,Ag-108m,433.000,90.5,0,0,0,1.000,1,24.3502,ПОКАЗАНО голым числом
G1S16_Cs137_Mar,663.134,30.0,15.994,1,Cs-137,662.000,85.1,0,0,0,1.000,1,37.7255,ПОКАЗАНО голым числом
G1S16_Cs137_Mar,1453.210,0.0,24.135,1,K-40,1460.000,10.66,0,0,0,1.000,1,609.693,ПОКАЗАНО голым числом
G1S16_Cs137_Mar_2,189.499,34.0,8.456,1,Ra-226,186.211,3.64,0,0,1,15.659,1,433.473,ПОКАЗАНО со спором
G1S16_Cs137_Mar_2,441.878,3.0,13.447,1,Ag-108m,433.000,90.5,0,0,0,1.000,1,28.0242,ПОКАЗАНО голым числом
G1S16_Cs137_Mar_2,667.217,81.0,15.757,1,Cs-137,662.000,85.1,0,0,0,1.000,1,42.5976,ПОКАЗАНО голым числом
G1S16_Cs137_Mar_2,1460.408,0.0,26.450,1,K-40,1460.000,10.66,0,0,0,1.000,1,676.84,ПОКАЗАНО голым числом
G1S16_Cs137_P25,79.324,27.0,3.451,1,Pb x-ray,74.969,100,1,0,0,1.000,1,307.592,ОТКАЗ рентген
G1S16_Cs137_P25,185.850,12.0,9.066,1,U-235,185.715,57,0,0,1,15.659,1,554.238,ПОКАЗАНО со спором
G1S16_Cs137_P25,440.141,4.0,12.798,1,Ag-108m,433.000,90.5,0,0,0,1.000,1,569.325,ПОКАЗАНО голым числом
G1S16_Cs137_P25,656.937,93.0,15.957,1,Cs-137,662.000,85.1,0,0,0,1.000,1,872.742,ПОКАЗАНО голым числом
G1S16_Cs137_P25,1458.695,0.0,25.968,1,K-40,1460.000,10.66,0,0,0,1.000,1,14361.9,ПОКАЗАНО голым числом
G1S16_Cs137_P25,1756.360,0.0,26.089,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,11895.3,ПОКАЗАНО голым числом
G1S16_Cs137_P25,2607.084,0.0,36.401,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7600.24,ПОКАЗАНО голым числом
G1S16_Cs137_P5,186.535,691.0,10.066,1,Ra-226,186.211,3.64,0,0,1,15.659,1,544.205,ПОКАЗАНО со спором
G1S16_Cs137_P5,440.311,61.0,13.490,1,Ag-108m,433.000,90.5,0,0,0,1.000,1,42.2073,ПОКАЗАНО голым числом
G1S16_Cs137_P5,661.291,1122.0,15.587,1,Cs-137,662.000,85.1,0,0,0,1.000,1,67.805,ПОКАЗАНО голым числом
G1S16_Cs137_P5,872.155,0.0,15.814,1,Ac-228,911.000,25.8,0,0,0,1.000,1,290.261,ПОКАЗАНО голым числом
G1S16_Cs137_P5,1344.004,0.0,30.096,1,Co-60,1332.000,99.9826,0,0,0,1.000,1,113.211,ПОКАЗАНО голым числом
G1S16_Cs137_P5,1480.188,0.0,15.646,1,K-40,1460.000,10.66,0,0,0,1.000,1,1167.79,ПОКАЗАНО голым числом
G1S16_Eu152_P25,33.824,10698.0,3.395,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Eu152_P25,94.299,84.0,4.402,1,Pb x-ray,87.300,8,1,0,0,1.000,1,3779.64,ОТКАЗ рентген
G1S16_Eu152_P25,120.326,1750.0,5.129,1,Eu-152,125.000,28.53,0,0,0,1.000,1,1055.36,ПОКАЗАНО голым числом
G1S16_Eu152_P25,242.602,99.0,7.941,1,Eu-152,244.000,7.55,0,0,1,1.040,1,4541.36,ПОКАЗАНО со спором
G1S16_Eu152_P25,342.507,140.0,10.501,1,Eu-152,345.000,26.59,0,0,1,2.359,1,1580.29,ПОКАЗАНО со спором
G1S16_Eu152_P25,419.412,3.0,9.472,1,Ac-228,409.000,1.92,0,0,0,1.000,1,25757.3,ПОКАЗАНО голым числом
G1S16_Eu152_P25,685.519,1.0,10.919,1,Cs-137,662.000,85.1,0,0,0,1.000,1,905.857,ПОКАЗАНО голым числом
G1S16_Eu152_P25,782.106,7.0,15.695,1,Eu-152,780.000,12.93,0,0,0,1.000,1,6693.58,ПОКАЗАНО голым числом
G1S16_Eu152_P25,869.972,1.0,7.807,1,Ac-228,835.000,1.61,0,0,0,1.000,1,59896.2,ПОКАЗАНО голым числом
G1S16_Eu152_P25,967.240,4.0,17.943,1,Ac-228,968.000,15.8,0,0,1,3.166,1,6734.28,ПОКАЗАНО со спором
G1S16_Eu152_P25,1104.468,5.0,22.642,1,Eu-152,1111.000,13.67,0,0,0,1.000,1,8689.97,ПОКАЗАНО голым числом
G1S16_Eu152_P25,1422.746,2.0,25.147,1,K-40,1460.000,10.66,0,0,0,1.000,1,14052.8,ПОКАЗАНО голым числом
G1S16_Eu152_P25,1771.448,0.0,26.234,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,11997,ПОКАЗАНО голым числом
G1S16_Eu152_P25,2622.037,0.0,35.697,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7653.35,ПОКАЗАНО голым числом
G1S16_Eu152_P5,33.068,75227.0,3.348,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Eu152_P5,85.326,1224.0,4.577,1,Pb x-ray,84.936,23,1,0,1,2.875,1,75.3972,ОТКАЗ рентген
G1S16_Eu152_P5,120.292,12255.0,5.210,1,Eu-152,125.000,28.53,0,0,0,1.000,1,61.163,ПОКАЗАНО голым числом
G1S16_Eu152_P5,164.139,261.0,7.005,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,2.09596E+06,ОТКАЗ выход
G1S16_Eu152_P5,243.437,595.0,8.014,1,Eu-152,244.000,7.55,0,0,1,1.040,1,303.217,ПОКАЗАНО со спором
G1S16_Eu152_P5,346.903,794.0,10.525,1,Eu-152,345.000,26.59,0,0,0,1.000,1,114.157,ПОКАЗАНО голым числом
G1S16_Eu152_P5,442.110,23.0,12.048,1,Ag-108m,433.000,90.5,0,0,0,1.000,1,42.3779,ПОКАЗАНО голым числом
G1S16_Eu152_P5,573.876,6.0,13.827,1,Tl-208,583.000,30.549,0,0,0,1.000,1,162.895,ПОКАЗАНО голым числом
G1S16_Eu152_P5,685.359,4.0,11.486,1,Cs-137,662.000,85.1,0,0,0,1.000,1,70.173,ПОКАЗАНО голым числом
G1S16_Eu152_P5,785.244,38.0,16.087,1,Eu-152,780.000,12.93,0,0,0,1.000,1,527.009,ПОКАЗАНО голым числом
G1S16_Eu152_P5,876.372,3.0,7.952,1,Ac-228,911.000,25.8,0,0,0,1.000,1,291.498,ПОКАЗАНО голым числом
G1S16_Eu152_P5,970.815,22.0,18.071,1,Ac-228,968.000,15.8,0,0,1,3.166,1,527.977,ПОКАЗАНО со спором
G1S16_Eu152_P5,1111.377,25.0,22.273,1,Eu-152,1111.000,13.67,0,0,1,1.090,1,696.337,ПОКАЗАНО со спором
G1S16_Eu152_P5,1421.079,12.0,24.669,1,K-40,1460.000,10.66,0,0,0,1.000,1,1121.29,ПОКАЗАНО голым числом
G1S16_K40_Mar,511.343,0.0,10.532,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_K40_Mar,1179.052,0.0,25.914,1,Co-60,1173.000,99.85,0,0,0,1.000,1,54.8261,ПОКАЗАНО голым числом
G1S16_K40_Mar,1452.043,1.0,25.153,1,K-40,1460.000,10.66,0,0,0,1.000,1,613.955,ПОКАЗАНО голым числом
G1S16_K40_Mar,2608.934,0.0,33.691,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,319.816,ПОКАЗАНО голым числом
G1S16_K40_Mar_2,241.629,3.0,7.634,1,Pb-214,241.000,7.2615,0,0,2,6.004,1,226.058,ПОКАЗАНО со спором
G1S16_K40_Mar_2,525.286,1.0,10.766,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_K40_Mar_2,1209.763,0.0,24.682,1,Bi-214,1238.000,5.83,0,0,0,1.000,1,1032.69,ПОКАЗАНО голым числом
G1S16_K40_Mar_2,1490.336,2.0,25.342,1,K-40,1460.000,10.66,0,0,0,1.000,1,677.239,ПОКАЗАНО голым числом
G1S16_Mix_Denta100,32.251,575.0,3.135,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Mix_Denta100,58.750,1054.0,4.871,1,W x-ray,59.318,100,1,0,2,2.786,1,10.1814,ОТКАЗ рентген
G1S16_Mix_Denta100,120.633,258.0,5.035,1,Eu-152,125.000,28.53,0,0,0,1.000,1,27.9186,ПОКАЗАНО голым числом
G1S16_Mix_Denta100,150.128,35.0,4.341,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,900144,ОТКАЗ выход
G1S16_Mix_Denta100,241.666,12.0,7.541,1,Pb-214,241.000,7.2615,0,0,2,6.004,1,134.101,ПОКАЗАНО со спором
G1S16_Mix_Denta100,345.210,20.0,10.065,1,Eu-152,345.000,26.59,0,0,0,1.000,1,48.3513,ПОКАЗАНО голым числом
G1S16_Mix_Denta100,511.308,46.0,13.291,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Mix_Denta100,660.053,10.0,15.461,1,Cs-137,662.000,85.1,0,0,0,1.000,1,27.464,ПОКАЗАНО голым числом
G1S16_Mix_Denta100,779.351,1.0,15.618,1,Eu-152,780.000,12.93,0,0,0,1.000,1,213.202,ПОКАЗАНО голым числом
G1S16_Mix_Denta100,964.794,1.0,16.636,1,Ac-228,964.000,4.99,0,0,1,3.166,1,667.324,ПОКАЗАНО со спором
G1S16_Mix_Denta100,1159.902,2.0,21.643,1,Co-60,1173.000,99.85,0,0,0,1.000,1,39.6776,ПОКАЗАНО голым числом
G1S16_Mix_Denta100,1410.070,0.0,25.438,1,Bi-214,1377.000,3.985,0,0,0,1.000,1,1174.7,ПОКАЗАНО голым числом
G1S16_Mix_Denta100,1694.787,0.0,25.964,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,362.3,ПОКАЗАНО голым числом
G1S16_Mix_Mar,54.906,7573.0,4.793,1,W x-ray,57.981,57.6,1,0,0,1.000,1,32.8396,ОТКАЗ рентген
G1S16_Mix_Mar,69.748,3909.0,3.483,1,W x-ray,69.067,8,1,0,0,1.000,1,192.068,ОТКАЗ рентген
G1S16_Mix_Mar,117.262,1672.0,5.052,1,Th-234,112.810,0.21,0,1,0,1.000,1,6287.17,ОТКАЗ выход
G1S16_Mix_Mar,146.974,95.0,3.500,1,U-235,145.000,10.96,0,0,0,1.000,1,120.669,ПОКАЗАНО голым числом
G1S16_Mix_Mar,185.617,66.0,7.869,1,U-235,185.715,57,0,0,1,15.659,1,23.9568,ПОКАЗАНО со спором
G1S16_Mix_Mar,242.134,80.0,7.573,1,Pb-214,241.000,7.2615,0,0,1,1.040,1,204.535,ПОКАЗАНО со спором
G1S16_Mix_Mar,343.377,133.0,9.821,1,Eu-152,345.000,26.59,0,0,0,1.000,1,71.3729,ПОКАЗАНО голым числом
G1S16_Mix_Mar,513.426,317.0,13.491,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Mix_Mar,665.910,67.0,15.459,1,Cs-137,662.000,85.1,0,0,0,1.000,1,39.8262,ПОКАЗАНО голым числом
G1S16_Mix_Mar,779.731,7.0,15.085,1,Eu-152,780.000,12.93,0,0,0,1.000,1,302.301,ПОКАЗАНО голым числом
G1S16_Mix_Mar,866.713,1.0,9.796,1,Ac-228,835.000,1.61,0,0,0,1.000,1,2652.87,ПОКАЗАНО голым числом
G1S16_Mix_Mar,965.817,4.0,16.756,1,Ac-228,964.000,4.99,0,0,1,3.166,1,948.89,ПОКАЗАНО со спором
G1S16_Mix_Mar,1155.384,16.0,22.002,1,Co-60,1173.000,99.85,0,0,0,1.000,1,55.1003,ПОКАЗАНО голым числом
G1S16_Mix_Mar,1414.938,2.0,24.298,1,Bi-214,1377.000,3.985,0,0,0,1.000,1,1638.26,ПОКАЗАНО голым числом
G1S16_Mix_Mar,1693.598,1.0,26.842,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,502.818,ПОКАЗАНО голым числом
G1S16_Mix_Mar,2640.147,0.0,57.257,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,334.389,ПОКАЗАНО голым числом
G1S16_Mix_Petri,32.048,500.0,3.173,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Mix_Petri,58.563,834.0,4.728,1,W x-ray,57.981,57.6,1,0,2,1.736,1,14.8717,ОТКАЗ рентген
G1S16_Mix_Petri,120.479,185.0,5.011,1,Eu-152,125.000,28.53,0,0,0,1.000,1,24.4374,ПОКАЗАНО голым числом
G1S16_Mix_Petri,149.985,32.0,4.465,1,Pu-238,152.000,0.0009,0,1,0,1.000,1,784676,ОТКАЗ выход
G1S16_Mix_Petri,244.503,10.0,7.607,1,Eu-152,244.000,7.55,0,0,1,1.040,1,113.199,ПОКАЗАНО со спором
G1S16_Mix_Petri,339.170,15.0,10.024,1,Ac-228,338.000,11.27,0,0,0,1.000,1,95.8342,ПОКАЗАНО голым числом
G1S16_Mix_Petri,514.101,35.0,13.376,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Mix_Petri,662.743,8.0,15.480,1,Cs-137,662.000,85.1,0,0,0,1.000,1,23.1591,ПОКАЗАНО голым числом
G1S16_Mix_Petri,778.937,1.0,15.151,1,Eu-152,780.000,12.93,0,0,0,1.000,1,179.949,ПОКАЗАНО голым числом
G1S16_Mix_Petri,958.127,0.0,17.290,1,Ac-228,964.000,4.99,0,0,0,1.000,1,566.666,ПОКАЗАНО голым числом
G1S16_Mix_Petri,1152.840,2.0,21.363,1,Co-60,1173.000,99.85,0,0,0,1.000,1,33.2759,ПОКАЗАНО голым числом
G1S16_Mix_Petri,1408.391,0.0,25.027,1,Bi-214,1377.000,3.985,0,0,0,1.000,1,993.387,ПОКАЗАНО голым числом
G1S16_Mix_Petri,1704.329,0.0,26.907,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,313.304,ПОКАЗАНО голым числом
G1S16_Mix_Petri,2609.721,0.0,32.116,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,206.899,ПОКАЗАНО голым числом
G1S16_Mn54_P25,76.689,24.0,4.481,1,Pb x-ray,74.969,100,1,0,1,1.488,1,310.268,ОТКАЗ рентген
G1S16_Mn54_P25,352.954,2.0,7.772,1,Pb-214,353.000,35.7166,0,0,0,1.000,1,1202.1,ПОКАЗАНО голым числом
G1S16_Mn54_P25,596.078,2.0,15.720,1,Bi-214,609.000,45.44,0,0,0,1.000,1,1495.19,ПОКАЗАНО голым числом
G1S16_Mn54_P25,836.424,22.0,18.281,1,Ac-228,835.000,1.61,0,0,0,1.000,1,57475.1,ПОКАЗАНО голым числом
G1S16_Mn54_P25,1456.964,0.0,25.256,1,K-40,1460.000,10.66,0,0,0,1.000,1,14347.1,ПОКАЗАНО голым числом
G1S16_Mn54_P25,1770.740,0.0,24.074,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,11992.6,ПОКАЗАНО голым числом
G1S16_Mn54_P25,2623.604,0.0,34.784,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7659.45,ПОКАЗАНО голым числом
G1S16_Mn54_P5,51.880,46.0,3.886,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Mn54_P5,97.046,20.0,4.871,1,Np-239,106.000,25.34,0,0,0,1.000,1,68.0812,ПОКАЗАНО голым числом
G1S16_Mn54_P5,187.853,75.0,10.135,1,Ra-226,186.211,3.64,0,0,1,15.659,1,546.248,ПОКАЗАНО со спором
G1S16_Mn54_P5,584.557,6.0,16.632,1,Tl-208,583.000,30.549,0,0,0,1.000,1,165.879,ПОКАЗАНО голым числом
G1S16_Mn54_P5,837.726,93.0,17.733,1,Ac-228,835.000,1.61,0,0,0,1.000,1,4489.02,ПОКАЗАНО голым числом
G1S16_Mn54_P5,1476.455,0.0,23.687,1,K-40,1460.000,10.66,0,0,0,1.000,1,1164.73,ПОКАЗАНО голым числом
G1S16_Na22_P25,74.560,45.0,3.264,1,Am-243,74.660,67.2,0,0,1,1.488,1,465.052,ПОКАЗАНО со спором
G1S16_Na22_P25,186.613,50.0,9.943,1,Ra-226,186.211,3.64,0,0,1,15.659,1,8688.83,ПОКАЗАНО со спором
G1S16_Na22_P25,311.453,14.0,10.840,1,Np-239,315.000,1.6,0,0,1,58.500,1,24553.5,ПОКАЗАНО со спором
G1S16_Na22_P25,511.305,406.0,13.844,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Na22_P25,1002.389,1.0,30.460,1,Pa-234m,1001.000,0.842,0,1,0,1.000,1,130342,ОТКАЗ выход
G1S16_Na22_P25,1275.121,16.0,23.830,1,Bi-214,1238.000,5.83,0,0,0,1.000,1,23354.3,ПОКАЗАНО голым числом
G1S16_Na22_P25,1460.400,0.0,20.626,1,K-40,1460.000,10.66,0,0,0,1.000,1,14376.6,ПОКАЗАНО голым числом
G1S16_Na22_P25,1812.028,0.0,31.091,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,12248.2,ПОКАЗАНО голым числом
G1S16_Na22_P25,2601.252,0.0,30.605,1,Tl-208,2614.000,35.8516,0,0,0,1.000,1,7581.29,ПОКАЗАНО голым числом
G1S16_Na22_P5,43.015,909.0,4.741,1,Pb-210,46.539,4.25,0,0,0,1.000,1,531.602,ПОКАЗАНО голым числом
G1S16_Na22_P5,194.093,432.0,9.386,1,Lu-176,202.000,77.9688,0,0,0,1.000,1,25.9493,ПОКАЗАНО голым числом
G1S16_Na22_P5,244.872,16.0,6.440,1,Eu-152,244.000,7.55,0,0,0,1.000,1,304.541,ПОКАЗАНО голым числом
G1S16_Na22_P5,318.562,61.0,11.541,1,Np-239,315.000,1.6,0,0,0,1.000,1,1760.67,ПОКАЗАНО голым числом
G1S16_Na22_P5,513.022,1540.0,14.246,1,Annihilation,511.000,0,0,0,0,1.000,0,0,у подписи нет выхода
G1S16_Na22_P5,698.003,4.0,15.969,1,I-131,722.000,1.7686,0,0,0,1.000,1,3436.05,ПОКАЗАНО голым числом
G1S16_Na22_P5,779.426,1.0,12.202,1,Eu-152,780.000,12.93,0,0,0,1.000,1,523.189,ПОКАЗАНО голым числом
G1S16_Na22_P5,1001.617,4.0,23.996,1,Pa-234m,1001.000,0.842,0,1,0,1.000,1,10238.7,ОТКАЗ выход
G1S16_Na22_P5,1254.473,53.0,24.079,1,Bi-214,1238.000,5.83,0,0,0,1.000,1,1815.05,ПОКАЗАНО голым числом
G1S16_Na22_P5,1460.773,0.0,27.731,1,K-40,1460.000,10.66,0,0,0,1.000,1,1151.88,ПОКАЗАНО голым числом
G1S16_Na22_P5,1793.338,1.0,29.119,1,Bi-214,1764.000,15.29,0,0,0,1.000,1,983.39,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,40.582,377.0,3.035,1,,,,0,0,0,1.000,0,0,нет подписи
G1S16_Ra226_Mar,70.140,1057.0,4.094,1,W x-ray,69.067,8,1,0,0,1.000,1,163.472,ОТКАЗ рентген
G1S16_Ra226_Mar,147.049,30.0,5.998,1,U-235,145.000,10.96,0,0,0,1.000,1,111.751,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,182.573,66.0,6.052,1,U-235,185.715,57,0,0,0,1.000,1,22.3803,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,241.818,61.0,7.397,1,Pb-214,241.000,7.2615,0,0,1,1.040,1,193.237,ПОКАЗАНО со спором
G1S16_Ra226_Mar,295.181,89.0,8.507,1,Pb-214,295.000,18.4672,0,0,0,1.000,1,86.688,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,354.518,110.0,10.347,1,Pb-214,353.000,35.7166,0,0,1,1.737,1,51.2755,ПОКАЗАНО со спором
G1S16_Ra226_Mar,613.202,30.0,14.646,1,Ag-108m,614.000,89.8,0,0,1,1.976,1,33.7564,ПОКАЗАНО со спором
G1S16_Ra226_Mar,774.225,2.0,16.344,1,Eu-152,780.000,12.93,0,0,1,2.644,1,289.302,ПОКАЗАНО со спором
G1S16_Ra226_Mar,938.594,1.0,17.322,1,Ac-228,964.000,4.99,0,0,0,1.000,1,890.904,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,1118.325,2.0,20.928,1,Bi-214,1120.000,14.9,0,0,1,1.090,1,350.43,ПОКАЗАНО со спором
G1S16_Ra226_Mar,1247.400,0.0,18.437,1,Bi-214,1238.000,5.83,0,0,0,1.000,1,986.088,ПОКАЗАНО голым числом
G1S16_Ra226_Mar,1385.728,0.0,22.787,1,Bi-214,1377.000,3.985,0,0,0,1.000,1,1575.06,ПОКАЗАНО голым числом
