node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,12.051,0,0,0.000,0,0.000
1,5.235,3000000,100.000,12.234,0,0,0.000,0,0.000
2,5.482,3000000,100.000,12.140,0,0,0.000,0,0.000
3,5.740,3000000,100.000,12.558,0,0,0.000,0,0.000
4,6.011,3000000,100.000,9.936,0,0,0.000,0,0.000
5,6.294,3000000,100.000,15.633,0,0,0.000,0,0.000
6,6.590,3000000,100.000,16.209,0,0,0.000,0,0.000
7,6.900,3000000,100.000,16.760,0,0,0.000,0,0.000
8,7.225,3000000,100.000,17.445,0,0,0.000,0,0.000
9,7.566,3000000,100.000,17.845,0,0,0.000,0,0.000
10,7.922,3000000,100.000,17.160,0,0,0.000,0,0.000
11,8.295,3000000,100.000,18.778,0,0,0.000,0,0.000
12,8.686,3000000,100.000,20.093,0,0,0.000,0,0.000
13,9.095,3000000,100.000,21.268,0,0,0.000,0,0.000
14,9.523,3000000,100.000,21.938,0,0,0.000,0,0.000
15,9.972,3000000,100.000,22.675,0,0,0.000,0,0.000
16,10.441,3000000,100.000,22.623,0,0,0.000,0,0.000
17,10.933,3000000,100.000,22.993,0,0,0.000,0,0.000
18,11.448,3000000,100.000,23.544,1,0,100.000,0,0.000
19,11.987,3000000,100.000,23.515,0,0,0.000,0,0.000
20,12.552,3000000,100.000,23.523,1,0,100.000,0,0.000
21,13.143,3000000,100.000,23.618,14,1,93.333,0,0.000
22,13.762,3000000,100.000,23.401,34,0,100.000,0,0.000
23,14.410,3000000,100.000,23.852,104,0,100.000,4,3.846
24,15.089,3000000,88.894,24.027,213,8,96.380,5,2.262
25,15.799,3000000,62.547,23.923,473,7,98.542,27,5.625
26,16.543,3000000,88.457,24.083,960,2,99.792,54,5.613
27,17.323,3000000,30.596,23.364,1807,61,96.734,73,3.908
28,18.138,3000000,25.861,24.114,3250,37,98.874,226,6.876
29,18.993,3000000,19.826,23.976,5530,48,99.139,378,6.777
30,19.887,3000000,16.407,24.187,8987,210,97.717,582,6.328
31,20.824,3000000,13.812,24.392,13513,126,99.076,1097,8.043
32,21.804,3000000,10.670,24.613,19100,764,96.154,1258,6.333
33,22.831,3000000,9.002,24.387,27719,421,98.504,2692,9.566
34,23.907,3000000,7.937,24.639,36869,1888,95.129,2702,6.972
35,25.033,3000000,6.679,24.187,45505,6366,87.727,65,0.125
36,26.211,3000000,5.795,23.706,63781,3423,94.907,5417,8.061
37,27.446,3000000,5.210,24.524,76610,9319,89.155,2919,3.397
38,28.739,3000000,4.579,24.095,102030,5469,94.913,10878,10.119
39,30.092,3000000,4.003,24.593,119475,11758,91.040,9551,7.278
40,31.509,3000000,3.546,24.321,132414,21476,86.045,5298,3.443
41,32.993,3000000,3.303,24.799,165323,13616,92.391,19044,10.643
42,34.547,3000000,0.666,25.174,140543,66539,67.868,14334,6.922
43,36.174,3000000,0.594,24.638,154357,80528,65.716,11719,4.989
44,37.878,3000000,0.538,25.361,169504,93847,64.364,9793,3.719
45,39.662,3000000,0.494,25.675,184805,107744,63.171,7513,2.568
46,41.530,3000000,0.464,25.692,199740,119590,62.550,6159,1.929
47,43.486,3000000,0.460,25.861,213159,129917,62.132,5570,1.624
