file,phys,histories,nodes,noise_median,noise_worst,nodes_empty,cone,created,seconds,stamp,body_sha256,fingerprint
G1S_denta120_oisn16_166_p24.rmx,16,3000000,142,1.0404,1.1973,29,0,2026-09-06 12:12,288.8,phys=16;bb60cde7c6c927bba0de8b051832dcb35b50799eeb27d9e0178068e0aa9293ab,b87ce3fd950a94a91588311c1f8f6d65e2fc7b6beaac0b9f114aa5fcd6a90f22,сходится
G1S_denta120_oisn16_167_p24.rmx,16,3000000,142,1.0424,1.1998,29,0,2026-09-06 12:17,280.6,phys=16;34a687bc32aa282e223b80f15b59281c350e446bec47b70221d355ae2b59cfb7,f7e4a21c648bcddcc5dc357010adecbbf43bc865de04dd70fdeca64f800dc00b,сходится
G1S_mar1l_oisn06_055_p16.rmx,16,3000000,140,0.8485,1.3901,21,0,2026-09-06 12:21,250.4,phys=16;40eb5c05156e773439fa4acace829b85818056c0c328ac92523568127241e129,6df71c5ff66a565464a37053483650528709bfca389d75082c6af49ab1ff74b1,сходится
G1S_mar1l_oisn06_057_p16.rmx,16,3000000,140,0.8482,1.3925,22,0,2026-09-06 12:25,251.7,phys=16;397b61783c98916778d8f08883412af4d80ed1267e3b4c84639f23ff006ced16,f2b7670765b23070f7843232a89f6289048a1acaa0e5e51e085ad6a7febe447c,сходится
G1S_mar1l_oisn06_057_p24.rmx,16,3000000,142,0.8895,1.4059,28,0,2026-09-06 12:30,277.7,phys=16;7fc4c1a2fd24e7df6ecc06aac7024a8b41f27e8caa52ef1c046f509aeff448cc,aa05b6e0f8678a321910b78507b27f4aaa80f6e4442f16d53b68966d7ac5e1af,сходится
G1S_mar1l_oisn06_062_p16.rmx,16,3000000,140,0.8458,1.3878,21,0,2026-09-06 12:35,267.6,phys=16;b743ee1ec67a4404fed637c9c725de4b41305405ef0b24edfc6e36c49c582d5b,c28638160a0e361665a325822a785d49b61d38d4fec6514970dfd0f81361201a,сходится
G1S_mar1l_oisn06_062_p24.rmx,16,3000000,142,0.8787,1.3929,27,0,2026-09-06 12:40,319.9,phys=16;5cca997dc853597c93951619a88de1fc97a1b6b67cce7bd88f1ad65ea2b9dcf1,a1c41d42c04d79542e1f2f45af3398de7c3771752c13717a15a38f0514793123,сходится
G1S_mar1l_oisn06_064_p24.rmx,16,3000000,142,0.8877,1.3948,27,0,2026-09-06 12:45,283.8,phys=16;c85bf35a8274e9d04fc304a2a0a0db4f927afb96f5cf154dd56a62acdaf4c21e,fce242f1c1c861c022f80bd7277c990698d555bffa6c0f282987482776971367,сходится
G1S_mar1l_oisn06_066_p16.rmx,16,3000000,140,0.8438,1.3863,21,0,2026-09-06 12:49,255.9,phys=16;6eae3e31c3cc5861b64b0390ee4a32d2b067ecc6a26d7258665cae28b3bead29,b3012a95e0b5c48d0796105f791ae5f0ce8abf598f3410d49f394a684433e0c5,сходится
G1S_mar1l_oisn06_066_p24.rmx,16,3000000,142,0.8855,1.3914,27,0,2026-09-06 12:54,285.1,phys=16;0afe56fbfc8b78786f75a68a344fdb8487f93e5a2925172b4540ef84b5361c05,ae17c944c2bd11fba97417c908e74cc2848cc808095d10b362d5d0ea8e12389f,сходится
G1S_mar1l_oisn16_155_p16.rmx,16,3000000,142,1.1154,1.3178,33,0,2026-09-06 12:59,310.4,phys=16;9786d8ec10f2176602b6bbf791371bcbc3273998f85078fc94ed68ebc3b67bb0,a67e939d3ace241c15de374e4f2a5e8bf3c23bf56640b07b56c14011a0ac26c0,сходится
G1S_mar1l_oisn16_155_p24.rmx,16,3000000,142,1.1254,1.3698,34,0,2026-09-06 13:04,322.8,phys=16;14d1a6c7e4d1c212ed2e3b3a036d342744fa2cd3dd9ebf3a75dffbbf7605ac03,70ff9587e3ca201a8563beb748ac3a612c7a9b10445e0746e8288e26ceb206b7,сходится
G1S_mar1l_oisn16_160_p16.rmx,16,3000000,142,1.1167,1.3259,33,0,2026-09-06 13:10,321.4,phys=16;cb642dd2c63a7604582956b1da53dc75fe8d51d438e26e839851554b1cf24d63,c7b642d3b760d0a65101cf9fc35f9a9e7987fea00a9acb00eddb4321e5e5849e,сходится
G1S_mar1l_oisn16_160_p24.rmx,16,3000000,142,1.1220,1.3961,34,0,2026-09-06 13:15,335.3,phys=16;64ba63c1925ccf6d1c812b6af8e1d7ecb8ecfc8c55619568e57e27162136e9ba,3713776090039334604e74d6cf2be7553d566de097522fc39b313a5b58fcb34f,сходится
G1S_mar1l_oisn16_166_p16.rmx,16,3000000,142,1.1160,1.3504,33,0,2026-09-06 13:21,339.7,phys=16;8b985b6bd466ffe7421b6443bc764f4fa133c6634617f22b1f752eaac0f1a4f0,17bcf622b5908955920caaf51dd5bb5675bce28f13a18c8e54bdb4af53b2de6e,сходится
G1S_mar1l_oisn16_166_p24.rmx,16,3000000,142,1.1272,1.4196,34,0,2026-09-06 13:26,313.5,phys=16;6e1ff9367a7830b65202daec51a2f28decabbff65d315bbb67cfffa36442a05c,09d4c5ac0edd8fdf5afc2ec8f8b81be748075c20c86073ca42f30e8ed1727494,сходится
G1S_mar1l_oisn16_167_p16.rmx,16,3000000,142,1.1176,1.3556,33,0,2026-09-06 13:31,318.0,phys=16;c0fae9df74f1727fb0727c7452aa8ec3b5f1bcaa519a9d5383401a6f4baad7dd,98f7fffe664ee67af93068d2678ca5a3597cbf9e2b1657b434c98a4ad577f2bd,сходится
G1S_mar1l_oisn16_167_p24.rmx,16,3000000,142,1.1277,1.4272,34,0,2026-09-06 13:36,305.4,phys=16;439da89c4c5aa0a9a8c70808382074197a6d4088384af9c9258c99d02a0e89c2,20c1802a4d69bd0b9ef4af90af2300bf036fb8688a0a2a4c2692c4865a624cd8,сходится
G1S_mar1l_risn379_100_p16.rmx,16,3000000,140,0.8612,1.3699,27,0,2026-09-06 13:41,297.0,phys=16;9ce1654ae1dce6bd64ef9cf396fe0db78701674dcb4c89372f716b304402c84f,c465adff6d94762f8f305b5cb101ccfa0b8e3d1cdde7aaed6d1f57a0ebd0e21b,сходится
G1S_petri60_oisn06_057_p24.rmx,16,3000000,142,0.8373,1.1081,26,0,2026-09-06 13:45,218.6,phys=16;ba41b1920879e77fd4ccac6404608389bc45e04f89e69d5c65e6dd7243890a1e,e5eefee206442db560cb576bca9df2a794e55aacb05612589f05021a6ef002f1,сходится
G1S_petri60_oisn06_062_p24.rmx,16,3000000,142,0.8355,1.1056,26,0,2026-09-06 13:49,217.3,phys=16;846ed75049e6a361deae409edfec90a914ffad76b9f6cdbb16d3091974758306,3c3162879506c086e2d98db5f256a856793f1248ce89af517e2c121cb6073732,сходится
G1S_petri60_oisn06_064_p24.rmx,16,3000000,142,0.8319,1.1044,26,0,2026-09-06 13:52,217.0,phys=16;61146e62100714ef7973b62da43edd357c8ce0b4463244dd386298f60da68f3b,c970cfcd352bf36b22319d1c0e61c7279d056751a0089e51bcf7d69a01d7cd1c,сходится
G1S_petri60_oisn06_067_p24.rmx,16,3000000,142,0.8232,1.1035,26,0,2026-09-06 13:56,223.9,phys=16;301146c1f0809b5bfbd9c8b930573162f998e6b39755c834ef683a35a071279f,c6d798fec889ffbb6a1b7b796a4b5df04e85cc21877fdf7f2e73ddaf2093064e,сходится
G1S_petri60_oisn10_100_p16.rmx,16,3000000,142,0.8268,1.1056,27,0,2026-09-06 14:00,236.3,phys=16;253a1c95ea42395288d00977a557d276ab67635fec2bacf3dd9d7707fc9799ed,7c14493a60792d6971b5823318ad8315b538cd2c20409e3648776dbe77e88af2,сходится
G1S_petri60_oisn16_155_p24.rmx,16,3000000,142,0.8509,1.0918,29,0,2026-09-06 14:04,245.8,phys=16;1ede23c54532f25622e63b74b6ec5caf19f411d47105860076294d32ee7cd350,98984235d2cf66159b9a9b67959caccd6cffdf463dcdb3d237253af865452f19,сходится
G1S_petri60_oisn16_160_p24.rmx,16,3000000,142,0.8527,1.0900,28,0,2026-09-06 14:08,246.6,phys=16;89c732f97614237f6b02ba156e790e22fe0038f85d7b22285de9e3bb23b42c71,168ad3d5b6e271a9aa5ae085f083b0c0900604d7f24e8cf765310540b1fd402d,сходится
G1S_petri60_oisn16_167_p24.rmx,16,3000000,142,0.8621,1.0875,28,0,2026-09-06 14:12,240.6,phys=16;3095e99c4653912fd01f9a15f23b50c483d8029735f7c117f3b4890cda89f33a,e90ae695c8a5bf55109a94fe1ef6b26d230aca00b725bbfbc3319454f54da7b8,сходится
G1S_petri60_risn379_100_p16.rmx,16,3000000,140,0.7626,1.1093,24,0,2026-09-06 14:16,225.1,phys=16;15b725f226f4b011ece60e36dfe464d28fae2619229682d4644261a26a173865,5aa2a96c85fe85abcb9c5da34d26ea617d777957bc91e9c354993257d1db7de1,сходится
G1S_point25.rmx,16,3000000,140,6.8405,11.2109,24,0,2026-09-06 14:18,126.6,phys=16;3d34b5d82d017fd8c6f23b6e7fec756829447cc0d457f1cabb951d6bfc7a99f8,1d7f36d0dd6511daac3b77376cc79d84ccef21fc4ba3e888a96c425ea3965172,сходится
G1S_point5.rmx,16,3000000,140,1.7656,2.7163,21,0,2026-09-06 14:21,169.3,phys=16;22e2e359c4f4ef565f2d705e6d7f56b8ea72f1fa5a6b2d3a2057ee64d458cf5a,c1350686f9e94ab13f1670342650990e225737272023ceddd00573ebfe280959,сходится
RC103_lu_front.rmx,16,3000000,142,2.5035,3.6706,27,0,2026-09-06 14:24,183.3,phys=16;cc2e940a18cf3b16f9b0f45b7693e41bc1eb4e9777c8e88b6288818e02f16a1b,51cf5eec168ca0b8d80706988018b1b185f1ab8b850928f46449e2ca25f3ed97,сходится
RC103_marinelli05_kcl.rmx,16,3000000,140,5.1135,8.3241,30,0,2026-09-06 14:27,187.8,phys=16;2d7a890ecad0f28b3a01e7ade30578bd60ab5cc4fd1c87561aa7b116ee17ef17,44fb0535925ee0b1430fa96c7b515ad500a7942d264a61000dfc577d19e59883,сходится
RC103_point0.rmx,16,3000000,140,0.8621,1.2656,17,0,2026-09-06 11:13,125.6,phys=16;46dd4279f68ff224b0ee10794a747724a355d8d207f39c8fda3cbe91c0325752,b91f3f5adfca71e0b5425d50cc6cc80f236ad7561e910b3d81610c6428001777,сходится
