node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,5.607,0,0,0.000,0,0.000
1,5.235,3000000,100.000,6.926,0,0,0.000,0,0.000
2,5.482,3000000,100.000,6.700,0,0,0.000,0,0.000
3,5.740,3000000,100.000,6.841,0,0,0.000,0,0.000
4,6.011,3000000,100.000,7.341,0,0,0.000,0,0.000
5,6.294,3000000,100.000,7.470,0,0,0.000,0,0.000
6,6.590,3000000,100.000,7.574,0,0,0.000,0,0.000
7,6.900,3000000,100.000,7.988,0,0,0.000,0,0.000
8,7.225,3000000,100.000,7.067,0,0,0.000,0,0.000
9,7.566,3000000,100.000,7.051,0,0,0.000,0,0.000
10,7.922,3000000,100.000,7.313,0,0,0.000,0,0.000
11,8.295,3000000,100.000,7.690,0,0,0.000,0,0.000
12,8.686,3000000,100.000,7.698,0,0,0.000,0,0.000
13,9.095,3000000,100.000,7.647,0,0,0.000,0,0.000
14,9.523,3000000,100.000,17.765,0,0,0.000,0,0.000
15,9.972,3000000,100.000,17.862,0,0,0.000,0,0.000
16,10.441,3000000,100.000,18.087,0,0,0.000,0,0.000
17,10.933,3000000,100.000,20.313,0,0,0.000,0,0.000
18,11.448,3000000,100.000,20.219,0,0,0.000,0,0.000
19,11.987,3000000,100.000,21.433,1,0,100.000,0,0.000
20,12.552,3000000,100.000,22.345,0,0,0.000,0,0.000
21,13.143,3000000,100.000,22.167,2,0,100.000,0,0.000
22,13.762,3000000,100.000,22.255,5,0,100.000,0,0.000
23,14.410,3000000,100.000,22.353,12,0,100.000,0,0.000
24,15.089,3000000,100.000,23.047,16,0,100.000,0,0.000
25,15.799,3000000,74.964,23.103,30,2,93.750,0,0.000
26,16.543,3000000,100.000,23.496,62,1,98.413,2,3.175
27,17.323,3000000,62.900,23.568,81,4,95.294,0,0.000
28,18.138,3000000,100.000,24.277,126,0,100.000,5,3.968
29,18.993,3000000,70.711,24.036,180,2,98.901,5,2.747
30,19.887,3000000,58.421,24.863,237,4,98.340,5,2.075
31,20.824,3000000,47.546,25.649,370,9,97.625,23,6.069
32,21.804,3000000,59.660,26.073,440,9,97.996,14,3.118
33,22.831,3000000,67.168,26.796,582,3,99.487,39,6.667
34,23.907,3000000,46.967,27.091,792,21,97.417,39,4.797
35,25.033,3000000,27.092,26.167,914,72,92.698,0,0.000
36,26.211,3000000,32.992,26.493,1225,36,97.145,60,4.758
37,27.446,3000000,23.418,27.155,1447,91,94.083,29,1.886
38,28.739,3000000,25.680,27.167,1866,53,97.238,107,5.576
39,30.092,3000000,23.367,27.576,2240,113,95.198,76,3.230
40,31.509,3000000,20.417,27.841,2706,210,92.798,61,2.092
41,32.993,3000000,18.355,27.782,3224,140,95.838,161,4.786
