node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,6.428,0,0,0.000,0,0.000
1,5.235,3000000,100.000,6.755,0,0,0.000,0,0.000
2,5.482,3000000,100.000,7.049,0,0,0.000,0,0.000
3,5.740,3000000,100.000,7.855,0,0,0.000,0,0.000
4,6.011,3000000,100.000,7.851,0,0,0.000,0,0.000
5,6.294,3000000,100.000,8.230,0,0,0.000,0,0.000
6,6.590,3000000,100.000,8.035,0,0,0.000,0,0.000
7,6.900,3000000,100.000,8.181,0,0,0.000,0,0.000
8,7.225,3000000,100.000,8.408,0,0,0.000,0,0.000
9,7.566,3000000,100.000,8.590,0,0,0.000,0,0.000
10,7.922,3000000,100.000,8.170,0,0,0.000,0,0.000
11,8.295,3000000,100.000,8.583,0,0,0.000,0,0.000
12,8.686,3000000,100.000,8.841,0,0,0.000,0,0.000
13,9.095,3000000,100.000,8.922,0,0,0.000,0,0.000
14,9.523,3000000,100.000,20.720,0,0,0.000,0,0.000
15,9.972,3000000,100.000,20.647,0,0,0.000,0,0.000
16,10.441,3000000,100.000,21.148,0,0,0.000,0,0.000
17,10.933,3000000,100.000,21.400,0,0,0.000,0,0.000
18,11.448,3000000,100.000,23.741,0,0,0.000,0,0.000
19,11.987,3000000,100.000,24.324,0,0,0.000,0,0.000
20,12.552,3000000,100.000,24.869,0,0,0.000,0,0.000
21,13.143,3000000,100.000,25.072,1,0,100.000,0,0.000
22,13.762,3000000,100.000,24.501,1,0,100.000,0,0.000
23,14.410,3000000,100.000,24.638,5,0,100.000,0,0.000
24,15.089,3000000,100.000,24.910,5,0,100.000,0,0.000
25,15.799,3000000,100.000,23.972,17,1,94.444,1,5.556
26,16.543,3000000,100.000,25.083,40,1,97.561,1,2.439
27,17.323,3000000,100.000,25.088,76,1,98.701,2,2.597
28,18.138,3000000,100.000,25.140,124,1,99.200,5,4.000
29,18.993,3000000,77.830,25.130,224,2,99.115,9,3.982
30,19.887,3000000,44.721,25.209,354,5,98.607,16,4.457
31,20.824,3000000,76.824,26.032,587,2,99.660,32,5.433
32,21.804,3000000,45.803,27.079,774,20,97.481,43,5.416
33,22.831,3000000,72.633,26.973,1152,12,98.969,86,7.388
34,23.907,3000000,28.548,26.837,1698,48,97.251,90,5.155
35,25.033,3000000,28.620,26.230,2206,200,91.687,4,0.166
36,26.211,3000000,23.471,26.843,3090,94,97.048,164,5.151
37,27.446,3000000,19.981,26.748,3917,282,93.284,96,2.286
38,28.739,3000000,20.739,27.801,5378,132,97.604,396,7.187
39,30.092,3000000,19.832,26.752,6606,326,95.297,316,4.559
40,31.509,3000000,15.524,27.813,8210,667,92.486,244,2.749
41,32.993,3000000,12.688,27.583,10485,430,96.060,690,6.322
42,34.547,3000000,3.761,27.692,10484,2994,77.786,626,4.645
43,36.174,3000000,3.139,27.425,11602,4828,70.615,630,3.834
44,37.878,3000000,2.134,28.028,13555,6110,68.930,436,2.217
45,39.662,3000000,2.023,27.843,16782,7158,70.100,424,1.771
46,41.530,3000000,1.929,27.277,19666,8548,69.703,355,1.258
47,43.486,3000000,1.841,27.030,23240,9995,69.926,391,1.176
48,45.534,3000000,1.675,27.580,27312,11383,70.583,489,1.264
49,47.678,3000000,1.587,27.421,32321,12926,71.432,654,1.445
50,49.923,3000000,1.491,26.556,37985,14710,72.085,1029,1.953
51,52.275,3000000,1.395,26.875,44230,16081,73.337,1560,2.587
52,54.737,3000000,1.334,25.956,52025,17897,74.404,2232,3.192
53,57.315,3000000,1.128,26.778,57349,21634,72.609,363,0.460
54,60.014,3000000,1.105,26.439,67110,23268,74.255,1523,1.685
55,62.840,3000000,1.064,26.613,77998,24491,76.104,2975,2.903
56,63.187,3000000,0.983,26.700,76347,27660,73.406,244,0.235
57,63.440,3000000,1.013,35.793,17053,55556,23.486,160,0.220
58,65.800,3000000,1.009,33.576,19081,55031,25.746,252,0.340
59,68.899,3000000,1.020,33.390,22281,55169,28.768,642,0.829
60,72.144,3000000,0.988,32.742,24968,55750,30.932,426,0.528
61,75.541,3000000,0.963,34.587,28600,56149,33.747,199,0.235
62,79.099,3000000,1.032,34.372,31822,57114,35.781,16,0.018
63,82.824,3000000,0.997,32.879,37218,56213,39.835,841,0.900
64,86.725,3000000,1.110,32.864,41976,56637,42.566,903,0.916
65,90.810,3000000,1.128,34.598,47437,57065,45.393,924,0.884
66,95.086,3000000,1.091,34.035,52078,58243,47.206,21,0.019
67,99.565,3000000,1.091,32.557,59302,59002,50.127,291,0.246
68,104.254,3000000,1.014,32.723,66690,58849,53.123,724,0.577
69,109.164,3000000,0.995,33.196,73867,59990,55.184,59,0.044
70,114.305,3000000,0.967,32.473,82428,60333,57.738,781,0.547
71,119.688,3000000,0.945,32.552,91289,61214,59.860,373,0.245
72,125.325,3000000,0.932,31.383,99732,62759,61.377,151,0.093
73,131.228,3000000,0.910,31.189,109080,64333,62.902,120,0.069
74,137.408,3000000,0.892,30.359,119365,65595,64.536,217,0.117
75,143.880,3000000,0.883,30.367,129734,66263,66.192,557,0.284
76,150.656,3000000,0.871,30.859,138989,66934,67.496,1113,0.540
77,157.751,3000000,0.861,30.175,148042,69858,67.940,432,0.198
78,165.181,3000000,0.869,28.222,155116,71486,68.453,66,0.029
79,172.960,3000000,0.881,28.146,162585,72694,69.103,1245,0.529
80,181.106,3000000,0.870,26.961,167433,75759,68.848,31,0.013
81,189.635,3000000,0.872,27.862,172242,77565,68.950,273,0.109
82,198.566,3000000,0.861,26.431,176343,79757,68.857,839,0.328
83,207.918,3000000,0.869,26.378,176863,81341,68.497,384,0.149
84,217.710,3000000,0.856,24.511,175387,84646,67.448,273,0.105
85,227.964,3000000,0.858,24.738,175019,86869,66.830,364,0.139
86,238.700,3000000,0.856,24.366,171635,89479,65.732,575,0.220
87,249.942,3000000,0.860,22.777,168260,92421,64.546,276,0.106
88,261.714,3000000,0.854,22.212,163566,95170,63.217,180,0.070
89,274.039,3000000,0.846,22.061,157718,97951,61.688,242,0.095
90,286.946,3000000,0.854,21.193,152161,100454,60.234,449,0.178
91,300.460,3000000,0.878,20.674,145828,102965,58.614,299,0.120
92,314.610,3000000,0.872,20.193,138974,105518,56.842,314,0.128
93,329.427,3000000,0.852,19.622,131714,108852,54.752,47,0.020
94,344.942,3000000,0.843,18.825,124739,110055,53.127,284,0.121
