node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,10.204,0,0,0.000,0,0.000
1,5.235,3000000,100.000,10.269,0,0,0.000,0,0.000
2,5.482,3000000,100.000,10.308,0,0,0.000,0,0.000
3,5.740,3000000,100.000,10.187,0,0,0.000,0,0.000
4,6.011,3000000,100.000,7.594,0,0,0.000,0,0.000
5,6.294,3000000,100.000,14.462,0,0,0.000,0,0.000
6,6.590,3000000,100.000,13.786,0,0,0.000,0,0.000
7,6.900,3000000,100.000,14.656,0,0,0.000,0,0.000
8,7.225,3000000,100.000,14.242,0,0,0.000,0,0.000
9,7.566,3000000,100.000,14.075,0,0,0.000,0,0.000
10,7.922,3000000,100.000,14.634,0,0,0.000,0,0.000
11,8.295,3000000,100.000,14.698,0,0,0.000,0,0.000
12,8.686,3000000,100.000,15.081,0,0,0.000,0,0.000
13,9.095,3000000,100.000,15.217,0,0,0.000,0,0.000
14,9.523,3000000,100.000,15.268,0,0,0.000,0,0.000
15,9.972,3000000,100.000,15.576,0,0,0.000,0,0.000
16,10.441,3000000,100.000,15.552,0,0,0.000,0,0.000
17,10.933,3000000,100.000,15.818,0,0,0.000,0,0.000
18,11.448,3000000,100.000,15.873,0,0,0.000,0,0.000
19,11.987,3000000,100.000,15.877,1,0,100.000,0,0.000
20,12.552,3000000,100.000,16.097,0,0,0.000,0,0.000
21,13.143,3000000,100.000,17.005,1,0,100.000,0,0.000
22,13.762,3000000,100.000,17.839,1,0,100.000,0,0.000
23,14.410,3000000,100.000,18.306,4,0,100.000,0,0.000
24,15.089,3000000,100.000,19.267,7,1,87.500,0,0.000
25,15.799,3000000,100.000,19.553,11,0,100.000,1,9.091
26,16.543,3000000,100.000,20.078,22,0,100.000,1,4.545
27,17.323,3000000,74.316,20.537,32,2,94.118,1,2.941
28,18.138,3000000,100.000,20.222,57,0,100.000,2,3.509
29,18.993,3000000,100.000,21.225,90,1,98.901,11,12.088
30,19.887,3000000,57.735,21.321,114,3,97.436,9,7.692
31,20.824,3000000,100.000,22.205,139,1,99.286,6,4.286
32,21.804,3000000,50.384,22.065,229,12,95.021,17,7.054
33,22.831,3000000,44.721,22.082,293,5,98.322,22,7.383
34,23.907,3000000,45.684,22.041,383,27,93.415,24,5.854
35,25.033,3000000,27.350,22.158,456,58,88.716,1,0.195
36,26.211,3000000,31.698,22.118,612,39,94.009,38,5.837
37,27.446,3000000,31.192,22.203,754,88,89.549,11,1.306
38,28.739,3000000,38.584,22.730,1041,41,96.211,91,8.410
39,30.092,3000000,24.027,22.273,1217,100,92.407,66,5.011
40,31.509,3000000,22.103,22.805,1384,174,88.832,45,2.888
41,32.993,3000000,22.657,22.786,1718,134,92.765,152,8.207
42,34.547,3000000,5.851,23.841,1688,558,75.156,125,5.565
43,36.174,3000000,4.889,24.204,1822,931,66.182,100,3.632
44,37.878,3000000,4.018,23.306,2007,1197,62.640,96,2.996
45,39.662,3000000,3.923,24.206,2425,1323,64.701,90,2.401
46,41.530,3000000,3.583,24.135,2653,1580,62.674,61,1.441
47,43.486,3000000,3.418,24.515,3146,1890,62.470,73,1.450
48,45.534,3000000,3.093,24.751,3519,2177,61.780,76,1.334
49,47.678,3000000,3.164,24.594,4150,2339,63.954,126,1.942
50,49.923,3000000,2.974,24.924,4602,2614,63.775,199,2.758
51,52.275,3000000,2.732,25.036,5007,2979,62.697,259,3.243
52,54.737,3000000,2.610,25.425,5615,3121,64.274,362,4.144
53,57.315,3000000,2.487,25.326,5903,3784,60.937,44,0.454
54,60.014,3000000,2.408,25.551,6515,4005,61.930,221,2.101
55,62.840,3000000,2.341,25.767,7154,4156,63.254,382,3.378
56,65.800,3000000,2.357,25.957,7181,4714,60.370,163,1.370
57,68.899,3000000,2.347,26.018,7952,4766,62.526,430,3.381
58,72.144,3000000,2.366,25.880,7935,5452,59.274,246,1.838
59,75.541,3000000,2.395,26.017,8371,5526,60.236,93,0.669
60,79.099,3000000,2.338,25.341,8649,6219,58.172,10,0.067
61,82.824,3000000,2.461,25.731,9276,6053,60.513,359,2.342
62,86.725,3000000,2.451,25.473,9395,6511,59.066,333,2.094
63,90.810,3000000,2.605,25.422,9566,6550,59.357,342,2.122
64,95.086,3000000,2.610,25.803,9555,7335,56.572,6,0.036
