# П59 AMBER27: ожидания физики (nucdb: 208TL 183.2 с, 212BI 3633 с, 212PB 3.824e+04 с, 214BI 1183 с, 214PB 1624 с, 218PO 185.8 с; Bi-212→Tl-208 0.3594)
# окно 1: [0; 4921.0] с; окно 2: [46613.1; 53631.1] с от старта спектра 1 (12.948 ч старт-к-старту, 11.581 ч от конца 1 до старта 2); пауза прокачка→старт 0.00 ч
EXPECT,Pb212_spec1_over_spec2,2.3717,средняя активность Pb-212 окно1/окно2 при чистом распаде (λ = ln2/10.622 ч)
EXPECT,Bi212_over_Pb212_transient,1.1050,λB/(λB−λP) — переходное равновесие
EXPECT,spec2_Bi212_over_Pb212_r0=0.0,1.1048,средние по окну 2
EXPECT,spec2_Tl208_over_Bi212_r0=0.0,1.0048,физическое отношение (в единицах FSA-ряда ×1/0.3594 = 2.7958)
EXPECT,spec1_Bi212_over_Pb212_r0=0.0,0.3558,средние по окну 1 (наблюдение, не тест)
EXPECT,Pb212_spec1_over_spec2_numeric_r0=0.0,2.3717,численно (контроль аналитики)
EXPECT,spec2_Bi212_over_Pb212_r0=0.5,1.1049,средние по окну 2
EXPECT,spec2_Tl208_over_Bi212_r0=0.5,1.0048,физическое отношение (в единицах FSA-ряда ×1/0.3594 = 2.7958)
EXPECT,spec1_Bi212_over_Pb212_r0=0.5,0.6948,средние по окну 1 (наблюдение, не тест)
EXPECT,Pb212_spec1_over_spec2_numeric_r0=0.5,2.3717,численно (контроль аналитики)
EXPECT,spec2_Bi212_over_Pb212_r0=1.0,1.1050,средние по окну 2
EXPECT,spec2_Tl208_over_Bi212_r0=1.0,1.0048,физическое отношение (в единицах FSA-ряда ×1/0.3594 = 2.7958)
EXPECT,spec1_Bi212_over_Pb212_r0=1.0,1.0338,средние по окну 1 (наблюдение, не тест)
EXPECT,Pb212_spec1_over_spec2_numeric_r0=1.0,2.3717,численно (контроль аналитики)
# (3) накопление τ_c при воздухе Po-218:Pb-214:Bi-214 = 1:fB:fC, затем окно 1
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=1.0_fC=1.0,1.8861,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.9_fC=0.8,1.8158,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.7_fC=0.5,1.7017,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.5_fC=0.3,1.6166,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.6_fC=0.6,1.8408,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.8_fC=0.4,1.5926,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=1.0_fC=1.0,2.0245,Pb-214 окно2/окно1 = 1.72e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.9_fC=0.8,1.9597,Pb-214 окно2/окно1 = 1.72e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.7_fC=0.5,1.8544,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.5_fC=0.3,1.7759,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.6_fC=0.6,1.9827,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.8_fC=0.4,1.7538,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=1.0_fC=1.0,2.0745,Pb-214 окно2/окно1 = 1.72e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.9_fC=0.8,2.0117,Pb-214 окно2/окно1 = 1.72e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.7_fC=0.5,1.9095,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.5_fC=0.3,1.8334,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.6_fC=0.6,2.0339,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.8_fC=0.4,1.8119,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=1.0_fC=1.0,2.0776,Pb-214 окно2/окно1 = 1.72e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.9_fC=0.8,2.0149,Pb-214 окно2/окно1 = 1.72e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.7_fC=0.5,1.9129,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.5_fC=0.3,1.8369,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.6_fC=0.6,2.0371,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.8_fC=0.4,1.8155,Pb-214 окно2/окно1 = 1.73e-09
EXPECT,spec1_Bi214_over_Pb214_range,1.593..2.078,диапазон по накоплению 1 ч…∞ и воздуху (1:1:1 … 1:0.5:0.3)
# пауза 0 ч; для паузы задайте --pause=<ч>
