# П59 AMBER27: ожидания физики (nucdb: 208TL 183.2 с, 212BI 3633 с, 212PB 3.824e+04 с, 214BI 1183 с, 214PB 1624 с, 218PO 185.8 с; Bi-212→Tl-208 0.3594)
# окно 1: [0; 6964.0] с; окно 2: [46613.1; 53631.1] с от старта спектра 1 (12.948 ч старт-к-старту, 11.014 ч от конца 1 до старта 2); пауза прокачка→старт 0.00 ч
EXPECT,Pb212_spec1_over_spec2,2.3289,средняя активность Pb-212 окно1/окно2 при чистом распаде (λ = ln2/10.622 ч)
EXPECT,Bi212_over_Pb212_transient,1.1050,λB/(λB−λP) — переходное равновесие
EXPECT,spec2_Bi212_over_Pb212_r0=0.0,1.1048,средние по окну 2
EXPECT,spec2_Tl208_over_Bi212_r0=0.0,1.0048,физическое отношение (в единицах FSA-ряда ×1/0.3594 = 2.7958)
EXPECT,spec1_Bi212_over_Pb212_r0=0.0,0.4542,средние по окну 1 (наблюдение, не тест)
EXPECT,Pb212_spec1_over_spec2_numeric_r0=0.0,2.3290,численно (контроль аналитики)
EXPECT,spec2_Bi212_over_Pb212_r0=0.5,1.1049,средние по окну 2
EXPECT,spec2_Tl208_over_Bi212_r0=0.5,1.0048,физическое отношение (в единицах FSA-ряда ×1/0.3594 = 2.7958)
EXPECT,spec1_Bi212_over_Pb212_r0=0.5,0.7487,средние по окну 1 (наблюдение, не тест)
EXPECT,Pb212_spec1_over_spec2_numeric_r0=0.5,2.3290,численно (контроль аналитики)
EXPECT,spec2_Bi212_over_Pb212_r0=1.0,1.1050,средние по окну 2
EXPECT,spec2_Tl208_over_Bi212_r0=1.0,1.0048,физическое отношение (в единицах FSA-ряда ×1/0.3594 = 2.7958)
EXPECT,spec1_Bi212_over_Pb212_r0=1.0,1.0431,средние по окну 1 (наблюдение, не тест)
EXPECT,Pb212_spec1_over_spec2_numeric_r0=1.0,2.3290,численно (контроль аналитики)
# (3) накопление τ_c при воздухе Po-218:Pb-214:Bi-214 = 1:fB:fC, затем окно 1
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=1.0_fC=1.0,1.9521,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.9_fC=0.8,1.8845,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.7_fC=0.5,1.7746,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.5_fC=0.3,1.6926,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.6_fC=0.6,1.9085,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=1h_fB=0.8_fC=0.4,1.6695,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=1.0_fC=1.0,2.0855,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.9_fC=0.8,2.0231,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.7_fC=0.5,1.9216,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.5_fC=0.3,1.8460,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.6_fC=0.6,2.0451,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=2h_fB=0.8_fC=0.4,1.8247,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=1.0_fC=1.0,2.1336,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.9_fC=0.8,2.0731,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.7_fC=0.5,1.9747,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.5_fC=0.3,1.9014,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.6_fC=0.6,2.0945,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=4h_fB=0.8_fC=0.4,1.8807,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=1.0_fC=1.0,2.1366,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.9_fC=0.8,2.0762,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.7_fC=0.5,1.9780,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.5_fC=0.3,1.9048,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.6_fC=0.6,2.0976,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_tau=inf_fB=0.8_fC=0.4,1.8842,Pb-214 окно2/окно1 = 2.26e-09
EXPECT,spec1_Bi214_over_Pb214_range,1.669..2.137,диапазон по накоплению 1 ч…∞ и воздуху (1:1:1 … 1:0.5:0.3)
# пауза 0 ч; для паузы задайте --pause=<ч>
