ch,keV,net,fit,model,continuum_raw,Ba-133,continuum
75,205.395,14088.827,14088.827,14356.917,7961.768,14356.917,0.000
76,208.267,12999.676,12999.676,13510.426,7547.862,13510.426,0.000
77,211.140,12501.676,12501.676,12693.360,7133.956,12693.360,0.000
78,214.014,12046.516,12046.516,12092.730,6886.277,12092.730,0.000
79,216.889,11585.092,11585.092,11550.118,6638.598,11550.118,0.000
80,219.766,11635.197,11635.197,11062.937,6390.919,11062.937,0.000
81,222.643,11069.575,11069.575,10623.420,6143.239,10623.420,0.000
82,225.522,10725.895,10725.895,10223.625,5895.560,10223.625,0.000
83,228.402,10083.415,10083.415,9858.260,5647.881,9858.260,0.000
84,231.283,9516.437,9516.437,9525.195,5400.202,9525.195,0.000
85,234.165,8886.277,8886.277,9054.668,4982.033,9054.668,0.000
86,237.048,8491.256,8491.256,8621.757,4563.864,8621.757,0.000
87,239.932,7861.151,7861.151,8238.760,4145.694,8238.760,0.000
88,242.817,7508.514,7508.514,7932.309,3727.525,7932.309,0.000
89,245.704,7607.711,7607.711,7750.508,3309.356,7750.508,0.000
90,248.591,7845.674,7845.674,7766.324,2891.186,7766.324,0.000
91,251.479,8184.131,8184.131,8072.061,2473.017,8072.061,0.000
92,254.369,9198.816,9198.816,8761.019,2054.848,8761.019,0.000
93,257.259,10760.983,10760.983,10845.832,2585.774,10845.832,0.000
94,260.151,13118.252,13118.252,13375.507,3116.699,13375.507,0.000
95,263.044,16113.239,16113.239,16256.932,3647.625,16256.932,0.000
96,265.937,19737.609,19737.609,19307.618,4178.551,19307.618,0.000
97,268.832,22828.486,22828.486,22296.665,4709.477,22296.665,0.000
98,271.728,25522.957,25522.957,25020.195,5240.402,25020.195,0.000
99,274.624,28021.600,28021.600,27385.983,5771.328,27385.983,0.000
100,277.522,29694.897,29694.897,29468.320,6302.254,29468.320,0.000
101,280.421,31719.070,31719.070,31743.150,7078.500,31743.150,0.000
102,283.321,33471.582,33471.582,34265.664,7854.747,34265.664,0.000
103,286.222,35691.259,35691.259,37267.842,8630.993,37267.842,0.000
104,289.123,39641.237,39641.237,40776.728,9407.240,40776.728,0.000
105,292.026,42809.191,42809.191,44541.465,10183.486,44541.465,0.000
106,294.930,47212.825,47212.825,48063.856,10959.732,48063.856,0.000
107,297.835,49701.771,49701.771,50730.660,11735.979,50730.660,0.000
108,300.740,52158.178,52158.178,52002.307,12512.225,52002.307,0.000
109,303.647,51357.460,51357.460,51588.313,13288.471,51588.313,0.000
110,306.555,48926.434,48926.434,47741.828,12260.612,47741.828,0.000
111,309.463,44742.042,44742.042,42664.007,11232.752,42664.007,0.000
112,312.373,39211.753,39211.753,36991.479,10204.892,36991.479,0.000
113,315.283,32918.970,32918.970,31455.927,9177.032,31455.927,0.000
114,318.195,27950.605,27950.605,26751.789,8149.172,26751.789,0.000
115,321.107,23212.357,23212.357,23455.236,7121.312,23455.236,0.000
116,324.021,21142.882,21142.882,22001.661,6093.452,22001.661,0.000
117,326.935,22350.974,22350.974,22699.439,5065.592,22699.439,0.000
118,329.850,27014.550,27014.550,25743.733,4037.733,25743.733,0.000
119,332.766,34727.084,34727.084,35119.551,6929.314,35119.551,0.000
120,335.683,46537.184,46537.184,46787.975,9820.896,46787.975,0.000
121,338.601,59261.609,59261.609,60367.956,12712.478,60367.956,0.000
122,341.520,75363.445,75363.445,75158.000,15604.060,75158.000,0.000
123,344.440,90583.290,90583.290,90139.153,18495.642,90139.153,0.000
124,347.361,104226.075,104226.075,104069.882,21387.224,104069.882,0.000
125,350.283,118002.062,118002.062,115672.143,24278.806,115672.143,0.000
126,353.205,123974.638,123974.638,123871.181,27170.388,123871.181,0.000
127,356.128,129713.953,129713.953,128023.685,30061.970,128023.685,0.000
128,359.053,125543.200,125543.200,128063.361,32953.551,128063.361,0.000
129,361.978,119449.036,119449.036,118833.636,30164.309,118833.636,0.000
130,364.904,109125.237,109125.237,107003.905,27375.066,107003.905,0.000
131,367.831,95732.027,95732.027,93798.909,24585.823,93798.909,0.000
132,370.759,80476.064,80476.064,80418.415,21796.581,80418.415,0.000
133,373.687,66087.073,66087.073,67817.015,19007.338,67817.015,0.000
134,376.617,55168.471,55168.471,56577.850,16218.095,56577.850,0.000
135,379.547,43129.992,43129.992,46897.182,13428.853,46897.182,0.000
136,382.478,35304.997,35304.997,38660.986,10639.610,38660.986,0.000
137,385.410,30316.997,30316.997,31571.947,7850.367,31571.947,0.000
138,388.343,25346.837,25346.837,25280.767,5061.125,25280.767,0.000
139,391.277,21863.500,21863.500,21822.498,4607.829,21822.498,0.000
140,394.212,18781.668,18781.668,18661.726,4154.533,18661.726,0.000
141,397.147,16075.030,16075.030,15707.835,3701.237,15707.835,0.000
142,400.083,13043.030,13043.030,12954.754,3247.941,12954.754,0.000
143,403.020,10889.290,10889.290,10442.857,2794.644,10442.857,0.000
144,405.958,8429.445,8429.445,8222.494,2341.348,8222.494,0.000
145,408.897,6342.294,6342.294,6328.487,1888.052,6328.487,0.000
146,411.836,4704.386,4704.386,4768.331,1434.756,4768.331,0.000
147,414.776,3482.583,3482.583,3521.990,981.460,3521.990,0.000
148,417.717,2567.126,2567.126,2548.740,528.164,2548.740,0.000
149,420.659,2202.319,2202.319,1796.417,74.868,1796.417,0.000
150,423.602,1905.487,1905.487,1751.062,162.887,1751.062,0.000
151,426.545,1778.533,1778.533,1818.776,250.906,1818.776,0.000
152,429.489,1824.062,1824.062,1952.883,338.925,1952.883,0.000
153,432.434,2048.268,2048.268,2113.975,426.944,2113.975,0.000
154,435.380,2047.045,2047.045,2270.375,514.963,2270.375,0.000
155,438.327,2143.369,2143.369,2398.360,602.982,2398.360,0.000
156,441.274,2360.369,2360.369,2482.387,691.001,2482.387,0.000
157,444.222,2551.511,2551.511,2515.147,779.020,2515.147,0.000
158,447.170,2540.168,2540.168,2497.170,867.039,2497.170,0.000
159,450.120,2479.255,2479.255,2435.703,955.058,2435.703,0.000
160,453.070,2469.410,2469.410,2342.872,1043.077,2342.872,0.000
161,456.021,2175.986,2175.986,2062.327,960.083,2062.327,0.000
162,458.973,1958.566,1958.566,1779.857,877.089,1779.857,0.000
163,461.925,1665.927,1665.927,1508.269,794.094,1508.269,0.000
164,464.878,1417.562,1417.562,1257.010,711.100,1257.010,0.000
165,467.832,1109.343,1109.343,1031.603,628.106,1031.603,0.000
166,470.787,787.986,787.986,833.830,545.112,833.830,0.000
167,473.742,562.831,562.831,662.476,462.117,662.476,0.000
168,476.698,374.360,374.360,514.327,379.123,514.327,0.000
169,479.655,271.713,271.713,385.179,296.129,385.179,0.000
170,482.612,185.456,185.456,270.669,213.135,270.669,0.000
171,485.571,138.351,138.351,166.836,130.140,166.836,0.000
172,488.529,102.242,102.242,70.420,47.146,70.420,0.000
173,491.489,64.990,64.990,58.821,44.035,58.821,0.000
174,494.449,69.036,69.036,50.389,40.923,50.389,0.000
175,497.410,67.305,67.305,43.935,37.812,43.935,0.000
176,500.371,41.150,41.150,38.698,34.700,38.698,0.000
177,503.334,62.809,62.809,34.212,31.589,34.212,0.000
178,506.297,31.835,31.835,30.196,28.478,30.196,0.000
179,509.260,18.649,18.649,26.483,25.366,26.483,0.000
180,512.224,19.082,19.082,22.969,22.255,22.969,0.000
181,515.189,25.297,25.297,19.592,19.143,19.592,0.000
182,518.155,8.087,8.087,16.307,16.032,16.307,0.000
183,521.121,10.813,10.813,13.084,12.920,13.084,0.000
184,524.088,32.015,32.015,9.904,9.809,9.904,0.000
185,527.055,3.069,3.069,6.751,6.698,6.751,0.000
186,530.023,2.157,2.157,7.549,7.520,7.549,0.000
187,532.992,2.494,2.494,8.357,8.341,8.357,0.000
188,535.961,6.745,6.745,9.171,9.163,9.171,0.000
189,538.931,18.472,18.472,9.989,9.985,9.989,0.000
190,541.902,3.371,3.371,10.809,10.807,10.809,0.000
191,544.873,3.846,3.846,11.630,11.629,11.630,0.000
192,547.844,16.249,16.249,12.451,12.451,12.451,0.000
193,550.817,4.244,4.244,13.273,13.273,13.273,0.000
194,553.790,24.665,24.665,14.095,14.095,14.095,0.000
195,556.763,19.098,19.098,14.917,14.917,14.917,0.000
196,559.738,14.459,14.459,15.739,15.739,15.739,0.000
197,562.712,20.509,20.509,16.560,16.560,16.560,0.000
198,565.688,25.837,25.837,17.382,17.382,17.382,0.000
199,568.664,9.669,9.669,16.364,16.364,16.364,0.000
200,571.640,5.152,5.152,15.345,15.345,15.345,0.000
201,574.617,10.253,10.253,14.327,14.327,14.327,0.000
202,577.595,3.271,3.271,13.309,13.309,13.309,0.000
203,580.573,12.732,12.732,12.290,12.290,12.290,0.000
204,583.552,37.993,37.993,11.272,11.272,11.272,0.000
205,586.531,13.568,13.568,10.253,10.253,10.253,0.000
206,589.511,19.455,19.455,9.235,9.235,9.235,0.000
207,592.491,9.354,9.354,8.216,8.216,8.216,0.000
208,595.472,12.308,12.308,7.198,7.198,7.198,0.000
209,598.454,4.623,4.623,6.180,6.180,6.180,0.000
210,601.436,0.000,-1.633,5.161,5.161,5.161,0.000
211,604.419,0.000,-2.062,4.143,4.143,4.143,0.000
212,607.402,8.984,8.984,3.124,3.124,3.124,0.000
213,610.385,15.349,15.349,3.777,3.777,3.777,0.000
214,613.370,0.000,-1.495,4.429,4.429,0.000,4.429
215,616.354,13.660,13.660,5.081,5.081,0.000,5.081
216,619.340,0.000,-6.171,5.734,5.734,0.000,5.734
217,622.325,0.000,-0.861,6.386,6.386,0.000,6.386
218,625.311,15.282,15.282,7.038,7.038,0.000,7.038
219,628.298,16.757,16.757,7.691,7.691,0.000,7.691
220,631.285,5.916,5.916,8.343,8.343,0.000,8.343
221,634.273,0.000,-9.773,8.995,8.995,0.000,8.995
222,637.261,15.546,15.546,9.648,9.648,0.000,9.648
223,640.250,13.382,13.382,10.300,10.300,0.000,10.300
224,643.239,14.218,14.218,10.952,10.952,0.000,10.952
225,646.229,0.000,-5.092,11.605,11.605,0.000,11.605
226,649.219,11.592,11.592,12.257,12.257,0.000,12.257
227,652.210,20.798,20.798,12.040,12.040,0.000,12.040
228,655.201,12.962,12.962,11.822,11.822,0.000,11.822
229,658.192,22.223,22.223,11.605,11.605,0.000,11.605
230,661.185,11.218,11.218,11.387,11.387,0.000,11.387
231,664.177,8.118,8.118,11.169,11.169,0.000,11.169
232,667.170,25.533,25.533,10.952,10.952,0.000,10.952
233,670.163,19.538,19.538,10.734,10.734,0.000,10.734
234,673.157,9.693,9.693,10.517,10.517,0.000,10.517
235,676.152,13.428,13.428,10.299,10.299,0.000,10.299
236,679.146,11.059,11.059,10.082,10.082,0.000,10.082
237,682.141,15.735,15.735,9.864,9.864,0.000,9.864
238,685.137,7.159,7.159,9.647,9.647,0.000,9.647
239,688.133,5.634,5.634,9.429,9.429,0.000,9.429
240,691.130,17.218,17.218,9.212,9.212,0.000,9.212
241,694.126,15.369,15.369,8.994,8.994,0.000,8.994
242,697.124,3.958,3.958,8.912,8.912,0.000,8.912
243,700.121,0.000,-5.252,8.830,8.830,0.000,8.830
244,703.120,3.277,3.277,8.748,8.748,0.000,8.748
245,706.118,0.000,-0.051,8.666,8.666,0.000,8.666
246,709.117,9.954,9.954,8.584,8.584,0.000,8.584
247,712.116,3.210,3.210,8.502,8.502,0.000,8.502
248,715.116,10.525,10.525,8.420,8.420,0.000,8.420
249,718.116,15.260,15.260,8.338,8.338,0.000,8.338
250,721.117,10.785,10.785,8.256,8.256,0.000,8.256
251,724.118,20.315,20.315,8.174,8.174,0.000,8.174
252,727.119,11.420,11.420,8.092,8.092,0.000,8.092
253,730.121,17.151,17.151,8.010,8.010,0.000,8.010
254,733.123,18.844,18.844,7.928,7.928,0.000,7.928
255,736.125,0.000,-7.320,7.846,7.846,0.000,7.846
256,739.128,20.936,20.936,7.764,7.764,0.000,7.764
257,742.131,2.361,2.361,7.682,7.682,0.000,7.682
258,745.135,0.000,-1.265,7.218,7.218,0.000,7.218
259,748.139,7.785,7.785,6.754,6.754,0.000,6.754
260,751.143,12.776,12.776,6.290,6.290,0.000,6.290
261,754.148,22.625,22.625,5.826,5.826,0.000,5.826
262,757.153,8.945,8.945,5.362,5.362,0.000,5.362
263,760.158,0.000,-0.740,4.898,4.898,0.000,4.898
264,763.164,9.096,9.096,4.434,4.434,0.000,4.434
265,766.170,14.886,14.886,3.971,3.971,0.000,3.971
266,769.176,0.000,-14.366,3.507,3.507,0.000,3.507
267,772.183,0.000,-10.904,3.043,3.043,0.000,3.043
268,775.190,0.046,0.046,2.579,2.579,0.000,2.579
269,778.197,0.000,-0.173,2.115,2.115,0.000,2.115
270,781.204,4.881,4.881,1.651,1.651,0.000,1.651
271,784.212,12.461,12.461,1.187,1.187,0.000,1.187
272,787.221,0.000,-0.429,0.723,0.723,0.000,0.723
273,790.229,11.466,11.466,0.259,0.259,0.000,0.259
274,793.238,2.256,2.256,0.387,0.387,0.000,0.387
275,796.247,3.457,3.457,0.515,0.515,0.000,0.515
276,799.257,0.000,-4.795,0.643,0.643,0.000,0.643
277,802.267,0.722,0.722,0.771,0.771,0.000,0.771
278,805.277,17.457,17.457,0.899,0.899,0.000,0.899
279,808.287,3.402,3.402,1.027,1.027,0.000,1.027
280,811.298,0.000,-15.799,1.155,1.155,0.000,1.155
281,814.309,2.352,2.352,1.282,1.282,0.000,1.282
282,817.320,5.621,5.621,1.410,1.410,0.000,1.410
283,820.332,0.037,0.037,1.538,1.538,0.000,1.538
284,823.343,10.297,10.297,1.666,1.666,0.000,1.666
285,826.356,9.297,9.297,1.794,1.794,0.000,1.794
286,829.368,0.000,-1.652,1.922,1.922,0.000,1.922
287,832.381,6.183,6.183,2.050,2.050,0.000,2.050
288,835.393,0.000,-5.854,2.178,2.178,0.000,2.178
289,838.407,0.722,0.722,2.306,2.306,0.000,2.306
290,841.420,3.822,3.822,2.434,2.434,0.000,2.434
291,844.434,0.000,-3.333,2.344,2.344,0.000,2.344
292,847.448,0.000,-4.182,2.254,2.254,0.000,2.254
293,850.462,18.394,18.394,2.163,2.163,0.000,2.163
294,853.476,4.667,4.667,2.073,2.073,0.000,2.073
295,856.491,4.192,4.192,1.983,1.983,0.000,1.983
296,859.506,0.000,-4.438,1.893,1.893,0.000,1.893
297,862.521,3.873,3.873,1.803,1.803,0.000,1.803
298,865.536,14.658,14.658,1.713,1.713,0.000,1.713
299,868.552,0.000,-0.762,1.622,1.622,0.000,1.622
300,871.568,7.818,7.818,1.532,1.532,0.000,1.532
301,874.584,7.814,7.814,1.442,1.442,0.000,1.442
302,877.600,0.000,-3.127,1.352,1.352,0.000,1.352
303,880.616,1.658,1.658,1.262,1.262,0.000,1.262
304,883.633,0.000,-3.657,1.172,1.172,0.000,1.172
305,886.650,0.000,-1.602,1.081,1.081,0.000,1.081
306,889.667,0.000,-10.169,0.991,0.991,0.000,0.991
307,892.684,12.822,12.822,0.901,0.901,0.000,0.901
308,895.702,0.000,-9.812,0.811,0.811,0.000,0.811
309,898.720,0.000,-2.808,0.766,0.766,0.000,0.766
310,901.738,13.398,13.398,0.721,0.721,0.000,0.721
311,904.756,0.000,-0.812,0.676,0.676,0.000,0.676
312,907.774,7.868,7.868,0.631,0.631,0.000,0.631
313,910.793,0.000,-1.442,0.586,0.586,0.000,0.586
314,913.811,7.137,7.137,0.541,0.541,0.000,0.541
315,916.830,6.243,6.243,0.495,0.495,0.000,0.495
316,919.849,7.763,7.763,0.450,0.450,0.000,0.450
317,922.868,0.000,-6.132,0.405,0.405,0.000,0.405
318,925.888,14.507,14.507,0.360,0.360,0.000,0.360
319,928.907,4.453,4.453,0.315,0.315,0.000,0.315
320,931.927,0.000,-1.283,0.270,0.270,0.000,0.270
321,934.947,0.000,-6.077,0.225,0.225,0.000,0.225
322,937.967,1.978,1.978,0.180,0.180,0.000,0.180
323,940.987,0.000,-4.027,0.135,0.135,0.000,0.135
324,944.008,0.000,-3.926,0.090,0.090,0.000,0.090
325,947.028,4.234,4.234,0.045,0.045,0.000,0.045
326,950.049,0.000,-9.497,0.000,0.000,0.000,0.000
327,953.070,0.000,-2.287,0.101,0.101,0.000,0.101
328,956.091,3.873,3.873,0.202,0.202,0.000,0.202
329,959.112,8.599,8.599,0.303,0.303,0.000,0.303
330,962.133,8.759,8.759,0.405,0.405,0.000,0.405
331,965.154,0.000,-5.342,0.506,0.506,0.000,0.506
332,968.176,0.000,-1.926,0.607,0.607,0.000,0.607
333,971.198,1.759,1.759,0.708,0.708,0.000,0.708
334,974.219,0.000,-4.552,0.809,0.809,0.000,0.809
335,977.241,2.234,2.234,0.910,0.910,0.000,0.910
336,980.263,4.124,4.124,1.012,1.012,0.000,1.012
337,983.286,0.000,-0.136,1.113,1.113,0.000,1.113
338,986.308,0.755,0.755,1.214,1.214,0.000,1.214
339,989.330,0.000,-1.455,1.315,1.315,0.000,1.315
340,992.353,10.225,10.225,1.416,1.416,0.000,1.416
341,995.375,1.229,1.229,1.517,1.517,0.000,1.517
342,998.398,12.750,12.750,1.618,1.618,0.000,1.618
343,1001.421,0.000,-7.611,1.720,1.720,0.000,1.720
344,1004.444,8.796,8.796,1.821,1.821,0.000,1.821
345,1007.467,2.330,2.330,1.922,1.922,0.000,1.922
346,1010.490,1.700,1.700,1.920,1.920,0.000,1.920
347,1013.513,0.000,-2.401,1.919,1.919,0.000,1.919
348,1016.536,0.000,-2.771,1.917,1.917,0.000,1.917
349,1019.560,8.704,8.704,1.916,1.916,0.000,1.916
350,1022.583,0.000,-0.725,1.914,1.914,0.000,1.914
351,1025.607,0.700,0.700,1.913,1.913,0.000,1.913
352,1028.630,0.000,-0.620,1.911,1.911,0.000,1.911
353,1031.654,2.801,2.801,1.910,1.910,0.000,1.910
354,1034.678,0.591,0.591,1.908,1.908,0.000,1.908
355,1037.702,2.696,2.696,1.907,1.907,0.000,1.907
356,1040.726,0.435,0.435,1.905,1.905,0.000,1.905
357,1043.750,5.065,5.065,1.904,1.904,0.000,1.904
358,1046.774,0.000,-3.506,1.902,1.902,0.000,1.902
359,1049.798,6.376,6.376,1.901,1.901,0.000,1.901
360,1052.822,2.860,2.860,1.899,1.899,0.000,1.899
361,1055.846,14.910,14.910,1.898,1.898,0.000,1.898
362,1058.871,7.801,7.801,1.896,1.896,0.000,1.896
363,1061.895,2.755,2.755,1.895,1.895,0.000,1.895
364,1064.919,6.435,6.435,1.893,1.893,0.000,1.893
365,1067.944,0.000,-0.300,1.892,1.892,0.000,1.892
366,1070.968,0.000,-5.145,1.802,1.802,0.000,1.802
367,1073.993,0.000,-7.720,1.711,1.711,0.000,1.711
368,1077.017,9.015,9.015,1.621,1.621,0.000,1.621
369,1080.042,1.061,1.061,1.531,1.531,0.000,1.531
370,1083.067,10.490,10.490,1.441,1.441,0.000,1.441
371,1086.091,11.166,11.166,1.351,1.351,0.000,1.351
372,1089.116,2.070,2.070,1.261,1.261,0.000,1.261
373,1092.141,2.906,2.906,1.171,1.171,0.000,1.171
374,1095.165,4.435,4.435,1.081,1.081,0.000,1.081
375,1098.190,0.389,0.389,0.991,0.991,0.000,0.991
376,1101.215,0.000,-11.729,0.901,0.901,0.000,0.901
377,1104.240,0.000,-6.825,0.811,0.811,0.000,0.811
378,1107.265,0.000,-0.199,0.721,0.721,0.000,0.721
379,1110.290,1.960,1.960,0.631,0.631,0.000,0.631
380,1113.314,18.691,18.691,0.540,0.540,0.000,0.540
381,1116.339,4.061,4.061,0.450,0.450,0.000,0.450
382,1119.364,0.000,-5.771,0.360,0.360,0.000,0.360
383,1122.389,0.000,-1.884,0.270,0.270,0.000,0.270
384,1125.414,0.000,-2.099,0.180,0.180,0.000,0.180
385,1128.439,0.000,-1.460,0.090,0.090,0.000,0.090
386,1131.464,6.275,6.275,0.000,0.000,0.000,0.000
387,1134.488,0.000,-0.363,0.090,0.090,0.000,0.090
388,1137.513,0.000,-4.989,0.180,0.180,0.000,0.180
389,1140.538,5.851,5.851,0.270,0.270,0.000,0.270
390,1143.563,9.426,9.426,0.361,0.361,0.000,0.361
391,1146.588,10.851,10.851,0.451,0.451,0.000,0.451
392,1149.613,0.000,-10.254,0.541,0.541,0.000,0.541
393,1152.637,0.000,-1.199,0.631,0.631,0.000,0.631
394,1155.662,0.000,-5.204,0.721,0.721,0.000,0.721
395,1158.687,9.901,9.901,0.811,0.811,0.000,0.811
396,1161.712,0.842,0.842,0.901,0.901,0.000,0.901
397,1164.736,0.000,-2.208,0.991,0.991,0.000,0.991
398,1167.761,1.632,1.632,1.082,1.082,0.000,1.082
399,1170.786,10.372,10.372,1.172,1.172,0.000,1.172
400,1173.810,8.372,8.372,1.262,1.262,0.000,1.262
401,1176.835,0.000,-0.998,1.352,1.352,0.000,1.352
402,1179.859,6.212,6.212,1.442,1.442,0.000,1.442
403,1182.884,0.000,-1.372,1.532,1.532,0.000,1.532
404,1185.908,3.477,3.477,1.622,1.622,0.000,1.622
405,1188.933,0.000,-2.738,1.713,1.713,0.000,1.713
406,1191.957,7.477,7.477,1.803,1.803,0.000,1.803
407,1194.981,0.000,-1.162,1.893,1.893,0.000,1.893
408,1198.005,10.262,10.262,1.905,1.905,0.000,1.905
409,1201.030,9.623,9.623,1.917,1.917,0.000,1.917
410,1204.054,0.000,-4.956,1.930,1.930,0.000,1.930
411,1207.078,0.203,0.203,1.942,1.942,0.000,1.942
412,1210.102,0.000,-1.948,1.954,1.954,0.000,1.954
413,1213.126,3.678,3.678,1.966,1.966,0.000,1.966
414,1216.150,2.418,2.418,1.979,1.979,0.000,1.979
415,1219.173,4.788,4.788,1.991,1.991,0.000,1.991
416,1222.197,0.783,0.783,2.003,2.003,0.000,2.003
417,1225.221,2.623,2.623,2.015,2.015,0.000,2.015
418,1228.244,5.254,5.254,2.028,2.028,0.000,2.028
419,1231.268,9.149,9.149,2.040,2.040,0.000,2.040
420,1234.291,2.682,2.682,2.052,2.052,0.000,2.052
421,1237.315,0.363,0.363,2.064,2.064,0.000,2.064
422,1240.338,0.728,0.728,2.077,2.077,0.000,2.077
423,1243.361,0.000,-5.057,2.089,2.089,0.000,2.089
424,1246.384,0.674,0.674,2.101,2.101,0.000,2.101
425,1249.408,8.674,8.674,2.113,2.113,0.000,2.113
426,1252.430,0.000,-4.902,2.126,2.126,0.000,2.126
427,1255.453,1.359,1.359,2.138,2.138,0.000,2.138
428,1258.476,0.000,-2.171,2.150,2.150,0.000,2.150
429,1261.499,5.989,5.989,2.162,2.162,0.000,2.162
430,1264.521,2.774,2.774,2.138,2.138,0.000,2.138
431,1267.544,1.569,1.569,2.113,2.113,0.000,2.113
432,1270.566,6.779,6.779,2.089,2.089,0.000,2.089
