ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-CsI,Xray-Pb,continuum
7131,2906.606,0.568,0.568,0.091,0.091,0.000,0.000,0.000,0.000,0.091
7132,2907.024,1.852,1.852,0.090,0.090,0.000,0.000,0.000,0.000,0.090
7133,2907.442,0.568,0.568,0.089,0.089,0.000,0.000,0.000,0.000,0.089
7134,2907.859,2.284,2.284,0.089,0.089,0.000,0.000,0.000,0.000,0.089
7135,2908.277,0.284,0.284,0.088,0.088,0.000,0.000,0.000,0.000,0.088
7136,2908.695,0.000,-0.864,0.088,0.088,0.000,0.000,0.000,0.000,0.088
7137,2909.112,0.000,-0.716,0.087,0.087,0.000,0.000,0.000,0.000,0.087
7138,2909.530,0.000,-0.716,0.087,0.087,0.000,0.000,0.000,0.000,0.087
7139,2909.948,0.000,-1.864,0.086,0.086,0.000,0.000,0.000,0.000,0.086
7140,2910.365,0.419,0.419,0.085,0.085,0.000,0.000,0.000,0.000,0.085
7141,2910.783,0.000,-5.729,0.085,0.085,0.000,0.000,0.000,0.000,0.085
7142,2911.201,0.000,-0.864,0.084,0.084,0.000,0.000,0.000,0.000,0.084
7143,2911.618,0.000,-3.297,0.084,0.084,0.000,0.000,0.000,0.000,0.084
7144,2912.036,0.284,0.284,0.083,0.083,0.000,0.000,0.000,0.000,0.083
7145,2912.454,0.136,0.136,0.082,0.082,0.000,0.000,0.000,0.000,0.082
7146,2912.871,0.000,-1.148,0.082,0.082,0.000,0.000,0.000,0.000,0.082
7147,2913.289,1.284,1.284,0.081,0.081,0.000,0.000,0.000,0.000,0.081
7148,2913.707,0.000,-0.148,0.081,0.081,0.000,0.000,0.000,0.000,0.081
7149,2914.124,1.284,1.284,0.080,0.080,0.000,0.000,0.000,0.000,0.080
7150,2914.542,0.852,0.852,0.080,0.080,0.000,0.000,0.000,0.000,0.080
7151,2914.960,0.000,-2.864,0.079,0.079,0.000,0.000,0.000,0.000,0.079
7152,2915.377,0.568,0.568,0.078,0.078,0.000,0.000,0.000,0.000,0.078
7153,2915.795,1.000,1.000,0.078,0.078,0.000,0.000,0.000,0.000,0.078
7154,2916.212,0.000,-0.432,0.077,0.077,0.000,0.000,0.000,0.000,0.077
7155,2916.630,0.000,-3.297,0.077,0.077,0.000,0.000,0.000,0.000,0.077
7156,2917.048,0.568,0.568,0.076,0.076,0.000,0.000,0.000,0.000,0.076
7157,2917.465,0.000,-0.432,0.076,0.076,0.000,0.000,0.000,0.000,0.076
7158,2917.883,1.000,1.000,0.075,0.075,0.000,0.000,0.000,0.000,0.075
7159,2918.300,0.000,-0.148,0.074,0.074,0.000,0.000,0.000,0.000,0.074
7160,2918.718,0.568,0.568,0.074,0.074,0.000,0.000,0.000,0.000,0.074
7161,2919.136,5.000,5.000,0.073,0.073,0.000,0.000,0.000,0.000,0.073
7162,2919.553,0.136,0.136,0.073,0.073,0.000,0.000,0.000,0.000,0.073
7163,2919.971,0.000,-0.864,0.072,0.072,0.000,0.000,0.000,0.000,0.072
7164,2920.388,0.000,-2.864,0.072,0.072,0.000,0.000,0.000,0.000,0.072
7165,2920.806,3.284,3.284,0.071,0.071,0.000,0.000,0.000,0.000,0.071
7166,2921.223,0.000,-0.864,0.070,0.070,0.000,0.000,0.000,0.000,0.070
7167,2921.641,1.284,1.284,0.070,0.070,0.000,0.000,0.000,0.000,0.070
7168,2922.058,1.284,1.284,0.069,0.069,0.000,0.000,0.000,0.000,0.069
7169,2922.476,0.000,-0.148,0.069,0.069,0.000,0.000,0.000,0.000,0.069
7170,2922.893,0.284,0.284,0.068,0.068,0.000,0.000,0.000,0.000,0.068
7171,2923.311,0.000,-2.581,0.067,0.067,0.000,0.000,0.000,0.000,0.067
7172,2923.728,0.000,-2.297,0.067,0.067,0.000,0.000,0.000,0.000,0.067
7173,2924.146,0.568,0.568,0.066,0.066,0.000,0.000,0.000,0.000,0.066
7174,2924.563,1.284,1.284,0.066,0.066,0.000,0.000,0.000,0.000,0.066
7175,2924.981,0.568,0.568,0.065,0.065,0.000,0.000,0.000,0.000,0.065
7176,2925.398,0.000,-1.297,0.065,0.065,0.000,0.000,0.000,0.000,0.065
7177,2925.816,1.568,1.568,0.064,0.064,0.000,0.000,0.000,0.000,0.064
7178,2926.233,0.000,-0.432,0.063,0.063,0.000,0.000,0.000,0.000,0.063
7179,2926.651,1.568,1.568,0.063,0.063,0.000,0.000,0.000,0.000,0.063
7180,2927.068,1.852,1.852,0.062,0.062,0.000,0.000,0.000,0.000,0.062
7181,2927.486,0.568,0.568,0.062,0.062,0.000,0.000,0.000,0.000,0.062
7182,2927.903,0.000,-0.297,0.061,0.061,0.000,0.000,0.000,0.000,0.061
7183,2928.321,3.568,3.568,0.061,0.061,0.000,0.000,0.000,0.000,0.061
7184,2928.738,0.000,-1.864,0.060,0.060,0.000,0.000,0.000,0.000,0.060
7185,2929.156,0.000,-2.148,0.059,0.059,0.000,0.000,0.000,0.000,0.059
7186,2929.573,0.000,-0.432,0.059,0.059,0.000,0.000,0.000,0.000,0.059
7187,2929.990,0.000,-0.148,0.058,0.058,0.000,0.000,0.000,0.000,0.058
7188,2930.408,1.284,1.284,0.058,0.058,0.000,0.000,0.000,0.000,0.058
7189,2930.825,0.000,-2.581,0.057,0.057,0.000,0.000,0.000,0.000,0.057
7190,2931.243,0.000,-1.148,0.057,0.057,0.000,0.000,0.000,0.000,0.057
7191,2931.660,1.568,1.568,0.056,0.056,0.000,0.000,0.000,0.000,0.056
7192,2932.078,0.000,-0.148,0.055,0.055,0.000,0.000,0.000,0.000,0.055
7193,2932.495,0.568,0.568,0.055,0.055,0.000,0.000,0.000,0.000,0.055
7194,2932.912,0.000,-2.581,0.054,0.054,0.000,0.000,0.000,0.000,0.054
7195,2933.330,0.000,-0.716,0.054,0.054,0.000,0.000,0.000,0.000,0.054
7196,2933.747,2.568,2.568,0.053,0.053,0.000,0.000,0.000,0.000,0.053
7197,2934.164,0.000,-1.581,0.052,0.052,0.000,0.000,0.000,0.000,0.052
7198,2934.582,0.568,0.568,0.052,0.052,0.000,0.000,0.000,0.000,0.052
7199,2934.999,1.000,1.000,0.051,0.051,0.000,0.000,0.000,0.000,0.051
7200,2935.417,0.000,-0.864,0.051,0.051,0.000,0.000,0.000,0.000,0.051
7201,2935.834,0.000,-0.432,0.050,0.050,0.000,0.000,0.000,0.000,0.050
7202,2936.251,1.852,1.852,0.050,0.050,0.000,0.000,0.000,0.000,0.050
7203,2936.669,0.000,-1.864,0.049,0.049,0.000,0.000,0.000,0.000,0.049
7204,2937.086,0.136,0.136,0.048,0.048,0.000,0.000,0.000,0.000,0.048
7205,2937.503,0.000,-4.013,0.048,0.048,0.000,0.000,0.000,0.000,0.048
7206,2937.921,0.284,0.284,0.047,0.047,0.000,0.000,0.000,0.000,0.047
7207,2938.338,0.000,-0.148,0.047,0.047,0.000,0.000,0.000,0.000,0.047
7208,2938.755,0.000,-2.864,0.046,0.046,0.000,0.000,0.000,0.000,0.046
7209,2939.172,2.568,2.568,0.046,0.046,0.000,0.000,0.000,0.000,0.046
7210,2939.590,0.000,-2.297,0.045,0.045,0.000,0.000,0.000,0.000,0.045
7211,2940.007,0.000,-1.864,0.044,0.044,0.000,0.000,0.000,0.000,0.044
7212,2940.424,1.284,1.284,0.044,0.044,0.000,0.000,0.000,0.000,0.044
7213,2940.842,0.000,-0.716,0.043,0.043,0.000,0.000,0.000,0.000,0.043
7214,2941.259,0.568,0.568,0.043,0.043,0.000,0.000,0.000,0.000,0.043
7215,2941.676,2.568,2.568,0.042,0.042,0.000,0.000,0.000,0.000,0.042
7216,2942.093,1.568,1.568,0.042,0.042,0.000,0.000,0.000,0.000,0.042
7217,2942.511,2.284,2.284,0.041,0.041,0.000,0.000,0.000,0.000,0.041
7218,2942.928,2.568,2.568,0.040,0.040,0.000,0.000,0.000,0.000,0.040
7219,2943.345,0.000,-1.297,0.040,0.040,0.000,0.000,0.000,0.000,0.040
7220,2943.762,0.000,-2.581,0.039,0.039,0.000,0.000,0.000,0.000,0.039
7221,2944.180,0.000,-2.581,0.039,0.039,0.000,0.000,0.000,0.000,0.039
7222,2944.597,0.000,-1.581,0.038,0.038,0.000,0.000,0.000,0.000,0.038
7223,2945.014,0.000,-3.013,0.037,0.037,0.000,0.000,0.000,0.000,0.037
7224,2945.431,0.000,-2.864,0.037,0.037,0.000,0.000,0.000,0.000,0.037
7225,2945.849,2.136,2.136,0.036,0.036,0.000,0.000,0.000,0.000,0.036
7226,2946.266,2.284,2.284,0.036,0.036,0.000,0.000,0.000,0.000,0.036
7227,2946.683,1.000,1.000,0.035,0.035,0.000,0.000,0.000,0.000,0.035
7228,2947.100,0.852,0.852,0.035,0.035,0.000,0.000,0.000,0.000,0.035
7229,2947.517,0.284,0.284,0.034,0.034,0.000,0.000,0.000,0.000,0.034
7230,2947.935,2.284,2.284,0.033,0.033,0.000,0.000,0.000,0.000,0.033
7231,2948.352,0.000,-0.432,0.033,0.033,0.000,0.000,0.000,0.000,0.033
7232,2948.769,1.284,1.284,0.032,0.032,0.000,0.000,0.000,0.000,0.032
7233,2949.186,0.000,-0.864,0.032,0.032,0.000,0.000,0.000,0.000,0.032
7234,2949.603,1.284,1.284,0.031,0.031,0.000,0.000,0.000,0.000,0.031
7235,2950.020,0.000,-1.432,0.031,0.031,0.000,0.000,0.000,0.000,0.031
7236,2950.438,0.000,-0.148,0.030,0.030,0.000,0.000,0.000,0.000,0.030
7237,2950.855,0.000,-3.297,0.029,0.029,0.000,0.000,0.000,0.000,0.029
7238,2951.272,0.568,0.568,0.029,0.029,0.000,0.000,0.000,0.000,0.029
7239,2951.689,1.284,1.284,0.028,0.028,0.000,0.000,0.000,0.000,0.028
7240,2952.106,1.000,1.000,0.028,0.028,0.000,0.000,0.000,0.000,0.028
7241,2952.523,0.284,0.284,0.027,0.027,0.000,0.000,0.000,0.000,0.027
7242,2952.940,2.284,2.284,0.027,0.027,0.000,0.000,0.000,0.000,0.027
7243,2953.357,0.000,-1.581,0.026,0.026,0.000,0.000,0.000,0.000,0.026
7244,2953.775,0.000,-0.864,0.025,0.025,0.000,0.000,0.000,0.000,0.025
7245,2954.192,0.000,-0.148,0.025,0.025,0.000,0.000,0.000,0.000,0.025
7246,2954.609,0.568,0.568,0.024,0.024,0.000,0.000,0.000,0.000,0.024
7247,2955.026,1.284,1.284,0.024,0.024,0.000,0.000,0.000,0.000,0.024
7248,2955.443,0.419,0.419,0.023,0.023,0.000,0.000,0.000,0.000,0.023
7249,2955.860,1.000,1.000,0.022,0.022,0.000,0.000,0.000,0.000,0.022
7250,2956.277,0.568,0.568,0.022,0.022,0.000,0.000,0.000,0.000,0.022
7251,2956.694,0.000,-1.864,0.021,0.021,0.000,0.000,0.000,0.000,0.021
7252,2957.111,0.000,-3.581,0.021,0.021,0.000,0.000,0.000,0.000,0.021
7253,2957.528,1.284,1.284,0.020,0.020,0.000,0.000,0.000,0.000,0.020
7254,2957.945,1.852,1.852,0.020,0.020,0.000,0.000,0.000,0.000,0.020
7255,2958.362,0.284,0.284,0.019,0.019,0.000,0.000,0.000,0.000,0.019
7256,2958.779,2.136,2.136,0.018,0.018,0.000,0.000,0.000,0.000,0.018
7257,2959.196,1.284,1.284,0.018,0.018,0.000,0.000,0.000,0.000,0.018
7258,2959.613,4.000,4.000,0.017,0.017,0.000,0.000,0.000,0.000,0.017
7259,2960.030,0.852,0.852,0.017,0.017,0.000,0.000,0.000,0.000,0.017
7260,2960.447,0.000,-0.716,0.016,0.016,0.000,0.000,0.000,0.000,0.016
7261,2960.864,1.284,1.284,0.016,0.016,0.000,0.000,0.000,0.000,0.016
7262,2961.281,0.000,-1.432,0.015,0.015,0.000,0.000,0.000,0.000,0.015
7263,2961.698,0.000,-2.581,0.014,0.014,0.000,0.000,0.000,0.000,0.014
7264,2962.115,1.419,1.419,0.014,0.014,0.000,0.000,0.000,0.000,0.014
7265,2962.532,0.000,-0.581,0.013,0.013,0.000,0.000,0.000,0.000,0.013
7266,2962.949,0.000,-0.148,0.013,0.013,0.000,0.000,0.000,0.000,0.013
7267,2963.366,1.852,1.852,0.012,0.012,0.000,0.000,0.000,0.000,0.012
7268,2963.783,0.000,-2.013,0.012,0.012,0.000,0.000,0.000,0.000,0.012
7269,2964.200,0.852,0.852,0.011,0.011,0.000,0.000,0.000,0.000,0.011
7270,2964.617,0.000,-2.581,0.010,0.010,0.000,0.000,0.000,0.000,0.010
7271,2965.034,0.852,0.852,0.010,0.010,0.000,0.000,0.000,0.000,0.010
7272,2965.451,1.136,1.136,0.009,0.009,0.000,0.000,0.000,0.000,0.009
7273,2965.868,0.000,-1.432,0.009,0.009,0.000,0.000,0.000,0.000,0.009
7274,2966.285,0.000,-0.148,0.008,0.008,0.000,0.000,0.000,0.000,0.008
7275,2966.702,0.000,-1.297,0.007,0.007,0.000,0.000,0.000,0.000,0.007
7276,2967.119,0.000,-2.864,0.007,0.007,0.000,0.000,0.000,0.000,0.007
7277,2967.536,0.000,-4.297,0.006,0.006,0.000,0.000,0.000,0.000,0.006
7278,2967.953,0.000,-1.864,0.006,0.006,0.000,0.000,0.000,0.000,0.006
7279,2968.369,1.284,1.284,0.005,0.005,0.000,0.000,0.000,0.000,0.005
7280,2968.786,1.136,1.136,0.005,0.005,0.000,0.000,0.000,0.000,0.005
7281,2969.203,1.284,1.284,0.004,0.004,0.000,0.000,0.000,0.000,0.004
7282,2969.620,0.000,-0.148,0.003,0.003,0.000,0.000,0.000,0.000,0.003
7283,2970.037,0.000,-1.148,0.003,0.003,0.000,0.000,0.000,0.000,0.003
7284,2970.454,0.284,0.284,0.002,0.002,0.000,0.000,0.000,0.000,0.002
7285,2970.871,0.000,-0.864,0.002,0.002,0.000,0.000,0.000,0.000,0.002
7286,2971.288,0.000,-0.864,0.001,0.001,0.000,0.000,0.000,0.000,0.001
7287,2971.704,2.284,2.284,0.001,0.001,0.000,0.000,0.000,0.000,0.001
7288,2972.121,0.419,0.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7289,2972.538,3.284,3.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7290,2972.955,2.284,2.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7291,2973.372,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7292,2973.789,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7293,2974.205,0.000,-0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7294,2974.622,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7295,2975.039,0.419,0.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7296,2975.456,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7297,2975.873,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7298,2976.289,0.000,-1.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7299,2976.706,0.000,-2.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7300,2977.123,0.000,-2.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7301,2977.540,1.852,1.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7302,2977.956,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7303,2978.373,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7304,2978.790,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7305,2979.207,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7306,2979.623,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7307,2980.040,0.000,-5.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7308,2980.457,1.136,1.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7309,2980.874,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7310,2981.290,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7311,2981.707,0.000,-4.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7312,2982.124,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7313,2982.540,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7314,2982.957,0.000,-1.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7315,2983.374,0.000,-2.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7316,2983.790,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7317,2984.207,0.000,-2.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7318,2984.624,1.852,1.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7319,2985.040,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7320,2985.457,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7321,2985.874,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7322,2986.290,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7323,2986.707,0.136,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7324,2987.124,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7325,2987.540,2.284,2.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7326,2987.957,0.000,-0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7327,2988.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7328,2988.790,0.000,-0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7329,2989.207,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7330,2989.623,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7331,2990.040,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7332,2990.456,0.000,-3.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7333,2990.873,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7334,2991.289,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7335,2991.706,0.000,-2.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7336,2992.123,2.852,2.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7337,2992.539,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7338,2992.956,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7339,2993.372,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7340,2993.789,2.284,2.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7341,2994.205,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7342,2994.622,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7343,2995.038,0.000,-2.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7344,2995.455,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7345,2995.871,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7346,2996.288,3.568,3.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7347,2996.704,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7348,2997.121,3.852,3.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7349,2997.537,0.000,-2.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7350,2997.954,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7351,2998.370,0.000,-4.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7352,2998.786,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7353,2999.203,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7354,2999.619,0.000,-1.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7355,3000.036,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7356,3000.452,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7357,3000.869,2.852,2.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7358,3001.285,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7359,3001.701,0.419,0.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7360,3002.118,0.000,-0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7361,3002.534,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7362,3002.951,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7363,3003.367,0.000,-2.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7364,3003.783,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7365,3004.200,0.000,-2.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7366,3004.616,1.568,1.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7367,3005.032,0.000,-0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7368,3005.449,0.000,-0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7369,3005.865,0.852,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7370,3006.281,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7371,3006.698,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7372,3007.114,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7373,3007.530,0.000,-2.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7374,3007.947,0.852,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7375,3008.363,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7376,3008.779,2.284,2.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7377,3009.196,0.000,-2.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7378,3009.612,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7379,3010.028,0.000,-4.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7380,3010.444,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7381,3010.861,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7382,3011.277,0.852,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7383,3011.693,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7384,3012.109,0.000,-0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7385,3012.526,0.000,-0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7386,3012.942,0.000,-0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7387,3013.358,0.000,-1.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7388,3013.774,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7389,3014.191,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7390,3014.607,0.000,-2.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7391,3015.023,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7392,3015.439,0.852,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7393,3015.855,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7394,3016.272,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7395,3016.688,2.852,2.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7396,3017.104,0.000,-0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7397,3017.520,0.000,-0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7398,3017.936,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7399,3018.352,3.284,3.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7400,3018.769,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7401,3019.185,0.000,-2.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7402,3019.601,1.568,1.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7403,3020.017,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7404,3020.433,1.284,1.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7405,3020.849,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7406,3021.265,0.000,-3.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7407,3021.681,0.000,-0.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7408,3022.097,1.568,1.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7409,3022.513,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7410,3022.930,0.000,-2.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7411,3023.346,1.852,1.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7412,3023.762,0.000,-1.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7413,3024.178,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7414,3024.594,0.000,-2.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7415,3025.010,1.852,1.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7416,3025.426,1.568,1.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7417,3025.842,0.703,0.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7418,3026.258,2.852,2.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7419,3026.674,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7420,3027.090,2.568,2.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7421,3027.506,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7422,3027.922,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7423,3028.338,1.136,1.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7424,3028.754,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7425,3029.170,0.284,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7426,3029.586,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7427,3030.002,0.000,-0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7428,3030.418,0.000,-1.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7429,3030.834,0.852,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7430,3031.250,0.419,0.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7431,3031.666,0.000,-1.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7432,3032.082,0.000,-1.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7433,3032.497,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7434,3032.913,0.000,-1.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7435,3033.329,0.000,-3.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7436,3033.745,0.000,-2.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7437,3034.161,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7438,3034.577,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7439,3034.993,1.568,1.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7440,3035.409,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7441,3035.825,0.568,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7442,3036.240,3.284,3.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7443,3036.656,0.000,-2.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
