ch,keV,net,fit,model,continuum_raw,Y-88,Ann-511
88,245.713,1904.267,1904.267,1995.586,1350.827,1921.360,74.226
89,248.598,1911.718,1911.718,1960.681,1319.784,1887.399,73.282
90,251.484,1883.110,1883.110,1924.189,1288.741,1851.716,72.473
91,254.372,1962.864,1962.864,1886.943,1257.698,1815.149,71.793
92,257.261,1886.182,1886.182,1849.614,1226.655,1778.402,71.212
93,260.151,1789.407,1789.407,1812.642,1195.612,1741.965,70.677
94,263.042,1796.114,1796.114,1791.754,1180.074,1721.172,70.582
95,265.934,1776.905,1776.905,1771.514,1164.537,1701.082,70.432
96,268.828,1833.424,1833.424,1751.921,1148.999,1681.717,70.205
97,271.722,1806.990,1806.990,1732.981,1133.462,1663.077,69.905
98,274.618,1593.336,1593.336,1714.739,1117.924,1645.180,69.559
99,277.515,1686.498,1686.498,1697.285,1102.386,1628.076,69.208
100,280.413,1612.220,1612.220,1680.727,1086.849,1611.838,68.890
101,283.313,1656.733,1656.733,1665.158,1071.311,1596.530,68.628
102,286.213,1660.956,1660.956,1650.626,1055.774,1582.195,68.431
103,289.115,1681.695,1681.695,1640.611,1043.730,1572.229,68.382
104,292.017,1657.083,1657.083,1631.547,1031.687,1563.193,68.354
105,294.921,1628.227,1628.227,1623.299,1019.644,1554.985,68.314
106,297.826,1656.767,1656.767,1615.661,1007.600,1547.432,68.229
107,300.732,1581.516,1581.516,1608.352,995.557,1540.277,68.075
108,303.639,1599.814,1599.814,1601.004,983.514,1533.170,67.834
109,306.547,1616.989,1616.989,1593.181,971.470,1525.691,67.490
110,309.457,1547.683,1547.683,1584.427,959.427,1517.405,67.022
111,312.367,1621.534,1621.534,1574.335,947.384,1507.936,66.399
112,315.279,1551.742,1551.742,1565.851,938.579,1500.184,65.667
113,318.191,1587.970,1587.970,1555.612,929.774,1490.923,64.689
114,321.105,1526.048,1526.048,1543.671,920.970,1480.251,63.421
115,324.019,1473.585,1473.585,1530.244,912.165,1468.411,61.833
116,326.935,1504.195,1504.195,1515.668,903.360,1455.743,59.925
117,329.852,1463.791,1463.791,1500.360,894.556,1442.634,57.726
118,332.770,1477.947,1477.947,1484.769,885.751,1429.472,55.297
119,335.689,1558.318,1558.318,1469.346,876.947,1416.621,52.725
120,338.608,1440.467,1440.467,1454.505,868.142,1404.396,50.109
121,341.529,1357.465,1357.465,1440.594,859.337,1393.045,47.549
122,344.451,1423.987,1423.987,1428.624,851.283,1383.475,45.149
123,347.374,1447.053,1447.053,1418.003,843.228,1375.051,42.952
124,350.298,1453.785,1453.785,1408.780,835.173,1367.785,40.995
125,353.223,1439.062,1439.062,1400.891,827.119,1361.603,39.288
126,356.149,1418.015,1418.015,1394.167,819.064,1356.349,37.818
127,359.076,1453.104,1453.104,1388.344,811.009,1351.786,36.557
128,362.003,1345.576,1345.576,1383.091,802.954,1347.621,35.471
129,364.932,1322.742,1322.742,1378.051,794.900,1343.531,34.521
130,367.862,1377.908,1377.908,1372.891,786.845,1339.217,33.674
131,370.793,1372.324,1372.324,1367.359,778.790,1334.454,32.905
132,373.724,1326.312,1326.312,1356.131,765.538,1324.072,32.059
133,376.657,1347.702,1347.702,1344.417,752.286,1313.149,31.268
134,379.591,1371.462,1371.462,1332.344,739.034,1301.814,30.530
135,382.525,1292.892,1292.892,1320.103,725.782,1290.253,29.850
136,385.461,1274.232,1274.232,1307.876,712.530,1278.646,29.231
137,388.397,1346.223,1346.223,1295.778,699.278,1267.104,28.674
138,391.334,1239.846,1239.846,1283.814,686.026,1255.640,28.173
139,394.272,1297.394,1297.394,1271.886,672.774,1244.169,27.718
140,397.211,1272.301,1272.301,1259.829,659.522,1232.540,27.290
141,400.151,1268.378,1268.378,1247.459,646.270,1220.589,26.870
142,403.092,1218.008,1218.008,1234.622,633.018,1208.182,26.439
143,406.034,1212.479,1212.479,1227.162,625.709,1201.018,26.144
144,408.977,1234.592,1234.592,1219.095,618.399,1193.281,25.814
145,411.920,1240.540,1240.540,1210.412,611.089,1184.963,25.449
146,414.865,1166.020,1166.020,1201.104,603.779,1176.050,25.054
147,417.810,1186.612,1186.612,1191.142,596.470,1166.503,24.640
148,420.756,1203.737,1203.737,1180.478,589.160,1156.258,24.220
149,423.703,1166.702,1166.702,1169.060,581.850,1145.250,23.809
150,426.651,1140.831,1140.831,1156.875,574.540,1133.455,23.420
151,429.600,1081.125,1081.125,1143.985,567.231,1120.924,23.062
152,432.549,1153.596,1153.596,1130.561,559.921,1107.818,22.743
153,435.500,1123.857,1123.857,1116.882,552.611,1094.412,22.470
154,438.451,1109.026,1109.026,1101.928,543.903,1079.716,22.212
155,441.403,1085.304,1085.304,1087.539,535.194,1065.517,22.022
156,444.356,1066.028,1066.028,1074.171,526.486,1052.249,21.921
157,447.309,1086.953,1086.953,1062.252,517.778,1040.298,21.954
158,450.264,1024.313,1024.313,1052.149,509.069,1029.956,22.192
159,453.219,1073.390,1073.390,1044.147,500.361,1021.394,22.753
160,456.175,1048.289,1048.289,1038.456,491.653,1014.638,23.818
161,459.132,1044.359,1044.359,1035.232,482.944,1009.572,25.660
162,462.089,1097.920,1097.920,1034.612,474.236,1005.948,28.663
163,465.048,1020.907,1020.907,1036.760,465.527,1003.412,33.348
164,468.007,1020.082,1020.082,1041.905,456.819,1001.529,40.376
165,470.967,1038.124,1038.124,1050.363,448.111,999.821,50.542
166,473.927,1046.527,1046.527,1047.104,423.980,982.805,64.298
167,476.889,1041.677,1041.677,1047.971,399.849,965.027,82.943
168,479.851,1050.486,1050.486,1053.318,375.718,946.107,107.212
169,482.814,1043.442,1043.442,1063.299,351.587,925.767,137.532
170,485.777,1034.957,1034.957,1077.707,327.457,903.864,173.843
171,488.742,1140.282,1140.282,1095.823,303.326,880.394,215.429
172,491.707,1098.326,1098.326,1116.314,279.195,855.494,260.819
173,494.673,1160.545,1160.545,1137.209,255.064,829.427,307.781
174,497.639,1156.856,1156.856,1155.988,230.933,802.543,353.445
175,500.606,1213.418,1213.418,1169.798,206.803,775.235,394.563
176,503.574,1176.527,1176.527,1175.765,182.672,747.898,427.867
177,506.543,1140.786,1140.786,1171.368,158.541,720.877,450.491
178,509.512,1181.183,1181.183,1188.949,168.559,728.041,460.908
179,512.483,1147.225,1147.225,1193.555,178.578,736.087,457.469
180,515.453,1227.846,1227.846,1185.524,188.596,745.080,440.444
181,518.425,1137.698,1137.698,1166.314,198.614,754.996,411.318
182,521.397,1159.470,1159.470,1138.305,208.632,765.737,372.568
183,524.370,1131.849,1131.849,1104.479,218.651,777.165,327.314
184,527.343,1076.170,1076.170,1068.030,228.669,789.128,278.901
185,530.317,1023.904,1023.904,1031.975,238.687,801.481,230.493
186,533.292,1014.542,1014.542,998.845,248.706,814.093,184.752
187,536.267,985.660,985.660,970.482,258.724,826.851,143.630
188,539.243,935.165,935.165,947.960,268.742,839.660,108.300
189,542.220,898.292,898.292,931.635,278.760,852.432,79.204
190,545.197,919.695,919.695,921.268,288.779,865.086,56.182
191,548.175,904.612,904.612,904.923,287.516,866.275,38.648
192,551.154,885.362,885.362,893.003,286.253,867.215,25.788
193,554.133,881.831,881.831,884.564,284.990,867.874,16.690
194,557.113,828.461,828.461,878.726,283.727,868.248,10.478
195,560.093,896.989,896.989,874.747,282.464,868.367,6.381
196,563.074,911.007,911.007,872.059,281.201,868.290,3.769
197,566.056,873.191,873.191,870.259,279.938,868.099,2.160
198,569.038,904.678,904.678,869.087,278.675,867.887,1.200
199,572.021,904.660,904.660,868.389,277.412,867.742,0.647
200,575.004,835.391,835.391,868.077,276.149,867.738,0.339
201,577.988,901.869,901.869,868.102,274.886,867.930,0.172
202,580.973,885.523,885.523,868.431,273.623,868.347,0.085
203,583.958,888.531,888.531,869.038,272.360,868.998,0.040
204,586.943,859.571,859.571,867.749,268.950,867.730,0.019
205,589.930,816.571,816.571,866.688,265.540,866.680,0.008
206,592.916,880.554,880.554,865.837,262.130,865.834,0.004
207,595.904,799.341,799.341,865.186,258.719,865.184,0.002
208,598.892,863.611,863.611,864.729,255.309,864.728,0.001
209,601.880,843.609,843.609,864.470,251.899,864.470,0.000
210,604.869,887.098,887.098,864.413,248.489,864.413,0.000
211,607.859,865.072,865.072,864.562,245.079,864.562,0.000
212,610.849,904.727,904.727,864.919,241.668,864.919,0.000
213,613.839,874.946,874.946,865.478,238.258,865.478,0.000
214,616.830,820.501,820.501,866.229,234.848,866.229,0.000
215,619.822,834.790,834.790,867.153,231.438,867.153,0.000
216,622.814,866.011,866.011,868.223,228.028,868.223,0.000
217,625.807,915.862,915.862,869.403,224.618,869.403,0.000
218,628.800,861.871,861.871,867.537,218.102,867.537,0.000
219,631.793,875.237,875.237,865.662,211.586,865.662,0.000
220,634.787,885.916,885.916,863.688,205.070,863.688,0.000
221,637.782,850.978,850.978,861.496,198.555,861.496,0.000
222,640.777,869.475,869.475,858.941,192.039,858.941,0.000
223,643.773,840.190,840.190,855.852,185.523,855.852,0.000
224,646.769,870.168,870.168,852.031,179.008,852.031,0.000
225,649.765,796.512,796.512,847.269,172.492,847.269,0.000
226,652.762,891.983,891.983,841.348,165.976,841.348,0.000
227,655.759,828.194,828.194,834.059,159.461,834.059,0.000
228,658.757,814.187,814.187,825.209,152.945,825.209,0.000
229,661.756,859.624,859.624,814.638,146.429,814.638,0.000
230,664.754,776.128,776.128,802.223,139.914,802.223,0.000
231,667.754,799.850,799.850,787.891,133.398,787.891,0.000
232,670.753,783.305,783.305,771.618,126.882,771.618,0.000
233,673.753,769.170,769.170,755.687,122.615,755.687,0.000
234,676.754,760.531,760.531,737.937,118.348,737.937,0.000
235,679.755,676.786,676.786,718.507,114.081,718.507,0.000
236,682.756,690.582,690.582,697.583,109.814,697.583,0.000
237,685.758,695.810,695.810,675.389,105.547,675.389,0.000
238,688.760,655.465,655.465,652.179,101.280,652.179,0.000
239,691.763,573.172,573.172,628.227,97.013,628.227,0.000
240,694.766,609.775,609.775,603.814,92.746,603.814,0.000
241,697.769,568.895,568.895,579.222,88.479,579.222,0.000
242,700.773,548.255,548.255,554.720,84.212,554.720,0.000
243,703.777,557.154,557.154,530.560,79.945,530.560,0.000
244,706.781,483.172,483.172,506.965,75.678,506.965,0.000
245,709.786,519.836,519.836,484.130,71.411,484.130,0.000
246,712.792,461.617,461.617,462.214,67.144,462.214,0.000
247,715.797,398.088,398.088,441.344,62.877,441.344,0.000
248,718.803,395.744,395.744,425.343,62.343,425.343,0.000
249,721.810,422.332,422.332,410.540,61.808,410.540,0.000
250,724.817,389.255,389.255,396.964,61.274,396.964,0.000
251,727.824,388.718,388.718,384.620,60.739,384.620,0.000
252,730.831,412.130,412.130,373.487,60.205,373.487,0.000
253,733.839,374.272,374.272,363.529,59.670,363.529,0.000
254,736.847,389.626,389.626,354.691,59.135,354.691,0.000
255,739.856,359.819,359.819,346.913,58.601,346.913,0.000
256,742.865,367.046,367.046,340.127,58.066,340.127,0.000
257,745.874,329.972,329.972,334.266,57.532,334.266,0.000
258,748.883,310.382,310.382,329.271,56.997,329.271,0.000
259,751.893,323.777,323.777,325.094,56.463,325.094,0.000
260,754.904,356.139,356.139,321.703,55.928,321.703,0.000
261,757.914,300.836,300.836,319.082,55.394,319.082,0.000
262,760.925,299.071,299.071,317.234,54.859,317.234,0.000
263,763.936,310.492,310.492,316.174,54.325,316.174,0.000
264,766.947,327.005,327.005,317.076,54.941,317.076,0.000
265,769.959,327.720,327.720,318.811,55.557,318.811,0.000
266,772.971,338.860,338.860,321.387,56.173,321.387,0.000
267,775.984,341.325,341.325,324.788,56.789,324.788,0.000
268,778.996,332.334,332.334,328.965,57.405,328.965,0.000
269,782.009,315.189,315.189,333.822,58.021,333.822,0.000
270,785.022,294.500,294.500,339.217,58.638,339.217,0.000
271,788.036,366.215,366.215,344.964,59.254,344.964,0.000
272,791.049,343.123,343.123,350.836,59.870,350.836,0.000
273,794.063,342.500,342.500,356.586,60.486,356.586,0.000
274,797.078,318.367,318.367,361.964,61.102,361.964,0.000
275,800.092,373.031,373.031,366.745,61.718,366.745,0.000
276,803.107,372.788,372.788,370.760,62.335,370.760,0.000
277,806.122,348.654,348.654,373.926,62.951,373.926,0.000
278,809.138,385.687,385.687,376.283,63.567,376.283,0.000
279,812.153,343.375,343.375,378.023,64.183,378.023,0.000
280,815.169,336.360,336.360,379.522,64.799,379.522,0.000
281,818.185,373.217,373.217,381.554,65.600,381.554,0.000
282,821.201,415.906,415.906,384.760,66.401,384.760,0.000
283,824.218,409.822,409.822,390.230,67.202,390.230,0.000
284,827.235,428.167,428.167,399.329,68.002,399.329,0.000
285,830.252,469.998,469.998,413.713,68.803,413.713,0.000
286,833.269,460.143,460.143,435.330,69.604,435.330,0.000
287,836.286,480.285,480.285,466.399,70.405,466.399,0.000
288,839.304,534.252,534.252,509.372,71.205,509.372,0.000
289,842.322,611.125,611.125,566.863,72.006,566.863,0.000
290,845.340,695.344,695.344,641.538,72.807,641.538,0.000
291,848.358,732.923,732.923,735.964,73.608,735.964,0.000
292,851.377,897.899,897.899,852.414,74.408,852.414,0.000
293,854.396,976.285,976.285,992.634,75.209,992.634,0.000
294,857.414,1150.932,1150.932,1157.589,76.010,1157.589,0.000
295,860.434,1341.395,1341.395,1347.196,76.811,1347.196,0.000
296,863.453,1609.781,1609.781,1560.087,77.611,1560.087,0.000
297,866.472,1664.143,1664.143,1793.414,78.412,1793.414,0.000
298,869.492,2050.024,2050.024,2058.425,94.887,2058.425,0.000
299,872.512,2172.647,2172.647,2333.443,111.362,2333.443,0.000
300,875.532,2466.184,2466.184,2611.032,127.836,2611.032,0.000
301,878.552,2832.009,2832.009,2882.612,144.311,2882.612,0.000
302,881.572,3117.445,3117.445,3138.872,160.786,3138.872,0.000
303,884.593,3186.739,3186.739,3370.312,177.260,3370.312,0.000
304,887.614,3501.158,3501.158,3567.843,193.735,3567.843,0.000
305,890.635,3689.831,3689.831,3723.415,210.210,3723.415,0.000
306,893.656,3761.638,3761.638,3830.600,226.684,3830.600,0.000
307,896.677,3842.452,3842.452,3885.080,243.159,3885.080,0.000
308,899.698,4017.285,4017.285,3884.979,259.634,3884.979,0.000
309,902.720,3861.301,3861.301,3831.010,276.108,3831.010,0.000
310,905.741,3751.529,3751.529,3726.423,292.583,3726.423,0.000
311,908.763,3813.452,3813.452,3576.744,309.058,3576.744,0.000
312,911.785,3561.327,3561.327,3389.359,325.532,3389.359,0.000
313,914.807,3313.066,3313.066,3172.960,342.007,3172.960,0.000
314,917.829,3015.024,3015.024,2936.932,358.482,2936.932,0.000
315,920.852,2837.529,2837.529,2690.730,374.957,2690.730,0.000
316,923.874,2485.401,2485.401,2407.409,355.542,2407.409,0.000
317,926.897,2206.923,2206.923,2130.826,336.127,2130.826,0.000
318,929.919,2017.974,2017.974,1867.611,316.712,1867.611,0.000
319,932.942,1741.057,1741.057,1622.861,297.297,1622.861,0.000
320,935.965,1355.235,1355.235,1400.070,277.882,1400.070,0.000
321,938.988,1193.075,1193.075,1201.194,258.468,1201.194,0.000
322,942.011,993.588,993.588,1026.812,239.053,1026.812,0.000
323,945.034,862.496,862.496,876.357,219.638,876.357,0.000
324,948.058,700.873,700.873,748.380,200.223,748.380,0.000
325,951.081,551.689,551.689,640.824,180.808,640.824,0.000
326,954.105,492.755,492.755,551.275,161.394,551.275,0.000
327,957.128,418.982,418.982,477.180,141.979,477.180,0.000
328,960.152,412.849,412.849,416.020,122.564,416.020,0.000
329,963.176,316.202,316.202,365.437,103.149,365.437,0.000
330,966.200,270.336,270.336,323.314,83.734,323.314,0.000
331,969.224,269.706,269.706,287.816,64.319,287.816,0.000
332,972.248,251.311,251.311,257.400,44.905,257.400,0.000
333,975.272,234.706,234.706,230.806,25.490,230.806,0.000
334,978.296,220.638,220.638,207.025,6.075,207.025,0.000
335,981.321,230.160,230.160,206.266,7.656,206.266,0.000
336,984.345,242.296,242.296,206.930,9.236,206.930,0.000
337,987.370,277.287,277.287,208.562,10.817,208.562,0.000
338,990.394,203.077,203.077,210.823,12.398,210.823,0.000
339,993.419,237.691,237.691,213.465,13.978,213.465,0.000
340,996.443,217.061,217.061,216.306,15.559,216.306,0.000
341,999.468,207.767,207.767,219.215,17.140,219.215,0.000
342,1002.493,236.978,236.978,222.096,18.720,222.096,0.000
343,1005.518,254.491,254.491,224.880,20.301,224.880,0.000
344,1008.542,273.054,273.054,227.515,21.882,227.515,0.000
345,1011.567,240.785,240.785,229.965,23.462,229.965,0.000
346,1014.592,244.399,244.399,232.200,25.043,232.200,0.000
347,1017.617,240.692,240.692,234.201,26.624,234.201,0.000
348,1020.642,193.793,193.793,235.954,28.204,235.954,0.000
349,1023.667,217.105,217.105,237.452,29.785,237.452,0.000
350,1026.692,245.710,245.710,238.693,31.366,238.693,0.000
351,1029.718,243.692,243.692,239.682,32.946,239.682,0.000
352,1032.743,207.348,207.348,240.433,34.527,240.433,0.000
353,1035.768,238.324,238.324,240.964,36.108,240.964,0.000
354,1038.793,237.206,237.206,240.316,36.702,240.316,0.000
355,1041.818,234.273,234.273,239.510,37.296,239.510,0.000
356,1044.844,234.105,234.105,238.586,37.890,238.586,0.000
357,1047.869,214.357,214.357,237.589,38.484,237.589,0.000
358,1050.894,232.105,232.105,236.568,39.078,236.568,0.000
359,1053.920,238.289,238.289,235.571,39.671,235.571,0.000
360,1056.945,253.609,253.609,234.649,40.265,234.649,0.000
361,1059.970,243.173,243.173,233.846,40.859,233.846,0.000
362,1062.995,257.087,257.087,233.205,41.453,233.205,0.000
363,1066.021,237.701,237.701,232.762,42.047,232.762,0.000
364,1069.046,220.197,220.197,232.542,42.641,232.542,0.000
365,1072.071,247.885,247.885,232.568,43.235,232.568,0.000
366,1075.097,244.466,244.466,232.849,43.829,232.849,0.000
367,1078.122,238.541,238.541,233.389,44.423,233.389,0.000
368,1081.147,246.725,246.725,234.182,45.017,234.182,0.000
369,1084.173,239.995,239.995,235.218,45.611,235.218,0.000
370,1087.198,250.339,250.339,236.478,46.205,236.478,0.000
371,1090.223,243.927,243.927,237.939,46.799,237.939,0.000
372,1093.248,266.499,266.499,239.576,47.393,239.576,0.000
373,1096.274,227.061,227.061,241.360,47.987,241.360,0.000
374,1099.299,229.146,229.146,241.207,46.528,241.207,0.000
375,1102.324,221.423,221.423,241.140,45.069,241.140,0.000
376,1105.349,249.699,249.699,241.128,43.610,241.128,0.000
377,1108.374,235.171,235.171,241.144,42.151,241.144,0.000
378,1111.399,256.035,256.035,241.159,40.692,241.159,0.000
379,1114.425,223.111,223.111,241.152,39.232,241.152,0.000
380,1117.450,226.296,226.296,241.099,37.773,241.099,0.000
381,1120.475,251.438,251.438,240.985,36.314,240.985,0.000
382,1123.500,277.684,277.684,240.796,34.855,240.796,0.000
383,1126.524,207.052,207.052,240.521,33.396,240.521,0.000
384,1129.549,206.305,206.305,240.155,31.937,240.155,0.000
385,1132.574,247.473,247.473,239.696,30.478,239.696,0.000
386,1135.599,232.691,232.691,239.143,29.018,239.143,0.000
387,1138.624,214.969,214.969,238.499,27.559,238.499,0.000
388,1141.648,204.028,204.028,237.769,26.100,237.769,0.000
389,1144.673,231.868,231.868,236.960,24.641,236.960,0.000
390,1147.698,247.927,247.927,236.077,23.182,236.077,0.000
391,1150.722,270.785,270.785,235.126,21.723,235.126,0.000
392,1153.747,238.853,238.853,234.113,20.263,234.113,0.000
393,1156.771,246.743,246.743,233.042,18.804,233.042,0.000
394,1159.796,260.374,260.374,231.917,17.345,231.917,0.000
395,1162.820,253.769,253.769,233.578,18.725,233.578,0.000
396,1165.844,239.912,239.912,235.187,20.104,235.187,0.000
397,1168.868,234.861,234.861,236.745,21.484,236.745,0.000
398,1171.892,239.013,239.013,238.250,22.864,238.250,0.000
399,1174.917,237.920,237.920,239.702,24.243,239.702,0.000
400,1177.940,234.392,234.392,241.099,25.623,241.099,0.000
401,1180.964,226.719,226.719,242.441,27.003,242.441,0.000
402,1183.988,241.249,241.249,243.729,28.382,243.729,0.000
403,1187.012,245.736,245.736,244.964,29.762,244.964,0.000
404,1190.036,267.166,267.166,246.148,31.142,246.148,0.000
405,1193.059,250.249,250.249,247.285,32.521,247.285,0.000
406,1196.083,257.166,257.166,248.380,33.901,248.380,0.000
407,1199.106,248.223,248.223,249.438,35.280,249.438,0.000
408,1202.130,232.905,232.905,250.466,36.660,250.466,0.000
409,1205.153,219.317,219.317,251.471,38.040,251.471,0.000
410,1208.176,253.721,253.721,252.459,39.419,252.459,0.000
411,1211.199,248.922,248.922,253.439,40.799,253.439,0.000
412,1214.222,244.115,244.115,254.419,42.179,254.419,0.000
413,1217.245,231.863,231.863,255.408,43.558,255.408,0.000
414,1220.268,250.225,250.225,256.414,44.938,256.414,0.000
415,1223.291,255.150,255.150,257.449,46.318,257.449,0.000
416,1226.313,259.091,259.091,255.946,45.119,255.946,0.000
417,1229.336,261.444,261.444,254.497,43.920,254.497,0.000
418,1232.358,252.486,252.486,253.119,42.721,253.119,0.000
419,1235.381,267.940,267.940,251.833,41.522,251.833,0.000
420,1238.403,262.856,262.856,250.664,40.324,250.664,0.000
421,1241.425,240.554,240.554,249.638,39.125,249.638,0.000
422,1244.447,266.596,266.596,248.790,37.926,248.790,0.000
423,1247.469,315.916,315.916,248.157,36.727,248.157,0.000
424,1250.491,221.385,221.385,247.780,35.529,247.780,0.000
425,1253.513,270.361,270.361,247.703,34.330,247.703,0.000
426,1256.534,262.655,262.655,247.973,33.131,247.973,0.000
427,1259.556,239.117,239.117,248.637,31.932,248.637,0.000
428,1262.577,250.512,250.512,249.739,30.734,249.739,0.000
429,1265.598,252.286,252.286,251.321,29.535,251.321,0.000
430,1268.619,262.823,262.823,253.416,28.336,253.416,0.000
431,1271.641,278.354,278.354,256.049,27.137,256.049,0.000
432,1274.661,265.597,265.597,259.235,25.939,259.235,0.000
