ch,keV,net,fit,model,continuum_raw,Cd-109,Esc-NaI,continuum
783,2351.984,0.000,-1.000,0.000,0.000,0.000,0.000,0.000
784,2354.963,0.406,0.406,0.000,0.000,0.000,0.000,0.000
785,2357.942,0.000,-0.875,0.000,0.000,0.000,0.000,0.000
786,2360.921,0.000,-0.875,0.000,0.000,0.000,0.000,0.000
787,2363.900,2.219,2.219,0.000,0.000,0.000,0.000,0.000
788,2366.878,0.250,0.250,0.000,0.000,0.000,0.000,0.000
789,2369.856,0.000,-0.594,0.000,0.000,0.000,0.000,0.000
790,2372.834,0.000,-0.563,0.000,0.000,0.000,0.000,0.000
791,2375.812,0.000,-0.563,0.000,0.000,0.000,0.000,0.000
792,2378.790,0.000,-0.781,0.000,0.000,0.000,0.000,0.000
793,2381.767,1.156,1.156,0.000,0.000,0.000,0.000,0.000
794,2384.744,0.281,0.281,0.000,0.000,0.000,0.000,0.000
795,2387.721,0.406,0.406,0.000,0.000,0.000,0.000,0.000
796,2390.698,0.000,-0.813,0.000,0.000,0.000,0.000,0.000
797,2393.674,2.125,2.125,0.000,0.000,0.000,0.000,0.000
798,2396.651,0.187,0.187,0.000,0.000,0.000,0.000,0.000
799,2399.627,1.187,1.187,0.000,0.000,0.000,0.000,0.000
800,2402.603,0.000,-0.563,0.000,0.000,0.000,0.000,0.000
801,2405.579,0.000,-0.781,0.000,0.000,0.000,0.000,0.000
802,2408.554,0.000,-0.656,0.000,0.000,0.000,0.000,0.000
803,2411.530,0.312,0.312,0.000,0.000,0.000,0.000,0.000
804,2414.505,1.375,1.375,0.000,0.000,0.000,0.000,0.000
805,2417.480,0.000,-0.344,0.000,0.000,0.000,0.000,0.000
806,2420.455,1.344,1.344,0.000,0.000,0.000,0.000,0.000
807,2423.430,0.000,-0.750,0.000,0.000,0.000,0.000,0.000
808,2426.404,1.312,1.312,0.000,0.000,0.000,0.000,0.000
809,2429.378,0.000,-0.750,0.000,0.000,0.000,0.000,0.000
810,2432.352,0.000,-0.781,0.000,0.000,0.000,0.000,0.000
811,2435.326,0.469,0.469,0.000,0.000,0.000,0.000,0.000
812,2438.300,0.406,0.406,0.000,0.000,0.000,0.000,0.000
813,2441.274,0.000,-0.969,0.000,0.000,0.000,0.000,0.000
814,2444.247,0.187,0.187,0.000,0.000,0.000,0.000,0.000
815,2447.220,0.000,-0.750,0.000,0.000,0.000,0.000,0.000
816,2450.193,0.344,0.344,0.000,0.000,0.000,0.000,0.000
817,2453.166,0.000,-0.688,0.000,0.000,0.000,0.000,0.000
818,2456.139,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
819,2459.111,0.000,-0.969,0.000,0.000,0.000,0.000,0.000
820,2462.084,0.000,-0.625,0.000,0.000,0.000,0.000,0.000
821,2465.056,0.656,0.656,0.000,0.000,0.000,0.000,0.000
822,2468.028,0.000,-0.531,0.000,0.000,0.000,0.000,0.000
823,2471.000,0.000,-0.625,0.000,0.000,0.000,0.000,0.000
824,2473.972,0.187,0.187,0.000,0.000,0.000,0.000,0.000
825,2476.943,0.125,0.125,0.000,0.000,0.000,0.000,0.000
826,2479.915,0.312,0.312,0.000,0.000,0.000,0.000,0.000
827,2482.886,0.344,0.344,0.000,0.000,0.000,0.000,0.000
828,2485.857,1.312,1.312,0.000,0.000,0.000,0.000,0.000
829,2488.828,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
830,2491.799,1.500,1.500,0.000,0.000,0.000,0.000,0.000
831,2494.769,0.000,-0.625,0.000,0.000,0.000,0.000,0.000
832,2497.740,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
833,2500.710,1.562,1.562,0.000,0.000,0.000,0.000,0.000
834,2503.681,0.344,0.344,0.000,0.000,0.000,0.000,0.000
835,2506.651,0.000,-0.719,0.000,0.000,0.000,0.000,0.000
836,2509.621,0.000,-0.594,0.000,0.000,0.000,0.000,0.000
837,2512.590,0.625,0.625,0.000,0.000,0.000,0.000,0.000
838,2515.560,0.437,0.437,0.000,0.000,0.000,0.000,0.000
839,2518.530,0.312,0.312,0.000,0.000,0.000,0.000,0.000
840,2521.499,0.500,0.500,0.000,0.000,0.000,0.000,0.000
841,2524.468,0.437,0.437,0.000,0.000,0.000,0.000,0.000
842,2527.438,0.000,-0.594,0.000,0.000,0.000,0.000,0.000
843,2530.407,0.437,0.437,0.000,0.000,0.000,0.000,0.000
844,2533.375,0.000,-0.875,0.000,0.000,0.000,0.000,0.000
845,2536.344,0.281,0.281,0.000,0.000,0.000,0.000,0.000
846,2539.313,0.000,-0.469,0.000,0.000,0.000,0.000,0.000
847,2542.281,1.531,1.531,0.000,0.000,0.000,0.000,0.000
848,2545.250,0.375,0.375,0.000,0.000,0.000,0.000,0.000
849,2548.218,1.406,1.406,0.000,0.000,0.000,0.000,0.000
850,2551.186,1.250,1.250,0.000,0.000,0.000,0.000,0.000
851,2554.154,0.344,0.344,0.000,0.000,0.000,0.000,0.000
852,2557.122,1.094,1.094,0.000,0.000,0.000,0.000,0.000
853,2560.090,0.000,-0.844,0.000,0.000,0.000,0.000,0.000
854,2563.058,0.000,-0.688,0.000,0.000,0.000,0.000,0.000
855,2566.026,0.437,0.437,0.000,0.000,0.000,0.000,0.000
856,2568.993,0.312,0.312,0.000,0.000,0.000,0.000,0.000
857,2571.961,0.000,-0.813,0.000,0.000,0.000,0.000,0.000
858,2574.928,0.000,-0.750,0.000,0.000,0.000,0.000,0.000
859,2577.895,0.281,0.281,0.000,0.000,0.000,0.000,0.000
860,2580.862,0.000,-0.063,0.000,0.000,0.000,0.000,0.000
861,2583.830,0.031,0.031,0.000,0.000,0.000,0.000,0.000
862,2586.797,0.094,0.094,0.000,0.000,0.000,0.000,0.000
863,2589.763,0.000,-0.063,0.000,0.000,0.000,0.000,0.000
864,2592.730,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
865,2595.697,0.719,0.719,0.000,0.000,0.000,0.000,0.000
866,2598.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000
867,2601.630,0.000,-1.063,0.000,0.000,0.000,0.000,0.000
868,2604.597,0.000,-0.313,0.000,0.000,0.000,0.000,0.000
869,2607.563,1.062,1.062,0.000,0.000,0.000,0.000,0.000
870,2610.529,0.000,-1.281,0.000,0.000,0.000,0.000,0.000
871,2613.496,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
872,2616.462,0.000,-0.219,0.000,0.000,0.000,0.000,0.000
873,2619.428,0.000,-0.406,0.000,0.000,0.000,0.000,0.000
874,2622.394,0.000,-1.063,0.000,0.000,0.000,0.000,0.000
875,2625.360,0.000,-1.125,0.000,0.000,0.000,0.000,0.000
876,2628.326,0.000,-0.375,0.000,0.000,0.000,0.000,0.000
877,2631.292,2.062,2.062,0.000,0.000,0.000,0.000,0.000
878,2634.257,0.000,-1.375,0.000,0.000,0.000,0.000,0.000
879,2637.223,0.000,-1.063,0.000,0.000,0.000,0.000,0.000
880,2640.189,0.625,0.625,0.000,0.000,0.000,0.000,0.000
881,2643.154,0.000,-1.063,0.000,0.000,0.000,0.000,0.000
882,2646.120,0.000,-0.094,0.000,0.000,0.000,0.000,0.000
883,2649.085,0.219,0.219,0.000,0.000,0.000,0.000,0.000
884,2652.051,0.469,0.469,0.000,0.000,0.000,0.000,0.000
885,2655.016,0.000,-1.375,0.000,0.000,0.000,0.000,0.000
886,2657.982,0.000,-1.125,0.000,0.000,0.000,0.000,0.000
887,2660.947,0.031,0.031,0.000,0.000,0.000,0.000,0.000
888,2663.912,0.000,-0.219,0.000,0.000,0.000,0.000,0.000
889,2666.878,0.219,0.219,0.000,0.000,0.000,0.000,0.000
890,2669.843,0.375,0.375,0.000,0.000,0.000,0.000,0.000
891,2672.808,0.000,-0.063,0.000,0.000,0.000,0.000,0.000
892,2675.773,0.062,0.062,0.000,0.000,0.000,0.000,0.000
893,2678.739,0.000,-0.813,0.000,0.000,0.000,0.000,0.000
894,2681.704,0.281,0.281,0.000,0.000,0.000,0.000,0.000
895,2684.669,0.375,0.375,0.000,0.000,0.000,0.000,0.000
896,2687.634,0.000,-0.594,0.000,0.000,0.000,0.000,0.000
897,2690.599,0.000,-0.438,0.000,0.000,0.000,0.000,0.000
898,2693.564,0.469,0.469,0.000,0.000,0.000,0.000,0.000
899,2696.529,0.000,-0.688,0.000,0.000,0.000,0.000,0.000
900,2699.494,0.594,0.594,0.000,0.000,0.000,0.000,0.000
901,2702.459,0.000,-0.469,0.000,0.000,0.000,0.000,0.000
902,2705.424,0.000,-0.563,0.000,0.000,0.000,0.000,0.000
903,2708.389,0.406,0.406,0.000,0.000,0.000,0.000,0.000
904,2711.354,0.000,-0.594,0.000,0.000,0.000,0.000,0.000
905,2714.319,1.531,1.531,0.000,0.000,0.000,0.000,0.000
906,2717.285,0.437,0.437,0.000,0.000,0.000,0.000,0.000
907,2720.250,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
908,2723.215,0.719,0.719,0.000,0.000,0.000,0.000,0.000
909,2726.180,0.000,-0.406,0.000,0.000,0.000,0.000,0.000
910,2729.145,0.000,-0.438,0.000,0.000,0.000,0.000,0.000
911,2732.110,0.000,-0.469,0.000,0.000,0.000,0.000,0.000
912,2735.075,0.000,-0.438,0.000,0.000,0.000,0.000,0.000
913,2738.040,0.750,0.750,0.000,0.000,0.000,0.000,0.000
914,2741.005,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
915,2743.970,0.000,-0.438,0.000,0.000,0.000,0.000,0.000
916,2746.936,0.594,0.594,0.000,0.000,0.000,0.000,0.000
917,2749.901,0.000,-0.250,0.000,0.000,0.000,0.000,0.000
918,2752.866,0.000,-0.375,0.000,0.000,0.000,0.000,0.000
919,2755.831,0.812,0.812,0.000,0.000,0.000,0.000,0.000
920,2758.797,0.000,-0.375,0.000,0.000,0.000,0.000,0.000
921,2761.762,0.000,-0.219,0.000,0.000,0.000,0.000,0.000
922,2764.728,0.000,-0.406,0.000,0.000,0.000,0.000,0.000
923,2767.693,0.687,0.687,0.000,0.000,0.000,0.000,0.000
924,2770.659,0.000,-0.344,0.000,0.000,0.000,0.000,0.000
925,2773.624,0.000,-0.219,0.000,0.000,0.000,0.000,0.000
926,2776.590,1.812,1.812,0.000,0.000,0.000,0.000,0.000
927,2779.556,0.750,0.750,0.000,0.000,0.000,0.000,0.000
928,2782.521,0.000,-0.406,0.000,0.000,0.000,0.000,0.000
929,2785.487,0.719,0.719,0.000,0.000,0.000,0.000,0.000
930,2788.453,0.000,-0.188,0.000,0.000,0.000,0.000,0.000
931,2791.419,0.000,-0.125,0.000,0.000,0.000,0.000,0.000
932,2794.385,0.750,0.750,0.000,0.000,0.000,0.000,0.000
933,2797.351,0.656,0.656,0.000,0.000,0.000,0.000,0.000
934,2800.317,0.000,-0.344,0.000,0.000,0.000,0.000,0.000
935,2803.283,0.000,-0.219,0.000,0.000,0.000,0.000,0.000
936,2806.250,0.000,-0.375,0.000,0.000,0.000,0.000,0.000
937,2809.216,0.000,-0.313,0.000,0.000,0.000,0.000,0.000
938,2812.182,0.000,-0.406,0.000,0.000,0.000,0.000,0.000
939,2815.149,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
940,2818.116,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
941,2821.082,0.000,-0.344,0.000,0.000,0.000,0.000,0.000
942,2824.049,0.000,-0.344,0.000,0.000,0.000,0.000,0.000
943,2827.016,0.719,0.719,0.000,0.000,0.000,0.000,0.000
944,2829.983,0.000,-0.313,0.000,0.000,0.000,0.000,0.000
945,2832.950,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
946,2835.918,0.781,0.781,0.000,0.000,0.000,0.000,0.000
947,2838.885,0.000,-0.156,0.000,0.000,0.000,0.000,0.000
948,2841.852,0.000,-0.188,0.000,0.000,0.000,0.000,0.000
949,2844.820,0.719,0.719,0.000,0.000,0.000,0.000,0.000
950,2847.788,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
951,2850.755,0.000,-0.156,0.000,0.000,0.000,0.000,0.000
952,2853.723,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
953,2856.691,0.000,-0.125,0.000,0.000,0.000,0.000,0.000
954,2859.659,0.656,0.656,0.000,0.000,0.000,0.000,0.000
955,2862.628,0.000,-0.344,0.000,0.000,0.000,0.000,0.000
956,2865.596,0.000,-0.125,0.000,0.000,0.000,0.000,0.000
957,2868.565,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
958,2871.534,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
959,2874.502,0.000,-0.219,0.000,0.000,0.000,0.000,0.000
960,2877.471,0.000,-0.188,0.000,0.000,0.000,0.000,0.000
961,2880.441,0.000,-0.250,0.000,0.000,0.000,0.000,0.000
962,2883.410,0.000,-0.281,0.000,0.000,0.000,0.000,0.000
963,2886.379,0.812,0.812,0.000,0.000,0.000,0.000,0.000
964,2889.349,0.000,-0.250,0.000,0.000,0.000,0.000,0.000
965,2892.319,0.000,-0.313,0.000,0.000,0.000,0.000,0.000
966,2895.289,0.000,-0.219,0.000,0.000,0.000,0.000,0.000
967,2898.259,0.781,0.781,0.003,0.003,0.000,0.000,0.003
968,2901.229,0.000,-0.250,0.005,0.005,0.000,0.000,0.005
969,2904.199,0.000,-0.281,0.008,0.008,0.000,0.000,0.008
970,2907.170,0.000,-0.406,0.010,0.010,0.000,0.000,0.010
971,2910.141,0.000,-0.219,0.013,0.013,0.000,0.000,0.013
972,2913.112,0.000,-0.344,0.015,0.015,0.000,0.000,0.015
973,2916.083,0.000,-0.219,0.018,0.018,0.000,0.000,0.018
974,2919.054,0.000,-0.188,0.021,0.021,0.000,0.000,0.021
975,2922.026,0.656,0.656,0.023,0.023,0.000,0.000,0.023
976,2924.997,0.750,0.750,0.026,0.026,0.000,0.000,0.026
977,2927.969,0.750,0.750,0.028,0.028,0.000,0.000,0.028
978,2930.941,0.000,-0.219,0.031,0.031,0.000,0.000,0.031
979,2933.914,0.000,-0.125,0.034,0.034,0.000,0.000,0.034
980,2936.886,0.000,-0.406,0.036,0.036,0.000,0.000,0.036
981,2939.859,0.000,-0.406,0.039,0.039,0.000,0.000,0.039
982,2942.832,0.000,-0.188,0.041,0.041,0.000,0.000,0.041
983,2945.805,0.000,-0.313,0.044,0.044,0.000,0.000,0.044
984,2948.778,0.000,-0.219,0.046,0.046,0.000,0.000,0.046
985,2951.752,0.656,0.656,0.049,0.049,0.000,0.000,0.049
986,2954.726,0.781,0.781,0.052,0.052,0.000,0.000,0.052
987,2957.700,0.000,-0.281,0.054,0.054,0.000,0.000,0.054
988,2960.674,0.000,-0.156,0.057,0.057,0.000,0.000,0.057
989,2963.648,0.000,-0.125,0.059,0.059,0.000,0.000,0.059
990,2966.623,0.000,-0.156,0.062,0.062,0.000,0.000,0.062
991,2969.598,0.719,0.719,0.064,0.064,0.000,0.000,0.064
992,2972.573,0.000,-0.250,0.067,0.067,0.000,0.000,0.067
993,2975.548,0.000,-0.313,0.070,0.070,0.000,0.000,0.070
994,2978.524,0.719,0.719,0.072,0.072,0.000,0.000,0.072
995,2981.500,0.000,-0.156,0.075,0.075,0.000,0.000,0.075
996,2984.476,0.000,-0.313,0.077,0.077,0.000,0.000,0.077
997,2987.453,0.719,0.719,0.080,0.080,0.000,0.000,0.080
998,2990.429,0.781,0.781,0.083,0.083,0.000,0.000,0.083
999,2993.406,0.000,-0.250,0.085,0.085,0.000,0.000,0.085
1000,2996.383,0.875,0.875,0.088,0.088,0.000,0.000,0.088
1001,2999.361,0.000,-0.125,0.090,0.090,0.000,0.000,0.090
1002,3002.339,0.781,0.781,0.093,0.093,0.000,0.000,0.093
1003,3005.317,0.000,-0.313,0.095,0.095,0.000,0.000,0.095
1004,3008.295,0.000,-0.344,0.098,0.098,0.000,0.000,0.098
1005,3011.274,0.000,-0.219,0.101,0.101,0.000,0.000,0.101
1006,3014.252,0.000,-0.156,0.095,0.095,0.000,0.000,0.095
1007,3017.232,0.750,0.750,0.089,0.089,0.000,0.000,0.089
1008,3020.211,0.000,-0.188,0.084,0.084,0.000,0.000,0.084
1009,3023.191,0.000,-0.125,0.078,0.078,0.000,0.000,0.078
1010,3026.171,0.625,0.625,0.073,0.073,0.000,0.000,0.073
1011,3029.151,0.000,-0.250,0.067,0.067,0.000,0.000,0.067
1012,3032.132,0.656,0.656,0.061,0.061,0.000,0.000,0.061
1013,3035.113,0.000,-0.219,0.056,0.056,0.000,0.000,0.056
1014,3038.094,0.000,-0.094,0.050,0.050,0.000,0.000,0.050
1015,3041.076,0.000,-0.188,0.045,0.045,0.000,0.000,0.045
1016,3044.058,0.000,-0.250,0.039,0.039,0.000,0.000,0.039
1017,3047.040,0.000,-0.313,0.034,0.034,0.000,0.000,0.034
1018,3050.022,0.000,-0.438,0.028,0.028,0.000,0.000,0.028
1019,3053.005,0.000,-0.281,0.022,0.022,0.000,0.000,0.022
1020,3055.988,0.000,-0.281,0.017,0.017,0.000,0.000,0.017
1021,3058.972,0.000,-0.281,0.011,0.011,0.000,0.000,0.011
1022,3061.956,0.000,-0.156,0.006,0.006,0.000,0.000,0.006
1023,3064.940,0.812,0.812,0.000,0.000,0.000,0.000,0.000
