ch,keV,net,fit,model,continuum_raw,Cs-137,continuum
422,1227.867,5.969,5.969,7.742,7.742,0.000,7.742
423,1230.852,5.438,5.438,8.316,8.316,0.000,8.316
424,1233.836,10.250,10.250,8.891,8.891,0.000,8.891
425,1236.821,7.250,7.250,9.465,9.465,0.000,9.465
426,1239.805,2.781,2.781,10.040,10.040,0.000,10.040
427,1242.789,10.156,10.156,10.614,10.614,0.000,10.614
428,1245.774,6.594,6.594,11.188,11.188,0.000,11.188
429,1248.758,15.344,15.344,11.763,11.763,0.000,11.763
430,1251.742,15.875,15.875,12.337,12.337,0.000,12.337
431,1254.726,8.219,8.219,12.912,12.912,0.000,12.912
432,1257.709,16.281,16.281,13.486,13.486,0.000,13.486
433,1260.693,26.719,26.719,14.061,14.061,0.000,14.061
434,1263.677,10.094,10.094,14.635,14.635,0.000,14.635
435,1266.660,7.219,7.219,15.210,15.210,0.000,15.210
436,1269.643,14.813,14.813,15.784,15.784,0.000,15.784
437,1272.627,19.625,19.625,16.359,16.359,0.000,16.359
438,1275.610,19.531,19.531,16.614,16.614,0.000,16.614
439,1278.593,32.375,32.375,16.870,16.870,0.000,16.870
440,1281.576,22.594,22.594,17.125,17.125,0.000,17.125
441,1284.559,21.813,21.813,17.381,17.381,0.000,17.381
442,1287.541,15.938,15.938,17.636,17.636,0.000,17.636
443,1290.524,28.656,28.656,17.891,17.891,0.000,17.891
444,1293.506,12.375,12.375,18.147,18.147,0.000,18.147
445,1296.489,23.594,23.594,18.402,18.402,0.000,18.402
446,1299.471,17.281,17.281,18.658,18.658,0.000,18.658
447,1302.453,18.813,18.813,18.913,18.913,0.000,18.913
448,1305.435,25.813,25.813,19.169,19.169,0.000,19.169
449,1308.417,16.469,16.469,19.424,19.424,0.000,19.424
450,1311.399,28.469,28.469,19.679,19.679,0.000,19.679
451,1314.380,24.438,24.438,19.935,19.935,0.000,19.935
452,1317.362,16.250,16.250,20.190,20.190,0.000,20.190
453,1320.343,20.531,20.531,20.446,20.446,0.000,20.446
454,1323.324,27.281,27.281,20.701,20.701,0.000,20.701
455,1326.305,18.438,18.438,20.957,20.957,0.000,20.957
456,1329.286,31.375,31.375,21.212,21.212,0.000,21.212
457,1332.267,29.719,29.719,21.468,21.468,0.000,21.468
458,1335.248,33.688,33.688,21.723,21.723,0.000,21.723
459,1338.228,30.469,30.469,21.978,21.978,0.000,21.978
460,1341.208,15.844,15.844,22.234,22.234,0.000,22.234
461,1344.189,21.969,21.969,21.307,21.307,0.000,21.307
462,1347.169,19.969,19.969,20.381,20.381,0.000,20.381
463,1350.148,30.094,30.094,19.455,19.455,0.000,19.455
464,1353.128,29.031,29.031,18.528,18.528,0.000,18.528
465,1356.108,14.969,14.969,17.602,17.602,0.000,17.602
466,1359.087,19.094,19.094,16.675,16.675,0.000,16.675
467,1362.066,8.656,8.656,15.749,15.749,0.000,15.749
468,1365.045,11.250,11.250,14.823,14.823,0.000,14.823
469,1368.024,17.375,17.375,13.896,13.896,0.000,13.896
470,1371.003,9.531,9.531,12.970,12.970,0.000,12.970
471,1373.982,6.969,6.969,12.043,12.043,0.000,12.043
472,1376.960,12.250,12.250,11.117,11.117,0.000,11.117
473,1379.938,8.656,8.656,10.191,10.191,0.000,10.191
474,1382.917,8.188,8.188,9.264,9.264,0.000,9.264
475,1385.895,9.250,9.250,8.338,8.338,0.000,8.338
476,1388.872,0.188,0.188,7.411,7.411,0.000,7.411
477,1391.850,1.000,1.000,6.485,6.485,0.000,6.485
478,1394.827,2.031,2.031,5.558,5.558,0.000,5.558
479,1397.805,5.375,5.375,4.632,4.632,0.000,4.632
480,1400.782,1.750,1.750,3.706,3.706,0.000,3.706
481,1403.758,0.000,-0.437,2.779,2.779,0.000,2.779
482,1406.735,0.000,-2.937,1.853,1.853,0.000,1.853
483,1409.712,1.125,1.125,0.926,0.926,0.000,0.926
484,1412.688,6.313,6.313,0.000,0.000,0.000,0.000
485,1415.664,0.000,-3.562,0.000,0.000,0.000,0.000
486,1418.640,0.000,-7.250,0.000,0.000,0.000,0.000
487,1421.616,0.000,-0.219,0.000,0.000,0.000,0.000
488,1424.592,0.000,-2.687,0.000,0.000,0.000,0.000
489,1427.567,4.625,4.625,0.000,0.000,0.000,0.000
490,1430.542,10.031,10.031,0.000,0.000,0.000,0.000
491,1433.517,0.000,-1.844,0.000,0.000,0.000,0.000
492,1436.492,0.000,-1.875,0.000,0.000,0.000,0.000
493,1439.467,0.969,0.969,0.000,0.000,0.000,0.000
494,1442.441,2.156,2.156,0.000,0.000,0.000,0.000
495,1445.415,0.000,-0.375,0.000,0.000,0.000,0.000
496,1448.389,0.000,-3.125,0.000,0.000,0.000,0.000
497,1451.363,3.875,3.875,0.000,0.000,0.000,0.000
498,1454.337,1.031,1.031,0.000,0.000,0.000,0.000
499,1457.310,0.000,-1.312,0.000,0.000,0.000,0.000
500,1460.283,7.750,7.750,0.000,0.000,0.000,0.000
501,1463.256,5.406,5.406,0.000,0.000,0.000,0.000
502,1466.229,0.969,0.969,0.000,0.000,0.000,0.000
503,1469.202,3.875,3.875,0.000,0.000,0.000,0.000
504,1472.174,0.000,-2.500,0.000,0.000,0.000,0.000
505,1475.146,4.000,4.000,0.000,0.000,0.000,0.000
506,1478.118,4.719,4.719,0.000,0.000,0.000,0.000
507,1481.090,5.563,5.563,0.000,0.000,0.000,0.000
508,1484.062,0.000,-1.406,0.000,0.000,0.000,0.000
509,1487.033,1.375,1.375,0.000,0.000,0.000,0.000
510,1490.004,3.094,3.094,0.000,0.000,0.000,0.000
511,1492.975,2.344,2.344,0.000,0.000,0.000,0.000
512,1495.946,4.281,4.281,0.000,0.000,0.000,0.000
513,1498.916,2.000,2.000,0.000,0.000,0.000,0.000
514,1501.886,0.000,-1.500,0.000,0.000,0.000,0.000
515,1504.856,4.438,4.438,0.000,0.000,0.000,0.000
516,1507.826,0.000,-0.937,0.000,0.000,0.000,0.000
517,1510.796,0.000,-1.750,0.000,0.000,0.000,0.000
518,1513.765,0.000,-1.406,0.000,0.000,0.000,0.000
519,1516.734,0.000,-1.656,0.000,0.000,0.000,0.000
520,1519.703,1.281,1.281,0.000,0.000,0.000,0.000
521,1522.672,1.563,1.563,0.000,0.000,0.000,0.000
522,1525.640,0.000,-0.687,0.000,0.000,0.000,0.000
523,1528.608,0.000,-1.875,0.000,0.000,0.000,0.000
524,1531.576,2.719,2.719,0.000,0.000,0.000,0.000
525,1534.544,1.000,1.000,0.000,0.000,0.000,0.000
526,1537.511,0.531,0.531,0.000,0.000,0.000,0.000
527,1540.479,0.000,-0.656,0.000,0.000,0.000,0.000
528,1543.446,0.000,-1.437,0.000,0.000,0.000,0.000
529,1546.413,0.469,0.469,0.000,0.000,0.000,0.000
530,1549.379,1.344,1.344,0.000,0.000,0.000,0.000
531,1552.345,0.000,-0.719,0.000,0.000,0.000,0.000
532,1555.311,0.000,-0.250,0.000,0.000,0.000,0.000
533,1558.277,0.000,-1.437,0.000,0.000,0.000,0.000
534,1561.243,0.594,0.594,0.000,0.000,0.000,0.000
535,1564.208,0.719,0.719,0.000,0.000,0.000,0.000
536,1567.173,0.500,0.500,0.000,0.000,0.000,0.000
537,1570.138,0.000,-1.344,0.000,0.000,0.000,0.000
538,1573.103,2.938,2.938,0.000,0.000,0.000,0.000
539,1576.067,0.000,-0.562,0.000,0.000,0.000,0.000
540,1579.031,0.000,-1.156,0.000,0.000,0.000,0.000
541,1581.995,0.625,0.625,0.000,0.000,0.000,0.000
542,1584.959,0.000,-1.750,0.000,0.000,0.000,0.000
543,1587.922,0.688,0.688,0.000,0.000,0.000,0.000
544,1590.885,0.000,-0.969,0.000,0.000,0.000,0.000
545,1593.848,0.000,-0.375,0.000,0.000,0.000,0.000
546,1596.810,1.906,1.906,0.000,0.000,0.000,0.000
547,1599.773,2.844,2.844,0.000,0.000,0.000,0.000
548,1602.735,0.000,-0.844,0.000,0.000,0.000,0.000
549,1605.697,3.000,3.000,0.000,0.000,0.000,0.000
550,1608.658,0.813,0.813,0.000,0.000,0.000,0.000
551,1611.620,0.000,-1.062,0.000,0.000,0.000,0.000
552,1614.581,0.000,-0.250,0.000,0.000,0.000,0.000
553,1617.541,1.531,1.531,0.000,0.000,0.000,0.000
554,1620.502,0.031,0.031,0.000,0.000,0.000,0.000
555,1623.462,0.000,-1.781,0.000,0.000,0.000,0.000
556,1626.422,0.000,-0.750,0.000,0.000,0.000,0.000
557,1629.382,0.063,0.063,0.000,0.000,0.000,0.000
558,1632.342,0.000,-0.187,0.000,0.000,0.000,0.000
559,1635.301,0.906,0.906,0.000,0.000,0.000,0.000
560,1638.260,2.125,2.125,0.000,0.000,0.000,0.000
561,1641.218,3.594,3.594,0.000,0.000,0.000,0.000
562,1644.177,0.000,-0.906,0.000,0.000,0.000,0.000
563,1647.135,0.188,0.188,0.000,0.000,0.000,0.000
564,1650.093,1.406,1.406,0.000,0.000,0.000,0.000
565,1653.051,0.531,0.531,0.000,0.000,0.000,0.000
566,1656.008,0.000,-0.187,0.000,0.000,0.000,0.000
567,1658.965,0.156,0.156,0.000,0.000,0.000,0.000
568,1661.922,0.000,-0.844,0.000,0.000,0.000,0.000
569,1664.878,1.031,1.031,0.000,0.000,0.000,0.000
570,1667.835,0.000,-2.031,0.000,0.000,0.000,0.000
571,1670.791,2.094,2.094,0.000,0.000,0.000,0.000
572,1673.746,1.844,1.844,0.000,0.000,0.000,0.000
573,1676.702,0.000,-1.344,0.000,0.000,0.000,0.000
574,1679.657,1.563,1.563,0.000,0.000,0.000,0.000
575,1682.612,1.125,1.125,0.000,0.000,0.000,0.000
576,1685.567,0.000,-2.125,0.000,0.000,0.000,0.000
577,1688.521,0.000,-0.312,0.000,0.000,0.000,0.000
578,1691.475,1.781,1.781,0.000,0.000,0.000,0.000
579,1694.429,0.875,0.875,0.000,0.000,0.000,0.000
580,1697.382,0.000,-1.312,0.000,0.000,0.000,0.000
581,1700.336,0.000,-0.625,0.000,0.000,0.000,0.000
582,1703.288,0.031,0.031,0.000,0.000,0.000,0.000
583,1706.241,1.031,1.031,0.000,0.000,0.000,0.000
584,1709.194,0.563,0.563,0.000,0.000,0.000,0.000
585,1712.146,0.000,-2.969,0.000,0.000,0.000,0.000
586,1715.098,1.844,1.844,0.000,0.000,0.000,0.000
587,1718.049,1.875,1.875,0.000,0.000,0.000,0.000
588,1721.000,0.656,0.656,0.000,0.000,0.000,0.000
589,1723.951,0.000,0.000,0.000,0.000,0.000,0.000
590,1726.902,0.000,-0.750,0.000,0.000,0.000,0.000
591,1729.853,0.938,0.938,0.000,0.000,0.000,0.000
592,1732.803,1.719,1.719,0.000,0.000,0.000,0.000
593,1735.753,0.000,-0.562,0.000,0.000,0.000,0.000
594,1738.702,0.719,0.719,0.000,0.000,0.000,0.000
595,1741.651,1.375,1.375,0.000,0.000,0.000,0.000
596,1744.600,0.000,-0.250,0.000,0.000,0.000,0.000
597,1747.549,0.000,-0.031,0.000,0.000,0.000,0.000
598,1750.498,0.125,0.125,0.000,0.000,0.000,0.000
599,1753.446,2.813,2.813,0.000,0.000,0.000,0.000
600,1756.394,2.125,2.125,0.000,0.000,0.000,0.000
601,1759.341,0.000,-1.187,0.000,0.000,0.000,0.000
602,1762.288,0.000,-0.094,0.000,0.000,0.000,0.000
603,1765.235,0.000,-2.187,0.000,0.000,0.000,0.000
604,1768.182,0.750,0.750,0.000,0.000,0.000,0.000
605,1771.129,0.000,-0.812,0.000,0.000,0.000,0.000
606,1774.075,0.875,0.875,0.000,0.000,0.000,0.000
607,1777.021,0.000,-0.750,0.000,0.000,0.000,0.000
608,1779.966,0.000,-2.344,0.000,0.000,0.000,0.000
609,1782.911,0.000,-0.406,0.000,0.000,0.000,0.000
610,1785.856,1.406,1.406,0.000,0.000,0.000,0.000
611,1788.801,1.438,1.438,0.000,0.000,0.000,0.000
612,1791.745,1.219,1.219,0.000,0.000,0.000,0.000
613,1794.689,0.156,0.156,0.000,0.000,0.000,0.000
614,1797.633,0.344,0.344,0.000,0.000,0.000,0.000
615,1800.577,0.000,-0.375,0.000,0.000,0.000,0.000
616,1803.520,0.000,-0.844,0.000,0.000,0.000,0.000
617,1806.463,0.000,-1.750,0.000,0.000,0.000,0.000
618,1809.406,0.000,-0.531,0.000,0.000,0.000,0.000
619,1812.348,0.000,-1.344,0.000,0.000,0.000,0.000
620,1815.290,0.000,-0.156,0.000,0.000,0.000,0.000
621,1818.232,0.000,-1.500,0.000,0.000,0.000,0.000
622,1821.173,0.500,0.500,0.000,0.000,0.000,0.000
623,1824.114,0.000,-1.594,0.000,0.000,0.000,0.000
624,1827.055,0.000,-1.906,0.000,0.000,0.000,0.000
625,1829.996,1.406,1.406,0.000,0.000,0.000,0.000
626,1832.936,1.500,1.500,0.000,0.000,0.000,0.000
627,1835.876,1.313,1.313,0.000,0.000,0.000,0.000
628,1838.816,1.688,1.688,0.000,0.000,0.000,0.000
629,1841.755,0.000,-0.219,0.000,0.000,0.000,0.000
630,1844.694,0.563,0.563,0.000,0.000,0.000,0.000
631,1847.633,0.000,-1.312,0.000,0.000,0.000,0.000
632,1850.572,1.031,1.031,0.000,0.000,0.000,0.000
633,1853.510,0.000,-0.469,0.000,0.000,0.000,0.000
634,1856.448,0.000,-0.156,0.000,0.000,0.000,0.000
635,1859.385,1.906,1.906,0.000,0.000,0.000,0.000
636,1862.323,1.750,1.750,0.000,0.000,0.000,0.000
637,1865.260,0.000,-0.281,0.000,0.000,0.000,0.000
638,1868.196,0.000,-0.281,0.000,0.000,0.000,0.000
639,1871.133,0.000,-0.594,0.000,0.000,0.000,0.000
640,1874.069,1.844,1.844,0.000,0.000,0.000,0.000
641,1877.005,1.031,1.031,0.000,0.000,0.000,0.000
642,1879.940,0.000,-0.187,0.000,0.000,0.000,0.000
643,1882.876,0.000,-0.219,0.000,0.000,0.000,0.000
644,1885.811,0.063,0.063,0.000,0.000,0.000,0.000
645,1888.745,0.000,-0.094,0.000,0.000,0.000,0.000
646,1891.680,0.000,-1.031,0.000,0.000,0.000,0.000
647,1894.614,0.000,-1.187,0.000,0.000,0.000,0.000
648,1897.548,0.000,-0.875,0.000,0.000,0.000,0.000
649,1900.481,0.000,-0.625,0.000,0.000,0.000,0.000
650,1903.414,0.000,-0.094,0.000,0.000,0.000,0.000
651,1906.347,0.625,0.625,0.000,0.000,0.000,0.000
652,1909.280,0.000,-0.219,0.000,0.000,0.000,0.000
653,1912.212,0.000,0.000,0.000,0.000,0.000,0.000
654,1915.144,2.938,2.938,0.000,0.000,0.000,0.000
655,1918.076,0.000,-0.344,0.000,0.000,0.000,0.000
656,1921.007,0.000,-0.437,0.000,0.000,0.000,0.000
657,1923.938,0.844,0.844,0.000,0.000,0.000,0.000
658,1926.869,0.156,0.156,0.000,0.000,0.000,0.000
659,1929.800,2.781,2.781,0.000,0.000,0.000,0.000
660,1932.730,0.000,-0.281,0.000,0.000,0.000,0.000
661,1935.660,0.000,-1.031,0.000,0.000,0.000,0.000
662,1938.589,0.000,-1.344,0.000,0.000,0.000,0.000
663,1941.519,0.000,-0.156,0.000,0.000,0.000,0.000
664,1944.448,1.031,1.031,0.000,0.000,0.000,0.000
665,1947.377,0.000,-1.219,0.000,0.000,0.000,0.000
666,1950.305,0.000,0.000,0.000,0.000,0.000,0.000
667,1953.233,0.000,-1.031,0.000,0.000,0.000,0.000
668,1956.161,0.219,0.219,0.000,0.000,0.000,0.000
669,1959.089,1.031,1.031,0.000,0.000,0.000,0.000
670,1962.016,0.000,0.000,0.000,0.000,0.000,0.000
671,1964.943,0.000,-1.156,0.000,0.000,0.000,0.000
672,1967.870,0.000,-0.344,0.000,0.000,0.000,0.000
673,1970.796,0.000,-1.187,0.000,0.000,0.000,0.000
674,1973.722,0.000,-1.219,0.000,0.000,0.000,0.000
675,1976.648,0.000,-1.469,0.000,0.000,0.000,0.000
676,1979.574,0.000,-0.031,0.000,0.000,0.000,0.000
677,1982.499,0.000,-1.062,0.000,0.000,0.000,0.000
678,1985.424,1.281,1.281,0.000,0.000,0.000,0.000
679,1988.348,0.000,-0.250,0.000,0.000,0.000,0.000
680,1991.273,0.000,-0.500,0.000,0.000,0.000,0.000
681,1994.197,0.000,-1.312,0.000,0.000,0.000,0.000
682,1997.121,0.000,-0.406,0.000,0.000,0.000,0.000
683,2000.044,0.000,-1.156,0.000,0.000,0.000,0.000
684,2002.967,0.000,-1.281,0.000,0.000,0.000,0.000
685,2005.890,1.781,1.781,0.000,0.000,0.000,0.000
686,2008.813,0.000,-1.219,0.000,0.000,0.000,0.000
687,2011.735,0.000,-1.094,0.000,0.000,0.000,0.000
688,2014.657,0.000,-0.156,0.000,0.000,0.000,0.000
689,2017.579,0.000,-0.156,0.000,0.000,0.000,0.000
690,2020.501,0.000,-1.250,0.000,0.000,0.000,0.000
691,2023.422,0.000,-0.594,0.000,0.000,0.000,0.000
692,2026.343,0.000,-0.125,0.000,0.000,0.000,0.000
693,2029.263,0.000,-1.281,0.000,0.000,0.000,0.000
694,2032.184,2.031,2.031,0.000,0.000,0.000,0.000
695,2035.104,0.000,-1.125,0.000,0.000,0.000,0.000
696,2038.024,0.000,-0.125,0.000,0.000,0.000,0.000
697,2040.943,2.063,2.063,0.000,0.000,0.000,0.000
698,2043.862,0.031,0.031,0.000,0.000,0.000,0.000
699,2046.781,0.000,-1.250,0.000,0.000,0.000,0.000
700,2049.700,0.000,-0.344,0.000,0.000,0.000,0.000
701,2052.618,1.656,1.656,0.000,0.000,0.000,0.000
702,2055.536,0.000,-1.125,0.000,0.000,0.000,0.000
703,2058.454,0.531,0.531,0.000,0.000,0.000,0.000
704,2061.372,1.094,1.094,0.000,0.000,0.000,0.000
705,2064.289,0.594,0.594,0.000,0.000,0.000,0.000
706,2067.206,1.375,1.375,0.000,0.000,0.000,0.000
707,2070.122,0.000,-0.187,0.000,0.000,0.000,0.000
708,2073.039,0.000,-0.125,0.000,0.000,0.000,0.000
709,2075.955,0.000,-0.406,0.000,0.000,0.000,0.000
710,2078.871,1.406,1.406,0.000,0.000,0.000,0.000
711,2081.786,0.000,-0.437,0.000,0.000,0.000,0.000
712,2084.702,0.000,-0.156,0.000,0.000,0.000,0.000
713,2087.617,0.500,0.500,0.000,0.000,0.000,0.000
714,2090.531,0.656,0.656,0.000,0.000,0.000,0.000
715,2093.446,0.719,0.719,0.000,0.000,0.000,0.000
716,2096.360,0.531,0.531,0.000,0.000,0.000,0.000
717,2099.274,1.688,1.688,0.000,0.000,0.000,0.000
718,2102.188,0.000,-0.250,0.000,0.000,0.000,0.000
719,2105.101,0.000,-0.562,0.000,0.000,0.000,0.000
720,2108.014,1.813,1.813,0.000,0.000,0.000,0.000
721,2110.927,0.813,0.813,0.000,0.000,0.000,0.000
722,2113.840,0.000,-0.125,0.000,0.000,0.000,0.000
723,2116.752,0.500,0.500,0.000,0.000,0.000,0.000
724,2119.664,0.000,-0.937,0.000,0.000,0.000,0.000
725,2122.576,0.000,-0.250,0.000,0.000,0.000,0.000
726,2125.487,0.594,0.594,0.000,0.000,0.000,0.000
727,2128.398,0.875,0.875,0.000,0.000,0.000,0.000
728,2131.309,0.469,0.469,0.000,0.000,0.000,0.000
729,2134.220,0.000,-0.187,0.000,0.000,0.000,0.000
730,2137.131,1.750,1.750,0.000,0.000,0.000,0.000
731,2140.041,1.063,1.063,0.000,0.000,0.000,0.000
732,2142.951,0.000,-0.094,0.000,0.000,0.000,0.000
733,2145.860,0.000,-0.281,0.000,0.000,0.000,0.000
734,2148.770,1.906,1.906,0.000,0.000,0.000,0.000
735,2151.679,0.000,-0.750,0.000,0.000,0.000,0.000
736,2154.588,0.813,0.813,0.000,0.000,0.000,0.000
737,2157.496,0.000,-0.250,0.000,0.000,0.000,0.000
738,2160.405,0.000,-1.375,0.000,0.000,0.000,0.000
739,2163.313,1.781,1.781,0.000,0.000,0.000,0.000
740,2166.221,0.000,-1.187,0.000,0.000,0.000,0.000
741,2169.128,0.000,-0.250,0.000,0.000,0.000,0.000
742,2172.035,0.000,-0.250,0.000,0.000,0.000,0.000
743,2174.943,0.625,0.625,0.000,0.000,0.000,0.000
744,2177.849,0.063,0.063,0.000,0.000,0.000,0.000
745,2180.756,0.000,-1.219,0.000,0.000,0.000,0.000
746,2183.662,0.594,0.594,0.000,0.000,0.000,0.000
747,2186.568,0.000,-0.594,0.000,0.000,0.000,0.000
748,2189.474,0.031,0.031,0.000,0.000,0.000,0.000
749,2192.380,0.000,-1.375,0.000,0.000,0.000,0.000
750,2195.285,1.781,1.781,0.000,0.000,0.000,0.000
751,2198.190,0.000,-0.750,0.000,0.000,0.000,0.000
752,2201.095,2.000,2.000,0.000,0.000,0.000,0.000
753,2204.000,0.844,0.844,0.000,0.000,0.000,0.000
754,2206.904,0.000,-1.000,0.000,0.000,0.000,0.000
755,2209.808,0.000,-1.281,0.000,0.000,0.000,0.000
756,2212.712,0.094,0.094,0.000,0.000,0.000,0.000
757,2215.616,0.000,-0.781,0.000,0.000,0.000,0.000
758,2218.519,0.219,0.219,0.000,0.000,0.000,0.000
759,2221.422,2.156,2.156,0.000,0.000,0.000,0.000
760,2224.325,0.000,-0.062,0.000,0.000,0.000,0.000
761,2227.228,0.094,0.094,0.000,0.000,0.000,0.000
762,2230.130,0.375,0.375,0.000,0.000,0.000,0.000
763,2233.032,0.000,-1.031,0.000,0.000,0.000,0.000
764,2235.934,0.000,-1.125,0.000,0.000,0.000,0.000
765,2238.836,0.000,-0.719,0.000,0.000,0.000,0.000
766,2241.737,0.000,-0.937,0.000,0.000,0.000,0.000
767,2244.639,0.000,-1.000,0.000,0.000,0.000,0.000
768,2247.540,2.063,2.063,0.000,0.000,0.000,0.000
769,2250.441,1.188,1.188,0.000,0.000,0.000,0.000
770,2253.341,0.000,-0.094,0.000,0.000,0.000,0.000
771,2256.242,0.188,0.188,0.000,0.000,0.000,0.000
772,2259.142,0.000,-0.031,0.000,0.000,0.000,0.000
773,2262.042,0.000,-0.687,0.002,0.002,0.000,0.002
774,2264.941,3.281,3.281,0.004,0.004,0.000,0.004
775,2267.841,1.406,1.406,0.006,0.006,0.000,0.006
776,2270.740,0.000,-0.469,0.008,0.008,0.000,0.008
777,2273.639,0.125,0.125,0.010,0.010,0.000,0.010
778,2276.538,0.875,0.875,0.012,0.012,0.000,0.012
779,2279.437,0.000,-0.969,0.014,0.014,0.000,0.014
780,2282.335,0.000,-0.656,0.016,0.016,0.000,0.016
781,2285.233,0.000,-0.781,0.018,0.018,0.000,0.018
782,2288.131,2.188,2.188,0.020,0.020,0.000,0.020
783,2291.029,0.000,0.000,0.022,0.022,0.000,0.022
784,2293.926,0.000,-0.594,0.024,0.024,0.000,0.024
785,2296.824,1.125,1.125,0.026,0.026,0.000,0.026
786,2299.721,0.000,-0.875,0.028,0.028,0.000,0.028
787,2302.618,0.000,-0.781,0.030,0.030,0.000,0.030
788,2305.514,0.000,-0.750,0.032,0.032,0.000,0.032
789,2308.411,0.406,0.406,0.034,0.034,0.000,0.034
790,2311.307,3.438,3.438,0.036,0.036,0.000,0.036
791,2314.203,2.438,2.438,0.038,0.038,0.000,0.038
792,2317.099,0.219,0.219,0.040,0.040,0.000,0.040
793,2319.995,0.000,-0.844,0.042,0.042,0.000,0.042
794,2322.890,0.281,0.281,0.044,0.044,0.000,0.044
795,2325.786,0.406,0.406,0.046,0.046,0.000,0.046
796,2328.681,1.188,1.188,0.048,0.048,0.000,0.048
797,2331.576,2.125,2.125,0.050,0.050,0.000,0.050
798,2334.470,1.188,1.188,0.052,0.052,0.000,0.052
799,2337.365,0.000,-0.812,0.054,0.054,0.000,0.054
800,2340.259,0.438,0.438,0.056,0.056,0.000,0.056
801,2343.153,0.219,0.219,0.058,0.058,0.000,0.058
802,2346.047,1.344,1.344,0.060,0.060,0.000,0.060
803,2348.941,0.000,-0.687,0.062,0.062,0.000,0.062
804,2351.835,0.000,-0.625,0.064,0.064,0.000,0.064
805,2354.728,0.656,0.656,0.066,0.066,0.000,0.066
806,2357.621,0.344,0.344,0.068,0.068,0.000,0.068
807,2360.514,0.000,-0.750,0.066,0.066,0.000,0.066
808,2363.407,0.000,-0.687,0.064,0.064,0.000,0.064
809,2366.300,0.000,-0.750,0.062,0.062,0.000,0.062
810,2369.193,1.219,1.219,0.061,0.061,0.000,0.061
811,2372.085,0.000,-0.531,0.059,0.059,0.000,0.059
812,2374.977,0.406,0.406,0.057,0.057,0.000,0.057
813,2377.869,1.031,1.031,0.055,0.055,0.000,0.055
814,2380.761,0.188,0.188,0.053,0.053,0.000,0.053
815,2383.652,0.250,0.250,0.051,0.051,0.000,0.051
816,2386.544,0.344,0.344,0.049,0.049,0.000,0.049
817,2389.435,0.313,0.313,0.047,0.047,0.000,0.047
818,2392.326,0.000,-0.500,0.045,0.045,0.000,0.045
819,2395.217,0.031,0.031,0.043,0.043,0.000,0.043
820,2398.108,0.000,-0.625,0.041,0.041,0.000,0.041
821,2400.999,0.656,0.656,0.039,0.039,0.000,0.039
822,2403.890,0.469,0.469,0.037,0.037,0.000,0.037
823,2406.780,0.375,0.375,0.035,0.035,0.000,0.035
824,2409.670,0.000,-0.812,0.033,0.033,0.000,0.033
825,2412.560,1.125,1.125,0.031,0.031,0.000,0.031
826,2415.450,0.313,0.313,0.029,0.029,0.000,0.029
827,2418.340,0.000,-0.656,0.027,0.027,0.000,0.027
828,2421.229,1.313,1.313,0.025,0.025,0.000,0.025
829,2424.119,0.000,-0.500,0.023,0.023,0.000,0.023
830,2427.008,1.500,1.500,0.021,0.021,0.000,0.021
831,2429.897,0.375,0.375,0.020,0.020,0.000,0.020
832,2432.786,0.000,-0.281,0.018,0.018,0.000,0.018
833,2435.675,1.563,1.563,0.016,0.016,0.000,0.016
834,2438.564,1.344,1.344,0.014,0.014,0.000,0.014
835,2441.453,0.000,-0.719,0.012,0.012,0.000,0.012
836,2444.341,0.000,-0.594,0.010,0.010,0.000,0.010
837,2447.229,0.000,-0.375,0.008,0.008,0.000,0.008
838,2450.118,0.000,-0.562,0.006,0.006,0.000,0.006
839,2453.006,0.000,-0.687,0.004,0.004,0.000,0.004
840,2455.894,0.000,-0.500,0.002,0.002,0.000,0.002
841,2458.782,1.438,1.438,0.000,0.000,0.000,0.000
842,2461.669,0.406,0.406,0.000,0.000,0.000,0.000
843,2464.557,1.438,1.438,0.000,0.000,0.000,0.000
844,2467.444,0.000,-0.875,0.000,0.000,0.000,0.000
845,2470.332,0.281,0.281,0.000,0.000,0.000,0.000
846,2473.219,0.531,0.531,0.000,0.000,0.000,0.000
847,2476.106,0.531,0.531,0.000,0.000,0.000,0.000
848,2478.993,0.000,-0.625,0.000,0.000,0.000,0.000
849,2481.880,0.000,-0.594,0.000,0.000,0.000,0.000
850,2484.767,0.000,-0.750,0.000,0.000,0.000,0.000
851,2487.653,0.000,-0.656,0.000,0.000,0.000,0.000
852,2490.540,0.000,-0.906,0.000,0.000,0.000,0.000
853,2493.426,0.000,-0.844,0.000,0.000,0.000,0.000
854,2496.313,0.000,-0.687,0.000,0.000,0.000,0.000
855,2499.199,0.438,0.438,0.000,0.000,0.000,0.000
856,2502.085,1.313,1.313,0.000,0.000,0.000,0.000
857,2504.971,0.188,0.188,0.000,0.000,0.000,0.000
858,2507.857,0.250,0.250,0.000,0.000,0.000,0.000
859,2510.743,0.281,0.281,0.000,0.000,0.000,0.000
860,2513.629,1.938,1.938,0.000,0.000,0.000,0.000
861,2516.514,1.031,1.031,0.000,0.000,0.000,0.000
862,2519.400,3.094,3.094,0.000,0.000,0.000,0.000
863,2522.285,0.000,-1.062,0.000,0.000,0.000,0.000
864,2525.171,0.000,-0.500,0.000,0.000,0.000,0.000
865,2528.056,0.000,-0.281,0.000,0.000,0.000,0.000
