ch,keV,net,fit,model,continuum_raw,Y-88,Ann-511
402,1175.262,2047.913,2047.913,2080.321,308.292,2080.321,0.000
403,1178.311,2072.799,2072.799,2084.886,313.901,2084.886,0.000
404,1181.360,2099.644,2099.644,2089.638,319.509,2089.638,0.000
405,1184.409,2163.298,2163.298,2094.646,325.117,2094.646,0.000
406,1187.458,2083.644,2083.644,2099.972,330.726,2099.972,0.000
407,1190.507,2087.876,2087.876,2105.671,336.334,2105.671,0.000
408,1193.556,2093.298,2093.298,2111.792,341.942,2111.792,0.000
409,1196.605,2117.530,2117.530,2118.373,347.551,2118.373,0.000
410,1199.654,2035.684,2035.684,2125.447,353.159,2125.447,0.000
411,1202.702,2090.376,2090.376,2117.201,342.933,2117.201,0.000
412,1205.751,2070.221,2070.221,2109.486,332.707,2109.486,0.000
413,1208.800,2029.184,2029.184,2102.313,322.481,2102.313,0.000
414,1211.848,2144.722,2144.722,2095.687,312.256,2095.687,0.000
415,1214.896,2063.491,2063.491,2089.612,302.030,2089.612,0.000
416,1217.945,2089.222,2089.222,2084.090,291.804,2084.090,0.000
417,1220.993,2034.530,2034.530,2079.127,281.578,2079.127,0.000
418,1224.041,2110.761,2110.761,2074.737,271.353,2074.737,0.000
419,1227.089,2080.723,2080.723,2070.939,261.127,2070.939,0.000
420,1230.138,2121.452,2121.452,2067.769,250.901,2067.769,0.000
421,1233.186,2138.068,2138.068,2065.280,240.675,2065.280,0.000
422,1236.233,2060.569,2060.569,2063.543,230.449,2063.543,0.000
423,1239.281,2169.914,2169.914,2062.658,220.224,2062.658,0.000
424,1242.329,2170.915,2170.915,2062.747,209.998,2062.747,0.000
425,1245.377,2124.915,2124.915,2063.962,199.772,2063.962,0.000
426,1248.424,2139.338,2139.338,2066.483,189.546,2066.483,0.000
427,1251.472,2165.800,2165.800,2070.516,179.320,2070.516,0.000
428,1254.519,2172.339,2172.339,2076.289,169.095,2076.289,0.000
429,1257.566,2170.031,2170.031,2084.045,158.869,2084.045,0.000
430,1260.614,2231.685,2231.685,2094.032,148.643,2094.032,0.000
431,1263.661,2215.877,2215.877,2106.496,138.417,2106.496,0.000
432,1266.708,2215.954,2215.954,2121.662,128.192,2121.662,0.000
433,1269.754,2199.493,2199.493,2158.981,137.225,2158.981,0.000
434,1272.801,2204.955,2204.955,2199.332,146.258,2199.332,0.000
435,1275.848,2226.877,2226.877,2242.786,155.291,2242.786,0.000
436,1278.895,2248.376,2248.376,2289.327,164.324,2289.327,0.000
437,1281.941,2274.377,2274.377,2338.834,173.357,2338.834,0.000
438,1284.987,2247.494,2247.494,2391.075,182.391,2391.075,0.000
439,1288.034,2357.301,2357.301,2445.692,191.424,2445.692,0.000
440,1291.080,2298.107,2298.107,2502.203,200.457,2502.203,0.000
441,1294.126,2444.608,2444.608,2559.999,209.490,2559.999,0.000
442,1297.172,2375.762,2375.762,2618.361,218.523,2618.361,0.000
443,1300.217,2493.416,2493.416,2676.472,227.557,2676.472,0.000
444,1303.263,2577.069,2577.069,2733.443,236.590,2733.443,0.000
445,1306.308,2549.339,2549.339,2788.340,245.623,2788.340,0.000
446,1309.354,2646.186,2646.186,2840.226,254.656,2840.226,0.000
447,1312.399,2555.608,2555.608,2888.189,263.689,2888.189,0.000
448,1315.444,2684.608,2684.608,2931.391,272.722,2931.391,0.000
449,1318.489,2829.417,2829.417,2969.096,281.756,2969.096,0.000
450,1321.534,2801.417,2801.417,3000.714,290.789,3000.714,0.000
451,1324.579,2974.378,2974.378,3025.818,299.822,3025.818,0.000
452,1327.623,2972.147,2972.147,3044.175,308.855,3044.175,0.000
453,1330.668,3042.494,3042.494,3055.751,317.888,3055.751,0.000
454,1333.712,2992.186,2992.186,3060.715,326.922,3060.715,0.000
455,1336.756,3149.146,3149.146,3059.429,335.955,3059.429,0.000
456,1339.800,2966.069,2966.069,3050.520,343.076,3050.520,0.000
457,1342.844,3108.493,3108.493,3036.591,350.198,3036.591,0.000
458,1345.888,3253.686,3253.686,3018.449,357.319,3018.449,0.000
459,1348.932,3176.185,3176.185,2996.981,364.441,2996.981,0.000
460,1351.975,3242.647,3242.647,2973.118,371.563,2973.118,0.000
461,1355.018,3292.801,3292.801,2947.795,378.684,2947.795,0.000
462,1358.062,3201.801,3201.801,2921.912,385.806,2921.912,0.000
463,1361.105,3324.955,3324.955,2896.306,392.927,2896.306,0.000
464,1364.147,3186.646,3186.646,2871.721,400.049,2871.721,0.000
465,1367.190,2926.569,2926.569,2848.795,407.171,2848.795,0.000
466,1370.233,3067.723,3067.723,2828.040,414.292,2828.040,0.000
467,1373.275,3212.416,3212.416,2809.843,421.414,2809.843,0.000
468,1376.317,3008.915,3008.915,2794.466,428.535,2794.466,0.000
469,1379.359,2957.069,2957.069,2782.051,435.657,2782.051,0.000
470,1382.401,2976.030,2976.030,2772.638,442.779,2772.638,0.000
471,1385.443,2840.569,2840.569,2766.173,449.900,2766.173,0.000
472,1388.484,2816.915,2816.915,2762.531,457.022,2762.531,0.000
473,1391.526,2770.184,2770.184,2761.530,464.143,2761.530,0.000
474,1394.567,2816.606,2816.606,2762.951,471.265,2762.951,0.000
475,1397.608,2821.451,2821.451,2766.552,478.387,2766.552,0.000
476,1400.649,2670.374,2670.374,2772.086,485.508,2772.086,0.000
477,1403.689,2780.375,2780.375,2779.309,492.630,2779.309,0.000
478,1406.730,2692.181,2692.181,2787.990,499.751,2787.990,0.000
479,1409.770,2648.373,2648.373,2779.624,488.579,2779.624,0.000
480,1412.810,2711.835,2711.835,2772.320,477.407,2772.320,0.000
481,1415.850,2703.372,2703.372,2765.916,466.234,2765.916,0.000
482,1418.890,2673.988,2673.988,2760.281,455.062,2760.281,0.000
483,1421.929,2674.833,2674.833,2755.304,443.890,2755.304,0.000
484,1424.969,2645.064,2645.064,2750.899,432.718,2750.899,0.000
485,1428.008,2627.986,2627.986,2747.001,421.545,2747.001,0.000
486,1431.047,2778.371,2778.371,2743.560,410.373,2743.560,0.000
487,1434.086,2609.177,2609.177,2740.538,399.201,2740.538,0.000
488,1437.124,2683.832,2683.832,2737.911,388.028,2737.911,0.000
489,1440.163,2748.217,2748.217,2735.659,376.856,2735.659,0.000
490,1443.201,2637.485,2637.485,2733.769,365.684,2733.769,0.000
491,1446.239,2672.639,2672.639,2732.231,354.511,2732.231,0.000
492,1449.277,2743.833,2743.833,2731.036,343.339,2731.036,0.000
493,1452.315,2749.640,2749.640,2730.178,332.167,2730.178,0.000
494,1455.352,2724.871,2724.871,2729.649,320.994,2729.649,0.000
495,1458.389,2643.217,2643.217,2729.443,309.822,2729.443,0.000
496,1461.426,2793.293,2793.293,2729.553,298.650,2729.553,0.000
497,1464.463,2667.525,2667.525,2729.973,287.477,2729.973,0.000
498,1467.500,2733.949,2733.949,2730.695,276.305,2730.695,0.000
499,1470.536,2723.758,2723.758,2731.712,265.133,2731.712,0.000
500,1473.572,2779.835,2779.835,2733.016,253.960,2733.016,0.000
501,1476.608,2763.411,2763.411,2734.597,242.788,2734.597,0.000
502,1479.644,2817.337,2817.337,2736.446,231.616,2736.446,0.000
503,1482.680,2803.989,2803.989,2747.540,229.434,2747.540,0.000
504,1485.715,2789.991,2789.991,2758.873,227.251,2758.873,0.000
505,1488.750,2845.607,2845.607,2770.425,225.069,2770.425,0.000
506,1491.785,2847.261,2847.261,2782.171,222.887,2782.171,0.000
507,1494.820,2788.300,2788.300,2794.080,220.705,2794.080,0.000
508,1497.854,2755.339,2755.339,2806.110,218.522,2806.110,0.000
509,1500.888,2940.301,2940.301,2818.214,216.340,2818.214,0.000
510,1503.922,2854.955,2854.955,2830.331,214.158,2830.331,0.000
511,1506.956,2860.263,2860.263,2842.392,211.976,2842.392,0.000
512,1509.990,2817.418,2817.418,2854.314,209.793,2854.314,0.000
513,1513.023,2766.071,2766.071,2865.999,207.611,2865.999,0.000
514,1516.056,2860.688,2860.688,2877.339,205.429,2877.339,0.000
515,1519.089,2871.611,2871.611,2888.211,203.247,2888.211,0.000
516,1522.122,2908.381,2908.381,2898.476,201.064,2898.476,0.000
517,1525.154,2856.612,2856.612,2907.984,198.882,2907.984,0.000
518,1528.187,3070.035,3070.035,2916.568,196.700,2916.568,0.000
519,1531.219,2792.727,2792.727,2924.050,194.518,2924.050,0.000
520,1534.250,2923.650,2923.650,2930.238,192.335,2930.238,0.000
521,1537.282,2897.997,2897.997,2934.931,190.153,2934.931,0.000
522,1540.313,3013.689,3013.689,2937.914,187.971,2937.914,0.000
523,1543.344,2928.458,2928.458,2938.966,185.789,2938.966,0.000
524,1546.375,2930.189,2930.189,2937.858,183.606,2937.858,0.000
525,1549.406,2944.536,2944.536,2934.356,181.424,2934.356,0.000
526,1552.436,2826.958,2826.958,2928.225,179.242,2928.225,0.000
527,1555.466,2863.727,2863.727,2919.234,177.060,2919.234,0.000
528,1558.496,2801.997,2801.997,2905.353,173.078,2905.353,0.000
529,1561.526,2891.881,2891.881,2888.167,169.097,2888.167,0.000
530,1564.555,2781.727,2781.727,2867.470,165.116,2867.470,0.000
531,1567.584,2904.650,2904.650,2843.081,161.135,2843.081,0.000
532,1570.613,2832.228,2832.228,2814.843,157.154,2814.843,0.000
533,1573.642,2781.997,2781.997,2782.629,153.173,2782.629,0.000
534,1576.670,2736.035,2736.035,2746.349,149.192,2746.349,0.000
535,1579.698,2814.189,2814.189,2705.956,145.211,2705.956,0.000
536,1582.726,2714.920,2714.920,2661.447,141.230,2661.447,0.000
537,1585.754,2587.112,2587.112,2612.870,137.249,2612.870,0.000
538,1588.781,2608.459,2608.459,2560.325,133.267,2560.325,0.000
539,1591.808,2542.843,2542.843,2503.964,129.286,2503.964,0.000
540,1594.835,2508.343,2508.343,2443.995,125.305,2443.995,0.000
541,1597.862,2397.074,2397.074,2380.675,121.324,2380.675,0.000
542,1600.888,2283.612,2283.612,2314.312,117.343,2314.312,0.000
543,1603.914,2307.151,2307.151,2245.255,113.362,2245.255,0.000
544,1606.940,2214.574,2214.574,2173.892,109.381,2173.892,0.000
545,1609.966,2199.074,2199.074,2100.639,105.400,2100.639,0.000
546,1612.991,2003.420,2003.420,2025.936,101.419,2025.936,0.000
547,1616.016,1949.343,1949.343,1950.234,97.438,1950.234,0.000
548,1619.041,1912.728,1912.728,1873.985,93.457,1873.985,0.000
549,1622.065,1883.536,1883.536,1797.639,89.475,1797.639,0.000
550,1625.090,1765.305,1765.305,1721.625,85.494,1721.625,0.000
551,1628.114,1629.459,1629.459,1646.351,81.513,1646.351,0.000
552,1631.138,1628.228,1628.228,1572.195,77.532,1572.195,0.000
553,1634.161,1487.190,1487.190,1499.495,73.551,1499.495,0.000
554,1637.184,1429.574,1429.574,1439.015,80.037,1439.015,0.000
555,1640.207,1449.805,1449.805,1380.541,86.523,1380.541,0.000
556,1643.230,1342.844,1342.844,1324.277,93.008,1324.277,0.000
557,1646.252,1223.613,1223.613,1270.384,99.494,1270.384,0.000
558,1649.275,1233.305,1233.305,1218.973,105.980,1218.973,0.000
559,1652.297,1198.420,1198.420,1170.118,112.466,1170.118,0.000
560,1655.318,1126.690,1126.690,1123.849,118.951,1123.849,0.000
561,1658.340,1020.035,1020.035,1080.164,125.437,1080.164,0.000
562,1661.361,1036.651,1036.651,1039.033,131.923,1039.033,0.000
563,1664.381,1046.767,1046.767,1000.399,138.409,1000.399,0.000
564,1667.402,985.036,985.036,964.190,144.895,964.190,0.000
565,1670.422,882.190,882.190,930.319,151.380,930.319,0.000
566,1673.442,870.305,870.305,898.694,157.866,898.694,0.000
567,1676.462,819.728,819.728,869.220,164.352,869.220,0.000
568,1679.481,747.728,747.728,841.805,170.838,841.805,0.000
569,1682.501,774.574,774.574,816.365,177.323,816.365,0.000
570,1685.519,789.497,789.497,792.827,183.809,792.827,0.000
571,1688.538,751.651,751.651,771.135,190.295,771.135,0.000
572,1691.556,720.343,720.343,751.254,196.781,751.254,0.000
573,1694.574,684.112,684.112,733.171,203.266,733.171,0.000
574,1697.592,681.997,681.997,716.903,209.752,716.903,0.000
575,1700.610,689.690,689.690,702.501,216.238,702.501,0.000
576,1703.627,662.382,662.382,690.055,222.724,690.055,0.000
577,1706.644,631.151,631.151,679.701,229.210,679.701,0.000
578,1709.660,624.266,624.266,671.628,235.695,671.628,0.000
579,1712.677,642.382,642.382,666.085,242.181,666.085,0.000
580,1715.693,694.151,694.151,663.392,248.667,663.392,0.000
581,1718.709,660.766,660.766,660.638,251.844,660.638,0.000
582,1721.724,663.574,663.574,661.622,255.020,661.622,0.000
583,1724.739,695.574,695.574,666.933,258.197,666.933,0.000
584,1727.754,695.997,695.997,677.270,261.374,677.270,0.000
585,1730.769,720.342,720.342,693.453,264.551,693.453,0.000
586,1733.783,755.343,755.343,716.429,267.727,716.429,0.000
587,1736.797,792.382,792.382,747.282,270.904,747.282,0.000
588,1739.811,836.112,836.112,787.230,274.081,787.230,0.000
589,1742.825,918.536,918.536,837.626,277.258,837.626,0.000
590,1745.838,980.612,980.612,899.954,280.434,899.954,0.000
591,1748.851,1030.459,1030.459,975.813,283.611,975.813,0.000
592,1751.864,1157.189,1157.189,1066.898,286.788,1066.898,0.000
593,1754.876,1205.843,1205.843,1174.975,289.965,1174.975,0.000
594,1757.888,1397.189,1397.189,1301.842,293.141,1301.842,0.000
595,1760.900,1500.766,1500.766,1449.286,296.318,1449.286,0.000
596,1763.911,1684.228,1684.228,1619.030,299.495,1619.030,0.000
597,1766.922,1858.497,1858.497,1812.670,302.672,1812.670,0.000
598,1769.933,2126.458,2126.458,2031.608,305.849,2031.608,0.000
599,1772.944,2227.305,2227.305,2276.980,309.025,2276.980,0.000
600,1775.954,2499.690,2499.690,2549.575,312.202,2549.575,0.000
601,1778.964,2767.305,2767.305,2849.756,315.379,2849.756,0.000
602,1781.974,3046.420,3046.420,3177.390,318.556,3177.390,0.000
603,1784.983,3544.305,3544.305,3531.770,321.732,3531.770,0.000
604,1787.992,3870.228,3870.228,3911.557,324.909,3911.557,0.000
605,1791.001,4051.767,4051.767,4314.735,328.086,4314.735,0.000
606,1794.010,4539.382,4539.382,4738.573,331.263,4738.573,0.000
607,1797.018,4917.844,4917.844,5179.618,334.439,5179.618,0.000
608,1800.026,5352.112,5352.112,5633.709,337.616,5633.709,0.000
609,1803.034,5741.267,5741.267,6100.902,345.688,6100.902,0.000
610,1806.041,6470.036,6470.036,6570.855,353.761,6570.855,0.000
611,1809.048,6871.075,6871.075,7037.598,361.833,7037.598,0.000
612,1812.055,7197.805,7197.805,7494.753,369.905,7494.753,0.000
613,1815.061,7717.728,7717.728,7935.673,377.977,7935.673,0.000
614,1818.067,8224.959,8224.959,8353.596,386.049,8353.596,0.000
615,1821.073,8491.306,8491.306,8741.812,394.122,8741.812,0.000
616,1824.079,8967.728,8967.728,9093.849,402.194,9093.849,0.000
617,1827.084,9298.844,9298.844,9403.644,410.266,9403.644,0.000
618,1830.089,9505.113,9505.113,9665.722,418.338,9665.722,0.000
619,1833.094,9766.344,9766.344,9875.360,426.410,9875.360,0.000
620,1836.098,10335.343,10335.343,10028.728,434.483,10028.728,0.000
621,1839.102,10450.152,10450.152,10123.007,442.555,10123.007,0.000
622,1842.106,10336.152,10336.152,10156.480,450.627,10156.480,0.000
623,1845.109,10436.036,10436.036,10128.585,458.699,10128.585,0.000
624,1848.112,10377.651,10377.651,10039.934,466.772,10039.934,0.000
625,1851.115,10470.036,10470.036,9892.293,474.844,9892.293,0.000
626,1854.118,10203.152,10203.152,9688.526,482.916,9688.526,0.000
627,1857.120,9825.921,9825.921,9432.507,490.988,9432.507,0.000
628,1860.122,9951.383,9951.383,9128.999,499.060,9128.999,0.000
629,1863.124,9349.498,9349.498,8783.510,507.133,8783.510,0.000
630,1866.125,9214.229,9214.229,8402.129,515.205,8402.129,0.000
631,1869.126,8596.383,8596.383,7991.354,523.277,7991.354,0.000
632,1872.127,8306.574,8306.574,7557.905,531.349,7557.905,0.000
633,1875.127,7768.190,7768.190,7108.553,539.421,7108.553,0.000
634,1878.127,7297.575,7297.575,6649.946,547.494,6649.946,0.000
635,1881.127,6681.652,6681.652,6188.452,555.566,6188.452,0.000
636,1884.127,6139.460,6139.460,5730.028,563.638,5730.028,0.000
637,1887.126,5684.421,5684.421,5280.100,571.710,5280.100,0.000
638,1890.125,5062.421,5062.421,4818.167,554.472,4818.167,0.000
639,1893.124,4772.036,4772.036,4373.670,537.235,4373.670,0.000
640,1896.122,4239.575,4239.575,3950.021,519.997,3950.021,0.000
641,1899.120,3711.806,3711.806,3549.909,502.759,3549.909,0.000
642,1902.118,3319.537,3319.537,3175.305,485.521,3175.305,0.000
643,1905.115,2905.498,2905.498,2827.499,468.283,2827.499,0.000
644,1908.112,2738.845,2738.845,2507.145,451.046,2507.145,0.000
645,1911.109,2282.652,2282.652,2214.327,433.808,2214.327,0.000
646,1914.106,1857.729,1857.729,1948.628,416.570,1948.628,0.000
647,1917.102,1665.537,1665.537,1709.206,399.332,1709.206,0.000
648,1920.098,1476.922,1476.922,1494.874,382.094,1494.874,0.000
649,1923.093,1249.998,1249.998,1304.177,364.857,1304.177,0.000
650,1926.089,1067.652,1067.652,1135.469,347.619,1135.469,0.000
651,1929.084,897.306,897.306,986.978,330.381,986.978,0.000
652,1932.078,785.498,785.498,856.868,313.143,856.868,0.000
653,1935.073,603.768,603.768,743.292,295.905,743.292,0.000
654,1938.067,547.691,547.691,644.441,278.668,644.441,0.000
655,1941.061,437.344,437.344,558.573,261.430,558.573,0.000
656,1944.054,386.229,386.229,484.045,244.192,484.045,0.000
657,1947.047,347.575,347.575,419.328,226.954,419.328,0.000
658,1950.040,310.960,310.960,363.027,209.716,363.027,0.000
659,1953.033,271.498,271.498,313.880,192.479,313.880,0.000
660,1956.025,228.421,228.421,270.762,175.241,270.762,0.000
661,1959.017,199.729,199.729,232.682,158.003,232.682,0.000
662,1962.009,151.344,151.344,198.778,140.765,198.778,0.000
663,1965.000,153.575,153.575,168.306,123.527,168.306,0.000
664,1967.991,123.806,123.806,140.633,106.289,140.633,0.000
665,1970.982,107.498,107.498,115.223,89.052,115.223,0.000
666,1973.973,114.768,114.768,91.632,71.814,91.632,0.000
667,1976.963,119.729,119.729,88.432,73.522,88.432,0.000
668,1979.953,100.037,100.037,86.376,75.229,86.376,0.000
669,1982.942,88.806,88.806,85.217,76.937,85.217,0.000
670,1985.932,96.768,96.768,84.756,78.645,84.756,0.000
671,1988.921,95.575,95.575,84.835,80.352,84.835,0.000
672,1991.909,87.344,87.344,85.326,82.060,85.326,0.000
673,1994.898,96.537,96.537,86.133,83.768,86.133,0.000
674,1997.886,98.498,98.498,87.177,85.475,87.177,0.000
675,2000.874,105.190,105.190,88.400,87.183,88.400,0.000
676,2003.861,98.729,98.729,89.755,88.891,89.755,0.000
677,2006.848,96.691,96.691,91.208,90.599,91.208,0.000
678,2009.835,116.114,116.114,92.734,92.306,92.734,0.000
679,2012.822,110.460,110.460,94.312,94.014,94.312,0.000
680,2015.808,115.152,115.152,95.928,95.722,95.928,0.000
681,2018.794,103.383,103.383,97.571,97.429,97.571,0.000
682,2021.780,92.267,92.267,99.234,99.137,99.234,0.000
683,2024.765,102.575,102.575,100.911,100.845,100.911,0.000
684,2027.750,112.421,112.421,102.597,102.553,102.597,0.000
685,2030.735,100.498,100.498,104.290,104.260,104.290,0.000
686,2033.720,122.498,122.498,105.988,105.968,105.988,0.000
687,2036.704,105.652,105.652,107.689,107.676,107.689,0.000
688,2039.688,105.575,105.575,109.392,109.383,109.392,0.000
689,2042.672,98.575,98.575,111.097,111.091,111.097,0.000
690,2045.655,117.460,117.460,112.802,112.799,112.802,0.000
691,2048.638,128.036,128.036,114.509,114.506,114.509,0.000
692,2051.621,124.614,124.614,116.216,116.214,116.216,0.000
693,2054.603,119.421,119.421,117.923,117.922,117.923,0.000
694,2057.586,124.806,124.806,119.630,119.630,119.630,0.000
695,2060.567,107.614,107.614,121.338,121.337,121.338,0.000
696,2063.549,127.614,127.614,123.045,123.045,123.045,0.000
697,2066.530,118.845,118.845,121.708,121.708,121.708,0.000
698,2069.511,103.806,103.806,120.371,120.371,120.371,0.000
699,2072.492,95.460,95.460,119.034,119.034,119.034,0.000
700,2075.473,102.344,102.344,117.696,117.696,117.696,0.000
701,2078.453,99.344,99.344,116.359,116.359,116.359,0.000
702,2081.433,135.614,135.614,115.022,115.022,115.022,0.000
703,2084.412,118.190,118.190,113.685,113.685,113.685,0.000
704,2087.392,106.883,106.883,112.348,112.348,112.348,0.000
705,2090.371,112.267,112.267,111.011,111.011,111.011,0.000
706,2093.349,90.998,90.998,109.674,109.674,109.674,0.000
707,2096.328,114.537,114.537,108.337,108.337,108.337,0.000
708,2099.306,107.614,107.614,106.999,106.999,106.999,0.000
709,2102.284,112.267,112.267,105.662,105.662,105.662,0.000
710,2105.261,103.036,103.036,104.325,104.325,104.325,0.000
711,2108.239,127.229,127.229,102.988,102.988,102.988,0.000
712,2111.216,117.575,117.575,101.651,101.651,101.651,0.000
713,2114.193,91.152,91.152,100.314,100.314,100.314,0.000
714,2117.169,86.344,86.344,98.977,98.977,98.977,0.000
715,2120.145,107.421,107.421,97.640,97.640,97.640,0.000
716,2123.121,81.190,81.190,96.302,96.302,96.302,0.000
717,2126.097,91.383,91.383,94.965,94.965,94.965,0.000
718,2129.072,107.460,107.460,93.628,93.628,93.628,0.000
719,2132.047,90.075,90.075,92.291,92.291,92.291,0.000
720,2135.022,96.537,96.537,90.954,90.954,90.954,0.000
721,2137.997,87.537,87.537,89.617,89.617,89.617,0.000
722,2140.971,87.614,87.614,88.280,88.280,88.280,0.000
723,2143.945,96.152,96.152,86.943,86.943,86.943,0.000
724,2146.919,95.845,95.845,85.605,85.605,85.605,0.000
725,2149.892,69.460,69.460,84.268,84.268,84.268,0.000
726,2152.865,80.267,80.267,82.931,82.931,82.931,0.000
727,2155.838,88.614,88.614,81.594,81.594,81.594,0.000
728,2158.811,92.113,92.113,81.447,81.447,81.447,0.000
729,2161.783,75.537,75.537,81.300,81.300,81.300,0.000
730,2164.755,100.460,100.460,81.152,81.152,81.152,0.000
731,2167.727,94.845,94.845,81.005,81.005,81.005,0.000
732,2170.698,86.652,86.652,80.858,80.858,80.858,0.000
733,2173.670,74.421,74.421,80.710,80.710,80.710,0.000
734,2176.641,75.652,75.652,80.563,80.563,80.563,0.000
735,2179.611,82.076,82.076,80.416,80.416,80.416,0.000
736,2182.582,72.537,72.537,80.269,80.269,80.269,0.000
737,2185.552,72.460,72.460,80.121,80.121,80.121,0.000
738,2188.522,76.306,76.306,79.974,79.974,79.974,0.000
739,2191.492,78.498,78.498,79.827,79.827,79.827,0.000
740,2194.461,80.537,80.537,79.679,79.679,79.679,0.000
741,2197.430,74.460,74.460,79.532,79.532,79.532,0.000
742,2200.399,71.460,71.460,79.385,79.385,79.385,0.000
743,2203.368,72.306,72.306,79.238,79.238,79.238,0.000
744,2206.336,80.845,80.845,79.090,79.090,79.090,0.000
745,2209.305,70.498,70.498,78.943,78.943,78.943,0.000
746,2212.272,97.267,97.267,78.796,78.796,78.796,0.000
747,2215.240,77.036,77.036,78.648,78.648,78.648,0.000
748,2218.207,81.806,81.806,78.501,78.501,78.501,0.000
749,2221.175,70.306,70.306,78.354,78.354,78.354,0.000
750,2224.141,71.498,71.498,78.207,78.207,78.207,0.000
751,2227.108,75.076,75.076,78.059,78.059,78.059,0.000
752,2230.074,95.768,95.768,77.912,77.912,77.912,0.000
753,2233.040,93.575,93.575,77.765,77.765,77.765,0.000
754,2236.006,78.768,78.768,77.617,77.617,77.617,0.000
755,2238.972,95.421,95.421,77.470,77.470,77.470,0.000
756,2241.937,64.883,64.883,77.323,77.323,77.323,0.000
757,2244.902,80.037,80.037,77.175,77.175,77.175,0.000
758,2247.867,91.037,91.037,77.028,77.028,77.028,0.000
759,2250.832,62.960,62.960,76.881,76.881,76.881,0.000
760,2253.796,70.691,70.691,76.548,76.548,76.548,0.000
761,2256.760,73.883,73.883,76.215,76.215,76.215,0.000
762,2259.724,54.230,54.230,75.882,75.882,75.882,0.000
763,2262.688,64.729,64.729,75.549,75.549,75.549,0.000
764,2265.652,63.614,63.614,75.216,75.216,75.216,0.000
765,2268.615,91.114,91.114,74.883,74.883,74.883,0.000
766,2271.578,76.845,76.845,74.550,74.550,74.550,0.000
767,2274.540,89.768,89.768,74.217,74.217,74.217,0.000
768,2277.503,79.845,79.845,73.884,73.884,73.884,0.000
769,2280.465,67.999,67.999,73.551,73.551,73.551,0.000
770,2283.427,87.652,87.652,73.218,73.218,73.218,0.000
771,2286.389,80.999,80.999,72.885,72.885,72.885,0.000
772,2289.351,81.729,81.729,72.552,72.552,72.552,0.000
773,2292.312,84.153,84.153,72.219,72.219,72.219,0.000
774,2295.273,93.114,93.114,71.886,71.886,71.886,0.000
775,2298.234,81.268,81.268,71.553,71.553,71.553,0.000
776,2301.195,64.422,64.422,71.220,71.220,71.220,0.000
777,2304.155,68.922,68.922,70.887,70.887,70.887,0.000
778,2307.115,73.614,73.614,70.554,70.554,70.554,0.000
779,2310.075,75.806,75.806,70.221,70.221,70.221,0.000
780,2313.035,76.191,76.191,69.888,69.888,69.888,0.000
781,2315.995,64.037,64.037,69.555,69.555,69.555,0.000
782,2318.954,69.999,69.999,69.222,69.222,69.222,0.000
783,2321.913,68.768,68.768,68.889,68.889,68.889,0.000
784,2324.872,75.268,75.268,68.556,68.556,68.556,0.000
785,2327.831,65.922,65.922,68.223,68.223,68.223,0.000
786,2330.789,77.922,77.922,67.890,67.890,67.890,0.000
787,2333.747,70.037,70.037,67.557,67.557,67.557,0.000
788,2336.705,59.076,59.076,67.224,67.224,67.224,0.000
789,2339.663,70.268,70.268,66.891,66.891,66.891,0.000
790,2342.621,58.307,58.307,66.558,66.558,66.558,0.000
791,2345.578,63.307,63.307,66.225,66.225,66.225,0.000
792,2348.536,72.037,72.037,65.892,65.892,65.892,0.000
793,2351.493,66.960,66.960,65.913,65.913,65.913,0.000
794,2354.449,79.114,79.114,65.935,65.935,65.935,0.000
795,2357.406,68.268,68.268,65.957,65.957,65.957,0.000
796,2360.362,61.999,61.999,65.978,65.978,65.978,0.000
797,2363.319,63.922,63.922,66.000,66.000,66.000,0.000
798,2366.275,59.999,59.999,66.022,66.022,66.022,0.000
799,2369.231,56.999,56.999,66.044,66.044,66.044,0.000
800,2372.186,64.307,64.307,66.065,66.065,66.065,0.000
801,2375.142,59.037,59.037,66.087,66.087,66.087,0.000
802,2378.097,78.191,78.191,66.109,66.109,66.109,0.000
803,2381.052,53.153,53.153,66.130,66.130,66.130,0.000
804,2384.007,68.230,68.230,66.152,66.152,66.152,0.000
805,2386.961,65.576,65.576,66.174,66.174,66.174,0.000
806,2389.916,68.191,68.191,66.195,66.195,66.195,0.000
807,2392.870,65.076,65.076,66.217,66.217,66.217,0.000
808,2395.824,66.153,66.153,66.239,66.239,66.239,0.000
809,2398.778,64.076,64.076,66.261,66.261,66.261,0.000
810,2401.732,68.037,68.037,66.282,66.282,66.282,0.000
811,2404.686,77.345,77.345,66.304,66.304,66.304,0.000
812,2407.639,63.268,63.268,66.326,66.326,66.326,0.000
813,2410.592,59.806,59.806,66.347,66.347,66.347,0.000
814,2413.546,64.999,64.999,66.369,66.369,66.369,0.000
815,2416.498,69.076,69.076,66.391,66.391,66.391,0.000
816,2419.451,59.191,59.191,66.412,66.412,66.412,0.000
817,2422.404,62.153,62.153,66.434,66.434,66.434,0.000
818,2425.356,68.384,68.384,66.456,66.456,66.456,0.000
819,2428.308,54.806,54.806,66.478,66.478,66.478,0.000
820,2431.260,68.230,68.230,66.499,66.499,66.499,0.000
821,2434.212,63.576,63.576,66.521,66.521,66.521,0.000
822,2437.164,56.345,56.345,66.543,66.543,66.543,0.000
823,2440.116,62.230,62.230,66.564,66.564,66.564,0.000
