ch,keV,net,fit,model,continuum_raw,Ba-133,continuum
693,2021.676,0.033,0.033,0.000,0.000,0.000,0.000
694,2024.613,1.067,1.067,0.000,0.000,0.000,0.000
695,2027.550,0.000,-0.134,0.000,0.000,0.000,0.000
696,2030.487,1.167,1.167,0.000,0.000,0.000,0.000
697,2033.423,0.000,-0.334,0.000,0.000,0.000,0.000
698,2036.360,0.000,-0.234,0.000,0.000,0.000,0.000
699,2039.295,0.000,-0.367,0.000,0.000,0.000,0.000
700,2042.231,0.933,0.933,0.000,0.000,0.000,0.000
701,2045.166,0.000,-0.267,0.000,0.000,0.000,0.000
702,2048.101,0.000,-0.933,0.000,0.000,0.000,0.000
703,2051.035,0.000,-0.334,0.000,0.000,0.000,0.000
704,2053.969,0.000,-0.967,0.000,0.000,0.000,0.000
705,2056.903,0.000,-0.334,0.000,0.000,0.000,0.000
706,2059.837,0.000,-1.134,0.000,0.000,0.000,0.000
707,2062.770,0.000,-0.134,0.000,0.000,0.000,0.000
708,2065.703,0.433,0.433,0.000,0.000,0.000,0.000
709,2068.635,2.533,2.533,0.000,0.000,0.000,0.000
710,2071.568,0.633,0.633,0.000,0.000,0.000,0.000
711,2074.499,0.833,0.833,0.000,0.000,0.000,0.000
712,2077.431,0.000,-1.600,0.000,0.000,0.000,0.000
713,2080.362,0.000,-0.900,0.000,0.000,0.000,0.000
714,2083.293,0.733,0.733,0.000,0.000,0.000,0.000
715,2086.223,0.700,0.700,0.000,0.000,0.000,0.000
716,2089.154,0.000,-0.134,0.000,0.000,0.000,0.000
717,2092.083,0.600,0.600,0.000,0.000,0.000,0.000
718,2095.013,0.000,-0.234,0.000,0.000,0.000,0.000
719,2097.942,0.000,-1.267,0.000,0.000,0.000,0.000
720,2100.871,0.000,-0.200,0.000,0.000,0.000,0.000
721,2103.799,1.067,1.067,0.000,0.000,0.000,0.000
722,2106.727,0.000,-0.567,0.000,0.000,0.000,0.000
723,2109.655,2.766,2.766,0.000,0.000,0.000,0.000
724,2112.582,0.933,0.933,0.000,0.000,0.000,0.000
725,2115.509,0.166,0.166,0.000,0.000,0.000,0.000
726,2118.436,0.000,-0.300,0.000,0.000,0.000,0.000
727,2121.362,0.000,-1.067,0.000,0.000,0.000,0.000
728,2124.288,0.000,-1.500,0.000,0.000,0.000,0.000
729,2127.214,0.000,-1.234,0.000,0.000,0.000,0.000
730,2130.139,1.067,1.067,0.000,0.000,0.000,0.000
731,2133.064,0.000,-1.167,0.000,0.000,0.000,0.000
732,2135.988,0.800,0.800,0.000,0.000,0.000,0.000
733,2138.912,0.000,-0.267,0.000,0.000,0.000,0.000
734,2141.836,0.000,-1.367,0.000,0.000,0.000,0.000
735,2144.759,0.000,-1.300,0.000,0.000,0.000,0.000
736,2147.682,3.267,3.267,0.000,0.000,0.000,0.000
737,2150.605,1.866,1.866,0.000,0.000,0.000,0.000
738,2153.527,0.000,-1.267,0.000,0.000,0.000,0.000
739,2156.449,0.000,-0.200,0.000,0.000,0.000,0.000
740,2159.370,0.000,-1.434,0.000,0.000,0.000,0.000
741,2162.291,0.633,0.633,0.000,0.000,0.000,0.000
742,2165.212,0.000,-0.300,0.000,0.000,0.000,0.000
743,2168.132,0.000,-1.167,0.000,0.000,0.000,0.000
744,2171.052,0.000,-1.200,0.000,0.000,0.000,0.000
745,2173.972,0.067,0.067,0.000,0.000,0.000,0.000
746,2176.891,2.700,2.700,0.000,0.000,0.000,0.000
747,2179.810,0.000,-0.867,0.000,0.000,0.000,0.000
748,2182.728,0.000,0.000,0.000,0.000,0.000,0.000
749,2185.646,1.167,1.167,0.000,0.000,0.000,0.000
750,2188.563,0.000,-1.067,0.000,0.000,0.000,0.000
751,2191.481,0.000,-0.334,0.000,0.000,0.000,0.000
752,2194.397,0.000,-1.067,0.000,0.000,0.000,0.000
753,2197.314,0.000,-1.033,0.000,0.000,0.000,0.000
754,2200.230,1.100,1.100,0.000,0.000,0.000,0.000
755,2203.145,0.000,-0.967,0.000,0.000,0.000,0.000
756,2206.061,0.000,0.000,0.000,0.000,0.000,0.000
757,2208.975,0.000,-0.933,0.000,0.000,0.000,0.000
758,2211.890,0.000,-0.867,0.000,0.000,0.000,0.000
759,2214.804,0.000,-0.067,0.000,0.000,0.000,0.000
760,2217.717,0.000,-1.134,0.000,0.000,0.000,0.000
761,2220.630,0.000,-0.234,0.000,0.000,0.000,0.000
762,2223.543,2.267,2.267,0.000,0.000,0.000,0.000
763,2226.455,0.000,-0.733,0.000,0.000,0.000,0.000
764,2229.367,0.000,-0.733,0.000,0.000,0.000,0.000
765,2232.279,2.800,2.800,0.000,0.000,0.000,0.000
766,2235.190,0.000,-1.200,0.000,0.000,0.000,0.000
767,2238.100,2.033,2.033,0.000,0.000,0.000,0.000
768,2241.011,0.167,0.167,0.000,0.000,0.000,0.000
769,2243.920,0.000,-0.134,0.000,0.000,0.000,0.000
770,2246.830,0.000,-0.767,0.000,0.000,0.000,0.000
771,2249.739,0.300,0.300,0.000,0.000,0.000,0.000
772,2252.647,0.333,0.333,0.000,0.000,0.000,0.000
773,2255.555,0.000,-0.833,0.000,0.000,0.000,0.000
774,2258.463,0.000,-0.100,0.000,0.000,0.000,0.000
775,2261.370,0.000,-0.767,0.000,0.000,0.000,0.000
776,2264.277,0.000,-0.067,0.000,0.000,0.000,0.000
777,2267.183,0.000,-0.933,0.000,0.000,0.000,0.000
778,2270.089,0.100,0.100,0.000,0.000,0.000,0.000
779,2272.995,0.200,0.200,0.000,0.000,0.000,0.000
780,2275.900,0.133,0.133,0.000,0.000,0.000,0.000
781,2278.804,0.967,0.967,0.000,0.000,0.000,0.000
782,2281.708,2.100,2.100,0.000,0.000,0.000,0.000
783,2284.612,0.133,0.133,0.000,0.000,0.000,0.000
784,2287.515,0.133,0.133,0.000,0.000,0.000,0.000
785,2290.418,0.000,-0.600,0.000,0.000,0.000,0.000
786,2293.321,0.300,0.300,0.000,0.000,0.000,0.000
787,2296.222,0.000,-0.967,0.000,0.000,0.000,0.000
788,2299.124,1.300,1.300,0.000,0.000,0.000,0.000
789,2302.025,0.000,-0.700,0.000,0.000,0.000,0.000
790,2304.926,0.000,-0.600,0.000,0.000,0.000,0.000
791,2307.826,0.000,-0.800,0.000,0.000,0.000,0.000
792,2310.725,2.200,2.200,0.000,0.000,0.000,0.000
793,2313.624,0.200,0.200,0.000,0.000,0.000,0.000
794,2316.523,1.167,1.167,0.000,0.000,0.000,0.000
795,2319.421,2.500,2.500,0.000,0.000,0.000,0.000
796,2322.319,0.000,-0.500,0.000,0.000,0.000,0.000
797,2325.217,0.000,-0.767,0.000,0.000,0.000,0.000
798,2328.113,0.233,0.233,0.000,0.000,0.000,0.000
799,2331.010,1.633,1.633,0.000,0.000,0.000,0.000
800,2333.906,1.500,1.500,0.000,0.000,0.000,0.000
801,2336.801,0.000,-0.867,0.000,0.000,0.000,0.000
802,2339.696,0.167,0.167,0.000,0.000,0.000,0.000
803,2342.591,0.333,0.333,0.000,0.000,0.000,0.000
804,2345.485,0.000,-0.867,0.000,0.000,0.000,0.000
805,2348.378,2.367,2.367,0.000,0.000,0.000,0.000
806,2351.271,0.000,-0.733,0.000,0.000,0.000,0.000
807,2354.164,0.000,-0.967,0.000,0.000,0.000,0.000
808,2357.056,0.000,-0.833,0.000,0.000,0.000,0.000
809,2359.948,0.000,-0.800,0.000,0.000,0.000,0.000
810,2362.839,0.000,-0.667,0.000,0.000,0.000,0.000
811,2365.729,0.000,-0.633,0.000,0.000,0.000,0.000
812,2368.620,0.000,-0.733,0.000,0.000,0.000,0.000
813,2371.509,0.000,-0.633,0.000,0.000,0.000,0.000
814,2374.398,0.000,-0.667,0.000,0.000,0.000,0.000
815,2377.287,3.267,3.267,0.000,0.000,0.000,0.000
816,2380.175,3.267,3.267,0.000,0.000,0.000,0.000
817,2383.063,0.000,-0.800,0.000,0.000,0.000,0.000
818,2385.950,0.000,-0.567,0.000,0.000,0.000,0.000
819,2388.837,0.500,0.500,0.000,0.000,0.000,0.000
820,2391.723,0.000,-0.600,0.000,0.000,0.000,0.000
821,2394.609,0.000,-0.667,0.000,0.000,0.000,0.000
822,2397.494,0.000,-0.900,0.000,0.000,0.000,0.000
823,2400.379,0.000,-0.367,0.000,0.000,0.000,0.000
824,2403.263,0.733,0.733,0.000,0.000,0.000,0.000
825,2406.146,0.000,-0.533,0.000,0.000,0.000,0.000
826,2409.030,1.200,1.200,0.000,0.000,0.000,0.000
827,2411.912,0.000,-0.533,0.000,0.000,0.000,0.000
828,2414.794,0.000,-0.467,0.000,0.000,0.000,0.000
829,2417.676,0.333,0.333,0.000,0.000,0.000,0.000
830,2420.557,2.300,2.300,0.000,0.000,0.000,0.000
831,2423.438,0.433,0.433,0.000,0.000,0.000,0.000
832,2426.318,0.367,0.367,0.000,0.000,0.000,0.000
833,2429.197,0.000,-0.700,0.000,0.000,0.000,0.000
834,2432.077,0.667,0.667,0.000,0.000,0.000,0.000
835,2434.955,0.000,-0.467,0.000,0.000,0.000,0.000
836,2437.833,0.000,-0.500,0.000,0.000,0.000,0.000
837,2440.710,0.333,0.333,0.000,0.000,0.000,0.000
838,2443.587,0.400,0.400,0.000,0.000,0.000,0.000
839,2446.464,0.500,0.500,0.000,0.000,0.000,0.000
840,2449.340,1.333,1.333,0.000,0.000,0.000,0.000
841,2452.215,0.000,-0.433,0.000,0.000,0.000,0.000
842,2455.090,0.300,0.300,0.000,0.000,0.000,0.000
843,2457.964,0.000,-0.533,0.000,0.000,0.000,0.000
844,2460.838,0.000,-0.400,0.000,0.000,0.000,0.000
845,2463.711,0.000,-0.433,0.000,0.000,0.000,0.000
846,2466.584,0.433,0.433,0.000,0.000,0.000,0.000
847,2469.456,0.000,-0.733,0.000,0.000,0.000,0.000
848,2472.327,0.000,-0.733,0.000,0.000,0.000,0.000
849,2475.199,0.000,-0.433,0.000,0.000,0.000,0.000
850,2478.069,0.000,-0.533,0.000,0.000,0.000,0.000
851,2480.939,0.000,-0.700,0.000,0.000,0.000,0.000
852,2483.808,0.000,-0.933,0.000,0.000,0.000,0.000
853,2486.677,0.000,-0.667,0.000,0.000,0.000,0.000
854,2489.546,0.000,-0.700,0.000,0.000,0.000,0.000
855,2492.413,0.267,0.267,0.000,0.000,0.000,0.000
856,2495.280,0.933,0.933,0.000,0.000,0.000,0.000
857,2498.147,0.000,-0.867,0.000,0.000,0.000,0.000
858,2501.013,0.000,-0.767,0.000,0.000,0.000,0.000
859,2503.879,0.766,0.766,0.000,0.000,0.000,0.000
860,2506.744,0.300,0.300,0.000,0.000,0.000,0.000
861,2509.608,0.000,-0.667,0.000,0.000,0.000,0.000
862,2512.472,0.000,-0.933,0.000,0.000,0.000,0.000
863,2515.335,0.000,-1.067,0.000,0.000,0.000,0.000
864,2518.198,0.000,-0.800,0.000,0.000,0.000,0.000
865,2521.060,0.000,-1.167,0.000,0.000,0.000,0.000
866,2523.922,0.833,0.833,0.000,0.000,0.000,0.000
867,2526.782,0.000,-0.300,0.000,0.000,0.000,0.000
868,2529.643,1.566,1.566,0.000,0.000,0.000,0.000
869,2532.503,0.000,-1.100,0.000,0.000,0.000,0.000
870,2535.362,1.300,1.300,0.000,0.000,0.000,0.000
871,2538.221,1.967,1.967,0.000,0.000,0.000,0.000
872,2541.079,0.000,-0.467,0.000,0.000,0.000,0.000
873,2543.936,0.000,-0.100,0.000,0.000,0.000,0.000
874,2546.793,0.000,-1.033,0.000,0.000,0.000,0.000
875,2549.650,0.000,-0.234,0.000,0.000,0.000,0.000
876,2552.505,0.000,-0.167,0.000,0.000,0.000,0.000
877,2555.361,0.700,0.700,0.000,0.000,0.000,0.000
878,2558.215,0.000,-1.200,0.000,0.000,0.000,0.000
879,2561.069,0.000,-1.300,0.000,0.000,0.000,0.000
880,2563.923,0.000,-0.334,0.000,0.000,0.000,0.000
881,2566.776,0.000,-0.200,0.000,0.000,0.000,0.000
882,2569.628,0.000,-1.267,0.000,0.000,0.000,0.000
883,2572.479,0.000,-0.134,0.000,0.000,0.000,0.000
884,2575.330,0.000,-0.267,0.000,0.000,0.000,0.000
885,2578.181,0.000,-0.267,0.000,0.000,0.000,0.000
886,2581.031,3.000,3.000,0.000,0.000,0.000,0.000
887,2583.880,0.000,-0.900,0.000,0.000,0.000,0.000
888,2586.729,1.333,1.333,0.000,0.000,0.000,0.000
889,2589.577,0.000,-0.167,0.000,0.000,0.000,0.000
890,2592.424,0.267,0.267,0.000,0.000,0.000,0.000
891,2595.271,0.000,-0.134,0.000,0.000,0.000,0.000
892,2598.117,0.300,0.300,0.000,0.000,0.000,0.000
893,2600.963,1.300,1.300,0.000,0.000,0.000,0.000
894,2603.808,0.267,0.267,0.000,0.000,0.000,0.000
895,2606.652,0.000,-0.733,0.000,0.000,0.000,0.000
896,2609.496,0.000,-0.800,0.000,0.000,0.000,0.000
897,2612.339,0.267,0.267,0.000,0.000,0.000,0.000
898,2615.182,0.000,-0.433,0.000,0.000,0.000,0.000
899,2618.024,0.000,-0.500,0.000,0.000,0.000,0.000
900,2620.865,0.000,-0.467,0.000,0.000,0.000,0.000
901,2623.706,0.000,-0.467,0.000,0.000,0.000,0.000
902,2626.546,0.000,-0.600,0.000,0.000,0.000,0.000
903,2629.385,1.633,1.633,0.000,0.000,0.000,0.000
904,2632.224,0.000,-0.433,0.000,0.000,0.000,0.000
905,2635.062,0.000,-0.433,0.000,0.000,0.000,0.000
906,2637.900,0.000,-0.567,0.000,0.000,0.000,0.000
907,2640.736,0.000,-0.300,0.000,0.000,0.000,0.000
908,2643.573,0.500,0.500,0.000,0.000,0.000,0.000
909,2646.408,0.000,-0.500,0.000,0.000,0.000,0.000
910,2649.243,0.000,-0.467,0.000,0.000,0.000,0.000
911,2652.078,0.667,0.667,0.000,0.000,0.000,0.000
912,2654.912,0.733,0.733,0.000,0.000,0.000,0.000
913,2657.745,0.000,-0.267,0.000,0.000,0.000,0.000
914,2660.577,0.000,-0.533,0.000,0.000,0.000,0.000
915,2663.409,0.000,-0.433,0.000,0.000,0.000,0.000
916,2666.240,0.000,-0.267,0.000,0.000,0.000,0.000
917,2669.071,0.467,0.467,0.000,0.000,0.000,0.000
918,2671.900,0.000,-0.300,0.000,0.000,0.000,0.000
919,2674.730,0.000,-0.200,0.000,0.000,0.000,0.000
920,2677.558,0.000,-0.433,0.000,0.000,0.000,0.000
921,2680.386,0.000,-0.367,0.000,0.000,0.000,0.000
922,2683.213,0.533,0.533,0.000,0.000,0.000,0.000
923,2686.040,0.000,-0.133,0.000,0.000,0.000,0.000
924,2688.866,0.600,0.600,0.000,0.000,0.000,0.000
925,2691.691,0.000,-0.233,0.000,0.000,0.000,0.000
926,2694.516,0.000,-0.333,0.000,0.000,0.000,0.000
927,2697.340,1.500,1.500,0.000,0.000,0.000,0.000
928,2700.163,0.000,-0.200,0.000,0.000,0.000,0.000
929,2702.986,0.700,0.700,0.000,0.000,0.000,0.000
930,2705.808,0.000,-0.367,0.000,0.000,0.000,0.000
931,2708.629,0.000,-0.400,0.000,0.000,0.000,0.000
932,2711.450,0.733,0.733,0.000,0.000,0.000,0.000
933,2714.270,0.000,-0.367,0.000,0.000,0.000,0.000
934,2717.089,0.000,-0.267,0.000,0.000,0.000,0.000
935,2719.907,0.733,0.733,0.000,0.000,0.000,0.000
936,2722.725,0.000,-0.233,0.000,0.000,0.000,0.000
937,2725.543,0.000,-0.400,0.000,0.000,0.000,0.000
938,2728.359,0.633,0.633,0.000,0.000,0.000,0.000
939,2731.175,0.700,0.700,0.000,0.000,0.000,0.000
940,2733.990,0.000,-0.300,0.000,0.000,0.000,0.000
941,2736.805,0.000,-0.233,0.000,0.000,0.000,0.000
942,2739.619,0.000,-0.333,0.000,0.000,0.000,0.000
943,2742.432,0.000,-0.367,0.000,0.000,0.000,0.000
944,2745.244,0.000,-0.367,0.000,0.000,0.000,0.000
945,2748.056,0.000,-0.200,0.000,0.000,0.000,0.000
946,2750.867,0.000,-0.467,0.000,0.000,0.000,0.000
947,2753.678,0.000,-0.333,0.000,0.000,0.000,0.000
948,2756.487,0.667,0.667,0.000,0.000,0.000,0.000
949,2759.297,0.000,-0.367,0.000,0.000,0.000,0.000
950,2762.105,0.000,-0.300,0.000,0.000,0.000,0.000
951,2764.912,0.000,-0.300,0.000,0.000,0.000,0.000
952,2767.719,0.800,0.800,0.000,0.000,0.000,0.000
953,2770.526,0.000,-0.400,0.000,0.000,0.000,0.000
954,2773.331,0.000,-0.300,0.000,0.000,0.000,0.000
955,2776.136,0.000,-0.333,0.000,0.000,0.000,0.000
956,2778.940,0.000,-0.400,0.000,0.000,0.000,0.000
957,2781.744,0.000,-0.300,0.000,0.000,0.000,0.000
958,2784.546,1.700,1.700,0.000,0.000,0.000,0.000
959,2787.348,0.000,-0.167,0.000,0.000,0.000,0.000
960,2790.150,0.800,0.800,0.002,0.002,0.000,0.002
961,2792.950,0.000,-0.467,0.003,0.003,0.000,0.003
962,2795.750,0.000,-0.267,0.005,0.005,0.000,0.005
963,2798.549,0.000,-0.167,0.006,0.006,0.000,0.006
964,2801.348,0.000,-0.433,0.008,0.008,0.000,0.008
965,2804.145,0.000,-0.100,0.009,0.009,0.000,0.009
966,2806.942,0.000,-0.333,0.011,0.011,0.000,0.011
967,2809.738,0.000,-0.400,0.012,0.012,0.000,0.012
968,2812.534,0.667,0.667,0.014,0.014,0.000,0.014
969,2815.329,0.000,-0.367,0.015,0.015,0.000,0.015
970,2818.123,0.667,0.667,0.017,0.017,0.000,0.017
971,2820.916,0.533,0.533,0.018,0.018,0.000,0.018
972,2823.709,0.000,-0.233,0.020,0.020,0.000,0.020
973,2826.501,0.000,-0.200,0.021,0.021,0.000,0.021
974,2829.292,0.667,0.667,0.023,0.023,0.000,0.023
975,2832.082,0.000,-0.167,0.024,0.024,0.000,0.024
976,2834.872,0.000,-0.233,0.026,0.026,0.000,0.026
977,2837.661,0.633,0.633,0.027,0.027,0.000,0.027
978,2840.449,0.000,-0.300,0.029,0.029,0.000,0.029
979,2843.237,0.000,-0.367,0.030,0.030,0.000,0.030
980,2846.024,0.000,-0.233,0.032,0.032,0.000,0.032
981,2848.809,0.000,-0.233,0.033,0.033,0.000,0.033
982,2851.595,0.000,-0.300,0.035,0.035,0.000,0.035
983,2854.379,0.767,0.767,0.036,0.036,0.000,0.036
984,2857.163,0.000,-0.333,0.038,0.038,0.000,0.038
985,2859.946,0.000,-0.300,0.039,0.039,0.000,0.039
986,2862.728,0.000,-0.267,0.041,0.041,0.000,0.041
987,2865.510,1.800,1.800,0.042,0.042,0.000,0.042
988,2868.291,0.000,-0.200,0.044,0.044,0.000,0.044
989,2871.071,0.000,-0.467,0.045,0.045,0.000,0.045
990,2873.850,0.000,-0.233,0.047,0.047,0.000,0.047
991,2876.628,0.700,0.700,0.048,0.048,0.000,0.048
992,2879.406,0.733,0.733,0.050,0.050,0.000,0.050
993,2882.183,0.000,-0.200,0.051,0.051,0.000,0.051
994,2884.959,0.000,-0.300,0.053,0.053,0.000,0.053
995,2887.735,0.000,-0.233,0.054,0.054,0.000,0.054
996,2890.509,0.000,-0.400,0.056,0.056,0.000,0.056
997,2893.283,0.000,-0.200,0.057,0.057,0.000,0.057
998,2896.056,0.000,-0.233,0.059,0.059,0.000,0.059
999,2898.829,0.800,0.800,0.060,0.060,0.000,0.060
1000,2901.600,0.667,0.667,0.062,0.062,0.000,0.062
1001,2904.371,0.000,-0.267,0.063,0.063,0.000,0.063
1002,2907.141,0.000,-0.267,0.065,0.065,0.000,0.065
1003,2909.910,0.633,0.633,0.066,0.066,0.000,0.066
1004,2912.679,0.733,0.733,0.068,0.068,0.000,0.068
1005,2915.447,1.600,1.600,0.069,0.069,0.000,0.069
1006,2918.214,0.000,-0.233,0.071,0.071,0.000,0.071
1007,2920.980,0.000,-0.067,0.072,0.072,0.000,0.072
1008,2923.745,0.000,-0.300,0.074,0.074,0.000,0.074
1009,2926.510,0.000,-0.433,0.075,0.075,0.000,0.075
1010,2929.273,0.633,0.633,0.077,0.077,0.000,0.077
1011,2932.036,0.667,0.667,0.078,0.078,0.000,0.078
1012,2934.799,0.000,-0.133,0.080,0.080,0.000,0.080
1013,2937.560,0.000,-0.133,0.081,0.081,0.000,0.081
1014,2940.321,0.000,-0.300,0.083,0.083,0.000,0.083
1015,2943.081,0.733,0.733,0.084,0.084,0.000,0.084
1016,2945.840,0.000,-0.233,0.085,0.085,0.000,0.085
1017,2948.598,0.733,0.733,0.087,0.087,0.000,0.087
1018,2951.355,0.000,-0.267,0.088,0.088,0.000,0.088
1019,2954.112,0.000,-0.300,0.090,0.090,0.000,0.090
1020,2956.868,0.000,-0.200,0.091,0.091,0.000,0.091
1021,2959.623,0.833,0.833,0.093,0.093,0.000,0.093
1022,2962.377,0.000,-0.233,0.094,0.094,0.000,0.094
1023,2965.130,0.000,-0.267,0.096,0.096,0.000,0.096
