ch,keV,net,fit,model,continuum_raw,Cs-137,continuum
3334,1236.928,0.996,0.996,4.800,4.800,0.000,4.800
3335,1237.326,21.797,21.797,4.794,4.794,0.000,4.794
3336,1237.725,8.625,8.625,4.789,4.789,0.000,4.789
3337,1238.123,5.810,5.810,4.783,4.783,0.000,4.783
3338,1238.522,10.287,10.287,4.777,4.777,0.000,4.777
3339,1238.921,4.402,4.402,4.772,4.772,0.000,4.772
3340,1239.319,6.885,6.885,4.766,4.766,0.000,4.766
3341,1239.718,22.049,22.049,4.760,4.760,0.000,4.760
3342,1240.116,9.594,9.594,4.754,4.754,0.000,4.754
3343,1240.515,9.967,9.967,4.749,4.749,0.000,4.749
3344,1240.914,12.184,12.184,4.743,4.743,0.000,4.743
3345,1241.312,3.552,3.552,4.737,4.737,0.000,4.737
3346,1241.711,5.284,5.284,4.731,4.731,0.000,4.731
3347,1242.110,9.167,9.167,4.726,4.726,0.000,4.726
3348,1242.509,0.000,-2.088,4.720,4.720,0.000,4.720
3349,1242.907,4.353,4.353,4.714,4.714,0.000,4.714
3350,1243.306,5.434,5.434,4.709,4.709,0.000,4.709
3351,1243.705,12.397,12.397,4.703,4.703,0.000,4.703
3352,1244.104,0.000,-10.620,4.697,4.697,0.000,4.697
3353,1244.503,8.127,8.127,4.691,4.691,0.000,4.691
3354,1244.902,0.000,-1.369,4.686,4.686,0.000,4.686
3355,1245.300,5.327,5.327,4.680,4.680,0.000,4.680
3356,1245.699,8.281,8.281,4.674,4.674,0.000,4.674
3357,1246.098,8.230,8.230,4.669,4.669,0.000,4.669
3358,1246.497,0.000,-1.050,4.663,4.663,0.000,4.663
3359,1246.896,9.023,9.023,4.657,4.657,0.000,4.657
3360,1247.295,14.813,14.813,4.651,4.651,0.000,4.651
3361,1247.694,0.000,-0.766,4.646,4.646,0.000,4.646
3362,1248.093,14.234,14.234,4.640,4.640,0.000,4.640
3363,1248.492,1.643,1.643,4.634,4.634,0.000,4.634
3364,1248.891,9.544,9.544,4.628,4.628,0.000,4.628
3365,1249.291,5.649,5.649,4.623,4.623,0.000,4.623
3366,1249.690,5.787,5.787,4.617,4.617,0.000,4.617
3367,1250.089,10.532,10.532,4.611,4.611,0.000,4.611
3368,1250.488,0.000,-9.033,4.606,4.606,0.000,4.606
3369,1250.887,9.414,9.414,4.600,4.600,0.000,4.600
3370,1251.286,1.849,1.849,4.594,4.594,0.000,4.594
3371,1251.686,4.959,4.959,4.588,4.588,0.000,4.588
3372,1252.085,9.715,9.715,4.583,4.583,0.000,4.583
3373,1252.484,13.922,13.922,4.577,4.577,0.000,4.577
3374,1252.884,5.150,5.150,4.571,4.571,0.000,4.571
3375,1253.283,0.000,-0.936,4.566,4.566,0.000,4.566
3376,1253.682,12.627,12.627,4.560,4.560,0.000,4.560
3377,1254.082,1.498,1.498,4.554,4.554,0.000,4.554
3378,1254.481,9.468,9.468,4.548,4.548,0.000,4.548
3379,1254.880,3.176,3.176,4.543,4.543,0.000,4.543
3380,1255.280,0.000,-3.302,4.537,4.537,0.000,4.537
3381,1255.679,11.089,11.089,4.531,4.531,0.000,4.531
3382,1256.079,10.397,10.397,4.525,4.525,0.000,4.525
3383,1256.478,5.121,5.121,4.520,4.520,0.000,4.520
3384,1256.878,0.000,-2.449,4.514,4.514,0.000,4.514
3385,1257.277,12.955,12.955,4.508,4.508,0.000,4.508
3386,1257.677,11.316,11.316,4.503,4.503,0.000,4.503
3387,1258.076,11.403,11.403,4.497,4.497,0.000,4.497
3388,1258.476,17.940,17.940,4.491,4.491,0.000,4.491
3389,1258.875,0.000,-7.175,4.485,4.485,0.000,4.485
3390,1259.275,22.797,22.797,4.480,4.480,0.000,4.480
3391,1259.675,4.408,4.408,4.474,4.474,0.000,4.474
3392,1260.074,3.194,3.194,4.468,4.468,0.000,4.468
3393,1260.474,0.000,-5.794,4.463,4.463,0.000,4.463
3394,1260.874,5.663,5.663,4.457,4.457,0.000,4.457
3395,1261.274,4.239,4.239,4.451,4.451,0.000,4.451
3396,1261.673,1.949,1.949,4.445,4.445,0.000,4.445
3397,1262.073,4.954,4.954,4.440,4.440,0.000,4.440
3398,1262.473,0.678,0.678,4.434,4.434,0.000,4.434
3399,1262.873,9.730,9.730,4.428,4.428,0.000,4.428
3400,1263.273,12.313,12.313,4.423,4.423,0.000,4.423
3401,1263.672,12.637,12.637,4.417,4.417,0.000,4.417
3402,1264.072,3.325,3.325,4.411,4.411,0.000,4.411
3403,1264.472,0.000,-3.519,4.405,4.405,0.000,4.405
3404,1264.872,4.574,4.574,4.400,4.400,0.000,4.400
3405,1265.272,6.162,6.162,4.394,4.394,0.000,4.394
3406,1265.672,0.074,0.074,4.388,4.388,0.000,4.388
3407,1266.072,3.573,3.573,4.382,4.382,0.000,4.382
3408,1266.472,3.424,3.424,4.377,4.377,0.000,4.377
3409,1266.872,3.582,3.582,4.371,4.371,0.000,4.371
3410,1267.272,1.554,1.554,4.365,4.365,0.000,4.365
3411,1267.672,2.845,2.845,4.360,4.360,0.000,4.360
3412,1268.072,0.000,-12.245,4.354,4.354,0.000,4.354
3413,1268.472,0.000,-18.009,4.348,4.348,0.000,4.348
3414,1268.872,8.659,8.659,4.342,4.342,0.000,4.342
3415,1269.273,3.870,3.870,4.337,4.337,0.000,4.337
3416,1269.673,0.453,0.453,4.331,4.331,0.000,4.331
3417,1270.073,11.396,11.396,4.325,4.325,0.000,4.325
3418,1270.473,9.053,9.053,4.320,4.320,0.000,4.320
3419,1270.873,14.639,14.639,4.314,4.314,0.000,4.314
3420,1271.274,8.681,8.681,4.308,4.308,0.000,4.308
3421,1271.674,2.702,2.702,4.302,4.302,0.000,4.302
3422,1272.074,9.630,9.630,4.297,4.297,0.000,4.297
3423,1272.474,9.778,9.778,4.321,4.321,0.000,4.321
3424,1272.875,13.838,13.838,4.344,4.344,0.000,4.344
3425,1273.275,15.676,15.676,4.368,4.368,0.000,4.368
3426,1273.676,12.375,12.375,4.392,4.392,0.000,4.392
3427,1274.076,12.843,12.843,4.416,4.416,0.000,4.416
3428,1274.476,0.000,-3.575,4.440,4.440,0.000,4.440
3429,1274.877,3.714,3.714,4.464,4.464,0.000,4.464
3430,1275.277,0.368,0.368,4.488,4.488,0.000,4.488
3431,1275.678,8.452,8.452,4.512,4.512,0.000,4.512
3432,1276.078,6.877,6.877,4.536,4.536,0.000,4.536
3433,1276.479,0.000,-2.141,4.559,4.559,0.000,4.559
3434,1276.879,1.206,1.206,4.583,4.583,0.000,4.583
3435,1277.280,0.000,-5.322,4.607,4.607,0.000,4.607
3436,1277.680,0.000,-1.196,4.631,4.631,0.000,4.631
3437,1278.081,0.732,0.732,4.655,4.655,0.000,4.655
3438,1278.482,4.939,4.939,4.679,4.679,0.000,4.679
3439,1278.882,0.000,-8.418,4.703,4.703,0.000,4.703
3440,1279.283,0.000,-0.811,4.727,4.727,0.000,4.727
3441,1279.684,6.340,6.340,4.751,4.751,0.000,4.751
3442,1280.084,0.007,0.007,4.774,4.774,0.000,4.774
3443,1280.485,9.102,9.102,4.798,4.798,0.000,4.798
3444,1280.886,11.151,11.151,4.822,4.822,0.000,4.822
3445,1281.286,5.163,5.163,4.846,4.846,0.000,4.846
3446,1281.687,6.411,6.411,4.870,4.870,0.000,4.870
3447,1282.088,0.000,-5.229,4.894,4.894,0.000,4.894
3448,1282.489,4.288,4.288,4.918,4.918,0.000,4.918
3449,1282.890,2.383,2.383,4.942,4.942,0.000,4.942
3450,1283.290,19.920,19.920,4.965,4.965,0.000,4.965
3451,1283.691,10.883,10.883,4.989,4.989,0.000,4.989
3452,1284.092,0.000,-1.559,5.013,5.013,0.000,5.013
3453,1284.493,5.908,5.908,5.037,5.037,0.000,5.037
3454,1284.894,0.000,-2.118,5.061,5.061,0.000,5.061
3455,1285.295,11.525,11.525,5.085,5.085,0.000,5.085
3456,1285.696,13.600,13.600,5.109,5.109,0.000,5.109
3457,1286.097,13.055,13.055,5.133,5.133,0.000,5.133
3458,1286.498,15.937,15.937,5.157,5.157,0.000,5.157
3459,1286.899,7.797,7.797,5.180,5.180,0.000,5.180
3460,1287.300,0.000,-10.045,5.204,5.204,0.000,5.204
3461,1287.701,0.000,-6.313,5.228,5.228,0.000,5.228
3462,1288.102,11.147,11.147,5.252,5.252,0.000,5.252
3463,1288.503,11.115,11.115,5.276,5.276,0.000,5.276
3464,1288.905,7.146,7.146,5.300,5.300,0.000,5.300
3465,1289.306,3.706,3.706,5.324,5.324,0.000,5.324
3466,1289.707,10.934,10.934,5.348,5.348,0.000,5.348
3467,1290.108,0.000,-4.370,5.372,5.372,0.000,5.372
3468,1290.509,0.000,-0.985,5.395,5.395,0.000,5.395
3469,1290.911,19.448,19.448,5.419,5.419,0.000,5.419
3470,1291.312,3.175,3.175,5.443,5.443,0.000,5.443
3471,1291.713,0.000,-4.595,5.467,5.467,0.000,5.467
3472,1292.114,0.000,-3.295,5.491,5.491,0.000,5.491
3473,1292.516,4.287,4.287,5.515,5.515,0.000,5.515
3474,1292.917,6.466,6.466,5.539,5.539,0.000,5.539
3475,1293.318,6.761,6.761,5.563,5.563,0.000,5.563
3476,1293.720,4.985,4.985,5.587,5.587,0.000,5.587
3477,1294.121,6.661,6.661,5.610,5.610,0.000,5.610
3478,1294.523,5.586,5.586,5.634,5.634,0.000,5.634
3479,1294.924,8.794,8.794,5.658,5.658,0.000,5.658
3480,1295.325,23.244,23.244,5.682,5.682,0.000,5.682
3481,1295.727,2.862,2.862,5.706,5.706,0.000,5.706
3482,1296.128,0.408,0.408,5.730,5.730,0.000,5.730
3483,1296.530,7.061,7.061,5.754,5.754,0.000,5.754
3484,1296.931,10.338,10.338,5.778,5.778,0.000,5.778
3485,1297.333,0.000,-0.597,5.802,5.802,0.000,5.802
3486,1297.735,13.267,13.267,5.825,5.825,0.000,5.825
3487,1298.136,1.861,1.861,5.849,5.849,0.000,5.849
3488,1298.538,5.343,5.343,5.873,5.873,0.000,5.873
3489,1298.939,4.611,4.611,5.897,5.897,0.000,5.897
3490,1299.341,9.935,9.935,5.921,5.921,0.000,5.921
3491,1299.743,12.158,12.158,5.945,5.945,0.000,5.945
3492,1300.144,1.619,1.619,5.969,5.969,0.000,5.969
3493,1300.546,0.000,-2.684,5.993,5.993,0.000,5.993
3494,1300.948,7.041,7.041,6.017,6.017,0.000,6.017
3495,1301.350,16.251,16.251,6.040,6.040,0.000,6.040
3496,1301.751,3.276,3.276,6.064,6.064,0.000,6.064
3497,1302.153,9.515,9.515,6.088,6.088,0.000,6.088
3498,1302.555,0.362,0.362,6.112,6.112,0.000,6.112
3499,1302.957,25.383,25.383,6.136,6.136,0.000,6.136
3500,1303.359,10.709,10.709,6.160,6.160,0.000,6.160
3501,1303.760,7.559,7.559,6.184,6.184,0.000,6.184
3502,1304.162,9.558,9.558,6.208,6.208,0.000,6.208
3503,1304.564,1.542,1.542,6.232,6.232,0.000,6.232
3504,1304.966,17.926,17.926,6.255,6.255,0.000,6.255
3505,1305.368,3.800,3.800,6.279,6.279,0.000,6.279
3506,1305.770,8.329,8.329,6.303,6.303,0.000,6.303
3507,1306.172,0.257,0.257,6.327,6.327,0.000,6.327
3508,1306.574,3.805,3.805,6.351,6.351,0.000,6.351
3509,1306.976,2.171,2.171,6.375,6.375,0.000,6.375
3510,1307.378,0.000,-0.551,6.399,6.399,0.000,6.399
3511,1307.780,0.000,-2.780,6.423,6.423,0.000,6.423
3512,1308.182,9.385,9.385,6.447,6.447,0.000,6.447
3513,1308.584,3.152,3.152,6.470,6.470,0.000,6.470
3514,1308.986,12.642,12.642,6.494,6.494,0.000,6.494
3515,1309.389,13.838,13.838,6.518,6.518,0.000,6.518
3516,1309.791,4.129,4.129,6.542,6.542,0.000,6.542
3517,1310.193,2.511,2.511,6.566,6.566,0.000,6.566
3518,1310.595,18.926,18.926,6.590,6.590,0.000,6.590
3519,1310.997,11.571,11.571,6.614,6.614,0.000,6.614
3520,1311.400,0.000,-3.852,6.638,6.638,0.000,6.638
3521,1311.802,10.820,10.820,6.662,6.662,0.000,6.662
3522,1312.204,5.914,5.914,6.685,6.685,0.000,6.685
3523,1312.606,14.171,14.171,6.709,6.709,0.000,6.709
3524,1313.009,0.716,0.716,6.733,6.733,0.000,6.733
3525,1313.411,0.000,-0.478,6.757,6.757,0.000,6.757
3526,1313.813,18.188,18.188,6.781,6.781,0.000,6.781
3527,1314.216,2.783,2.783,6.805,6.805,0.000,6.805
3528,1314.618,12.280,12.280,6.829,6.829,0.000,6.829
3529,1315.020,8.455,8.455,6.853,6.853,0.000,6.853
3530,1315.423,1.564,1.564,6.877,6.877,0.000,6.877
3531,1315.825,18.618,18.618,6.900,6.900,0.000,6.900
3532,1316.228,0.000,-5.377,6.924,6.924,0.000,6.924
3533,1316.630,5.017,5.017,6.948,6.948,0.000,6.948
3534,1317.033,0.263,0.263,6.972,6.972,0.000,6.972
3535,1317.435,7.693,7.693,6.996,6.996,0.000,6.996
3536,1317.838,15.964,15.964,7.020,7.020,0.000,7.020
3537,1318.240,14.072,14.072,7.044,7.044,0.000,7.044
3538,1318.643,0.918,0.918,7.068,7.068,0.000,7.068
3539,1319.046,0.000,-2.765,7.092,7.092,0.000,7.092
3540,1319.448,5.080,5.080,7.115,7.115,0.000,7.115
3541,1319.851,24.146,24.146,7.139,7.139,0.000,7.139
3542,1320.253,10.803,10.803,7.163,7.163,0.000,7.163
3543,1320.656,9.395,9.395,7.187,7.187,0.000,7.187
3544,1321.059,0.000,-2.882,7.211,7.211,0.000,7.211
3545,1321.461,11.744,11.744,7.235,7.235,0.000,7.235
3546,1321.864,11.602,11.602,7.259,7.259,0.000,7.259
3547,1322.267,10.860,10.860,7.283,7.283,0.000,7.283
3548,1322.670,22.142,22.142,7.306,7.306,0.000,7.306
3549,1323.072,24.130,24.130,7.330,7.330,0.000,7.330
3550,1323.475,4.352,4.352,7.354,7.354,0.000,7.354
3551,1323.878,15.688,15.688,7.378,7.378,0.000,7.378
3552,1324.281,11.195,11.195,7.402,7.402,0.000,7.402
3553,1324.684,5.679,5.679,7.426,7.426,0.000,7.426
3554,1325.087,13.219,13.219,7.450,7.450,0.000,7.450
3555,1325.490,9.750,9.750,7.474,7.474,0.000,7.474
3556,1325.892,18.631,18.631,7.498,7.498,0.000,7.498
3557,1326.295,14.672,14.672,7.521,7.521,0.000,7.521
3558,1326.698,8.672,8.672,7.545,7.545,0.000,7.545
3559,1327.101,18.366,18.366,7.569,7.569,0.000,7.569
3560,1327.504,8.815,8.815,7.593,7.593,0.000,7.593
3561,1327.907,1.711,1.711,7.617,7.617,0.000,7.617
3562,1328.310,24.806,24.806,7.641,7.641,0.000,7.641
3563,1328.713,20.937,20.937,7.665,7.665,0.000,7.665
3564,1329.116,9.764,9.764,7.689,7.689,0.000,7.689
3565,1329.520,7.042,7.042,7.713,7.713,0.000,7.713
3566,1329.923,20.357,20.357,7.736,7.736,0.000,7.736
3567,1330.326,13.085,13.085,7.760,7.760,0.000,7.760
3568,1330.729,1.060,1.060,7.784,7.784,0.000,7.784
3569,1331.132,14.200,14.200,7.808,7.808,0.000,7.808
3570,1331.535,6.356,6.356,7.832,7.832,0.000,7.832
3571,1331.938,7.597,7.597,7.856,7.856,0.000,7.856
3572,1332.342,0.000,-4.516,7.880,7.880,0.000,7.880
3573,1332.745,0.000,-0.030,7.904,7.904,0.000,7.904
3574,1333.148,3.481,3.481,7.928,7.928,0.000,7.928
3575,1333.551,6.751,6.751,7.951,7.951,0.000,7.951
3576,1333.955,15.161,15.161,7.975,7.975,0.000,7.975
3577,1334.358,4.016,4.016,7.999,7.999,0.000,7.999
3578,1334.761,7.186,7.186,8.023,8.023,0.000,8.023
3579,1335.165,3.131,3.131,8.047,8.047,0.000,8.047
3580,1335.568,8.129,8.129,8.071,8.071,0.000,8.071
3581,1335.971,17.706,17.706,8.095,8.095,0.000,8.095
3582,1336.375,6.782,6.782,8.119,8.119,0.000,8.119
3583,1336.778,9.152,9.152,8.143,8.143,0.000,8.143
3584,1337.182,0.000,-3.031,8.166,8.166,0.000,8.166
3585,1337.585,5.172,5.172,8.190,8.190,0.000,8.190
3586,1337.988,3.813,3.813,8.214,8.214,0.000,8.214
3587,1338.392,20.672,20.672,8.238,8.238,0.000,8.238
3588,1338.795,12.145,12.145,8.262,8.262,0.000,8.262
3589,1339.199,20.002,20.002,8.286,8.286,0.000,8.286
3590,1339.603,2.263,2.263,8.310,8.310,0.000,8.310
3591,1340.006,12.861,12.861,8.334,8.334,0.000,8.334
3592,1340.410,8.729,8.729,8.358,8.358,0.000,8.358
3593,1340.813,14.014,14.014,8.381,8.381,0.000,8.381
3594,1341.217,6.646,6.646,8.405,8.405,0.000,8.405
3595,1341.621,7.786,7.786,8.429,8.429,0.000,8.429
3596,1342.024,9.428,9.428,8.453,8.453,0.000,8.453
3597,1342.428,7.269,7.269,8.477,8.477,0.000,8.477
3598,1342.832,0.356,0.356,8.501,8.501,0.000,8.501
3599,1343.235,12.729,12.729,8.525,8.525,0.000,8.525
3600,1343.639,0.000,-6.277,8.549,8.549,0.000,8.549
3601,1344.043,14.748,14.748,8.573,8.573,0.000,8.573
3602,1344.446,0.000,-3.696,8.596,8.596,0.000,8.596
3603,1344.850,0.332,0.332,8.620,8.620,0.000,8.620
3604,1345.254,13.859,13.859,8.644,8.644,0.000,8.644
3605,1345.658,15.768,15.768,8.668,8.668,0.000,8.668
3606,1346.062,14.691,14.691,8.692,8.692,0.000,8.692
3607,1346.466,0.000,-9.033,8.716,8.716,0.000,8.716
3608,1346.869,6.029,6.029,8.740,8.740,0.000,8.740
3609,1347.273,22.256,22.256,8.764,8.764,0.000,8.764
3610,1347.677,14.985,14.985,8.788,8.788,0.000,8.788
3611,1348.081,4.252,4.252,8.811,8.811,0.000,8.811
3612,1348.485,5.071,5.071,8.835,8.835,0.000,8.835
3613,1348.889,21.021,21.021,8.859,8.859,0.000,8.859
3614,1349.293,31.110,31.110,8.883,8.883,0.000,8.883
3615,1349.697,24.678,24.678,8.907,8.907,0.000,8.907
3616,1350.101,22.050,22.050,8.931,8.931,0.000,8.931
3617,1350.505,5.653,5.653,8.955,8.955,0.000,8.955
3618,1350.909,5.276,5.276,8.979,8.979,0.000,8.979
3619,1351.313,7.373,7.373,9.003,9.003,0.000,9.003
3620,1351.717,8.867,8.867,9.026,9.026,0.000,9.026
3621,1352.121,16.408,16.408,9.050,9.050,0.000,9.050
3622,1352.525,0.000,-0.042,9.074,9.074,0.000,9.074
3623,1352.930,7.061,7.061,9.098,9.098,0.000,9.098
3624,1353.334,13.180,13.180,9.122,9.122,0.000,9.122
3625,1353.738,0.000,-6.390,9.146,9.146,0.000,9.146
3626,1354.142,8.955,8.955,9.170,9.170,0.000,9.170
3627,1354.546,13.464,13.464,9.194,9.194,0.000,9.194
3628,1354.950,10.683,10.683,9.218,9.218,0.000,9.218
3629,1355.355,12.014,12.014,9.241,9.241,0.000,9.241
3630,1355.759,25.815,25.815,9.265,9.265,0.000,9.265
3631,1356.163,6.405,6.405,9.289,9.289,0.000,9.289
3632,1356.568,18.690,18.690,9.313,9.313,0.000,9.313
3633,1356.972,3.222,3.222,9.337,9.337,0.000,9.337
3634,1357.376,12.990,12.990,9.361,9.361,0.000,9.361
3635,1357.781,8.014,8.014,9.388,9.388,0.000,9.388
3636,1358.185,24.445,24.445,9.415,9.415,0.000,9.415
3637,1358.589,0.000,-8.894,9.441,9.441,0.000,9.441
3638,1358.994,5.732,5.732,9.468,9.468,0.000,9.468
3639,1359.398,9.006,9.006,9.495,9.495,0.000,9.495
3640,1359.803,18.016,18.016,9.522,9.522,0.000,9.522
3641,1360.207,9.039,9.039,9.549,9.549,0.000,9.549
3642,1360.611,17.613,17.613,9.576,9.576,0.000,9.576
3643,1361.016,15.838,15.838,9.603,9.603,0.000,9.603
3644,1361.420,8.753,8.753,9.630,9.630,0.000,9.630
3645,1361.825,0.000,-2.798,9.657,9.657,0.000,9.657
3646,1362.230,9.011,9.011,9.683,9.683,0.000,9.683
3647,1362.634,21.150,21.150,9.710,9.710,0.000,9.710
3648,1363.039,8.903,8.903,9.737,9.737,0.000,9.737
3649,1363.443,11.311,11.311,9.764,9.764,0.000,9.764
3650,1363.848,13.458,13.458,9.791,9.791,0.000,9.791
3651,1364.252,6.586,6.586,9.818,9.818,0.000,9.818
3652,1364.657,21.445,21.445,9.845,9.845,0.000,9.845
3653,1365.062,18.090,18.090,9.872,9.872,0.000,9.872
3654,1365.466,0.000,-8.896,9.898,9.898,0.000,9.898
3655,1365.871,0.000,-1.088,9.925,9.925,0.000,9.925
3656,1366.276,24.020,24.020,9.952,9.952,0.000,9.952
3657,1366.681,19.191,19.191,9.979,9.979,0.000,9.979
3658,1367.085,23.684,23.684,10.006,10.006,0.000,10.006
3659,1367.490,15.936,15.936,10.033,10.033,0.000,10.033
3660,1367.895,25.886,25.886,10.060,10.060,0.000,10.060
3661,1368.300,11.664,11.664,10.087,10.087,0.000,10.087
3662,1368.705,0.000,-0.931,10.113,10.113,0.000,10.113
3663,1369.109,1.016,1.016,10.140,10.140,0.000,10.140
3664,1369.514,2.361,2.361,10.167,10.167,0.000,10.167
3665,1369.919,17.247,17.247,10.194,10.194,0.000,10.194
3666,1370.324,21.438,21.438,10.221,10.221,0.000,10.221
3667,1370.729,6.966,6.966,10.248,10.248,0.000,10.248
3668,1371.134,21.463,21.463,10.275,10.275,0.000,10.275
3669,1371.539,8.950,8.950,10.302,10.302,0.000,10.302
3670,1371.944,18.087,18.087,10.329,10.329,0.000,10.329
3671,1372.349,10.066,10.066,10.355,10.355,0.000,10.355
3672,1372.754,9.025,9.025,10.382,10.382,0.000,10.382
3673,1373.159,15.443,15.443,10.409,10.409,0.000,10.409
3674,1373.564,0.000,-4.039,10.436,10.436,0.000,10.436
3675,1373.969,12.808,12.808,10.463,10.463,0.000,10.463
3676,1374.374,8.439,8.439,10.490,10.490,0.000,10.490
3677,1374.779,10.979,10.979,10.517,10.517,0.000,10.517
3678,1375.184,16.585,16.585,10.544,10.544,0.000,10.544
3679,1375.589,15.260,15.260,10.570,10.570,0.000,10.570
3680,1375.994,10.662,10.662,10.597,10.597,0.000,10.597
3681,1376.399,6.954,6.954,10.624,10.624,0.000,10.624
3682,1376.804,6.274,6.274,10.651,10.651,0.000,10.651
3683,1377.210,26.345,26.345,10.678,10.678,0.000,10.678
3684,1377.615,6.328,6.328,10.705,10.705,0.000,10.705
3685,1378.020,0.000,-1.487,10.732,10.732,0.000,10.732
3686,1378.425,7.037,7.037,10.759,10.759,0.000,10.759
3687,1378.831,8.881,8.881,10.785,10.785,0.000,10.785
3688,1379.236,6.273,6.273,10.812,10.812,0.000,10.812
3689,1379.641,18.278,18.278,10.839,10.839,0.000,10.839
3690,1380.046,0.530,0.530,10.866,10.866,0.000,10.866
3691,1380.452,11.193,11.193,10.893,10.893,0.000,10.893
3692,1380.857,8.148,8.148,10.920,10.920,0.000,10.920
3693,1381.262,12.351,12.351,10.947,10.947,0.000,10.947
3694,1381.668,7.206,7.206,10.974,10.974,0.000,10.974
3695,1382.073,0.000,-0.912,11.001,11.001,0.000,11.001
3696,1382.478,9.648,9.648,11.027,11.027,0.000,11.027
3697,1382.884,36.894,36.894,11.054,11.054,0.000,11.054
3698,1383.289,1.376,1.376,11.081,11.081,0.000,11.081
3699,1383.695,14.624,14.624,11.108,11.108,0.000,11.108
3700,1384.100,7.429,7.429,11.135,11.135,0.000,11.135
3701,1384.506,2.001,2.001,11.162,11.162,0.000,11.162
3702,1384.911,12.792,12.792,11.189,11.189,0.000,11.189
3703,1385.317,0.000,-3.381,11.216,11.216,0.000,11.216
3704,1385.722,7.874,7.874,11.242,11.242,0.000,11.242
3705,1386.128,20.765,20.765,11.269,11.269,0.000,11.269
3706,1386.533,25.019,25.019,11.296,11.296,0.000,11.296
3707,1386.939,7.510,7.510,11.323,11.323,0.000,11.323
3708,1387.344,8.020,8.020,11.350,11.350,0.000,11.350
3709,1387.750,5.203,5.203,11.377,11.377,0.000,11.377
3710,1388.156,14.200,14.200,11.404,11.404,0.000,11.404
3711,1388.561,7.237,7.237,11.431,11.431,0.000,11.431
3712,1388.967,22.529,22.529,11.457,11.457,0.000,11.457
3713,1389.373,9.102,9.102,11.484,11.484,0.000,11.484
3714,1389.778,14.113,14.113,11.511,11.511,0.000,11.511
3715,1390.184,18.209,18.209,11.538,11.538,0.000,11.538
3716,1390.590,8.107,8.107,11.565,11.565,0.000,11.565
3717,1390.996,23.086,23.086,11.592,11.592,0.000,11.592
3718,1391.401,25.379,25.379,11.619,11.619,0.000,11.619
3719,1391.807,21.442,21.442,11.646,11.646,0.000,11.646
3720,1392.213,17.730,17.730,11.673,11.673,0.000,11.673
3721,1392.619,9.305,9.305,11.699,11.699,0.000,11.699
3722,1393.024,0.000,-2.561,11.726,11.726,0.000,11.726
3723,1393.430,17.233,17.233,11.753,11.753,0.000,11.753
3724,1393.836,8.888,8.888,11.780,11.780,0.000,11.780
3725,1394.242,13.190,13.190,11.807,11.807,0.000,11.807
3726,1394.648,13.728,13.728,11.834,11.834,0.000,11.834
3727,1395.054,0.675,0.675,11.861,11.861,0.000,11.861
3728,1395.460,12.006,12.006,11.888,11.888,0.000,11.888
3729,1395.866,20.208,20.208,11.914,11.914,0.000,11.914
3730,1396.272,0.000,-1.686,11.941,11.941,0.000,11.941
3731,1396.678,23.645,23.645,11.968,11.968,0.000,11.968
3732,1397.084,18.270,18.270,11.995,11.995,0.000,11.995
3733,1397.490,12.289,12.289,12.022,12.022,0.000,12.022
3734,1397.896,5.878,5.878,12.049,12.049,0.000,12.049
3735,1398.302,24.959,24.959,12.076,12.076,0.000,12.076
3736,1398.708,9.128,9.128,12.103,12.103,0.000,12.103
3737,1399.114,25.980,25.980,12.129,12.129,0.000,12.129
3738,1399.520,2.993,2.993,12.156,12.156,0.000,12.156
3739,1399.926,12.063,12.063,12.183,12.183,0.000,12.183
3740,1400.332,3.309,3.309,12.210,12.210,0.000,12.210
3741,1400.738,28.641,28.641,12.237,12.237,0.000,12.237
3742,1401.144,15.238,15.238,12.264,12.264,0.000,12.264
3743,1401.550,23.926,23.926,12.291,12.291,0.000,12.291
3744,1401.957,0.000,-10.068,12.318,12.318,0.000,12.318
3745,1402.363,23.598,23.598,12.345,12.345,0.000,12.345
3746,1402.769,9.004,9.004,12.371,12.371,0.000,12.371
3747,1403.175,13.421,13.421,12.398,12.398,0.000,12.398
3748,1403.581,11.637,11.637,12.425,12.425,0.000,12.425
3749,1403.988,0.000,-2.061,12.452,12.452,0.000,12.452
3750,1404.394,11.711,11.711,12.479,12.479,0.000,12.479
3751,1404.800,3.458,3.458,12.506,12.506,0.000,12.506
3752,1405.207,0.799,0.799,12.533,12.533,0.000,12.533
3753,1405.613,9.163,9.163,12.560,12.560,0.000,12.560
3754,1406.019,1.124,1.124,12.586,12.586,0.000,12.586
3755,1406.426,20.654,20.654,12.613,12.613,0.000,12.613
3756,1406.832,17.089,17.089,12.640,12.640,0.000,12.640
3757,1407.238,21.242,21.242,12.667,12.667,0.000,12.667
3758,1407.645,17.258,17.258,12.694,12.694,0.000,12.694
3759,1408.051,28.802,28.802,12.721,12.721,0.000,12.721
3760,1408.458,13.772,13.772,12.748,12.748,0.000,12.748
3761,1408.864,21.267,21.267,12.775,12.775,0.000,12.775
3762,1409.270,0.561,0.561,12.802,12.802,0.000,12.802
3763,1409.677,14.743,14.743,12.828,12.828,0.000,12.828
3764,1410.083,0.000,-5.022,12.855,12.855,0.000,12.855
3765,1410.490,13.727,13.727,12.882,12.882,0.000,12.882
3766,1410.896,0.340,0.340,12.909,12.909,0.000,12.909
3767,1411.303,2.869,2.869,12.936,12.936,0.000,12.936
