ch,keV,net,fit,model,continuum_raw,Y-88
28,67.345,86.689,86.689,106.159,106.157,106.159
29,70.228,109.511,109.511,104.266,104.246,104.266
30,73.111,95.711,95.711,102.448,102.314,102.448
31,75.996,102.733,102.733,101.009,100.349,101.009
32,78.881,102.689,102.689,100.775,98.316,100.775
33,81.766,123.244,123.244,103.110,96.138,103.110
34,84.653,127.356,127.356,109.059,93.751,109.059
35,87.540,98.000,98.000,117.838,91.204,117.838
36,90.427,133.778,133.778,123.797,85.850,123.797
37,93.316,118.556,118.556,126.936,80.668,126.936
38,96.205,118.778,118.778,126.555,75.691,126.555
39,99.095,115.156,115.156,123.778,70.852,123.778
40,101.985,123.311,123.311,119.912,66.075,119.912
41,104.877,113.911,113.911,115.624,61.316,115.624
42,107.769,110.333,110.333,111.124,56.561,111.124
43,110.661,129.289,129.289,116.760,62.077,116.760
44,113.555,109.022,109.022,122.299,67.593,122.299
45,116.449,136.689,136.689,127.739,73.108,127.739
46,119.343,131.156,131.156,133.089,78.624,133.089
47,122.239,153.200,153.200,138.373,84.139,138.373
48,125.135,166.333,166.333,143.590,89.655,143.590
49,128.031,135.067,135.067,148.725,95.171,148.725
50,130.929,138.244,138.244,149.346,96.229,149.346
51,133.827,150.867,150.867,149.990,97.287,149.990
52,136.726,148.556,148.556,150.743,98.345,150.743
53,139.625,140.200,140.200,151.653,99.403,151.653
54,142.525,169.289,169.289,152.733,100.461,152.733
55,145.426,141.556,141.556,153.984,101.519,153.984
56,148.327,161.911,161.911,155.370,102.577,155.370
57,151.229,145.511,145.511,156.738,103.571,156.738
58,154.132,186.956,186.956,158.044,104.565,158.044
59,157.036,150.689,150.689,159.235,105.558,159.235
60,159.940,151.022,151.022,160.352,106.552,160.352
61,162.844,173.267,173.267,161.482,107.546,161.482
62,165.750,182.133,182.133,162.696,108.539,162.696
63,168.656,181.311,181.311,164.011,109.533,164.011
64,171.563,148.778,148.778,172.512,117.634,172.512
65,174.470,157.844,157.844,181.066,125.734,181.066
66,177.378,190.689,190.689,189.676,133.835,189.676
67,180.287,201.111,201.111,198.381,141.936,198.381
68,183.196,218.800,218.800,207.231,150.037,207.231
69,186.106,212.111,212.111,216.242,158.137,216.242
70,189.017,247.733,247.733,225.368,166.238,225.368
71,191.928,224.978,224.978,235.090,174.927,235.090
72,194.840,255.422,255.422,244.686,183.616,244.686
73,197.753,231.844,231.844,254.047,192.305,254.047
74,200.666,267.067,267.067,263.131,200.994,263.131
75,203.580,270.911,270.911,271.981,209.683,271.981
76,206.494,273.822,273.822,280.687,218.372,280.687
77,209.409,280.689,280.689,289.346,227.061,289.346
78,212.325,287.756,287.756,290.668,228.408,290.668
79,215.241,299.911,299.911,292.000,229.755,292.000
80,218.158,317.978,317.978,293.314,231.102,293.314
81,221.076,298.422,298.422,294.579,232.449,294.579
82,223.994,322.489,322.489,295.782,233.795,295.782
83,226.913,290.844,290.844,296.930,235.142,296.930
84,229.833,294.156,294.156,298.045,236.489,298.045
85,232.753,256.667,256.667,289.128,227.812,289.128
86,235.674,291.267,291.267,280.236,219.135,280.236
87,238.595,254.667,254.667,271.401,210.459,271.401
88,241.517,276.933,276.933,262.649,201.782,262.649
89,244.440,273.311,273.311,253.983,193.105,253.983
90,247.363,241.933,241.933,245.379,184.428,245.379
91,250.287,237.689,237.689,236.788,175.751,236.788
92,253.211,217.422,217.422,227.055,165.981,227.055
93,256.137,213.956,213.956,217.226,156.210,217.226
94,259.062,215.756,215.756,207.278,146.439,207.278
95,261.989,187.156,187.156,197.225,136.668,197.225
96,264.916,183.956,183.956,187.109,126.897,187.109
97,267.843,199.778,199.778,176.995,117.126,176.995
98,270.771,156.467,156.467,166.949,107.355,166.949
99,273.700,171.733,171.733,162.301,102.861,162.301
100,276.629,168.289,168.289,157.801,98.367,157.801
101,279.559,144.867,144.867,153.438,93.873,153.438
102,282.490,148.378,148.378,149.168,89.379,149.168
103,285.421,137.644,137.644,144.928,84.885,144.928
104,288.353,126.711,126.711,140.657,80.391,140.657
105,291.285,129.911,129.911,136.311,75.897,136.311
106,294.218,134.067,134.067,131.871,71.403,131.871
107,297.151,138.911,138.911,128.225,67.793,128.225
108,300.085,127.044,127.044,124.509,64.183,124.509
109,303.020,119.978,119.978,120.748,60.573,120.748
110,305.955,122.422,122.422,116.967,56.963,116.967
111,308.891,122.067,122.067,113.188,53.353,113.188
112,311.828,122.267,122.267,109.424,49.743,109.424
113,314.765,96.689,96.689,105.686,46.133,105.686
114,317.702,99.733,99.733,101.973,42.523,101.973
115,320.640,104.244,104.244,101.037,41.669,101.037
116,323.579,97.622,97.622,100.113,40.816,100.113
117,326.518,83.489,83.489,99.190,39.962,99.190
118,329.458,100.733,100.733,98.259,39.108,98.259
119,332.399,116.044,116.044,97.316,38.254,97.316
120,335.340,87.556,87.556,96.359,37.401,96.359
121,338.281,91.111,91.111,95.392,36.547,95.392
122,341.223,96.978,96.978,94.423,35.693,94.423
123,344.166,105.444,105.444,94.262,35.641,94.262
124,347.110,120.267,120.267,94.115,35.588,94.115
125,350.053,76.689,76.689,93.991,35.535,93.991
126,352.998,85.333,85.333,93.895,35.483,93.895
127,355.943,88.733,88.733,93.827,35.430,93.827
128,358.888,89.267,89.267,93.788,35.378,93.788
129,361.834,95.778,95.778,93.775,35.325,93.775
130,364.781,98.267,98.267,93.785,35.272,93.785
131,367.728,89.733,89.733,93.812,35.220,93.812
132,370.676,121.067,121.067,92.933,34.249,92.933
133,373.624,84.689,84.689,92.054,33.278,92.054
134,376.573,91.822,91.822,91.163,32.308,91.163
135,379.522,83.600,83.600,90.246,31.337,90.246
136,382.472,88.200,88.200,89.293,30.366,89.293
137,385.423,82.067,82.067,88.299,29.395,88.299
138,388.374,95.422,95.422,87.265,28.425,87.265
139,391.325,88.711,88.711,86.203,27.454,86.203
140,394.278,93.289,93.289,85.127,26.483,85.127
141,397.230,79.267,79.267,85.039,26.501,85.039
142,400.183,76.733,76.733,84.964,26.519,84.964
143,403.137,89.067,89.067,84.905,26.537,84.905
144,406.091,98.511,98.511,84.861,26.555,84.861
145,409.046,71.444,71.444,84.827,26.573,84.827
146,412.001,93.289,93.289,84.794,26.590,84.794
147,414.957,86.978,86.978,84.758,26.608,84.758
148,417.914,76.400,76.400,84.716,26.626,84.716
149,420.870,84.444,84.444,84.674,26.644,84.674
150,423.828,79.289,79.289,84.640,26.662,84.640
151,426.786,77.711,77.711,83.664,25.715,83.664
152,429.744,78.267,78.267,82.722,24.769,82.722
153,432.703,88.022,88.022,81.824,23.822,81.824
154,435.663,101.156,101.156,80.972,22.876,80.972
155,438.623,92.778,92.778,80.164,21.930,80.164
156,441.583,75.556,75.556,79.386,20.983,79.386
157,444.544,85.356,85.356,78.624,20.037,78.624
158,447.506,80.867,80.867,77.860,19.090,77.860
159,450.468,70.267,70.267,77.082,18.144,77.082
160,453.430,76.956,76.956,76.281,17.197,76.281
161,456.393,80.444,80.444,78.194,18.989,78.194
162,459.357,76.822,76.822,80.083,20.781,80.083
163,462.321,85.689,85.689,81.954,22.572,81.954
164,465.286,85.511,85.511,83.808,24.364,83.808
165,468.251,96.000,96.000,85.648,26.156,85.648
166,471.216,59.844,59.844,87.472,27.947,87.472
167,474.182,83.933,83.933,89.277,29.739,89.277
168,477.149,92.400,92.400,91.060,31.530,91.060
169,480.116,88.511,88.511,92.821,33.322,92.821
170,483.083,81.844,81.844,94.563,35.114,94.563
171,486.051,103.778,103.778,96.293,36.905,96.293
172,489.020,103.578,103.578,97.217,37.893,97.217
173,491.989,103.267,103.267,98.147,38.880,98.147
174,494.958,104.956,104.956,99.094,39.867,99.094
175,497.928,125.156,125.156,100.062,40.854,100.062
176,500.899,95.556,95.556,101.055,41.842,101.055
177,503.870,100.622,100.622,102.069,42.829,102.069
178,506.841,115.733,115.733,103.101,43.816,103.101
179,509.813,112.644,112.644,104.144,44.803,104.144
180,512.786,107.022,107.022,105.192,45.790,105.192
181,515.758,99.044,99.044,106.240,46.778,106.240
182,518.732,136.778,136.778,107.285,47.765,107.285
183,521.706,99.022,99.022,104.471,44.894,104.471
184,524.680,101.000,101.000,101.658,42.022,101.658
185,527.655,91.733,91.733,98.850,39.151,98.850
186,530.630,94.222,94.222,96.052,36.280,96.052
187,533.605,86.289,86.289,93.267,33.409,93.267
188,536.582,70.578,70.578,90.500,30.538,90.500
189,539.558,76.156,76.156,87.752,27.666,87.752
190,542.535,91.889,91.889,85.024,24.795,85.024
191,545.513,84.333,84.333,82.313,21.924,82.313
192,548.491,70.489,70.489,79.618,19.053,79.618
193,551.469,75.667,75.667,76.932,16.181,76.932
194,554.448,78.200,78.200,74.251,13.310,74.251
195,557.427,79.711,79.711,74.559,13.429,74.559
196,560.407,95.400,95.400,74.858,13.548,74.858
197,563.388,77.556,77.556,75.143,13.666,75.143
198,566.368,70.000,70.000,75.409,13.785,75.409
199,569.349,88.667,88.667,75.656,13.904,75.656
200,572.331,78.311,78.311,75.884,14.023,75.884
201,575.313,77.244,77.244,76.097,14.141,76.097
202,578.296,69.800,69.800,76.301,14.260,76.301
203,581.278,86.356,86.356,76.504,14.379,76.504
204,584.262,65.222,65.222,76.714,14.498,76.714
205,587.246,76.400,76.400,76.939,14.617,76.939
206,590.230,68.222,68.222,77.187,14.735,77.187
207,593.215,74.289,74.289,77.960,15.349,77.960
208,596.200,83.000,83.000,78.768,15.964,78.768
209,599.185,100.733,100.733,79.614,16.578,79.614
210,602.171,76.067,76.067,80.501,17.192,80.501
211,605.158,91.022,91.022,81.430,17.806,81.430
212,608.144,83.422,83.422,82.401,18.420,82.401
213,611.132,76.178,76.178,83.413,19.034,83.413
214,614.119,84.800,84.800,84.462,19.648,84.462
215,617.107,88.022,88.022,85.540,20.262,85.540
216,620.096,79.756,79.756,86.642,20.877,86.642
217,623.085,85.911,85.911,87.757,21.491,87.757
218,626.074,91.111,91.111,88.875,22.105,88.875
219,629.064,93.333,93.333,89.988,22.719,89.988
220,632.054,78.667,78.667,89.204,21.453,89.204
221,635.045,88.044,88.044,88.398,20.187,88.398
222,638.036,93.200,93.200,87.560,18.922,87.560
223,641.027,76.933,76.933,86.684,17.656,86.684
224,644.019,81.378,81.378,85.762,16.390,85.762
225,647.011,95.933,95.933,84.784,15.124,84.784
226,650.004,102.000,102.000,83.736,13.858,83.736
227,652.997,72.200,72.200,82.600,12.593,82.600
228,655.991,81.089,81.089,81.357,11.327,81.357
229,658.984,89.800,89.800,79.980,10.061,79.980
230,661.979,98.378,98.378,78.443,8.795,78.443
231,664.973,103.556,103.556,76.717,7.529,76.717
232,667.968,65.022,65.022,74.775,6.264,74.775
233,670.964,82.178,82.178,73.707,6.108,73.707
234,673.960,78.311,78.311,72.386,5.953,72.386
235,676.956,63.733,63.733,70.807,5.798,70.807
236,679.953,70.378,70.378,68.974,5.642,68.974
237,682.950,48.822,48.822,66.904,5.487,66.904
238,685.947,48.378,48.378,64.625,5.332,64.625
239,688.945,81.511,81.511,62.178,5.176,62.178
240,691.943,46.733,46.733,59.608,5.021,59.608
241,694.942,43.911,43.911,56.969,4.866,56.969
242,697.940,57.756,57.756,54.314,4.710,54.314
243,700.940,47.111,47.111,51.694,4.555,51.694
244,703.939,64.756,64.756,49.155,4.400,49.155
245,706.940,53.444,53.444,46.737,4.245,46.737
246,709.940,41.867,41.867,44.469,4.089,44.469
247,712.941,40.667,40.667,42.308,3.873,42.308
248,715.942,30.444,30.444,40.326,3.657,40.326
249,718.944,39.911,39.911,38.523,3.441,38.523
250,721.945,54.556,54.556,36.894,3.225,36.894
251,724.948,42.378,42.378,35.428,3.008,35.428
252,727.950,39.644,39.644,34.111,2.792,34.111
253,730.953,34.756,34.756,32.927,2.576,32.927
254,733.957,25.467,25.467,31.860,2.360,31.860
255,736.961,42.111,42.111,30.894,2.144,30.894
256,739.965,41.200,41.200,30.015,1.928,30.015
257,742.969,25.200,25.200,29.213,1.711,29.213
258,745.974,42.044,42.044,28.477,1.495,28.477
259,748.979,25.000,25.000,27.803,1.279,27.803
260,751.985,32.867,32.867,27.187,1.063,27.187
261,754.991,11.178,11.178,27.034,1.250,27.034
262,757.997,23.289,23.289,26.944,1.437,26.944
263,761.003,40.111,40.111,26.922,1.625,26.922
264,764.010,27.333,27.333,26.974,1.812,26.974
265,767.018,28.556,28.556,27.110,1.999,27.110
266,770.025,26.267,26.267,27.336,2.186,27.336
267,773.033,24.067,24.067,27.658,2.374,27.658
268,776.042,22.089,22.089,28.076,2.561,28.076
269,779.050,28.067,28.067,28.589,2.748,28.589
270,782.059,34.222,34.222,29.186,2.936,29.186
271,785.068,31.089,31.089,29.851,3.123,29.851
272,788.078,39.156,39.156,30.563,3.310,30.563
273,791.088,36.533,36.533,31.293,3.497,31.293
274,794.098,34.178,34.178,32.009,3.685,32.009
275,797.109,30.311,30.311,32.677,3.872,32.677
276,800.120,32.067,32.067,33.489,4.280,33.489
277,803.131,28.533,28.533,34.197,4.688,34.197
278,806.143,40.511,40.511,34.784,5.097,34.784
279,809.155,34.133,34.133,35.245,5.505,35.245
280,812.167,31.267,31.267,35.590,5.913,35.590
281,815.180,38.244,38.244,35.845,6.321,35.845
282,818.193,34.000,34.000,36.057,6.729,36.057
283,821.206,37.156,37.156,36.293,7.138,36.293
284,824.219,29.022,29.022,36.641,7.546,36.641
285,827.233,44.733,44.733,37.217,7.954,37.217
286,830.247,38.444,38.444,38.166,8.362,38.166
287,833.262,47.311,47.311,39.664,8.771,39.664
288,836.277,38.622,38.622,41.925,9.179,41.925
289,839.292,48.422,48.422,45.201,9.587,45.201
290,842.307,61.222,61.222,49.782,9.995,49.782
291,845.323,53.800,53.800,59.786,14.198,59.786
292,848.339,72.333,72.333,71.765,18.400,71.765
293,851.355,90.333,90.333,86.070,22.602,86.070
294,854.372,103.867,103.867,103.027,26.805,103.027
295,857.389,120.778,120.778,122.903,31.007,122.903
296,860.406,129.267,129.267,145.864,35.209,145.864
297,863.424,159.200,159.200,171.928,39.412,171.928
298,866.441,204.111,204.111,200.929,43.614,200.929
299,869.459,245.956,245.956,232.475,47.816,232.475
300,872.478,238.156,238.156,265.937,52.019,265.937
301,875.497,277.200,277.200,300.447,56.221,300.447
302,878.516,332.889,332.889,334.926,60.423,334.926
303,881.535,396.467,396.467,368.138,64.626,368.138
304,884.554,392.889,392.889,398.767,68.828,398.767
305,887.574,403.800,403.800,425.516,73.030,425.516
306,890.594,459.511,459.511,447.205,77.233,447.205
307,893.615,415.667,415.667,454.487,73.046,454.487
308,896.635,474.356,474.356,455.100,68.859,455.100
309,899.656,479.556,479.556,448.761,64.673,448.761
310,902.677,427.844,427.844,435.582,60.486,435.582
311,905.699,441.044,441.044,416.058,56.300,416.058
312,908.721,389.356,389.356,391.023,52.113,391.023
313,911.743,375.267,375.267,361.573,47.927,361.573
314,914.765,340.200,340.200,328.971,43.740,328.971
315,917.788,294.511,294.511,294.542,39.553,294.542
316,920.811,259.378,259.378,259.572,35.367,259.572
317,923.834,259.133,259.133,225.221,31.180,225.221
318,926.857,215.911,215.911,192.456,26.994,192.456
319,929.881,153.733,153.733,162.016,22.807,162.016
320,932.905,145.311,145.311,134.391,18.621,134.391
321,935.929,120.467,120.467,109.839,14.434,109.839
322,938.953,96.333,96.333,88.409,10.247,88.409
323,941.978,53.822,53.822,69.984,6.061,69.984
324,945.003,59.911,59.911,58.299,5.852,58.299
325,948.028,44.311,44.311,49.060,5.642,49.060
326,951.053,46.756,46.756,41.911,5.433,41.911
327,954.079,30.000,30.000,36.494,5.223,36.494
328,957.105,28.511,28.511,32.467,5.014,32.467
329,960.131,27.356,27.356,29.528,4.805,29.528
330,963.157,25.489,25.489,27.415,4.595,27.415
331,966.184,33.000,33.000,25.914,4.386,25.914
332,969.211,30.400,30.400,24.854,4.177,24.854
333,972.238,28.400,28.400,24.102,3.967,24.102
334,975.266,20.111,20.111,23.561,3.758,23.561
335,978.293,20.689,20.689,23.159,3.549,23.159
336,981.321,37.178,37.178,22.845,3.339,22.845
337,984.349,16.733,16.733,22.585,3.130,22.585
338,987.377,23.822,23.822,22.355,2.921,22.355
339,990.406,20.956,20.956,22.140,2.711,22.140
340,993.435,19.044,19.044,21.932,2.502,21.932
341,996.464,30.933,30.933,21.902,2.469,21.902
342,999.493,22.756,22.756,21.870,2.436,21.870
343,1002.522,18.311,18.311,21.836,2.403,21.836
344,1005.552,29.244,29.244,21.799,2.370,21.799
345,1008.582,27.778,27.778,21.761,2.337,21.761
346,1011.612,15.178,15.178,21.722,2.304,21.722
347,1014.642,20.333,20.333,21.684,2.271,21.684
348,1017.673,21.444,21.444,21.647,2.238,21.647
349,1020.704,23.844,23.844,21.613,2.205,21.613
350,1023.735,21.933,21.933,21.583,2.172,21.583
351,1026.766,15.067,15.067,21.556,2.139,21.556
352,1029.797,21.244,21.244,21.533,2.106,21.533
353,1032.829,23.644,23.644,21.515,2.073,21.515
354,1035.861,18.556,18.556,21.501,2.040,21.501
355,1038.893,19.222,19.222,21.491,2.007,21.491
356,1041.925,26.956,26.956,21.485,1.974,21.485
357,1044.958,20.978,20.978,21.483,1.941,21.483
358,1047.990,20.533,20.533,21.483,1.908,21.483
359,1051.023,26.444,26.444,21.516,1.905,21.516
360,1054.056,20.933,20.933,21.550,1.902,21.550
361,1057.089,16.333,16.333,21.587,1.899,21.587
362,1060.123,23.444,23.444,21.624,1.895,21.624
363,1063.156,22.533,22.533,21.662,1.892,21.662
364,1066.190,20.089,20.089,21.701,1.889,21.701
365,1069.224,26.422,26.422,21.741,1.886,21.741
366,1072.258,20.733,20.733,21.780,1.883,21.780
367,1075.293,29.200,29.200,21.820,1.880,21.820
368,1078.327,30.644,30.644,21.859,1.877,21.859
369,1081.362,29.400,29.400,21.898,1.873,21.898
370,1084.397,26.556,26.556,21.935,1.870,21.935
371,1087.432,13.533,13.533,21.972,1.867,21.972
372,1090.468,26.844,26.844,22.007,1.864,22.007
373,1093.503,14.667,14.667,22.041,1.861,22.041
374,1096.539,17.511,17.511,22.074,1.858,22.074
375,1099.575,25.267,25.267,22.106,1.854,22.106
376,1102.611,21.444,21.444,22.137,1.851,22.137
377,1105.647,34.022,34.022,22.157,1.839,22.157
378,1108.683,16.622,16.622,22.178,1.826,22.178
379,1111.720,26.422,26.422,22.199,1.814,22.199
380,1114.756,17.156,17.156,22.220,1.801,22.220
381,1117.793,22.778,22.778,22.242,1.788,22.242
382,1120.830,26.111,26.111,22.265,1.776,22.265
383,1123.867,22.778,22.778,22.287,1.763,22.287
384,1126.905,38.022,38.022,22.310,1.751,22.310
385,1129.942,26.222,26.222,22.333,1.738,22.333
386,1132.980,21.889,21.889,22.353,1.726,22.353
387,1136.018,17.511,17.511,22.372,1.713,22.372
388,1139.056,16.156,16.156,22.387,1.700,22.387
389,1142.094,15.022,15.022,22.399,1.688,22.399
390,1145.132,25.889,25.889,22.406,1.675,22.406
391,1148.171,26.889,26.889,22.408,1.663,22.408
392,1151.209,24.000,24.000,22.404,1.650,22.404
393,1154.248,23.289,23.289,22.396,1.638,22.396
394,1157.287,22.022,22.022,22.382,1.625,22.382
395,1160.326,26.756,26.756,22.363,1.612,22.363
396,1163.365,26.711,26.711,22.538,1.797,22.538
397,1166.404,16.556,16.556,22.709,1.981,22.709
398,1169.444,26.511,26.511,22.878,2.165,22.878
399,1172.483,22.200,22.200,23.045,2.349,23.045
400,1175.523,27.378,27.378,23.213,2.533,23.213
401,1178.563,28.778,28.778,23.381,2.717,23.381
402,1181.603,24.533,24.533,23.552,2.901,23.552
403,1184.643,17.111,17.111,23.725,3.085,23.725
404,1187.683,23.444,23.444,23.901,3.270,23.901
405,1190.723,20.244,20.244,24.082,3.454,24.082
406,1193.764,26.311,26.311,24.268,3.638,24.268
407,1196.805,19.111,19.111,24.458,3.822,24.458
408,1199.845,32.756,32.756,24.655,4.006,24.655
409,1202.886,26.289,26.289,24.856,4.190,24.856
410,1205.927,24.333,24.333,25.064,4.374,25.064
411,1208.968,29.600,29.600,25.278,4.558,25.278
412,1212.010,25.400,25.400,25.498,4.743,25.498
413,1215.051,22.689,22.689,25.723,4.927,25.723
414,1218.092,36.911,36.911,25.955,5.111,25.955
415,1221.134,23.644,23.644,26.192,5.295,26.192
416,1224.176,24.000,24.000,26.075,5.118,26.075
417,1227.218,32.911,32.911,25.964,4.941,25.964
418,1230.259,28.356,28.356,25.859,4.764,25.859
419,1233.301,26.311,26.311,25.761,4.588,25.761
420,1236.344,24.022,24.022,25.670,4.411,25.670
421,1239.386,19.000,19.000,25.588,4.234,25.588
422,1242.428,22.156,22.156,25.514,4.057,25.514
423,1245.471,23.622,23.622,25.451,3.880,25.451
424,1248.513,20.378,20.378,25.401,3.704,25.401
425,1251.556,37.622,37.622,25.365,3.527,25.365
426,1254.598,28.311,28.311,25.347,3.350,25.347
427,1257.641,22.156,22.156,25.349,3.173,25.349
428,1260.684,23.489,23.489,25.375,2.996,25.375
429,1263.727,25.289,25.289,25.429,2.819,25.429
430,1266.770,31.089,31.089,25.515,2.643,25.515
431,1269.813,35.489,35.489,25.636,2.466,25.636
432,1272.857,27.844,27.844,25.796,2.289,25.796
433,1275.900,22.800,22.800,25.999,2.112,25.999
434,1278.944,36.156,36.156,26.246,1.935,26.246
435,1281.987,23.689,23.689,26.539,1.758,26.539
436,1285.031,30.800,30.800,27.468,2.171,27.468
437,1288.074,26.911,26.911,28.439,2.584,28.439
438,1291.118,40.089,40.089,29.449,2.997,29.449
439,1294.162,44.489,44.489,30.491,3.410,30.491
440,1297.206,24.089,24.089,31.557,3.823,31.557
441,1300.250,35.067,35.067,32.635,4.236,32.635
442,1303.294,33.756,33.756,33.714,4.649,33.714
443,1306.338,30.289,30.289,34.779,5.062,34.779
444,1309.382,36.044,36.044,35.815,5.475,35.815
445,1312.427,23.844,23.844,36.807,5.888,36.807
446,1315.471,25.000,25.000,37.739,6.301,37.739
447,1318.515,44.267,44.267,38.598,6.714,38.598
448,1321.560,36.400,36.400,39.372,7.127,39.372
449,1324.604,44.644,44.644,40.053,7.540,40.053
450,1327.649,34.289,34.289,40.633,7.953,40.633
451,1330.693,35.756,35.756,41.110,8.366,41.110
452,1333.738,42.844,42.844,41.486,8.779,41.486
453,1336.783,50.222,50.222,41.764,9.192,41.764
454,1339.828,32.622,32.622,41.954,9.605,41.954
455,1342.873,44.933,44.933,42.065,10.018,42.065
456,1345.917,40.422,40.422,42.111,10.431,42.111
457,1348.962,49.089,49.089,41.403,10.141,41.403
458,1352.007,31.889,31.889,40.660,9.851,40.660
459,1355.052,48.311,48.311,39.897,9.561,39.897
460,1358.098,41.756,41.756,39.130,9.271,39.130
461,1361.143,49.533,49.533,38.371,8.981,38.371
462,1364.188,51.689,51.689,37.633,8.691,37.633
463,1367.233,38.844,38.844,36.926,8.401,36.926
464,1370.278,60.956,60.956,36.256,8.111,36.256
465,1373.324,41.911,41.911,35.628,7.821,35.628
466,1376.369,35.111,35.111,35.047,7.531,35.047
467,1379.414,29.622,29.622,34.512,7.241,34.512
468,1382.460,42.822,42.822,34.023,6.951,34.023
469,1385.505,32.778,32.778,33.577,6.661,33.577
470,1388.550,42.689,42.689,33.171,6.371,33.171
471,1391.596,25.178,25.178,32.801,6.080,32.801
472,1394.641,25.200,25.200,32.463,5.790,32.463
473,1397.687,33.156,33.156,32.152,5.500,32.152
474,1400.732,24.822,24.822,31.864,5.210,31.864
475,1403.778,28.244,28.244,31.596,4.920,31.596
476,1406.824,39.889,39.889,31.343,4.630,31.343
477,1409.869,19.444,19.444,31.102,4.340,31.102
478,1412.915,24.533,24.533,30.872,4.050,30.872
479,1415.960,29.778,29.778,31.124,4.235,31.124
480,1419.006,41.200,41.200,31.384,4.419,31.384
481,1422.052,29.844,29.844,31.649,4.604,31.649
482,1425.097,33.733,33.733,31.919,4.789,31.919
483,1428.143,33.222,33.222,32.193,4.973,32.193
484,1431.189,38.711,38.711,32.472,5.158,32.472
485,1434.234,37.378,37.378,32.754,5.342,32.754
486,1437.280,37.889,37.889,33.041,5.527,33.041
487,1440.326,31.022,31.022,33.331,5.712,33.331
488,1443.371,38.400,38.400,33.625,5.896,33.625
489,1446.417,51.111,51.111,33.922,6.081,33.922
490,1449.463,31.867,31.867,34.224,6.265,34.224
491,1452.508,27.600,27.600,34.529,6.450,34.529
492,1455.554,43.067,43.067,34.837,6.635,34.837
493,1458.600,46.622,46.622,35.149,6.819,35.149
494,1461.645,39.867,39.867,35.465,7.004,35.465
495,1464.691,37.889,37.889,35.783,7.188,35.783
496,1467.737,39.444,39.444,36.106,7.373,36.106
497,1470.782,35.133,35.133,36.432,7.558,36.432
498,1473.828,45.422,45.422,36.761,7.742,36.761
499,1476.874,23.444,23.444,37.095,7.927,37.095
500,1479.919,37.711,37.711,37.431,8.111,37.431
501,1482.965,36.067,36.067,37.327,7.851,37.327
502,1486.010,31.844,31.844,37.226,7.591,37.226
503,1489.056,29.311,29.311,37.130,7.330,37.130
504,1492.101,35.889,35.889,37.037,7.070,37.037
505,1495.147,48.422,48.422,36.947,6.809,36.947
506,1498.192,36.289,36.289,36.862,6.549,36.862
507,1501.237,42.489,42.489,36.779,6.288,36.779
508,1504.283,25.200,25.200,36.698,6.028,36.698
509,1507.328,45.044,45.044,36.620,5.768,36.620
510,1510.373,42.711,42.711,36.542,5.507,36.542
511,1513.419,34.689,34.689,36.465,5.247,36.465
512,1516.464,44.956,44.956,36.385,4.986,36.385
513,1519.509,29.822,29.822,36.303,4.726,36.303
514,1522.554,34.089,34.089,36.215,4.466,36.215
515,1525.599,40.022,40.022,36.121,4.205,36.121
516,1528.645,32.489,32.489,36.018,3.945,36.018
517,1531.690,44.978,44.978,35.903,3.684,35.903
518,1534.735,32.244,32.244,35.775,3.424,35.775
519,1537.779,30.222,30.222,35.630,3.164,35.630
520,1540.824,34.311,34.311,35.465,2.903,35.465
521,1543.869,43.378,43.378,35.278,2.643,35.278
522,1546.914,31.489,31.489,35.065,2.382,35.065
523,1549.959,30.489,30.489,34.824,2.122,34.824
524,1553.003,52.622,52.622,34.722,2.034,34.722
525,1556.048,36.556,36.556,34.585,1.945,34.585
526,1559.093,32.133,32.133,34.410,1.857,34.410
527,1562.137,41.489,41.489,34.193,1.768,34.193
528,1565.182,35.689,35.689,33.930,1.680,33.930
529,1568.226,41.378,41.378,33.620,1.591,33.620
530,1571.270,32.644,32.644,33.260,1.503,33.260
531,1574.314,32.422,32.422,32.847,1.415,32.847
532,1577.359,32.711,32.711,32.380,1.326,32.380
533,1580.403,32.333,32.333,31.858,1.238,31.858
534,1583.447,29.400,29.400,31.280,1.149,31.280
535,1586.491,28.378,28.378,30.647,1.061,30.647
536,1589.535,22.556,22.556,29.959,0.973,29.959
537,1592.578,34.467,34.467,29.220,0.884,29.220
538,1595.622,29.400,29.400,28.431,0.796,28.431
539,1598.666,19.800,19.800,27.596,0.707,27.596
540,1601.709,22.511,22.511,26.721,0.619,26.721
541,1604.753,35.422,35.422,25.810,0.530,25.810
542,1607.796,15.467,15.467,24.869,0.442,24.869
543,1610.840,30.556,30.556,23.903,0.354,23.903
544,1613.883,21.444,21.444,22.921,0.265,22.921
545,1616.926,16.689,16.689,21.928,0.177,21.928
546,1619.969,18.400,18.400,20.930,0.088,20.930
547,1623.012,21.689,21.689,19.935,0.000,19.935
548,1626.055,21.733,21.733,19.037,0.000,19.037
549,1629.098,19.533,19.533,18.153,0.000,18.153
550,1632.140,18.956,18.956,17.289,0.000,17.289
