ch,keV,net,fit,model,continuum_raw,Co-60
821,2412.184,16.656,16.656,27.601,2.719,27.601
822,2415.081,26.469,26.469,29.503,1.359,29.503
823,2417.977,22.375,22.375,31.696,0.000,31.696
824,2420.874,19.187,19.187,35.719,0.174,35.719
825,2423.770,21.125,21.125,40.040,0.347,40.040
826,2426.666,29.312,29.312,44.656,0.521,44.656
827,2429.562,41.344,41.344,49.560,0.694,49.560
828,2432.458,33.312,33.312,54.741,0.868,54.741
829,2435.353,40.500,40.500,60.182,1.041,60.182
830,2438.249,45.500,45.500,65.861,1.215,65.861
831,2441.144,43.375,43.375,71.753,1.389,71.753
832,2444.039,40.719,40.719,77.824,1.562,77.824
833,2446.934,64.562,64.562,84.037,1.736,84.037
834,2449.829,61.344,61.344,90.351,1.909,90.351
835,2452.724,74.281,74.281,96.717,2.083,96.717
836,2455.619,80.406,80.406,103.087,2.256,103.087
837,2458.513,70.625,70.625,109.404,2.430,109.404
838,2461.408,78.437,78.437,115.613,2.604,115.613
839,2464.302,98.312,98.312,121.654,2.777,121.654
840,2467.196,88.500,88.500,127.467,2.951,127.467
841,2470.090,90.437,90.437,132.993,3.124,132.993
842,2472.984,109.406,109.406,138.172,3.298,138.172
843,2475.878,112.437,112.437,142.947,3.471,142.947
844,2478.771,128.125,128.125,147.265,3.645,147.265
845,2481.665,122.281,122.281,151.077,3.818,151.077
846,2484.558,121.531,121.531,154.338,3.992,154.338
847,2487.452,134.531,134.531,157.010,4.166,157.010
848,2490.345,144.375,144.375,159.062,4.339,159.062
849,2493.238,144.406,144.406,160.470,4.513,160.470
850,2496.131,158.250,158.250,161.219,4.686,161.219
851,2499.024,156.344,156.344,161.301,4.860,161.301
852,2501.916,150.094,150.094,160.717,5.033,160.717
853,2504.809,157.156,157.156,159.477,5.207,159.477
854,2507.702,174.312,174.312,157.600,5.381,157.600
855,2510.594,148.437,148.437,155.110,5.554,155.110
856,2513.486,175.312,175.312,152.041,5.728,152.041
857,2516.379,179.187,179.187,148.433,5.901,148.433
858,2519.271,154.250,154.250,144.331,6.075,144.331
859,2522.163,156.281,156.281,139.484,5.945,139.484
860,2525.055,139.937,139.937,134.248,5.815,134.248
861,2527.946,139.031,139.031,128.682,5.686,128.682
862,2530.838,131.094,131.094,122.844,5.556,122.844
863,2533.730,145.937,145.937,116.795,5.426,116.795
864,2536.621,132.500,132.500,110.595,5.297,110.595
865,2539.513,142.719,142.719,104.301,5.167,104.301
866,2542.404,125.000,125.000,97.971,5.037,97.971
867,2545.296,129.937,129.937,91.658,4.908,91.658
868,2548.187,95.687,95.687,85.411,4.778,85.411
869,2551.078,119.062,119.062,79.277,4.648,79.277
870,2553.969,93.719,93.719,73.296,4.518,73.296
871,2556.860,85.500,85.500,67.503,4.389,67.503
872,2559.751,65.781,65.781,61.931,4.259,61.931
873,2562.642,71.594,71.594,56.603,4.129,56.603
874,2565.533,61.937,61.937,51.541,4.000,51.541
875,2568.424,40.875,40.875,46.759,3.870,46.759
876,2571.315,54.625,54.625,42.267,3.740,42.267
877,2574.205,42.062,42.062,38.072,3.611,38.072
878,2577.096,34.625,34.625,34.174,3.481,34.174
879,2579.986,36.937,36.937,30.572,3.351,30.572
880,2582.877,48.625,48.625,27.260,3.221,27.260
881,2585.767,23.937,23.937,24.230,3.092,24.230
882,2588.658,20.906,20.906,21.471,2.962,21.471
883,2591.548,20.219,20.219,18.969,2.832,18.969
884,2594.438,30.469,30.469,16.712,2.703,16.712
885,2597.329,15.625,15.625,14.683,2.573,14.683
886,2600.219,18.875,18.875,12.868,2.443,12.868
887,2603.109,10.031,10.031,11.248,2.314,11.248
888,2605.999,6.781,6.781,9.809,2.184,9.809
889,2608.889,12.219,12.219,8.535,2.054,8.535
890,2611.779,14.375,14.375,7.408,1.924,7.408
891,2614.669,2.937,2.937,6.415,1.795,6.415
892,2617.560,8.062,8.062,5.542,1.665,5.542
893,2620.450,5.187,5.187,4.774,1.535,4.774
894,2623.339,1.281,1.281,4.100,1.406,4.100
895,2626.229,7.375,7.375,3.607,1.375,3.607
896,2629.119,11.406,11.406,3.186,1.345,3.186
897,2632.009,1.562,1.562,2.827,1.315,2.827
898,2634.899,3.469,3.469,2.521,1.285,2.521
899,2637.789,5.312,5.312,2.261,1.254,2.261
900,2640.679,0.594,0.594,2.041,1.224,2.041
901,2643.569,3.531,3.531,1.853,1.194,1.853
902,2646.459,0.437,0.437,1.694,1.164,1.694
903,2649.349,0.406,0.406,1.558,1.133,1.558
904,2652.238,1.406,1.406,1.441,1.103,1.441
905,2655.128,1.531,1.531,1.341,1.073,1.341
906,2658.018,2.437,2.437,1.255,1.043,1.255
907,2660.908,1.719,1.719,1.179,1.012,1.179
908,2663.798,1.719,1.719,1.113,0.982,1.113
909,2666.688,1.594,1.594,1.054,0.952,1.054
910,2669.578,3.562,3.562,1.001,0.921,1.001
911,2672.468,1.531,1.531,0.953,0.891,0.953
912,2675.358,0.562,0.562,0.908,0.861,0.908
913,2678.248,3.750,3.750,0.867,0.831,0.867
914,2681.138,2.719,2.719,0.828,0.800,0.828
915,2684.028,2.562,2.562,0.791,0.770,0.791
916,2686.918,0.000,-0.406,0.756,0.740,0.756
917,2689.808,0.750,0.750,0.722,0.710,0.722
918,2692.698,2.625,2.625,0.688,0.679,0.688
919,2695.588,0.000,-0.188,0.656,0.649,0.656
920,2698.478,0.625,0.625,0.624,0.619,0.624
921,2701.368,0.000,-0.219,0.592,0.589,0.592
922,2704.259,1.594,1.594,0.561,0.558,0.561
923,2707.149,0.000,-0.313,0.530,0.528,0.530
924,2710.039,2.656,2.656,0.499,0.498,0.499
925,2712.930,0.000,-0.219,0.469,0.468,0.469
926,2715.820,0.812,0.812,0.438,0.437,0.438
927,2718.711,1.750,1.750,0.408,0.407,0.408
928,2721.601,0.000,-0.406,0.377,0.377,0.377
929,2724.492,0.000,-0.281,0.347,0.347,0.347
930,2727.382,2.812,2.812,0.316,0.316,0.316
931,2730.273,0.000,-0.125,0.286,0.286,0.286
932,2733.164,1.750,1.750,0.284,0.284,0.284
933,2736.055,0.656,0.656,0.282,0.282,0.282
934,2738.946,1.656,1.656,0.279,0.279,0.279
935,2741.837,0.781,0.781,0.277,0.277,0.277
936,2744.728,0.000,-0.375,0.275,0.275,0.275
937,2747.619,0.687,0.687,0.273,0.273,0.273
938,2750.510,0.000,-0.406,0.270,0.270,0.270
939,2753.402,0.719,0.719,0.268,0.268,0.268
940,2756.293,1.719,1.719,0.266,0.266,0.266
941,2759.185,0.000,-0.344,0.264,0.264,0.264
942,2762.076,1.656,1.656,0.261,0.261,0.261
943,2764.968,0.719,0.719,0.259,0.259,0.259
944,2767.860,0.000,-0.313,0.257,0.257,0.257
945,2770.752,0.000,-0.500,0.255,0.255,0.255
946,2773.644,0.000,-0.219,0.252,0.252,0.252
947,2776.536,0.000,-0.156,0.250,0.250,0.250
948,2779.428,0.000,-0.188,0.248,0.248,0.248
949,2782.320,0.000,-0.281,0.246,0.246,0.246
950,2785.213,0.000,-0.281,0.243,0.243,0.243
951,2788.105,0.000,-0.156,0.241,0.241,0.241
952,2790.998,0.000,-0.281,0.239,0.239,0.239
953,2793.891,0.000,-0.125,0.237,0.237,0.237
954,2796.784,0.000,-0.344,0.234,0.234,0.234
955,2799.677,0.656,0.656,0.232,0.232,0.232
956,2802.570,0.875,0.875,0.230,0.230,0.230
957,2805.463,0.719,0.719,0.228,0.228,0.228
958,2808.357,0.000,-0.281,0.225,0.225,0.225
959,2811.250,0.781,0.781,0.223,0.223,0.223
960,2814.144,0.812,0.812,0.221,0.221,0.221
961,2817.038,0.750,0.750,0.219,0.219,0.219
962,2819.932,0.000,-0.281,0.216,0.216,0.216
963,2822.826,0.000,-0.188,0.214,0.214,0.214
964,2825.721,0.750,0.750,0.212,0.212,0.212
965,2828.615,0.687,0.687,0.210,0.210,0.210
966,2831.510,0.000,-0.219,0.207,0.207,0.207
967,2834.405,1.781,1.781,0.205,0.205,0.205
968,2837.299,0.750,0.750,0.203,0.203,0.203
969,2840.195,0.000,-0.281,0.201,0.201,0.201
970,2843.090,0.000,-0.406,0.200,0.200,0.200
971,2845.985,0.000,-0.219,0.199,0.199,0.199
972,2848.881,0.656,0.656,0.199,0.199,0.199
973,2851.777,0.000,-0.219,0.198,0.198,0.198
974,2854.673,0.000,-0.188,0.197,0.197,0.197
975,2857.569,0.656,0.656,0.196,0.196,0.000
976,2860.465,0.750,0.750,0.196,0.196,0.000
977,2863.362,0.750,0.750,0.195,0.195,0.000
978,2866.259,0.000,-0.219,0.194,0.194,0.000
979,2869.156,0.000,-0.125,0.194,0.194,0.000
980,2872.053,0.594,0.594,0.193,0.193,0.000
981,2874.950,0.000,-0.406,0.192,0.192,0.000
982,2877.848,0.000,-0.188,0.191,0.191,0.000
983,2880.745,0.687,0.687,0.191,0.191,0.000
984,2883.643,0.000,-0.219,0.190,0.190,0.000
985,2886.542,0.656,0.656,0.189,0.189,0.000
986,2889.440,0.000,-0.219,0.189,0.189,0.000
987,2892.339,0.719,0.719,0.188,0.188,0.000
988,2895.237,2.844,2.844,0.187,0.187,0.000
989,2898.136,0.000,-0.125,0.187,0.187,0.000
990,2901.036,0.844,0.844,0.186,0.186,0.000
991,2903.935,0.000,-0.281,0.185,0.185,0.000
992,2906.835,0.000,-0.250,0.184,0.184,0.000
993,2909.735,0.687,0.687,0.184,0.184,0.000
994,2912.635,0.719,0.719,0.183,0.183,0.000
995,2915.536,0.000,-0.156,0.182,0.182,0.000
996,2918.436,0.687,0.687,0.182,0.182,0.000
997,2921.337,0.000,-0.281,0.181,0.181,0.000
998,2924.239,0.000,-0.219,0.180,0.180,0.000
999,2927.140,0.000,-0.250,0.179,0.179,0.000
1000,2930.042,0.000,-0.125,0.179,0.179,0.000
1001,2932.944,0.000,-0.125,0.178,0.178,0.000
1002,2935.846,0.000,-0.219,0.177,0.177,0.000
1003,2938.749,0.000,-0.313,0.177,0.177,0.000
1004,2941.651,0.656,0.656,0.176,0.176,0.000
1005,2944.554,0.000,-0.219,0.175,0.175,0.000
1006,2947.458,0.844,0.844,0.174,0.174,0.000
1007,2950.361,0.750,0.750,0.174,0.174,0.000
1008,2953.265,0.812,0.812,0.173,0.173,0.000
1009,2956.170,0.000,-0.125,0.181,0.181,0.000
1010,2959.074,0.000,-0.375,0.189,0.189,0.000
1011,2961.979,0.000,-0.250,0.197,0.197,0.000
1012,2964.884,2.656,2.656,0.205,0.205,0.000
1013,2967.789,0.000,-0.219,0.213,0.213,0.000
1014,2970.695,0.906,0.906,0.221,0.221,0.000
1015,2973.601,0.812,0.812,0.229,0.229,0.000
1016,2976.507,0.000,-0.250,0.237,0.237,0.000
1017,2979.414,0.000,-0.313,0.244,0.244,0.000
1018,2982.321,0.000,-0.438,0.252,0.252,0.000
1019,2985.228,0.000,-0.281,0.260,0.260,0.000
1020,2988.136,1.719,1.719,0.268,0.268,0.000
1021,2991.044,0.719,0.719,0.276,0.276,0.000
1022,2993.952,0.844,0.844,0.284,0.284,0.000
1023,2996.860,0.000,-0.188,0.292,0.292,0.000
