ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu,continuum
3670,1404.187,0.821,0.821,0.021,0.021,0.000,0.000,0.021
3671,1404.572,0.000,-0.424,0.021,0.021,0.000,0.000,0.021
3672,1404.957,0.000,-0.277,0.021,0.021,0.000,0.000,0.021
3673,1405.342,0.674,0.674,0.021,0.021,0.000,0.000,0.021
3674,1405.727,0.772,0.772,0.021,0.021,0.000,0.000,0.021
3675,1406.112,0.000,-0.326,0.020,0.020,0.000,0.000,0.020
3676,1406.497,0.690,0.690,0.020,0.020,0.000,0.000,0.020
3677,1406.882,0.000,-0.424,0.020,0.020,0.000,0.000,0.020
3678,1407.267,0.000,-0.228,0.020,0.020,0.000,0.000,0.020
3679,1407.652,0.000,-0.261,0.020,0.020,0.000,0.000,0.020
3680,1408.037,0.000,-0.261,0.019,0.019,0.000,0.000,0.019
3681,1408.422,0.755,0.755,0.019,0.019,0.000,0.000,0.019
3682,1408.807,0.000,-0.293,0.019,0.019,0.000,0.000,0.019
3683,1409.192,0.000,-0.261,0.019,0.019,0.000,0.000,0.019
3684,1409.577,0.000,-0.261,0.019,0.019,0.000,0.000,0.019
3685,1409.963,0.000,-0.310,0.018,0.018,0.000,0.000,0.018
3686,1410.348,0.707,0.707,0.018,0.018,0.000,0.000,0.018
3687,1410.733,0.000,-0.277,0.018,0.018,0.000,0.000,0.018
3688,1411.118,0.000,-0.179,0.018,0.018,0.000,0.000,0.018
3689,1411.503,0.592,0.592,0.018,0.018,0.000,0.000,0.018
3690,1411.888,0.000,-0.196,0.017,0.017,0.000,0.000,0.017
3691,1412.273,0.000,-0.342,0.017,0.017,0.000,0.000,0.017
3692,1412.658,0.000,-0.228,0.017,0.017,0.000,0.000,0.017
3693,1413.043,0.000,-0.245,0.017,0.017,0.000,0.000,0.017
3694,1413.428,0.000,-0.261,0.017,0.017,0.000,0.000,0.017
3695,1413.813,0.723,0.723,0.016,0.016,0.000,0.000,0.016
3696,1414.198,0.000,-0.245,0.016,0.016,0.000,0.000,0.016
3697,1414.583,0.000,-0.277,0.016,0.016,0.000,0.000,0.016
3698,1414.968,0.000,-0.293,0.016,0.016,0.000,0.000,0.016
3699,1415.353,0.707,0.707,0.016,0.016,0.000,0.000,0.016
3700,1415.738,0.000,-0.375,0.015,0.015,0.000,0.000,0.015
3701,1416.123,0.000,-0.326,0.015,0.015,0.000,0.000,0.015
3702,1416.508,0.000,-0.293,0.015,0.015,0.000,0.000,0.015
3703,1416.893,0.000,-0.277,0.015,0.015,0.000,0.000,0.015
3704,1417.278,0.000,-0.310,0.015,0.015,0.000,0.000,0.015
3705,1417.663,0.000,-0.228,0.015,0.015,0.000,0.000,0.015
3706,1418.048,0.723,0.723,0.014,0.014,0.000,0.000,0.014
3707,1418.433,0.658,0.658,0.014,0.014,0.000,0.000,0.014
3708,1418.819,0.707,0.707,0.014,0.014,0.000,0.000,0.014
3709,1419.204,0.772,0.772,0.014,0.014,0.000,0.000,0.014
3710,1419.589,0.000,-0.245,0.014,0.014,0.000,0.000,0.014
3711,1419.974,0.000,-0.245,0.013,0.013,0.000,0.000,0.013
3712,1420.359,0.000,-0.277,0.013,0.013,0.000,0.000,0.013
3713,1420.744,0.000,-0.212,0.013,0.013,0.000,0.000,0.013
3714,1421.129,0.000,-0.359,0.013,0.013,0.000,0.000,0.013
3715,1421.514,0.000,-0.179,0.013,0.013,0.000,0.000,0.013
3716,1421.899,0.000,-0.245,0.012,0.012,0.000,0.000,0.012
3717,1422.284,0.723,0.723,0.012,0.012,0.000,0.000,0.012
3718,1422.669,0.690,0.690,0.012,0.012,0.000,0.000,0.012
3719,1423.054,0.000,-0.261,0.012,0.012,0.000,0.000,0.012
3720,1423.439,0.870,0.870,0.012,0.012,0.000,0.000,0.012
3721,1423.824,0.000,-0.179,0.011,0.011,0.000,0.000,0.011
3722,1424.209,0.755,0.755,0.011,0.011,0.000,0.000,0.011
3723,1424.594,0.804,0.804,0.011,0.011,0.000,0.000,0.011
3724,1424.979,0.000,-0.163,0.011,0.011,0.000,0.000,0.011
3725,1425.364,0.723,0.723,0.011,0.011,0.000,0.000,0.011
3726,1425.749,0.772,0.772,0.010,0.010,0.000,0.000,0.010
3727,1426.134,0.804,0.804,0.010,0.010,0.000,0.000,0.010
3728,1426.519,0.000,-0.245,0.010,0.010,0.000,0.000,0.010
3729,1426.904,0.000,-0.196,0.010,0.010,0.000,0.000,0.010
3730,1427.289,0.000,-0.228,0.010,0.010,0.000,0.000,0.010
3731,1427.675,0.000,-0.228,0.009,0.009,0.000,0.000,0.009
3732,1428.060,0.000,-0.228,0.009,0.009,0.000,0.000,0.009
3733,1428.445,0.000,-0.293,0.009,0.009,0.000,0.000,0.009
3734,1428.830,0.000,-0.261,0.009,0.009,0.000,0.000,0.009
3735,1429.215,0.000,-0.228,0.009,0.009,0.000,0.000,0.009
3736,1429.600,0.000,-0.212,0.009,0.009,0.000,0.000,0.009
3737,1429.985,0.000,-0.228,0.008,0.008,0.000,0.000,0.008
3738,1430.370,0.000,-0.179,0.008,0.008,0.000,0.000,0.008
3739,1430.755,0.625,0.625,0.008,0.008,0.000,0.000,0.008
3740,1431.140,0.000,-0.179,0.008,0.008,0.000,0.000,0.008
3741,1431.525,0.000,-0.196,0.008,0.008,0.000,0.000,0.008
3742,1431.910,0.821,0.821,0.007,0.007,0.000,0.000,0.007
3743,1432.295,0.000,-0.228,0.007,0.007,0.000,0.000,0.007
3744,1432.680,0.000,-0.212,0.007,0.007,0.000,0.000,0.007
3745,1433.065,0.000,-0.212,0.007,0.007,0.000,0.000,0.007
3746,1433.450,0.000,-0.114,0.007,0.007,0.000,0.000,0.007
3747,1433.835,0.804,0.804,0.006,0.006,0.000,0.000,0.006
3748,1434.220,0.000,-0.212,0.006,0.006,0.000,0.000,0.006
3749,1434.605,0.000,-0.147,0.006,0.006,0.000,0.000,0.006
3750,1434.990,0.837,0.837,0.006,0.006,0.000,0.000,0.006
3751,1435.375,0.000,-0.196,0.006,0.006,0.000,0.000,0.006
3752,1435.760,0.000,-0.147,0.005,0.005,0.000,0.000,0.005
3753,1436.145,0.000,-0.212,0.005,0.005,0.000,0.000,0.005
3754,1436.531,0.000,-0.196,0.005,0.005,0.000,0.000,0.005
3755,1436.916,0.000,-0.082,0.005,0.005,0.000,0.000,0.005
3756,1437.301,0.853,0.853,0.005,0.005,0.000,0.000,0.005
3757,1437.686,0.000,-0.033,0.004,0.004,0.000,0.000,0.004
3758,1438.071,0.000,-0.163,0.004,0.004,0.000,0.000,0.004
3759,1438.456,0.000,-0.147,0.004,0.004,0.000,0.000,0.004
3760,1438.841,0.000,-0.082,0.004,0.004,0.000,0.000,0.004
3761,1439.226,0.000,-0.277,0.004,0.004,0.000,0.000,0.004
3762,1439.611,0.000,-0.196,0.003,0.003,0.000,0.000,0.003
3763,1439.996,0.000,-0.196,0.003,0.003,0.000,0.000,0.003
3764,1440.381,0.870,0.870,0.003,0.003,0.000,0.000,0.003
3765,1440.766,0.000,-0.245,0.003,0.003,0.000,0.000,0.003
3766,1441.151,0.886,0.886,0.003,0.003,0.000,0.000,0.003
3767,1441.536,0.000,-0.245,0.003,0.003,0.000,0.000,0.003
3768,1441.921,0.000,-0.147,0.002,0.002,0.000,0.000,0.002
3769,1442.306,0.886,0.886,0.002,0.002,0.000,0.000,0.002
3770,1442.691,0.000,-0.196,0.002,0.002,0.000,0.000,0.002
3771,1443.076,0.000,-0.179,0.002,0.002,0.000,0.000,0.002
3772,1443.461,0.000,-0.147,0.002,0.002,0.000,0.000,0.002
3773,1443.846,0.000,-0.196,0.001,0.001,0.000,0.000,0.001
3774,1444.231,0.000,-0.114,0.001,0.001,0.000,0.000,0.001
3775,1444.616,0.000,-0.130,0.001,0.001,0.000,0.000,0.001
3776,1445.001,0.000,-0.114,0.001,0.001,0.000,0.000,0.001
3777,1445.387,0.000,-0.147,0.001,0.001,0.000,0.000,0.001
3778,1445.772,0.000,-0.130,0.000,0.000,0.000,0.000,0.000
3779,1446.157,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3780,1446.542,0.000,-0.147,0.000,0.000,0.000,0.000,0.000
3781,1446.927,0.000,-0.147,0.000,0.000,0.000,0.000,0.000
3782,1447.312,0.000,-0.163,0.000,0.000,0.000,0.000,0.000
3783,1447.697,0.000,-0.228,0.000,0.000,0.000,0.000,0.000
3784,1448.082,0.000,-0.196,0.000,0.000,0.000,0.000,0.000
3785,1448.467,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3786,1448.852,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3787,1449.237,0.000,-0.130,0.000,0.000,0.000,0.000,0.000
3788,1449.622,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3789,1450.007,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3790,1450.392,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3791,1450.777,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3792,1451.162,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3793,1451.547,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3794,1451.932,0.000,-0.196,0.000,0.000,0.000,0.000,0.000
3795,1452.317,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3796,1452.702,0.000,-0.163,0.000,0.000,0.000,0.000,0.000
3797,1453.087,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3798,1453.472,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3799,1453.857,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3800,1454.243,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3801,1454.628,0.902,0.902,0.000,0.000,0.000,0.000,0.000
3802,1455.013,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3803,1455.398,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3804,1455.783,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3805,1456.168,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3806,1456.553,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3807,1456.938,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3808,1457.323,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3809,1457.708,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3810,1458.093,0.000,-0.130,0.000,0.000,0.000,0.000,0.000
3811,1458.478,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3812,1458.863,0.886,0.886,0.000,0.000,0.000,0.000,0.000
3813,1459.248,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3814,1459.633,0.000,-0.130,0.000,0.000,0.000,0.000,0.000
3815,1460.018,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3816,1460.403,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3817,1460.788,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3818,1461.173,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3819,1461.558,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3820,1461.943,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3821,1462.328,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3822,1462.713,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3823,1463.099,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3824,1463.484,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3825,1463.869,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3826,1464.254,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3827,1464.639,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3828,1465.024,0.000,-0.130,0.000,0.000,0.000,0.000,0.000
3829,1465.409,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3830,1465.794,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3831,1466.179,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3832,1466.564,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3833,1466.949,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3834,1467.334,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3835,1467.719,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3836,1468.104,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3837,1468.489,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3838,1468.874,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3839,1469.259,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3840,1469.644,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3841,1470.029,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3842,1470.414,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3843,1470.799,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3844,1471.184,0.918,0.918,0.000,0.000,0.000,0.000,0.000
3845,1471.569,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3846,1471.955,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3847,1472.340,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3848,1472.725,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3849,1473.110,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3850,1473.495,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3851,1473.880,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3852,1474.265,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3853,1474.650,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3854,1475.035,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3855,1475.420,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3856,1475.805,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3857,1476.190,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3858,1476.575,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3859,1476.960,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3860,1477.345,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3861,1477.730,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3862,1478.115,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3863,1478.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3864,1478.885,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3865,1479.270,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3866,1479.655,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3867,1480.040,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3868,1480.425,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3869,1480.811,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3870,1481.196,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3871,1481.581,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3872,1481.966,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3873,1482.351,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3874,1482.736,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3875,1483.121,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3876,1483.506,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3877,1483.891,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3878,1484.276,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3879,1484.661,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3880,1485.046,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3881,1485.431,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3882,1485.816,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3883,1486.201,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3884,1486.586,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3885,1486.971,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3886,1487.356,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3887,1487.741,0.951,0.951,0.000,0.000,0.000,0.000,0.000
3888,1488.126,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3889,1488.511,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3890,1488.896,0.918,0.918,0.000,0.000,0.000,0.000,0.000
3891,1489.281,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3892,1489.667,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3893,1490.052,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3894,1490.437,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3895,1490.822,0.984,0.984,0.000,0.000,0.000,0.000,0.000
3896,1491.207,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3897,1491.592,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3898,1491.977,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3899,1492.362,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3900,1492.747,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3901,1493.132,0.902,0.902,0.000,0.000,0.000,0.000,0.000
3902,1493.517,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3903,1493.902,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3904,1494.287,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3905,1494.672,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3906,1495.057,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3907,1495.442,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3908,1495.827,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3909,1496.212,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3910,1496.597,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3911,1496.982,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3912,1497.367,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3913,1497.752,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3914,1498.137,0.951,0.951,0.000,0.000,0.000,0.000,0.000
3915,1498.523,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3916,1498.908,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3917,1499.293,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3918,1499.678,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3919,1500.063,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3920,1500.448,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3921,1500.833,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3922,1501.218,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3923,1501.603,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3924,1501.988,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3925,1502.373,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3926,1502.758,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3927,1503.143,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3928,1503.528,0.000,-0.130,0.000,0.000,0.000,0.000,0.000
3929,1503.913,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3930,1504.298,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3931,1504.683,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3932,1505.068,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3933,1505.453,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3934,1505.838,0.000,-0.098,0.000,0.000,0.000,0.000,0.000
3935,1506.223,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3936,1506.608,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3937,1506.993,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3938,1507.379,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3939,1507.764,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3940,1508.149,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3941,1508.534,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
3942,1508.919,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3943,1509.304,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3944,1509.689,0.000,-0.065,0.000,0.000,0.000,0.000,0.000
3945,1510.074,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3946,1510.459,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3947,1510.844,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3948,1511.229,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3949,1511.614,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
3950,1511.999,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
3951,1512.384,0.000,-0.114,0.000,0.000,0.000,0.000,0.000
3952,1512.769,0.000,-0.082,0.000,0.000,0.000,0.000,0.000
3953,1513.154,0.000,-0.033,0.001,0.001,0.000,0.000,0.001
3954,1513.539,0.000,-0.033,0.001,0.001,0.000,0.000,0.001
3955,1513.924,0.000,-0.098,0.001,0.001,0.000,0.000,0.001
3956,1514.309,0.000,-0.033,0.001,0.001,0.000,0.000,0.001
3957,1514.694,0.000,-0.082,0.001,0.001,0.000,0.000,0.001
3958,1515.079,0.000,0.000,0.001,0.001,0.000,0.000,0.001
3959,1515.464,0.000,-0.098,0.001,0.001,0.000,0.000,0.001
3960,1515.849,0.000,-0.082,0.001,0.001,0.000,0.000,0.001
3961,1516.235,0.918,0.918,0.001,0.001,0.000,0.000,0.001
3962,1516.620,0.000,-0.082,0.001,0.001,0.000,0.000,0.001
3963,1517.005,0.951,0.951,0.001,0.001,0.000,0.000,0.001
3964,1517.390,0.000,-0.049,0.001,0.001,0.000,0.000,0.001
3965,1517.775,0.000,-0.065,0.001,0.001,0.000,0.000,0.001
3966,1518.160,0.000,-0.082,0.001,0.001,0.000,0.000,0.001
3967,1518.545,0.000,-0.049,0.001,0.001,0.000,0.000,0.001
3968,1518.930,0.000,-0.033,0.001,0.001,0.000,0.000,0.001
3969,1519.315,0.000,-0.065,0.001,0.001,0.000,0.000,0.001
3970,1519.700,0.000,-0.098,0.001,0.001,0.000,0.000,0.001
3971,1520.085,0.000,-0.049,0.001,0.001,0.000,0.000,0.001
3972,1520.470,0.000,-0.049,0.001,0.001,0.000,0.000,0.001
3973,1520.855,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
3974,1521.240,0.000,-0.065,0.001,0.001,0.000,0.000,0.001
3975,1521.625,0.000,0.000,0.001,0.001,0.000,0.000,0.001
3976,1522.010,0.000,-0.033,0.001,0.001,0.000,0.000,0.001
3977,1522.395,0.000,-0.082,0.001,0.001,0.000,0.000,0.001
3978,1522.780,0.000,-0.033,0.001,0.001,0.000,0.000,0.001
3979,1523.165,0.000,-0.065,0.002,0.002,0.000,0.000,0.002
3980,1523.550,0.000,-0.065,0.002,0.002,0.000,0.000,0.002
3981,1523.935,0.000,-0.033,0.002,0.002,0.000,0.000,0.002
3982,1524.320,0.000,-0.049,0.002,0.002,0.000,0.000,0.002
3983,1524.705,0.000,-0.049,0.002,0.002,0.000,0.000,0.002
3984,1525.091,0.000,-0.082,0.002,0.002,0.000,0.000,0.002
3985,1525.476,0.000,-0.033,0.002,0.002,0.000,0.000,0.002
3986,1525.861,0.000,-0.082,0.002,0.002,0.000,0.000,0.002
3987,1526.246,0.000,-0.065,0.002,0.002,0.000,0.000,0.002
3988,1526.631,0.000,-0.033,0.002,0.002,0.000,0.000,0.002
3989,1527.016,0.000,-0.033,0.002,0.002,0.000,0.000,0.002
3990,1527.401,0.000,-0.065,0.002,0.002,0.000,0.000,0.002
3991,1527.786,0.000,-0.033,0.002,0.002,0.000,0.000,0.002
3992,1528.171,0.000,-0.049,0.002,0.002,0.000,0.000,0.002
3993,1528.556,0.000,-0.065,0.002,0.002,0.000,0.000,0.002
3994,1528.941,0.000,-0.065,0.002,0.002,0.000,0.000,0.002
3995,1529.326,0.000,-0.016,0.002,0.002,0.000,0.000,0.002
3996,1529.711,0.000,-0.049,0.002,0.002,0.000,0.000,0.002
3997,1530.096,0.000,-0.114,0.002,0.002,0.000,0.000,0.002
3998,1530.481,0.000,-0.049,0.002,0.002,0.000,0.000,0.002
3999,1530.866,0.000,-0.082,0.002,0.002,0.000,0.000,0.002
4000,1531.251,0.000,-0.033,0.002,0.002,0.000,0.000,0.002
4001,1531.636,0.000,-0.098,0.002,0.002,0.000,0.000,0.002
4002,1532.021,0.000,-0.082,0.002,0.002,0.000,0.000,0.002
4003,1532.406,0.000,-0.033,0.002,0.002,0.000,0.000,0.002
4004,1532.791,0.000,-0.049,0.002,0.002,0.000,0.000,0.002
4005,1533.176,0.000,-0.114,0.002,0.002,0.000,0.000,0.002
4006,1533.561,0.000,-0.049,0.003,0.003,0.000,0.000,0.003
4007,1533.947,0.000,-0.065,0.003,0.003,0.000,0.000,0.003
4008,1534.332,0.000,-0.049,0.003,0.003,0.000,0.000,0.003
4009,1534.717,0.000,-0.065,0.003,0.003,0.000,0.000,0.003
4010,1535.102,0.000,-0.065,0.003,0.003,0.000,0.000,0.003
4011,1535.487,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
4012,1535.872,0.000,-0.114,0.003,0.003,0.000,0.000,0.003
4013,1536.257,0.886,0.886,0.003,0.003,0.000,0.000,0.003
4014,1536.642,0.000,-0.033,0.003,0.003,0.000,0.000,0.003
4015,1537.027,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
4016,1537.412,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
4017,1537.797,0.000,-0.065,0.003,0.003,0.000,0.000,0.003
4018,1538.182,0.000,-0.033,0.003,0.003,0.000,0.000,0.003
4019,1538.567,0.000,-0.082,0.003,0.003,0.000,0.000,0.003
4020,1538.952,0.000,-0.065,0.003,0.003,0.000,0.000,0.003
4021,1539.337,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
4022,1539.722,0.000,-0.098,0.003,0.003,0.000,0.000,0.003
4023,1540.107,0.000,-0.114,0.003,0.003,0.000,0.000,0.003
4024,1540.492,0.000,-0.049,0.003,0.003,0.000,0.000,0.003
4025,1540.877,0.000,0.000,0.003,0.003,0.000,0.000,0.003
4026,1541.262,0.000,-0.082,0.003,0.003,0.000,0.000,0.003
4027,1541.647,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
4028,1542.032,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
4029,1542.417,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
4030,1542.803,0.000,-0.049,0.003,0.003,0.000,0.000,0.003
4031,1543.188,0.000,-0.082,0.003,0.003,0.000,0.000,0.003
4032,1543.573,0.000,-0.065,0.003,0.003,0.000,0.000,0.003
4033,1543.958,0.000,-0.049,0.004,0.004,0.000,0.000,0.004
4034,1544.343,0.000,-0.049,0.004,0.004,0.000,0.000,0.004
4035,1544.728,0.000,-0.065,0.004,0.004,0.000,0.000,0.004
4036,1545.113,0.000,-0.065,0.004,0.004,0.000,0.000,0.004
4037,1545.498,0.000,-0.098,0.004,0.004,0.000,0.000,0.004
4038,1545.883,0.000,-0.049,0.004,0.004,0.000,0.000,0.004
4039,1546.268,0.000,-0.033,0.004,0.004,0.000,0.000,0.004
4040,1546.653,0.000,-0.049,0.004,0.004,0.000,0.000,0.004
4041,1547.038,0.000,-0.098,0.004,0.004,0.000,0.000,0.004
4042,1547.423,0.000,-0.065,0.004,0.004,0.000,0.000,0.004
4043,1547.808,0.000,-0.098,0.004,0.004,0.000,0.000,0.004
4044,1548.193,0.000,-0.049,0.004,0.004,0.000,0.000,0.004
4045,1548.578,0.000,-0.098,0.004,0.004,0.000,0.000,0.004
4046,1548.963,0.000,-0.065,0.004,0.004,0.000,0.000,0.004
4047,1549.348,1.000,1.000,0.004,0.004,0.000,0.000,0.004
