ch,keV,net,fit,model,continuum_raw,Na-22,Ann-511
164,459.515,10851.984,10851.984,11141.438,6080.184,2954.939,8186.499
165,462.459,12663.932,12663.932,13008.000,6599.312,3102.891,9905.109
166,465.403,15466.375,15466.375,15478.120,7118.439,3251.270,12226.850
167,468.348,18692.956,18692.956,18732.551,7637.566,3401.675,15330.876
168,471.293,23591.426,23591.426,22957.137,8156.694,3556.185,19400.952
169,474.240,28567.893,28567.893,28317.163,8675.821,3717.398,24599.766
170,477.187,35192.138,35192.138,34923.378,9194.949,3888.501,31034.877
171,480.135,43711.620,43711.620,42793.462,9714.076,4073.400,38720.062
172,483.083,50790.154,50790.154,51815.454,10233.204,4276.866,47538.587
173,486.033,61505.588,61505.588,60349.760,9380.437,4076.994,56272.766
174,488.983,68466.027,68466.027,69338.016,8527.670,3884.578,65453.438
175,491.933,79987.158,79987.158,78206.653,7674.903,3697.598,74509.055
176,494.885,85107.375,85107.375,86286.461,6822.136,3512.868,82773.593
177,497.837,91968.174,91968.174,92884.933,5969.369,3325.809,89559.124
178,500.790,98874.094,98874.094,97373.190,5116.602,3130.184,94243.006
179,503.743,98412.043,98412.043,99272.633,4263.835,2917.834,96354.799
180,506.697,100595.336,100595.336,98324.871,3411.068,2678.508,95646.363
181,509.652,93956.339,93956.339,94530.784,2558.301,2399.890,92130.894
182,512.607,89637.798,89637.798,88150.610,1705.534,2068.045,86082.565
183,515.564,81461.505,81461.505,79665.019,852.767,1668.467,77996.552
184,518.520,71600.050,71600.050,69705.296,0.000,1187.886,68517.410
185,521.478,61263.730,61263.730,59872.282,52.811,1230.046,58642.236
186,524.436,50193.236,50193.236,49932.624,105.623,1277.334,48655.290
187,527.395,39598.560,39598.560,40462.970,158.434,1329.122,39133.848
188,530.354,31154.113,31154.113,31896.423,211.246,1384.380,30512.043
189,533.314,23872.544,23872.544,24502.937,264.057,1441.832,23061.106
190,536.275,17233.986,17233.986,18395.798,316.869,1500.189,16895.608
191,539.236,12444.089,12444.089,13557.479,369.680,1558.386,11999.093
192,542.198,8838.397,8838.397,9876.121,422.492,1615.719,8260.402
193,545.161,6369.524,6369.524,7184.154,475.303,1671.883,5512.270
194,548.124,4647.923,4647.923,5292.520,528.114,1726.896,3565.624
195,551.088,3775.212,3775.212,4016.695,580.926,1780.984,2235.712
196,554.052,2939.425,2939.425,3193.307,633.737,1834.458,1358.849
197,557.017,2672.433,2672.433,2688.208,686.549,1887.634,800.574
198,559.983,2371.773,2371.773,2357.934,699.319,1900.810,457.123
199,562.949,2265.560,2265.560,2167.098,712.088,1914.085,253.013
200,565.916,2123.070,2123.070,2063.401,724.858,1927.654,135.747
201,568.883,2163.303,2163.303,2012.246,737.628,1941.647,70.598
202,571.851,2124.438,2124.438,1991.743,750.397,1956.152,35.590
203,574.819,2197.544,2197.544,1988.614,763.167,1971.222,17.392
204,577.788,2063.908,2063.908,1995.113,775.937,1986.875,8.238
205,580.758,2081.908,2081.908,2006.862,788.707,2003.080,3.783
206,583.728,2097.695,2097.695,2021.436,801.476,2019.752,1.683
207,586.699,2186.782,2186.782,2037.478,814.246,2036.751,0.726
208,589.670,2065.272,2065.272,2054.193,827.016,2053.889,0.304
209,592.642,2010.688,2010.688,2071.075,839.786,2070.952,0.123
210,595.614,2033.612,2033.612,2087.778,852.555,2087.730,0.048
211,598.587,2027.292,2027.292,2104.062,865.325,2104.044,0.018
212,601.560,1997.012,1997.012,2098.474,856.788,2098.467,0.007
213,604.534,2071.446,2071.446,2092.260,848.251,2092.258,0.002
214,607.508,2008.055,2008.055,2085.446,839.714,2085.445,0.001
215,610.483,2105.343,2105.343,2078.122,831.178,2078.122,0.000
216,613.459,2028.362,2028.362,2070.427,822.641,2070.427,0.000
217,616.435,2128.781,2128.781,2062.516,814.104,2062.516,0.000
218,619.411,1982.888,1982.888,2054.534,805.567,2054.534,0.000
219,622.388,2038.551,2038.551,2046.595,797.030,2046.595,0.000
220,625.365,1983.006,1983.006,2038.762,788.493,2038.762,0.000
221,628.343,2016.752,2016.752,2031.044,779.957,2031.044,0.000
222,631.321,2053.784,2053.784,2023.402,771.420,2023.402,0.000
223,634.300,2009.665,2009.665,2015.757,762.883,2015.757,0.000
224,637.280,1996.514,1996.514,2008.015,754.346,2008.015,0.000
225,640.259,2007.795,2007.795,2000.079,745.809,2000.079,0.000
226,643.239,2098.506,2098.506,2005.516,750.918,2005.516,0.000
227,646.220,1953.834,1953.834,2010.638,756.026,2010.638,0.000
228,649.201,1985.312,1985.312,2015.443,761.135,2015.443,0.000
229,652.183,2093.597,2093.597,2019.982,766.244,2019.982,0.000
230,655.165,1949.150,1949.150,2024.359,771.352,2024.359,0.000
231,658.147,2092.554,2092.554,2028.731,776.461,2028.731,0.000
232,661.130,1981.636,1981.636,2033.302,781.569,2033.302,0.000
233,664.114,2172.099,2172.099,2038.315,786.678,2038.315,0.000
234,667.097,2040.593,2040.593,2044.042,791.787,2044.042,0.000
235,670.081,2099.454,2099.454,2050.760,796.895,2050.760,0.000
236,673.066,2041.648,2041.648,2058.733,802.004,2058.733,0.000
237,676.051,2039.190,2039.190,2068.188,807.112,2068.188,0.000
238,679.037,2068.909,2068.909,2079.283,812.221,2079.283,0.000
239,682.022,2087.684,2087.684,2092.087,817.330,2092.087,0.000
240,685.009,2145.763,2145.763,2106.564,822.438,2106.564,0.000
241,687.995,2018.672,2018.672,2100.034,805.017,2100.034,0.000
242,690.982,2162.581,2162.581,2094.766,787.597,2094.766,0.000
243,693.970,2066.470,2066.470,2090.411,770.176,2090.411,0.000
244,696.957,2124.684,2124.684,2086.561,752.755,2086.561,0.000
245,699.946,2093.510,2093.510,2082.785,735.334,2082.785,0.000
246,702.934,1991.075,1991.075,2078.668,717.913,2078.668,0.000
247,705.923,2102.786,2102.786,2073.853,700.492,2073.853,0.000
248,708.912,2015.506,2015.506,2068.067,683.071,2068.067,0.000
249,711.902,2087.956,2087.956,2061.140,665.650,2061.140,0.000
250,714.892,2024.581,2024.581,2053.008,648.230,2053.008,0.000
251,717.882,2039.186,2039.186,2043.703,630.809,2043.703,0.000
252,720.873,2023.735,2023.735,2033.333,613.388,2033.333,0.000
253,723.864,2019.794,2019.794,2022.054,595.967,2022.054,0.000
254,726.855,2045.182,2045.182,2010.038,578.546,2010.038,0.000
255,729.847,1956.296,1956.296,1997.450,561.125,1997.450,0.000
256,732.839,2075.838,2075.838,2010.804,570.090,2010.804,0.000
257,735.832,2023.047,2023.047,2023.801,579.054,2023.801,0.000
258,738.824,2054.012,2054.012,2036.473,588.019,2036.473,0.000
259,741.817,2055.348,2055.348,2048.805,596.983,2048.805,0.000
260,744.811,2030.842,2030.842,2060.747,605.948,2060.747,0.000
261,747.805,2080.510,2080.510,2072.226,614.912,2072.226,0.000
262,750.799,2088.573,2088.573,2083.165,623.877,2083.165,0.000
263,753.793,2145.229,2145.229,2093.503,632.842,2093.503,0.000
264,756.788,2031.889,2031.889,2103.206,641.806,2103.206,0.000
265,759.782,2165.770,2165.770,2112.286,650.771,2112.286,0.000
266,762.778,2125.245,2125.245,2120.799,659.735,2120.799,0.000
267,765.773,2120.434,2120.434,2128.855,668.700,2128.855,0.000
268,768.769,2115.541,2115.541,2136.613,677.664,2136.613,0.000
269,771.765,2119.897,2119.897,2144.270,686.629,2144.270,0.000
270,774.761,2077.336,2077.336,2152.054,695.593,2152.054,0.000
271,777.758,2180.217,2180.217,2160.206,704.558,2160.206,0.000
272,780.755,2127.213,2127.213,2153.074,697.629,2153.074,0.000
273,783.752,2182.336,2182.336,2146.775,690.700,2146.775,0.000
274,786.750,2204.383,2204.383,2141.497,683.771,2141.497,0.000
275,789.747,2169.209,2169.209,2137.385,676.842,2137.385,0.000
276,792.745,2059.039,2059.039,2134.524,669.913,2134.524,0.000
277,795.744,2151.086,2151.086,2132.933,662.984,2132.933,0.000
278,798.742,2162.928,2162.928,2132.566,656.055,2132.566,0.000
279,801.741,2090.490,2090.490,2133.304,649.125,2133.304,0.000
280,804.740,2176.861,2176.861,2134.969,642.196,2134.969,0.000
281,807.739,2138.802,2138.802,2137.323,635.267,2137.323,0.000
282,810.739,2236.363,2236.363,2140.087,628.338,2140.087,0.000
283,813.738,2119.465,2119.465,2142.954,621.409,2142.954,0.000
284,816.738,2135.746,2135.746,2145.607,614.480,2145.607,0.000
285,819.738,2167.367,2167.367,2147.742,607.551,2147.742,0.000
286,822.739,2120.011,2120.011,2149.088,600.622,2149.088,0.000
287,825.739,2117.070,2117.070,2149.428,593.693,2149.428,0.000
288,828.740,2170.228,2170.228,2148.616,586.764,2148.616,0.000
289,831.741,2133.797,2133.797,2155.851,589.092,2155.851,0.000
290,834.743,2184.232,2184.232,2161.911,591.419,2161.911,0.000
291,837.744,2074.576,2074.576,2166.922,593.747,2166.922,0.000
292,840.746,2229.841,2229.841,2171.094,596.074,2171.094,0.000
293,843.747,2195.070,2195.070,2174.708,598.402,2174.708,0.000
294,846.750,2190.683,2190.683,2178.085,600.730,2178.085,0.000
295,849.752,2202.287,2202.287,2181.565,603.057,2181.565,0.000
296,852.754,2113.517,2113.517,2185.479,605.385,2185.479,0.000
297,855.757,2166.011,2166.011,2190.119,607.712,2190.119,0.000
298,858.760,2262.687,2262.687,2195.715,610.040,2195.715,0.000
299,861.763,2175.564,2175.564,2202.422,612.367,2202.422,0.000
300,864.766,2185.959,2185.959,2210.310,614.695,2210.310,0.000
301,867.769,2221.058,2221.058,2219.363,617.023,2219.363,0.000
302,870.773,2295.343,2295.343,2229.490,619.350,2229.490,0.000
303,873.776,2203.568,2203.568,2240.533,621.678,2240.533,0.000
304,876.780,2276.640,2276.640,2252.290,624.005,2252.290,0.000
305,879.784,2266.572,2266.572,2264.530,626.333,2264.530,0.000
306,882.788,2247.457,2247.457,2278.280,629.924,2278.280,0.000
307,885.793,2251.865,2251.865,2292.047,633.515,2292.047,0.000
308,888.797,2380.070,2380.070,2305.627,637.107,2305.627,0.000
309,891.802,2268.699,2268.699,2318.848,640.698,2318.848,0.000
310,894.807,2429.240,2429.240,2331.575,644.289,2331.575,0.000
311,897.812,2376.865,2376.865,2343.716,647.881,2343.716,0.000
312,900.817,2340.019,2340.019,2355.217,651.472,2355.217,0.000
313,903.822,2386.636,2386.636,2366.062,655.063,2366.062,0.000
314,906.827,2338.687,2338.687,2376.266,658.655,2376.266,0.000
315,909.833,2348.240,2348.240,2385.871,662.246,2385.871,0.000
316,912.838,2458.810,2458.810,2394.942,665.837,2394.942,0.000
317,915.844,2366.576,2366.576,2403.563,669.429,2403.563,0.000
318,918.850,2319.631,2319.631,2411.830,673.020,2411.830,0.000
319,921.856,2375.529,2375.529,2419.849,676.611,2419.849,0.000
320,924.862,2400.015,2400.015,2427.735,680.203,2427.735,0.000
321,927.868,2447.742,2447.742,2435.602,683.794,2435.602,0.000
322,930.874,2435.402,2435.402,2443.566,687.385,2443.566,0.000
323,933.880,2417.398,2417.398,2451.742,690.977,2451.742,0.000
324,936.887,2346.521,2346.521,2447.611,681.946,2447.611,0.000
325,939.893,2449.513,2449.513,2443.893,672.916,2443.893,0.000
326,942.900,2403.197,2403.197,2440.672,663.885,2440.672,0.000
327,945.907,2434.738,2434.738,2438.018,654.855,2438.018,0.000
328,948.914,2446.785,2446.785,2435.985,645.824,2435.985,0.000
329,951.921,2548.173,2548.173,2434.611,636.794,2434.611,0.000
330,954.928,2466.125,2466.125,2433.917,627.763,2433.917,0.000
331,957.935,2438.726,2438.726,2433.906,618.733,2433.906,0.000
332,960.942,2541.390,2541.390,2434.564,609.702,2434.564,0.000
333,963.949,2584.726,2584.726,2435.863,600.672,2435.863,0.000
334,966.957,2463.457,2463.457,2437.751,591.641,2437.751,0.000
335,969.964,2471.224,2471.224,2440.164,582.611,2440.164,0.000
336,972.972,2502.761,2502.761,2443.012,573.580,2443.012,0.000
337,975.979,2559.655,2559.655,2446.182,564.550,2446.182,0.000
338,978.987,2385.327,2385.327,2449.533,555.519,2449.533,0.000
339,981.995,2427.097,2427.097,2452.892,546.489,2452.892,0.000
340,985.002,2533.698,2533.698,2456.046,537.458,2456.046,0.000
341,988.010,2388.473,2388.473,2458.739,528.428,2458.739,0.000
342,991.018,2468.801,2468.801,2460.668,519.397,2460.668,0.000
343,994.026,2516.461,2516.461,2443.170,492.060,2443.170,0.000
344,997.034,2464.176,2464.176,2424.147,464.724,2424.147,0.000
345,1000.042,2243.686,2243.686,2403.144,437.387,2403.144,0.000
346,1003.050,2385.457,2385.457,2379.664,410.050,2379.664,0.000
347,1006.058,2388.682,2388.682,2353.180,382.714,2353.180,0.000
348,1009.066,2161.793,2161.793,2323.146,355.377,2323.146,0.000
349,1012.074,2313.231,2313.231,2289.024,328.040,2289.024,0.000
350,1015.083,2172.895,2172.895,2250.300,300.704,2250.300,0.000
351,1018.091,2219.682,2219.682,2206.513,273.367,2206.513,0.000
352,1021.099,1972.401,1972.401,2157.283,246.030,2157.283,0.000
353,1024.108,2146.666,2146.666,2102.331,218.693,2102.331,0.000
354,1027.116,2068.342,2068.342,2041.509,191.357,2041.509,0.000
355,1030.124,1945.611,1945.611,1974.811,164.020,1974.811,0.000
356,1033.133,1872.231,1872.231,1902.387,136.683,1902.387,0.000
357,1036.141,1780.508,1780.508,1824.550,109.347,1824.550,0.000
358,1039.149,1671.231,1671.231,1741.766,82.010,1741.766,0.000
359,1042.158,1531.239,1531.239,1654.644,54.673,1654.644,0.000
360,1045.166,1578.785,1578.785,1563.915,27.337,1563.915,0.000
361,1048.175,1493.500,1493.500,1470.403,0.000,1470.403,0.000
362,1051.183,1273.018,1273.018,1402.331,0.000,1402.331,0.000
363,1054.191,1304.789,1304.789,1333.276,0.000,1333.276,0.000
364,1057.200,1296.235,1296.235,1264.138,0.000,1264.138,0.000
365,1060.208,1116.797,1116.797,1195.774,0.000,1195.774,0.000
366,1063.217,1103.725,1103.725,1128.966,0.000,1128.966,0.000
367,1066.225,1027.516,1027.516,1064.392,0.000,1064.392,0.000
368,1069.234,957.524,957.524,1002.612,0.000,1002.612,0.000
369,1072.242,919.014,919.014,944.052,0.000,944.052,0.000
370,1075.250,866.295,866.295,889.002,0.000,889.002,0.000
371,1078.259,863.745,863.745,837.616,0.000,837.616,0.000
372,1081.267,798.567,798.567,789.928,0.000,789.928,0.000
373,1084.275,703.698,703.698,745.857,0.000,745.857,0.000
374,1087.284,698.180,698.180,705.234,0.000,705.234,0.000
375,1090.292,659.192,659.192,667.817,0.000,667.817,0.000
376,1093.300,672.204,672.204,633.315,0.000,633.315,0.000
377,1096.309,585.915,585.915,601.407,0.000,601.407,0.000
378,1099.317,559.378,559.378,571.764,0.000,571.764,0.000
379,1102.325,574.753,574.753,544.064,0.000,544.064,0.000
380,1105.333,585.761,585.761,518.004,0.000,518.004,0.000
381,1108.341,504.821,504.821,493.317,0.000,493.317,0.000
382,1111.349,508.575,508.575,480.733,10.964,480.733,0.000
383,1114.357,485.591,485.591,469.101,21.929,469.101,0.000
384,1117.365,450.868,450.868,458.277,32.893,458.277,0.000
385,1120.373,413.247,413.247,448.159,43.857,448.159,0.000
386,1123.381,378.097,378.097,438.685,54.821,438.685,0.000
387,1126.389,403.694,403.694,429.829,65.786,429.829,0.000
388,1129.397,417.856,417.856,421.597,76.750,421.597,0.000
389,1132.405,394.583,394.583,414.019,87.714,414.019,0.000
390,1135.413,389.745,389.745,407.146,98.679,407.146,0.000
391,1138.420,349.686,349.686,401.047,109.643,401.047,0.000
392,1141.428,378.955,378.955,395.807,120.607,395.807,0.000
393,1144.435,385.737,385.737,391.524,131.571,391.524,0.000
394,1147.443,374.721,374.721,388.312,142.536,388.312,0.000
395,1150.450,402.057,402.057,386.306,153.500,386.306,0.000
396,1153.458,375.117,375.117,385.672,164.464,385.672,0.000
397,1156.465,403.061,403.061,386.612,175.429,386.612,0.000
398,1159.472,415.227,415.227,389.389,186.393,389.389,0.000
399,1162.479,485.223,485.223,394.340,197.357,394.340,0.000
400,1165.486,449.935,449.935,401.904,208.321,401.904,0.000
401,1168.493,494.002,494.002,412.649,219.286,412.649,0.000
