ch,keV,net,fit,model,continuum_raw,Eu-152,continuum
391,1144.298,25718.605,25718.605,26011.091,3321.537,26011.091,0.000
392,1147.313,23470.533,23470.533,23845.887,3162.507,23845.887,0.000
393,1150.328,21510.882,21510.882,21804.691,3003.477,21804.691,0.000
394,1153.343,19404.257,19404.257,19903.172,2844.447,19903.172,0.000
395,1156.358,17689.329,17689.329,18151.327,2685.417,18151.327,0.000
396,1159.373,16074.355,16074.355,16553.875,2526.387,16553.875,0.000
397,1162.388,14662.632,14662.632,15110.827,2367.357,15110.827,0.000
398,1165.403,13281.210,13281.210,13818.165,2208.327,13818.165,0.000
399,1168.418,12201.342,12201.342,12668.599,2049.297,12668.599,0.000
400,1171.433,11335.342,11335.342,11652.328,1890.267,11652.328,0.000
401,1174.448,10457.776,10457.776,10757.777,1731.237,10757.777,0.000
402,1177.463,9708.921,9708.921,9972.274,1572.207,9972.274,0.000
403,1180.477,9226.585,9226.585,9282.634,1413.177,9282.634,0.000
404,1183.492,8744.414,8744.414,8675.657,1254.147,8675.657,0.000
405,1186.507,8236.645,8236.645,8138.515,1095.117,8138.515,0.000
406,1189.521,7845.414,7845.414,7659.054,936.087,7659.054,0.000
407,1192.536,7607.730,7607.730,7226.007,777.057,7226.007,0.000
408,1195.551,7201.645,7201.645,7032.728,821.613,7032.728,0.000
409,1198.565,7094.961,7094.961,6866.518,866.170,6866.518,0.000
410,1201.580,6940.250,6940.250,6719.440,910.727,6719.440,0.000
411,1204.594,6553.671,6553.671,6584.747,955.284,6584.747,0.000
412,1207.608,6406.500,6406.500,6456.886,999.841,6456.886,0.000
413,1210.623,6217.309,6217.309,6331.473,1044.398,6331.473,0.000
414,1213.637,6285.441,6285.441,6205.266,1088.955,6205.266,0.000
415,1216.651,5920.007,5920.007,6076.113,1133.512,6076.113,0.000
416,1219.665,6036.382,6036.382,5942.891,1178.069,5942.891,0.000
417,1222.679,5724.961,5724.961,5805.424,1222.626,5805.424,0.000
418,1225.693,5631.395,5631.395,5664.388,1267.183,5664.388,0.000
419,1228.707,5607.322,5607.322,5521.190,1311.740,5521.190,0.000
420,1231.721,5625.934,5625.934,5377.835,1356.297,5377.835,0.000
421,1234.734,5147.092,5147.092,5236.777,1400.854,5236.777,0.000
422,1237.748,5259.033,5259.033,5100.763,1445.411,5100.763,0.000
423,1240.761,4884.803,4884.803,4972.666,1489.968,4972.666,0.000
424,1243.775,4825.684,4825.684,4855.325,1534.525,4855.325,0.000
425,1246.788,4624.684,4624.684,4751.391,1579.082,4751.391,0.000
426,1249.802,4626.599,4626.599,4663.182,1623.639,4663.182,0.000
427,1252.815,4545.467,4545.467,4592.568,1668.196,4592.568,0.000
428,1255.828,4447.480,4447.480,4540.864,1712.753,4540.864,0.000
429,1258.841,4547.901,4547.901,4508.765,1757.310,4508.765,0.000
430,1261.854,4332.132,4332.132,4426.495,1732.062,4426.495,0.000
431,1264.867,4316.612,4316.612,4363.214,1706.814,4363.214,0.000
432,1267.879,4224.757,4224.757,4317.624,1681.566,4317.624,0.000
433,1270.892,4382.770,4382.770,4287.827,1656.318,4287.827,0.000
434,1273.904,4284.638,4284.638,4271.402,1631.070,4271.402,0.000
435,1276.917,4292.612,4292.612,4265.515,1605.822,4265.515,0.000
436,1279.929,4235.671,4235.671,4267.052,1580.574,4267.052,0.000
437,1282.941,4333.553,4333.553,4272.758,1555.326,4272.758,0.000
438,1285.953,4197.651,4197.651,4279.408,1530.078,4279.408,0.000
439,1288.965,4299.289,4299.289,4283.964,1504.831,4283.964,0.000
440,1291.977,4437.164,4437.164,4283.750,1479.583,4283.750,0.000
441,1294.989,4209.987,4209.987,4276.615,1454.335,4276.615,0.000
442,1298.001,4338.276,4338.276,4261.077,1429.087,4261.077,0.000
443,1301.012,4335.625,4335.625,4236.467,1403.839,4236.467,0.000
444,1304.024,4280.974,4280.974,4203.032,1378.591,4203.032,0.000
445,1307.035,4319.480,4319.480,4162.027,1353.343,4162.027,0.000
446,1310.046,4192.072,4192.072,4115.773,1328.095,4115.773,0.000
447,1313.057,4104.987,4104.987,4067.679,1302.847,4067.679,0.000
448,1316.068,4244.987,4244.987,4022.243,1277.599,4022.243,0.000
449,1319.079,4186.507,4186.507,3985.010,1252.351,3985.010,0.000
450,1322.089,3992.507,3992.507,3962.505,1227.104,3962.505,0.000
451,1325.100,4040.434,4040.434,3962.128,1201.856,3962.128,0.000
452,1328.110,4048.000,4048.000,3992.021,1176.608,3992.021,0.000
453,1331.120,4077.651,4077.651,4103.131,1193.588,4103.131,0.000
454,1334.130,4241.072,4241.072,4262.314,1210.569,4262.314,0.000
455,1337.140,4607.118,4607.118,4478.794,1227.550,4478.794,0.000
456,1340.150,4708.974,4708.974,4761.659,1244.531,4761.659,0.000
457,1343.160,4995.770,4995.770,5119.561,1261.511,5119.561,0.000
458,1346.169,5466.013,5466.013,5560.379,1278.492,5560.379,0.000
459,1349.179,5666.191,5666.191,6090.859,1295.473,6090.859,0.000
460,1352.188,6505.059,6505.059,6716.240,1312.453,6716.240,0.000
461,1355.197,7118.349,7118.349,7439.866,1329.434,7439.866,0.000
462,1358.206,7786.349,7786.349,8262.814,1346.415,8262.814,0.000
463,1361.215,8607.638,8607.638,9183.548,1363.396,9183.548,0.000
464,1364.223,9766.178,9766.178,10197.620,1380.376,10197.620,0.000
465,1367.232,10726.033,10726.033,11297.446,1397.357,11297.446,0.000
466,1370.240,11652.322,11652.322,12472.180,1414.338,12472.180,0.000
467,1373.248,13236.625,13236.625,13707.695,1431.318,13707.695,0.000
468,1376.256,13980.684,13980.684,14986.719,1448.299,14986.719,0.000
469,1379.264,15584.974,15584.974,16289.093,1465.280,16289.093,0.000
470,1382.271,17155.020,17155.020,17592.204,1482.261,17592.204,0.000
471,1385.279,18245.033,18245.033,18871.553,1499.241,18871.553,0.000
472,1388.286,19880.684,19880.684,20101.454,1516.222,20101.454,0.000
473,1391.293,20956.309,20956.309,21255.849,1533.203,21255.849,0.000
474,1394.300,22063.224,22063.224,22309.189,1550.183,22309.189,0.000
475,1397.307,23342.053,23342.053,23237.357,1567.164,23237.357,0.000
476,1400.314,24052.908,24052.908,24018.569,1584.145,24018.569,0.000
477,1403.320,24695.789,24695.789,24585.540,1552.443,24585.540,0.000
478,1406.327,25441.546,25441.546,24972.262,1520.742,24972.262,0.000
479,1409.333,25850.026,25850.026,25168.550,1489.041,25168.550,0.000
480,1412.339,26139.895,26139.895,25169.117,1457.340,25169.117,0.000
481,1415.344,25639.145,25639.145,24973.775,1425.638,24973.775,0.000
482,1418.350,25897.303,25897.303,24587.405,1393.937,24587.405,0.000
483,1421.355,25367.132,25367.132,24019.710,1362.236,24019.710,0.000
484,1424.360,24502.566,24502.566,23284.773,1330.534,23284.773,0.000
485,1427.365,23753.539,23753.539,22400.431,1298.833,22400.431,0.000
486,1430.370,22362.263,22362.263,21387.520,1267.132,21387.520,0.000
487,1433.375,21480.020,21480.020,20269.018,1235.430,20269.018,0.000
488,1436.379,20181.250,20181.250,19069.150,1203.729,19069.150,0.000
489,1439.384,18969.974,18969.974,17812.493,1172.028,17812.493,0.000
490,1442.388,17272.599,17272.599,16523.130,1140.326,16523.130,0.000
491,1445.391,15538.888,15538.888,15223.889,1108.625,15223.889,0.000
492,1448.395,14334.132,14334.132,13935.709,1076.924,13935.709,0.000
493,1451.399,13266.770,13266.770,12677.135,1045.223,12677.135,0.000
494,1454.402,11706.204,11706.204,11463.978,1013.521,11463.978,0.000
495,1457.405,10633.974,10633.974,10309.112,981.820,10309.112,0.000
496,1460.408,9373.237,9373.237,9222.431,950.119,9222.431,0.000
497,1463.410,8499.553,8499.553,8210.926,918.417,8210.926,0.000
498,1466.413,7361.230,7361.230,7278.867,886.716,7278.867,0.000
499,1469.415,6435.750,6435.750,6428.080,855.015,6428.080,0.000
500,1472.417,5818.895,5818.895,5658.267,823.313,5658.267,0.000
501,1475.419,4907.099,4907.099,4967.368,791.612,4967.368,0.000
502,1478.421,4339.717,4339.717,4390.355,798.339,4390.355,0.000
503,1481.422,3937.184,3937.184,3884.304,805.065,3884.304,0.000
504,1484.423,3446.947,3446.947,3444.008,811.792,3444.008,0.000
505,1487.424,2965.105,2965.105,3063.840,818.519,3063.840,0.000
506,1490.425,2678.454,2678.454,2738.005,825.245,2738.005,0.000
507,1493.426,2334.408,2334.408,2460.736,831.972,2460.736,0.000
508,1496.426,2086.480,2086.480,2226.448,838.699,2226.448,0.000
509,1499.426,1935.289,1935.289,2029.855,845.425,2029.855,0.000
510,1502.426,1836.638,1836.638,1866.038,852.152,1866.038,0.000
511,1505.426,1661.217,1661.217,1730.490,858.879,1730.490,0.000
512,1508.425,1509.388,1509.388,1619.131,865.605,1619.131,0.000
513,1511.424,1467.737,1467.737,1528.308,872.332,1528.308,0.000
514,1514.423,1353.895,1353.895,1454.774,879.059,1454.774,0.000
515,1517.422,1337.750,1337.750,1395.672,885.785,1395.672,0.000
516,1520.421,1400.197,1400.197,1348.498,892.512,1348.498,0.000
517,1523.419,1354.632,1354.632,1311.077,899.239,1311.077,0.000
518,1526.417,1364.428,1364.428,1281.531,905.965,1281.531,0.000
519,1529.415,1286.849,1286.849,1258.248,912.692,1258.248,0.000
520,1532.413,1341.704,1341.704,1239.861,919.419,1239.861,0.000
521,1535.410,1251.355,1251.355,1225.220,926.145,1225.220,0.000
522,1538.407,1252.776,1252.776,1213.372,932.872,1213.372,0.000
523,1541.404,1234.342,1234.342,1203.541,939.599,1203.541,0.000
524,1544.401,1241.717,1241.717,1195.110,946.325,1195.110,0.000
525,1547.398,1211.368,1211.368,1187.600,953.052,1187.600,0.000
526,1550.394,1184.283,1184.283,1180.659,959.779,1180.659,0.000
527,1553.390,1199.849,1199.849,1137.390,929.857,1137.390,0.000
528,1556.386,1180.355,1180.355,1094.285,899.936,1094.285,0.000
529,1559.381,1131.138,1131.138,1051.265,870.015,1051.265,0.000
530,1562.377,1047.849,1047.849,1008.308,840.093,1008.308,0.000
531,1565.372,1049.704,1049.704,965.442,810.172,965.442,0.000
532,1568.366,940.789,940.789,922.727,780.251,922.727,0.000
533,1571.361,944.355,944.355,880.245,750.329,880.245,0.000
534,1574.355,863.428,863.428,838.088,720.408,838.088,0.000
535,1577.349,839.717,839.717,796.355,690.487,796.355,0.000
536,1580.343,709.211,709.211,755.136,660.566,755.136,0.000
537,1583.337,698.572,698.572,714.515,630.644,714.515,0.000
538,1586.330,672.224,672.224,674.559,600.723,674.559,0.000
539,1589.323,605.066,605.066,635.320,570.802,635.320,0.000
540,1592.316,487.007,487.007,596.834,540.880,596.834,0.000
541,1595.309,521.500,521.500,559.117,510.959,559.117,0.000
542,1598.301,427.632,427.632,522.170,481.038,522.170,0.000
543,1601.293,438.645,438.645,485.978,451.116,485.978,0.000
544,1604.285,403.441,403.441,450.515,421.195,450.515,0.000
545,1607.276,342.500,342.500,415.742,391.274,415.742,0.000
546,1610.268,277.151,277.151,381.613,361.352,381.613,0.000
547,1613.259,265.007,265.007,348.078,331.431,348.078,0.000
548,1616.250,248.730,248.730,315.081,301.510,315.081,0.000
549,1619.240,215.368,215.368,282.566,271.588,282.566,0.000
550,1622.230,235.934,235.934,250.478,241.667,250.478,0.000
551,1625.221,209.224,209.224,218.762,211.746,218.762,0.000
552,1628.210,218.789,218.789,187.368,181.824,187.368,0.000
553,1631.200,202.599,202.599,183.119,178.773,183.119,0.000
554,1634.189,169.441,169.441,179.103,175.723,179.103,0.000
555,1637.178,177.875,177.875,175.280,172.672,175.280,0.000
556,1640.167,169.947,169.947,171.618,169.621,171.618,0.000
557,1643.155,183.513,183.513,168.088,166.570,168.088,0.000
558,1646.143,179.934,179.934,164.663,163.519,164.663,0.000
559,1649.131,188.151,188.151,161.324,160.468,161.324,0.000
560,1652.119,136.658,136.658,158.052,157.417,158.052,0.000
561,1655.106,188.428,188.428,154.834,154.367,154.834,0.000
562,1658.093,174.586,174.586,151.657,151.316,151.657,0.000
563,1661.080,178.803,178.803,148.512,148.265,148.512,0.000
564,1664.067,182.309,182.309,145.392,145.214,145.392,0.000
565,1667.053,154.599,154.599,142.290,142.163,142.290,0.000
566,1670.039,147.934,147.934,139.202,139.112,139.202,0.000
567,1673.025,139.730,139.730,136.125,136.062,136.125,0.000
568,1676.010,156.730,156.730,133.055,133.011,133.055,0.000
569,1678.996,163.441,163.441,129.990,129.960,129.990,0.000
570,1681.980,140.296,140.296,126.930,126.909,126.930,0.000
571,1684.965,152.586,152.586,123.872,123.858,123.872,0.000
572,1687.949,159.007,159.007,120.817,120.807,120.817,0.000
573,1690.934,139.572,139.572,117.763,117.756,117.763,0.000
574,1693.917,132.355,132.355,114.710,114.706,114.710,0.000
575,1696.901,141.658,141.658,111.658,111.655,111.658,0.000
576,1699.884,120.079,120.079,108.606,108.604,108.606,0.000
577,1702.867,118.645,118.645,105.554,105.553,105.554,0.000
578,1705.850,116.862,116.862,102.503,102.502,102.503,0.000
579,1708.832,102.079,102.079,99.452,99.451,99.452,0.000
580,1711.815,107.645,107.645,97.449,97.448,97.449,0.000
581,1714.796,103.921,103.921,95.446,95.446,95.446,0.000
582,1717.778,85.441,85.441,93.443,93.443,93.443,0.000
583,1720.759,92.441,92.441,91.440,91.440,91.440,0.000
584,1723.740,71.355,71.355,89.437,89.437,89.437,0.000
585,1726.721,52.125,52.125,87.434,87.434,87.434,0.000
586,1729.702,61.007,61.007,85.432,85.432,85.432,0.000
587,1732.682,66.079,66.079,83.429,83.429,83.429,0.000
588,1735.662,67.572,67.572,81.426,81.426,81.426,0.000
589,1738.641,65.368,65.368,79.423,79.423,79.423,0.000
590,1741.621,65.632,65.632,77.420,77.420,77.420,0.000
591,1744.600,63.224,63.224,75.417,75.417,75.417,0.000
592,1747.578,59.717,59.717,73.415,73.415,73.415,0.000
593,1750.557,60.066,60.066,71.412,71.412,71.412,0.000
594,1753.535,68.717,68.717,69.409,69.409,69.409,0.000
595,1756.513,64.921,64.921,67.406,67.406,67.406,0.000
596,1759.490,48.789,48.789,65.403,65.403,65.403,0.000
597,1762.468,67.296,67.296,63.401,63.401,63.401,0.000
598,1765.445,45.342,45.342,61.398,61.398,61.398,0.000
599,1768.422,61.934,61.934,59.395,59.395,59.395,0.000
600,1771.398,60.658,60.658,57.392,57.392,57.392,0.000
601,1774.374,52.934,52.934,55.389,55.389,55.389,0.000
602,1777.350,63.151,63.151,53.386,53.386,53.386,0.000
603,1780.326,57.934,57.934,51.384,51.384,51.384,0.000
604,1783.301,53.789,53.789,49.381,49.381,49.381,0.000
605,1786.276,55.803,55.803,47.378,47.378,47.378,0.000
606,1789.250,62.079,62.079,45.375,45.375,45.375,0.000
607,1792.225,43.947,43.947,43.372,43.372,43.372,0.000
608,1795.199,46.572,46.572,42.694,42.694,42.694,0.000
609,1798.173,41.743,41.743,42.016,42.016,42.016,0.000
610,1801.146,53.309,53.309,41.338,41.338,41.338,0.000
611,1804.120,43.382,43.382,40.660,40.660,40.660,0.000
612,1807.092,50.875,50.875,39.982,39.982,39.982,0.000
613,1810.065,42.730,42.730,39.304,39.304,39.304,0.000
614,1813.037,39.164,39.164,38.626,38.626,0.000,38.626
615,1816.009,36.816,36.816,37.948,37.948,0.000,37.948
616,1818.981,42.730,42.730,37.270,37.270,0.000,37.270
617,1821.953,35.947,35.947,36.592,36.592,0.000,36.592
618,1824.924,45.454,45.454,35.914,35.914,0.000,35.914
619,1827.895,49.888,49.888,35.236,35.236,0.000,35.236
620,1830.865,43.007,43.007,34.558,34.558,0.000,34.558
621,1833.836,34.526,34.526,33.880,33.880,0.000,33.880
622,1836.805,20.526,20.526,33.202,33.202,0.000,33.202
623,1839.775,24.309,24.309,32.523,32.523,0.000,32.523
624,1842.745,37.586,37.586,31.845,31.845,0.000,31.845
625,1845.714,24.309,24.309,31.167,31.167,0.000,31.167
626,1848.682,26.526,26.526,30.489,30.489,0.000,30.489
627,1851.651,20.092,20.092,29.811,29.811,0.000,29.811
628,1854.619,49.961,49.961,29.133,29.133,0.000,29.133
629,1857.587,26.178,26.178,28.455,28.455,0.000,28.455
630,1860.555,25.671,25.671,27.777,27.777,0.000,27.777
631,1863.522,21.961,21.961,27.099,27.099,0.000,27.099
632,1866.489,24.441,24.441,26.421,26.421,0.000,26.421
633,1869.456,28.599,28.599,25.743,25.743,0.000,25.743
634,1872.422,29.322,29.322,25.065,25.065,0.000,25.065
635,1875.388,37.467,37.467,24.387,24.387,0.000,24.387
636,1878.354,25.105,25.105,23.709,23.709,0.000,23.709
637,1881.319,22.033,22.033,23.456,23.456,0.000,23.456
638,1884.285,18.033,18.033,23.204,23.204,0.000,23.204
639,1887.250,23.309,23.309,22.951,22.951,0.000,22.951
640,1890.214,21.322,21.322,22.698,22.698,0.000,22.698
641,1893.178,25.757,25.757,22.446,22.446,0.000,22.446
642,1896.142,20.250,20.250,22.193,22.193,0.000,22.193
643,1899.106,26.178,26.178,21.941,21.941,0.000,21.941
644,1902.070,28.829,28.829,21.688,21.688,0.000,21.688
645,1905.033,15.467,15.467,21.435,21.435,0.000,21.435
646,1907.995,22.612,22.612,21.183,21.183,0.000,21.183
647,1910.958,21.250,21.250,20.930,20.930,0.000,20.930
648,1913.920,24.974,24.974,20.677,20.677,0.000,20.677
649,1916.882,23.237,23.237,20.425,20.425,0.000,20.425
650,1919.844,22.467,22.467,20.172,20.172,0.000,20.172
651,1922.805,24.816,24.816,19.920,19.920,0.000,19.920
652,1925.766,11.178,11.178,19.667,19.667,0.000,19.667
653,1928.727,18.684,18.684,19.414,19.414,0.000,19.414
654,1931.687,34.539,34.539,19.162,19.162,0.000,19.162
655,1934.647,15.888,15.888,18.909,18.909,0.000,18.909
656,1937.607,18.671,18.671,18.657,18.657,0.000,18.657
657,1940.567,22.322,22.322,18.404,18.404,0.000,18.404
658,1943.526,20.046,20.046,18.151,18.151,0.000,18.151
659,1946.485,21.178,21.178,17.899,17.899,0.000,17.899
660,1949.444,23.033,23.033,17.646,17.646,0.000,17.646
661,1952.402,13.612,13.612,17.393,17.393,0.000,17.393
662,1955.360,12.888,12.888,17.141,17.141,0.000,17.141
663,1958.318,15.322,15.322,16.888,16.888,0.000,16.888
664,1961.275,19.757,19.757,16.636,16.636,0.000,16.636
665,1964.232,15.178,15.178,16.383,16.383,0.000,16.383
666,1967.189,12.684,12.684,16.130,16.130,0.000,16.130
667,1970.146,18.612,18.612,15.989,15.989,0.000,15.989
668,1973.102,14.191,14.191,15.847,15.847,0.000,15.847
669,1976.058,25.757,25.757,15.706,15.706,0.000,15.706
670,1979.014,22.684,22.684,15.564,15.564,0.000,15.564
671,1981.969,11.322,11.322,15.422,15.422,0.000,15.422
672,1984.924,17.888,17.888,15.281,15.281,0.000,15.281
673,1987.879,21.250,21.250,15.139,15.139,0.000,15.139
674,1990.833,12.178,12.178,14.998,14.998,0.000,14.998
675,1993.788,9.599,9.599,14.856,14.856,0.000,14.856
676,1996.741,13.612,13.612,14.714,14.714,0.000,14.714
677,1999.695,22.539,22.539,14.573,14.573,0.000,14.573
678,2002.648,16.336,16.336,14.431,14.431,0.000,14.431
679,2005.601,16.105,16.105,14.290,14.290,0.000,14.290
680,2008.554,9.526,9.526,14.148,14.148,0.000,14.148
681,2011.507,13.961,13.961,14.006,14.006,0.000,14.006
682,2014.459,15.743,15.743,13.865,13.865,0.000,13.865
683,2017.411,13.322,13.322,13.723,13.723,0.000,13.723
684,2020.362,14.033,14.033,13.582,13.582,0.000,13.582
685,2023.313,14.178,14.178,13.440,13.440,0.000,13.440
686,2026.264,8.178,8.178,13.298,13.298,0.000,13.298
687,2029.215,15.467,15.467,13.157,13.157,0.000,13.157
688,2032.165,15.322,15.322,13.015,13.015,0.000,13.015
689,2035.115,9.322,9.322,12.874,12.874,0.000,12.874
690,2038.065,10.105,10.105,12.732,12.732,0.000,12.732
691,2041.015,10.309,10.309,12.590,12.590,0.000,12.590
692,2043.964,11.395,11.395,12.449,12.449,0.000,12.449
693,2046.913,14.033,14.033,12.307,12.307,0.000,12.307
694,2049.862,17.757,17.757,12.166,12.166,0.000,12.166
695,2052.810,10.395,10.395,12.024,12.024,0.000,12.024
696,2055.758,6.395,6.395,11.882,11.882,0.000,11.882
697,2058.706,12.829,12.829,11.957,11.957,0.000,11.957
698,2061.653,16.757,16.757,12.033,12.033,0.000,12.033
699,2064.601,18.105,18.105,12.108,12.108,0.000,12.108
700,2067.548,16.888,16.888,12.183,12.183,0.000,12.183
701,2070.494,10.888,10.888,12.258,12.258,0.000,12.258
702,2073.441,13.395,13.395,12.333,12.333,0.000,12.333
703,2076.387,16.599,16.599,12.408,12.408,0.000,12.408
704,2079.332,19.901,19.901,12.483,12.483,0.000,12.483
705,2082.278,12.743,12.743,12.558,12.558,0.000,12.558
706,2085.223,12.237,12.237,12.634,12.634,0.000,12.634
707,2088.168,16.250,16.250,12.709,12.709,0.000,12.709
708,2091.113,17.395,17.395,12.784,12.784,0.000,12.784
709,2094.057,14.743,14.743,12.859,12.859,0.000,12.859
710,2097.001,6.309,6.309,12.934,12.934,0.000,12.934
711,2099.945,17.671,17.671,13.009,13.009,0.000,13.009
712,2102.889,7.322,7.322,13.084,13.084,0.000,13.084
713,2105.832,10.526,10.526,13.159,13.159,0.000,13.159
714,2108.775,16.888,16.888,13.234,13.234,0.000,13.234
715,2111.718,14.033,14.033,13.310,13.310,0.000,13.310
716,2114.660,19.599,19.599,13.385,13.385,0.000,13.385
717,2117.602,10.961,10.961,13.460,13.460,0.000,13.460
718,2120.544,15.105,15.105,13.535,13.535,0.000,13.535
719,2123.486,18.382,18.382,13.610,13.610,0.000,13.610
720,2126.427,15.250,15.250,13.685,13.685,0.000,13.685
721,2129.368,15.250,15.250,13.760,13.760,0.000,13.760
722,2132.309,11.395,11.395,13.835,13.835,0.000,13.835
723,2135.250,12.526,12.526,13.910,13.910,0.000,13.910
724,2138.190,12.829,12.829,13.986,13.986,0.000,13.986
725,2141.130,16.105,16.105,14.061,14.061,0.000,14.061
726,2144.070,11.743,11.743,14.136,14.136,0.000,14.136
727,2147.009,17.395,17.395,14.211,14.211,0.000,14.211
728,2149.948,11.454,11.454,14.023,14.023,0.000,14.023
729,2152.887,11.250,11.250,13.834,13.834,0.000,13.834
730,2155.826,17.105,17.105,13.646,13.646,0.000,13.646
731,2158.764,12.829,12.829,13.457,13.457,0.000,13.457
732,2161.702,19.467,19.467,13.269,13.269,0.000,13.269
733,2164.640,12.033,12.033,13.080,13.080,0.000,13.080
734,2167.578,11.467,11.467,12.892,12.892,0.000,12.892
735,2170.515,14.263,14.263,12.704,12.704,0.000,12.704
736,2173.452,20.250,20.250,12.515,12.515,0.000,12.515
737,2176.389,5.105,5.105,12.327,12.327,0.000,12.327
738,2179.326,9.816,9.816,12.138,12.138,0.000,12.138
739,2182.262,15.178,15.178,11.950,11.950,0.000,11.950
740,2185.198,15.250,15.250,11.762,11.762,0.000,11.762
741,2188.134,10.105,10.105,11.573,11.573,0.000,11.573
742,2191.069,10.105,10.105,11.385,11.385,0.000,11.385
743,2194.004,12.816,12.816,11.196,11.196,0.000,11.196
744,2196.939,12.829,12.829,11.008,11.008,0.000,11.008
745,2199.874,11.178,11.178,10.820,10.820,0.000,10.820
746,2202.809,6.743,6.743,10.631,10.631,0.000,10.631
747,2205.743,9.309,9.309,10.443,10.443,0.000,10.443
748,2208.677,15.757,15.757,10.254,10.254,0.000,10.254
749,2211.611,11.816,11.816,10.066,10.066,0.000,10.066
750,2214.544,10.178,10.178,9.878,9.878,0.000,9.878
751,2217.477,15.263,15.263,9.689,9.689,0.000,9.689
752,2220.410,12.684,12.684,9.501,9.501,0.000,9.501
753,2223.343,6.322,6.322,9.312,9.312,0.000,9.312
754,2226.276,14.684,14.684,9.124,9.124,0.000,9.124
755,2229.208,12.033,12.033,8.936,8.936,0.000,8.936
756,2232.140,8.901,8.901,8.747,8.747,0.000,8.747
757,2235.072,13.191,13.191,8.559,8.559,0.000,8.559
758,2238.003,7.191,7.191,8.370,8.370,0.000,8.370
759,2240.934,4.046,4.046,8.182,8.182,0.000,8.182
760,2243.866,7.539,7.539,8.071,8.071,0.000,8.071
761,2246.796,10.901,10.901,7.960,7.960,0.000,7.960
762,2249.727,12.553,12.553,7.849,7.849,0.000,7.849
763,2252.657,5.612,5.612,7.739,7.739,0.000,7.739
764,2255.587,7.395,7.395,7.628,7.628,0.000,7.628
765,2258.517,11.336,11.336,7.517,7.517,0.000,7.517
766,2261.447,6.829,6.829,7.406,7.406,0.000,7.406
767,2264.376,5.684,5.684,7.295,7.295,0.000,7.295
768,2267.305,8.829,8.829,7.185,7.185,0.000,7.185
769,2270.234,9.118,9.118,7.074,7.074,0.000,7.074
770,2273.163,9.467,9.467,6.963,6.963,0.000,6.963
771,2276.092,6.118,6.118,6.852,6.852,0.000,6.852
772,2279.020,2.612,2.612,6.741,6.741,0.000,6.741
773,2281.948,3.408,3.408,6.630,6.630,0.000,6.630
774,2284.876,7.336,7.336,6.520,6.520,0.000,6.520
775,2287.803,9.625,9.625,6.409,6.409,0.000,6.409
776,2290.731,7.914,7.914,6.298,6.298,0.000,6.298
777,2293.658,3.974,3.974,6.187,6.187,0.000,6.187
778,2296.585,6.395,6.395,6.076,6.076,0.000,6.076
779,2299.511,5.757,5.757,5.965,5.965,0.000,5.965
780,2302.438,8.480,8.480,5.855,5.855,0.000,5.855
781,2305.364,7.191,7.191,5.744,5.744,0.000,5.744
782,2308.290,6.118,6.118,5.633,5.633,0.000,5.633
783,2311.216,3.684,3.684,5.522,5.522,0.000,5.522
784,2314.142,8.625,8.625,5.411,5.411,0.000,5.411
785,2317.067,5.974,5.974,5.301,5.301,0.000,5.301
786,2319.992,7.974,7.974,5.190,5.190,0.000,5.190
787,2322.917,2.191,2.191,5.079,5.079,0.000,5.079
788,2325.842,6.263,6.263,4.968,4.968,0.000,4.968
789,2328.767,3.625,3.625,4.857,4.857,0.000,4.857
790,2331.691,6.697,6.697,4.746,4.746,0.000,4.746
791,2334.615,0.697,0.697,4.636,4.636,0.000,4.636
792,2337.539,7.191,7.191,4.525,4.525,0.000,4.525
793,2340.463,6.046,6.046,4.531,4.531,0.000,4.531
794,2343.386,6.336,6.336,4.538,4.538,0.000,4.538
795,2346.310,8.625,8.625,4.544,4.544,0.000,4.544
796,2349.233,9.118,9.118,4.551,4.551,0.000,4.551
797,2352.156,6.974,6.974,4.557,4.557,0.000,4.557
798,2355.079,16.118,16.118,4.564,4.564,0.000,4.564
799,2358.001,8.118,8.118,4.571,4.571,0.000,4.571
800,2360.924,12.697,12.697,4.577,4.577,0.000,4.577
801,2363.846,6.191,6.191,4.584,4.584,0.000,4.584
802,2366.768,1.480,1.480,4.590,4.590,0.000,4.590
803,2369.690,0.000,-0.592,4.597,4.597,0.000,4.597
804,2372.611,7.553,7.553,4.603,4.603,0.000,4.603
805,2375.533,9.204,9.204,4.610,4.610,0.000,4.610
806,2378.454,11.480,11.480,4.616,4.616,0.000,4.616
807,2381.375,9.263,9.263,4.623,4.623,0.000,4.623
808,2384.296,6.408,6.408,4.629,4.629,0.000,4.629
809,2387.217,8.263,8.263,4.636,4.636,0.000,4.636
810,2390.137,4.191,4.191,4.642,4.642,0.000,4.642
811,2393.058,9.770,9.770,4.649,4.649,0.000,4.649
812,2395.978,5.625,5.625,4.655,4.655,0.000,4.655
813,2398.898,4.757,4.757,4.662,4.662,0.000,4.662
814,2401.818,7.118,7.118,4.669,4.669,0.000,4.669
815,2404.738,6.263,6.263,4.675,4.675,0.000,4.675
816,2407.657,3.480,3.480,4.682,4.682,0.000,4.682
817,2410.576,7.408,7.408,4.688,4.688,0.000,4.688
818,2413.496,3.842,3.842,4.695,4.695,0.000,4.695
819,2416.415,2.757,2.757,4.701,4.701,0.000,4.701
