spectrum,peak_kev,fwhm_kev,label,line_kev,intensity_pct,rivals_app,factor_app,rivals_real,factor_real,rivals_xray,rivals_low,cursor_text,table_text,cursor_agrees
G1S24_Th232_Petri,237.816,24.246,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S24_Th232_Petri,335.113,30.490,Ac-228,338.000,11.27,2,3.820,2,3.820,0,0,Ac-228,Ac-228,1
G1S24_Th232_Petri,504.611,29.169,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,Tl-208 / Annihilation,Tl-208 / Annihilation,1
G1S24_Th232_Petri,585.461,42.973,Tl-208,583.000,30.549,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Th232_Petri,920.803,61.187,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Th232_Petri,1460.865,81.743,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Th232_Petri,1616.585,68.446,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Th232_Petri,2626.018,117.417,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Th232_Petri_2,126.489,15.020,Eu-152,125.000,28.53,1,11.789,1,11.789,0,0,Eu-152 / Ac-228,Eu-152 / Ac-228,1
G1S24_Th232_Petri_2,237.550,24.378,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S24_Th232_Petri_2,337.694,30.400,Ac-228,338.000,11.27,2,3.820,2,3.820,0,0,Ac-228,Ac-228,1
G1S24_Th232_Petri_2,462.307,21.691,Ac-228,463.000,4.4,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Th232_Petri_2,510.018,27.155,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,Tl-208 / Annihilation,Tl-208 / Annihilation,1
G1S24_Th232_Petri_2,584.808,43.842,Tl-208,583.000,30.549,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Th232_Petri_2,729.140,47.490,Bi-212,727.330,6.67,1,3.771,1,3.771,0,1,Bi-212 / Ac-228,Bi-212 / Ac-228,1
G1S24_Th232_Petri_2,916.741,64.091,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Th232_Petri_2,1123.576,65.055,Bi-214,1120.000,14.9,1,1.090,1,1.090,0,0,Bi-214,Bi-214,1
G1S24_Th232_Petri_2,1456.183,69.596,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Th232_Petri_2,1614.780,85.208,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Th232_Petri_2,2344.167,101.679,Bi-214,2447.000,1.545,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Th232_Petri_2,2623.087,118.257,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Y88_P25,899.698,62.583,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Y88_P25,1567.017,88.104,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Y88_P5,210.257,39.316,Ac-228,211.000,3.89,3,20.043,3,20.043,0,0,Ac-228 / U-237,Ac-228 / U-237,1
G1S24_Y88_P5,502.194,39.565,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,Tl-208 / Annihilation,Tl-208 / Annihilation,1
G1S24_Y88_P5,655.384,55.541,Cs-137,662.000,85.1,1,11.893,1,11.893,0,0,Cs-137,Cs-137,1
G1S24_Y88_P5,894.877,62.286,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Y88_P5,1570.613,101.756,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Y88_P5,1848.112,98.850,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Y88_P5,2764.236,123.577,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Zn65_P5,1114.597,72.780,Eu-152,1111.000,13.67,1,1.090,1,1.090,0,0,Eu-152 / Bi-214,Eu-152 / Bi-214,1
RC103_Cs137_0cm,200.920,32.386,Lu-176,202.000,77.9688,4,21.420,4,21.420,0,0,Lu-176,Lu-176,1
RC103_Cs137_0cm,443.204,58.680,Ag-108m,433.000,90.5,1,20.568,1,20.568,0,0,Ag-108m,Ag-108m,1
RC103_Cs137_0cm,659.423,60.426,Cs-137,662.000,85.1,1,11.893,1,11.893,0,0,Cs-137,Cs-137,1
RC103_K40,589.990,41.409,Tl-208,583.000,30.549,1,1.487,1,1.487,0,0,Tl-208,Tl-208,1
RC103_K40,1175.940,107.782,Co-60,1173.000,99.85,0,1.000,0,1.000,0,0,Co-60,Co-60,1
RC103_K40,1480.987,102.708,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
RC103_Lu176,202.790,28.920,Lu-176,202.000,77.9688,2,20.043,2,20.043,0,0,Lu-176,Lu-176,1
RC103_Lu176,305.265,38.119,Lu-176,307.000,93.6,2,58.500,2,58.500,0,0,Lu-176,Lu-176,1
