[g4cf] WARNING: key "vacuum" NOT given - the arbiter world is AIR.
RESULT decays=4000000
RESULT any=516999 eps_total=1.292497e-01
RESULT window=238.632 counts=342773 eps=8.569325e-02
HISTBEGIN bins=240 bin_kev=1.000000 decays=4000000
HIST 0 116
HIST 1 422
HIST 2 402
HIST 3 411
HIST 4 421
HIST 5 563
HIST 6 409
HIST 7 399
HIST 8 517
HIST 9 418
HIST 10 385
HIST 11 373
HIST 12 369
HIST 13 391
HIST 14 337
HIST 15 372
HIST 16 389
HIST 17 357
HIST 18 318
HIST 19 359
HIST 20 358
HIST 21 322
HIST 22 366
HIST 23 328
HIST 24 355
HIST 25 343
HIST 26 307
HIST 27 351
HIST 28 325
HIST 29 326
HIST 30 324
HIST 31 338
HIST 32 1418
HIST 33 1410
HIST 34 284
HIST 35 324
HIST 36 569
HIST 37 351
HIST 38 446
HIST 39 314
HIST 40 288
HIST 41 266
HIST 42 287
HIST 43 241
HIST 44 272
HIST 45 273
HIST 46 254
HIST 47 269
HIST 48 270
HIST 49 254
HIST 50 248
HIST 51 240
HIST 52 249
HIST 53 277
HIST 54 260
HIST 55 251
HIST 56 269
HIST 57 248
HIST 58 317
HIST 59 268
HIST 60 302
HIST 61 281
HIST 62 604
HIST 63 275
HIST 64 258
HIST 65 691
HIST 66 284
HIST 67 261
HIST 68 283
HIST 69 285
HIST 70 312
HIST 71 288
HIST 72 307
HIST 73 359
HIST 74 359
HIST 75 316
HIST 76 347
HIST 77 462
HIST 78 423
HIST 79 377
HIST 80 444
HIST 81 434
HIST 82 368
HIST 83 504
HIST 84 453
HIST 85 437
HIST 86 486
HIST 87 531
HIST 88 517
HIST 89 552
HIST 90 5601
HIST 91 550
HIST 92 554
HIST 93 562
HIST 94 9709
HIST 95 493
HIST 96 498
HIST 97 459
HIST 98 537
HIST 99 555
HIST 100 541
HIST 101 573
HIST 102 607
HIST 103 585
HIST 104 598
HIST 105 1975
HIST 106 3287
HIST 107 687
HIST 108 582
HIST 109 1733
HIST 110 902
HIST 111 613
HIST 112 622
HIST 113 604
HIST 114 515
HIST 115 497
HIST 116 390
HIST 117 417
HIST 118 410
HIST 119 405
HIST 120 346
HIST 121 378
HIST 122 363
HIST 123 433
HIST 124 475
HIST 125 531
HIST 126 563
HIST 127 599
HIST 128 617
HIST 129 650
HIST 130 703
HIST 131 698
HIST 132 694
HIST 133 708
HIST 134 752
HIST 135 737
HIST 136 748
HIST 137 766
HIST 138 787
HIST 139 757
HIST 140 844
HIST 141 798
HIST 142 861
HIST 143 801
HIST 144 818
HIST 145 873
HIST 146 877
HIST 147 861
HIST 148 871
HIST 149 887
HIST 150 850
HIST 151 846
HIST 152 874
HIST 153 847
HIST 154 865
HIST 155 828
HIST 156 880
HIST 157 866
HIST 158 882
HIST 159 911
HIST 160 831
HIST 161 837
HIST 162 862
HIST 163 849
HIST 164 914
HIST 165 868
HIST 166 811
HIST 167 843
HIST 168 894
HIST 169 917
HIST 170 886
HIST 171 832
HIST 172 887
HIST 173 818
HIST 174 900
HIST 175 850
HIST 176 925
HIST 177 888
HIST 178 899
HIST 179 922
HIST 180 904
HIST 181 919
HIST 182 888
HIST 183 929
HIST 184 907
HIST 185 902
HIST 186 894
HIST 187 925
HIST 188 929
HIST 189 854
HIST 190 897
HIST 191 924
HIST 192 871
HIST 193 922
HIST 194 921
HIST 195 920
HIST 196 912
HIST 197 971
HIST 198 961
HIST 199 909
HIST 200 921
HIST 201 927
HIST 202 967
HIST 203 926
HIST 204 955
HIST 205 964
HIST 206 1625
HIST 207 959
HIST 208 921
HIST 209 859
HIST 210 3034
HIST 211 967
HIST 212 973
HIST 213 1001
HIST 214 922
HIST 215 989
HIST 216 981
HIST 217 921
HIST 218 985
HIST 219 984
HIST 220 925
HIST 221 927
HIST 222 935
HIST 223 941
HIST 224 924
HIST 225 984
HIST 226 908
HIST 227 963
HIST 228 974
HIST 229 941
HIST 230 986
HIST 231 889
HIST 232 1050
HIST 233 879
HIST 234 891
HIST 235 943
HIST 236 861
HIST 237 892
HIST 238 708
HIST 239 342511
HISTEND
