scope,det,spectrum,source,sha256,bytes,result_data,channels,live_s,counts,lines,res_c
spectrum,GS4000,GS4000_U,КИ от Жени\U(233-238) (Контрольный).xml,e578cb9be084dda4978d1bca56c660238b80431d917a4d93907a775b5aa9e3dd,27102525,0,4000,39417.7,989798,4,
spectrum,HPGE,HPGE_Uranium,HPGE\U_Пуговицы_tl60260_14.08.2020.xml,721b583ee3668ee9a8f696ced6abd292c9ba394d0efdfd260a2dda4e187c1d9b,606215,0,16384,60260.0,5685529,13,
spectrum,HPGE_GEM,HPGeGEM_K40,SpectraVibe\HPGe GEM20\K40 маринелли.xml,b4d16e3a753731b898f4579f60d2ef0c4a10c332623672c2068dfb7b7b527c87,298855,0,8192,3600.0,70809,2,
spectrum,HPGE_GEM,HPGeGEM_Ra226,SpectraVibe\HPGe GEM20\Ra226 маринелли.xml,30344a9d1fb51d9f907928c469e62f73859f07bd0f804b26810fc8e37f6dfa31,302229,0,8192,1800.0,626854,12,
spectrum,HPGE_GEM,HPGeGEM_Th232,SpectraVibe\HPGe GEM20\Th232 маринелли.xml,ca14835f7de887e06fb2c034632e69df16979e3353f6fa38b058eee574b97051,303683,0,8192,1800.0,890416,17,
spectrum,HPGE_GMX,HPGeGMX_Background,SpectraVibe\HPGe GMX\Фон.xml,1c58e1bafeb0474406b3a64893cc03a3d9e9888b73913c3454e3257ec6d98dc4,297926,0,8192,956.0,62083,7,
spectrum,HPGE_GMX,HPGeGMX_Eu152,SpectraVibe\HPGe GMX\Eu152 244 кБк.xml,3928f79fcb275621735952b0fcf9de2bbcf0df3d5d21447b00943ad3f86a9c69,598614,0,8192,300.0,548241,7,
spectrum,HPGE_GMX,HPGeGMX_Th228,SpectraVibe\HPGe GMX\Th228 68 кБк.xml,a6d814a1686c32f93ccd5b3fabc9a16a1cfb17bc86d8d3ca468c6589288a0f5c,596013,0,8192,300.0,174257,6,
spectrum,HPGE_GMX,HPGeGMX_Th232,SpectraVibe\HPGe GMX\Th232 17 кБк.xml,605b123dcb280d5fe1f35eca011559facced2a13d47420931fa2b736de0965d3,595771,0,8192,300.0,94237,12,
spectrum,LABR_BRIL,LaBrBril_Eu152,SpectraVibe\LaBr3 BrilLanCe\Eu152 24см.xml,56e17ecbeef19ffcbede2a8b76275670f8672254d028af4096b2d1d769e4cc86,78907,0,1024,3600.0,1024978,12,
spectrum,LABR_BRIL,LaBrBril_Th228,SpectraVibe\LaBr3 BrilLanCe\Th228 24см.xml,5721b5dfb012332d071cd92bd91f25fd77c5728dcb08c5503a5423187c22d089,78932,0,1024,3600.0,648015,10,
spectrum,OBS,OBS_UGlass,Obsidian\UGlass.xml,04daacb1ff3b3bb1a5719aefa7d039a4c432237c848d3c7a7658b7f3ce861355,40083,0,1024,65535.0,1151291,4,
spectrum,RC101,RC101_I131,КОТ\I 131.xml,73090a417623733d0c0ed5d420421c15457cc6ea1661ce35f2a4b9eb4008ab9e,27894,0,1024,690.0,2871658,2,
spectrum,RC103,RC103_Charoite,!КОТ-103\Чароит в домике.xml,17703d0e0d9dfc698a0061b4464bbab0cfdd247caa1a1def2bcfb4f17dacf54b,78221,0,1024,76364.0,118712,1,
spectrum,RC103,RC103_Cs137_0cm,!КОТ-103\Cs-137.xml,6c8d778a6cc63e10790259c8d1abc079db242b48828bd2ca88d5c40874f28bce,40674,0,1024,872.0,153053,2,
spectrum,RC103,RC103_K40,!КОТ-103\K40 маринелли.xml,bed1432c790f0e33a12ba150a4c4620fa440c8d7695777d2267baf4001c0d43b,79999,0,1024,314904.0,3108718,1,
spectrum,RC103,RC103_K40Village,!КОТ-103\K-40 деревня маринелли 0.5.xml,4381e54edfa5646c5dbb0e9a79a3b8a907500413209d634892fddab2a57b801b,28845,0,1024,277612.0,2688098,2,
spectrum,RC103,RC103_Lu176,!КОТ-103\Calibration default\Lu-176.xml,c0bba55d729d5109673953eb2f7720cc66f8635afff5d821ea39b7ad306812d5,40739,0,1024,2834.0,65791,2,
spectrum,RC103,RC103_Th232Village,!КОТ-103\Th-232 деревня.xml,9b6efb7a2b45fb8fd4fbc294d1a3de35faca546cfa6e552c6ddbb5dd3a7f617c,40333,0,1024,15848.0,984145,4,
spectrum,RC103,RC103_Th232WT20,!КОТ-103\Th-232 WT-20.xml,9b9a366c3667652fa2e22429b0ebfff0abfd08e1bead43655fde2133579e5fde,43065,0,1024,225338.9,11623023,6,
legacy,ASN16,ASN16_Th232,scripts\spectra\ASN16_Th232.xml,bdf0f1a07a8d19e2f53899ece4388e676549b7510c1a6619a97251bcb88e1cd6,619440,0,,,,,
legacy,ASN16,ASN16_Charoite,scripts\spectra\ASN16_Charoite.xml,7f6153f447fc66ebad0722bd9b4b51b78794a994e0b1ebf75d021772822799ee,613278,0,,,,,
legacy,ASN16,ASN16_UGlass,scripts\spectra\ASN16_UGlass.xml,a30e54c8d376014db98c5e68e56813833bf26d63d5a0c5036116f0aa2cfc3123,606606,0,,,,,
legacy,ASN16,ASN16_Granite,scripts\spectra\ASN16_Granite.xml,20d946761d38d28293865b903416de0a8788c3989e0074e716fd98ca55f3972c,611741,0,,,,,
legacy,AS80x80,AS80_Th232_v2,scripts\spectra\AS80_Th232_v2.xml,3b3c7a91e6040bb992c2ec6a711778c6b3e4ec1a24b12420837c8fb7f9a8de12,625915,0,,,,,
legacy,AS80x80,AS80_UGlass,scripts\spectra\AS80_UGlass.xml,16df180a54f2faba9edb4c32559c985654d8592efad2158b2353b0a3194ddb05,622940,0,,,,,
legacy,AS80x80,AS80_Charoite,scripts\spectra\AS80_Charoite.xml,22c32cbc5fb38968d19d85ea412663b04735bd9b2daa4c7fa01d46acd3299f2e,615632,0,,,,,
data,,,data/calibration.json,47ac07c2b4b27e3a995c5fcf39f1a1edc2ec9d4051781f099f3b42d7746f81d7,4327,,,,,,
group,AS1PRO,,точки модели разрешения,bfd9e6d8d41f9101ca2c2e6316078ac679e394e3ee032a9279499c8e9c980c21,,,,,,5,0.0;2.5574950652415724;0.0015543170011404546
group,AS80x80,,точки модели разрешения,47a60f548253e9c93dd50c51934b685fb71934b375b6d8f077d29cda3b9bba48,,,,,,26,0.0;5.548027747758574;-0.0009997531089843117
group,ASN16,,точки модели разрешения,aed9850396e38467a975d765edfacea0797c2e3728eb5184cd735c6ba277aaca,,,,,,36,0.0;1.7834003363776898;0.00049420272461845
group,ASN3,,точки модели разрешения,42c2152994f200a6bd509203abdd29ed36872065e88598c2699d26ee5899ff0e,,,,,,3,0.0;1.2968267946569183;0.0
group,ASN8_1024,,точки модели разрешения,e9ff0e47e7506251d2ce09afe4e19dd96fd6c1cc5f8a24515f1ebde8e4157dbd,,,,,,5,0.0;2.207592984024292;0.0005099139454424993
group,ASN8_2048,,точки модели разрешения,8622dccaec83df2aa16c1c90614fb6daa8fd7c09d28cc829cb1bcf02854d06a7,,,,,,5,0.0;2.1905631058123487;0.0004931004491389907
group,ASN8_3000,,точки модели разрешения,7819bf0cbdb2b603f126eae203d2a016aa4647042c3fd3dfc689fbb998be2df3,,,,,,5,0.0;2.1482757586379546;0.0006840655511716885
group,ASN8_4096,,точки модели разрешения,bfb215deb6a90f3d98b8bdd6768dc7b301026ffcf071685e092b2b46a5192754,,,,,,5,0.0;1.981410256135812;0.0005585645196266489
group,ASN8_8192,,точки модели разрешения,34677eca7c84881097584fa2d905d573e027690290ed7bb4bdcc0d116639b6f9,,,,,,7,0.0;3.464501242079796;1.1440180897438868e-05
group,G1S16,,точки модели разрешения,52b53c7ca9b10adfd8e1440a4e0282e02f8803974caabb8ed15ac7c589b6574d,,,,,,127,0.0;2.718370648956279;0.00028308281492297994
group,G1S24,,точки модели разрешения,91182aa334eac411e3854868af675acfca9e1fb1faed61c231dc94bdd6fa9799,,,,,,128,0.0;2.993225475862082;0.0006031704524073319
group,GS4000,,точки модели разрешения,9fdc4eaa13d3f745b3929dc5b63b61021064840aedd57a5c0c42211e79eafcfa,,,,,,15,0.0;3.998149412414586;-0.0005865925722305713
group,HPGE,,точки модели разрешения,b672d30bf8f81c4c0a6bc65bfd04c510976ac73e996cb81c4dbd2287c88dc4e8,,,,,,8,0.0;0.00281903276533623;5.447781526469924e-08
group,HPGE_GEM,,точки модели разрешения,e612be82f5ca6be616e8252762a21f9cb756d985db5dabd78218cc87847c9d9e,,,,,,29,0.0;0.0025961337945040555;-4.8621982669877453e-08
group,HPGE_GMX,,точки модели разрешения,613e165c3e16f2b279e92d10c3e2de17bba2bd891ebac7d55d7b7069e003da1a,,,,,,27,0.0;0.0028924525301210467;-2.0409497063986812e-07
group,LABR_BRIL,,точки модели разрешения,53b253b2a5b4e8838311897d55efc90328f954ec9ccee1c3c826ef27043d73ba,,,,,,16,0.0;0.3157975757643082;0.0003964750802915782
group,OBS,,точки модели разрешения,d8399a797e2272385f48a25967ae00307c816eeb6baafdbc6e1b94c816dca88f,,,,,,3,0.0;11.619950115530322;0.0
group,RC101,,точки модели разрешения,a37e1729dd9e70ff20d221fe04bac4654f73a655f6a3a70a5475e01aec96dee7,,,,,,2,0.0;9.627090824618444;0.0
group,RC103,,точки модели разрешения,200fdaf9035a36fb7b6d8bde90a9dc1b1bfbf229d14b0430dded39d96b10ce13,,,,,,9,0.0;4.215151746162845;0.000204718412791812
