spectrum,arm,pairs,E_plain,E_app,fwhm_keV,pass,c_model,c_data,c_data_signed,d_centre,max_model,max_data,d_max,A_model,A_data,ratio,S_share,lo,hi
G1S16_Ce139_P5,electron,166+33;166+33;166+38;166+39,200.05,202.87,19.82,1,206.124,208.462,245.658,2.338,206.55,209.44,2.90,2653.88,862.92,0.3252,0.3551,183.05,222.69
G1S16_Ce139_P5,electron,166+33;166+33;166+38;166+39,200.05,202.87,19.82,2,206.949,208.999,212.121,2.050,206.55,209.44,2.90,2703.26,2031.57,0.7515,0.7812,188.64,228.28
G1S16_Ce139_P5,electron,166+33+33;166+33+38;166+33+38;166+33+39;166+33+39;166+38+39,234.93,240.55,22.09,1,225.686,227.093,225.442,1.407,221.04,221.04,0.00,220.03,209.98,0.9543,0.8318,218.46,262.65
G1S16_Ce139_P5,electron,166+33+33;166+33+38;166+33+38;166+33+39;166+33+39;166+38+39,234.93,240.55,22.09,2,213.013,212.982,212.947,-0.031,206.55,209.44,2.90,1604.85,1692.62,1.0547,0.9830,205.00,249.19
G1S16_Ce139_P5,photon,166+33;166+33;166+38;166+39,200.05,202.77,19.81,1,206.126,208.462,245.658,2.337,206.55,209.44,2.90,2653.86,862.91,0.3252,0.3551,182.96,222.58
G1S16_Ce139_P5,photon,166+33;166+33;166+38;166+39,200.05,202.77,19.81,2,206.950,208.999,212.121,2.049,206.55,209.44,2.90,2703.27,2031.57,0.7515,0.7812,188.65,228.27
G1S16_Ce139_P5,photon,166+33+33;166+33+38;166+33+38;166+33+39;166+33+39;166+38+39,234.93,240.12,22.07,1,222.544,223.441,222.354,0.896,218.14,218.14,0.00,376.92,363.92,0.9655,0.8919,218.05,262.18
G1S16_Ce139_P5,photon,166+33+33;166+33+38;166+33+38;166+33+39;166+33+39;166+38+39,234.93,240.12,22.07,2,211.321,211.477,211.446,0.156,206.55,209.44,2.90,1945.05,2013.57,1.0352,0.9872,201.37,245.51
