spectrum,arm,pairs,E_plain,E_app,fwhm_keV,pass,c_model,c_data,c_data_signed,d_centre,max_model,max_data,d_max,A_model,A_data,ratio,S_share,lo,hi
G1S16_Co60_P5,electron,1173+1332,2505.72,2507.38,97.83,1,2511.796,2541.096,2543.962,29.300,2511.46,2546.73,35.26,3284.55,2494.97,0.7596,0.8329,2409.55,2605.21
G1S16_Co60_P5,electron,1173+1332,2505.72,2507.38,97.83,2,2516.504,2543.639,2543.952,27.134,2511.46,2546.73,35.26,3196.75,2641.39,0.8263,0.8551,2443.27,2638.92
G1S16_Co60_P5,photon,1173+1332,2505.72,2511.96,97.92,1,2515.895,2541.858,2544.529,25.963,2517.35,2546.73,29.38,3291.37,2526.98,0.7678,0.8343,2414.04,2609.88
G1S16_Co60_P5,photon,1173+1332,2505.72,2511.96,97.92,2,2520.299,2543.645,2543.887,23.346,2517.35,2546.73,29.38,3203.20,2642.25,0.8249,0.8582,2443.94,2639.78
