spectrum,arm,pairs,E_plain,E_app,fwhm_keV,pass,c_model,c_data,c_data_signed,d_centre,max_model,max_data,d_max,A_model,A_data,ratio,S_share,lo,hi
G1S16_Y88_P5,electron,898+14;898+16,913.03,915.01,52.42,1,916.407,897.588,887.301,-18.819,917.79,878.52,-39.27,2.08,234.13,112.6893,0.0003,862.59,967.42
G1S16_Y88_P5,electron,898+14;898+16,913.03,915.01,52.42,2,913.463,888.690,880.166,-24.773,917.79,878.52,-39.27,1.97,300.52,152.7649,0.0002,845.17,950.00
G1S16_Y88_P5,electron,898+1836;898+1836+14;898+1836+16,2734.11,2735.82,102.07,1,2745.988,2740.009,2743.555,-5.980,2746.93,2775.88,28.95,50.08,77.38,1.5450,0.9543,2633.75,2837.90
G1S16_Y88_P5,electron,898+1836;898+1836+14;898+1836+16,2734.11,2735.82,102.07,2,2746.370,2741.325,2744.685,-5.045,2746.93,2775.88,28.95,50.17,76.05,1.5158,0.9553,2637.94,2842.08
G1S16_Y88_P5,photon,898+14;898+16,913.03,914.31,52.39,1,916.407,897.589,887.282,-18.818,917.79,878.52,-39.27,2.08,233.66,112.4563,0.0003,861.92,966.70
G1S16_Y88_P5,photon,898+14;898+16,913.03,914.31,52.39,2,913.463,888.685,880.138,-24.778,917.79,878.52,-39.27,1.97,300.02,152.5007,0.0002,845.20,949.98
G1S16_Y88_P5,photon,898+1836;898+1836+14;898+1836+16,2734.11,2740.46,102.15,1,2750.130,2741.389,2744.354,-8.741,2752.72,2775.88,23.16,50.18,75.86,1.5117,0.9567,2638.31,2842.61
G1S16_Y88_P5,photon,898+1836;898+1836+14;898+1836+16,2734.11,2740.46,102.15,2,2750.241,2744.220,2747.544,-6.021,2752.72,2775.88,23.16,50.13,73.63,1.4686,0.9585,2639.24,2843.54
