scene,phys,body,qk_nodes,d_peak_662,d_q0_662,d_k100_662,d_sum_662,d_peak_1461,d_q0_1461,d_k100_1461,d_sum_1461,d_peak_2614,d_q0_2614,d_k100_2614,d_sum_2614
G1S_denta120_oisn16_160_p24,22,РАЗОШЛОСЬ,142,0.0015334604192895895,0.27563244933836994,0.14258610905450997,-0.036471904459078885,-0.03340483687893636,-0.09499109622097546,-0.2887905537920399,-0.09549394141342704,0.05582339997027841,0.6417051431738985,1.5968965428264426,-0.021275035586165725
G1S_denta120_oisn16_166_p24,22,РАЗОШЛОСЬ,142,0.005050016733432194,0.2746913004610274,-0.1793536580371624,0.07528869047734865,-0.04453414837992664,0.35250684621852546,0.2679456783023504,0.05073800110126925,0.09423137556281436,0.21336801513769377,1.0755581978793005,0.00808119586257483
G1S_denta120_oisn16_167_p24,22,РАЗОШЛОСЬ,142,-0.003900697699188438,0.32797650034093184,0.17187272766556738,0.13685041997770764,-0.05497844598574275,0.7328977254535518,0.7111831029470217,-0.04244369441723794,0.1255090637276357,0.5560811527629106,2.196031907921747,-0.08945921986791561
G1S_mar1l_coal_046_p24,22,РАЗОШЛОСЬ,140,-0.003344109525926786,-0.12878103394343698,-0.1735522696153291,-0.001838442523871553,-0.021176595290806066,-0.14539212594611994,0.23808031864218648,0.017203575012092465,-0.08148302920025774,0.32365205013404896,0.6399118216502631,0.1070817435997462
G1S_mar1l_oisn06_055_p16,22,РАЗОШЛОСЬ,140,-0.00021433655851277322,0.09641942452875973,-0.10794556529576393,-0.0536628178181231,-0.0067432064545625,0.1829353263278044,1.6269318458706827,0.09193850342343879,-0.014680364896757503,0.2680504320534016,0.6920728788323061,-0.15554136017071896
G1S_mar1l_oisn06_057_p16,22,РАЗОШЛОСЬ,140,0.015133934953581729,0.2681630514954625,0.4473292259477235,0.04262110685993026,-0.008163172414610287,-0.007760223274078104,0.7546863969863926,-0.0842056037061667,-0.021534399792033643,0.7387450548123065,2.4188021983009067,0.0390358957620629
G1S_mar1l_oisn06_057_p24,22,РАЗОШЛОСЬ,142,-0.006614710361141363,-0.11634628298468064,0.0034477988827941175,-0.030770816307434945,-0.04042383377239611,-0.4649819714591108,0.4010447500945036,-0.23629637061107767,0.03839028734369254,-0.17460390426056183,-0.25023192295886565,0.09936881027319266
G1S_mar1l_oisn06_062_p16,22,РАЗОШЛОСЬ,140,0.006129226006268418,0.33312570783383677,0.3528560968232952,0.07788208017085463,0.029777733240043958,0.03249605461945748,0.15799649897214607,-0.039957901943421525,-0.010976765833681235,0.04680415975131247,-1.4024920490877335,-0.1035161666211426
G1S_mar1l_oisn06_062_p24,22,РАЗОШЛОСЬ,142,-0.005394666418490068,-0.16011176123895687,-0.10894999261249483,-0.019573586531207443,-0.025805382669874533,-0.15850700845120302,0.39087221044797893,-0.07592408169329046,0.03460879889893853,0.09037955819193311,0.3981072065448732,-0.060868187472895574
G1S_mar1l_oisn06_064_p24,22,РАЗОШЛОСЬ,142,-0.00148561632249411,-0.19534551978356296,-0.19531228800077072,-0.15301883097113,0.002992216609887244,0.6339394965352074,0.929751876003504,0.012218484629733517,-0.0283244899147439,0.19405068764279942,0.17526596992387677,-0.03553735820924775
G1S_mar1l_oisn06_066_p16,22,РАЗОШЛОСЬ,140,-0.0025574303896602757,0.22121445217013758,0.22610255869544016,0.006982378026809677,0.0037621808173682325,-0.3641515554393293,-0.670856787739682,-0.08531933942852454,0.008800808885522926,0.7080199359127848,0.48126826471268647,0.3267892248868032
G1S_mar1l_oisn06_066_p24,22,РАЗОШЛОСЬ,142,0.0074846125721173,-0.021102970471675864,0.02518221916654184,-0.048917029931205835,0.025118748162755722,0.1775396396481943,1.4599601382921268,0.03980668819536515,0.1563695351453065,0.237044013754395,0.05841237658763543,-0.006766089832077604
G1S_mar1l_oisn16_155_p16,22,РАЗОШЛОСЬ,142,-0.013976543287619325,0.058681858314413304,0.21295675473365083,0.045664024461467,0.022664682816331272,-0.234369163051229,-1.0830186546979537,-0.19696202562701215,0.08508649107956678,0.2192045880297977,-0.8485711888882808,-0.1610057441344015
G1S_mar1l_oisn16_155_p24,22,РАЗОШЛОСЬ,142,-0.00959084272218469,0.5985203627181912,0.653760524815783,-0.1419406500601128,0.0006401309795123211,-0.347133086428264,-0.6996407196887877,-0.2105834360827008,0.04454032567913213,0.6213882980850682,1.5648996573526697,0.40447141691086763
G1S_mar1l_oisn16_160_p16,22,РАЗОШЛОСЬ,142,-0.017210393237354626,-0.16255971258059,-0.40659525252819684,-0.007477121076993054,0.03621796689963208,-0.15058441147497437,0.9879649760042852,0.15124944602111778,0.07585184894354224,-0.2751122139862727,0.6071558963362644,-0.21567965103569398
G1S_mar1l_oisn16_160_p24,22,РАЗОШЛОСЬ,142,-0.014961229919674413,0.1765282761276188,0.09123281535567962,-0.11512562555779926,0.04242764270692145,-0.5016819473120271,0.5388382353831656,-0.17685971227306974,0.0062959034908605105,-1.3617282914772377,-2.2141946004982205,-0.7182945673905095
G1S_mar1l_oisn16_166_p16,22,РАЗОШЛОСЬ,142,-0.019550571334070455,-0.0059105984576146575,-0.0002328328289835646,0.1580058382741445,0.05530504623723065,-0.2494806015732154,-0.18377427781597344,-0.17570981663570517,0.0052861329588482775,0.39012789782570945,0.7078665281586627,-0.048071938349802945
G1S_mar1l_oisn16_166_p24,22,РАЗОШЛОСЬ,142,-0.02144857333602479,-0.6953698190832025,-0.9365487236972392,-0.081860393797073,0.04810158199408665,0.16440481275108443,1.0585319751325484,0.030585633282842473,0.05883352731550495,-0.7787114837325304,2.3213100966836597,-0.41711725069532024
G1S_mar1l_oisn16_167_p16,22,РАЗОШЛОСЬ,142,-0.014467129994888417,0.08977375672765131,-0.7187140834163941,0.1614909557538624,0.03710057056807159,0.2894327441617106,1.9216826272646426,0.2400123832616563,0.04773385121119578,-0.15242986482904008,0.7450650210095056,-0.205775346766901
G1S_mar1l_oisn16_167_p24,22,РАЗОШЛОСЬ,142,-0.023637188957204014,-0.20271512605568587,-0.34688033497751736,0.0700759480980695,0.06321533777233768,0.4061595423576092,0.3473780199409582,-0.06860387779941135,0.03175472918808264,-1.3798616390010454,-1.2001912451745644,-0.6722882287857335
G1S_mar1l_risn379_100_p16,22,РАЗОШЛОСЬ,140,-0.0021167129138688345,-0.17821755024253205,-0.4867202986022723,-0.14599807254874753,0.02454514440390909,0.04170960155982506,0.6235294504337352,0.08038100894656175,-0.03267350412148318,0.045145016981029684,0.4126119240044801,0.06770812659842029
G1S_petri60_oisn06_057_p24,22,РАЗОШЛОСЬ,142,0.002625398705080606,0.16491181033757574,-0.021434540760523202,0.03630233929592386,-0.012687310284609232,0.018226920686204018,-0.08249983046131337,-0.04746082214565073,0.10568699744581966,0.4488362926009293,0.5845937925895939,0.06414944402397538
G1S_petri60_oisn06_062_p24,22,РАЗОШЛОСЬ,142,-0.007141245428821108,-0.150395194002928,-0.18451533106904616,-0.0066788865636047134,0.010328129736403291,-0.24645219459770162,-0.7732414975101687,-0.02596760187134617,0.02347239454041361,0.5289204672079384,1.3302972337461583,0.15961621596163322
G1S_petri60_oisn06_064_p24,22,РАЗОШЛОСЬ,142,-0.009787147848572264,-0.07206792373860571,0.04705388249255371,-0.0015854409476601106,-0.009681785909199103,0.05904180153211147,-0.10213068808856418,-0.03135135294269897,0.09708930296312701,0.22480010117365,0.3561860532765859,0.00952430469527421
G1S_petri60_oisn06_067_p24,22,РАЗОШЛОСЬ,142,-0.0190177681967163,0.02797404689975913,-0.04994908100645068,-0.00400268150551053,0.021452763913099027,-0.05108867780794224,-0.4526685269706898,-0.04549271420906109,0.07251010510664901,-0.006283517788285842,0.07868072112113822,-0.07994697369084758
G1S_petri60_oisn10_100_p16,22,РАЗОШЛОСЬ,142,-0.0078154573638467,0.06853190984799085,0.048447694662945295,0.035848838650753834,0.04311086933175279,-0.46222115750611525,-0.30974484871684194,-0.12184870157285754,-0.07021751910389895,0.17855213971382788,0.727868530718867,0.03637030137020325
G1S_petri60_oisn16_155_p24,22,РАЗОШЛОСЬ,142,0.002928412084313159,-0.038829796815764706,-0.0641379866087588,-0.03901024665756703,0.01923472165048512,0.036384045777992924,-0.06023040108330546,-0.010210180712733052,0.005513197201856279,0.03298546311980566,-0.0632837951068832,0.026148819107230103
G1S_petri60_oisn16_160_p24,22,РАЗОШЛОСЬ,142,0.01243142210616277,-0.5246604530152577,-0.41411337766162903,-0.1754294779020671,-0.010662185575549543,0.044934558621001486,0.5703629515013686,-0.021732567163912364,0.041815493853936125,-0.26680620856475157,-0.32304689612366877,-0.015086831426180947
G1S_petri60_oisn16_167_p24,22,РАЗОШЛОСЬ,142,-0.01827241047737127,-0.05866072502427322,0.12664413513443495,-0.04665792794834589,0.01664870912490013,-0.006994387401537683,0.3107079402298041,-0.07798195167949551,0.02286070236328097,0.2082252628204273,0.07748096089814638,0.3131972673091843
G1S_petri60_risn379_100_p16,22,РАЗОШЛОСЬ,140,0.007524952450022049,-0.14015958055344502,-0.2563177166310937,0.025819863449560998,-0.05307705956060227,0.380329937846402,1.2035399272441794,0.023954057626918157,-0.13713457920533356,-0.805191142089412,-0.7129228888677397,-0.11381320482120039
G1S_point25,22,РАЗОШЛОСЬ,140,-0.010655718208862908,0.2045128676125163,-0.1816937511388561,0.026584969743170817,-0.024408192545744,0.22977942757349545,1.5834655100987804,0.01636866980498919,0.04860054482371812,0.9940820684992913,5.508473725395757,-0.03524672926691341
G1S_point5,22,РАЗОШЛОСЬ,140,0.009423292583754517,0.16189731838087695,0.37127901090792115,0.035875673549545795,-0.008559705979171994,0.062210847388177726,-0.5687218432236296,0.00723602957624081,0.05790873311348754,-0.5654239327587907,-0.4126636046995813,-0.02881641428851278
RC103_lu_front,22,РАЗОШЛОСЬ,142,0.08036186678181956,1.5451736932081905,1.1537445247308042,-0.45404235798502945,-0.09143622404559348,-1.2584186132240993,2.0382024148282385,-0.6896936516058716,0.01960905282494263,-0.15344191501062143,0.1928545608861798,0.07252878308754429
RC103_marinelli05_kcl,22,РАЗОШЛОСЬ,140,0.03563614550972094,1.56090302766152,1.4601941767428572,-0.3231215844908486,-0.20406977242695135,-1.5256262757021855,2.871533924769998,-0.5021751587389711,0.002623356355613282,-0.7784432802768415,-0.6743038062333118,0.9797156159966791
RC103_point0,22,РАЗОШЛОСЬ,140,-0.017432819965534918,-0.06131551400669899,0.046858189935061745,-0.07066055036668573,-0.09526494451188583,-0.4025898303326336,0.22260234156434855,-0.13596105125441849,0.07132546109687166,-0.5454199098937518,1.361412154600461,-0.1896514703644825
RC103_point50,22,РАЗОШЛОСЬ,140,0.002993610752533016,-0.849117844724101,-0.9008626545254139,-0.19643614679859533,-0.01199231897078823,1.133512380179691,1.8159862414420358,0.06875316294767675,0.1080029522838366,-0.8684865627716531,-1.7476814604267643,-0.5233363311339279
