scene,phys,body,qk_nodes,d_peak_662,d_q0_662,d_k100_662,d_sum_662,d_peak_1461,d_q0_1461,d_k100_1461,d_sum_1461,d_peak_2614,d_q0_2614,d_k100_2614,d_sum_2614
AS80_lu_front,22,РАЗОШЛОСЬ,142,-0.008220551733673087,0.22543072177982904,0.32048659306063154,0.07115715301302394,-0.027733420525055674,0.09375425910547186,-0.033865721331494125,0.14178258078181294,0.03959112702425216,-0.265471874322154,-0.6495021395972911,0.2227623469811979
AS80_point0,22,РАЗОШЛОСЬ,140,-0.0009054798007723797,0.04679070107613814,0.056550038449199036,-0.026443033630563217,0.04207760582339848,-0.3051114368838759,-0.5988579385886483,-0.0372129503944052,0.08025185042406235,-0.21649108398754668,-0.050083861634020455,-0.08359980015214541
AS80_th_disk,22,РАЗОШЛОСЬ,146,-0.006231803059253416,-0.4732602765041283,-0.8987812910500437,-0.07495780189585854,0.0026417412841706067,0.023773881073085867,1.4039740798870604,0.16887797658995396,0.0016285163515483703,-0.23478179364676555,0.8224942231586985,0.0604394004021902
ASN16_lu_side,22,РАЗОШЛОСЬ,142,-0.0031706669009201605,0.22295565400656248,0.5463048750213195,-0.28370422015534524,0.06160670118815492,-0.7889838712426211,-0.9061496039262651,-0.22982889067060253,-0.13162421068543262,-0.6279579205293762,-2.0860561734041716,-0.042535472279858766
ASN16_point0_house,22,РАЗОШЛОСЬ,140,0.00719326660723052,0.12075483261055897,0.26391841852788644,0.061935516561173465,-0.04169633257943284,0.28735246634554734,-0.17876282106952246,0.15441337152848345,0.00034843304352882853,-0.004630099983582436,1.2632661187611083,0.05869018051924968
ASN16_point10_house,22,РАЗОШЛОСЬ,140,-0.006565379959100337,-0.23842194578963527,-0.218340313972043,0.06969152404421308,-0.05393964965547671,-0.7289027824761596,-2.6973326967039912,0.0211290302847722,-0.15207730528934427,-1.1492326817765797,-2.8806579851169967,-0.243182545583287
G1S_denta100_oisn10_100_p16,22,РАЗОШЛОСЬ,142,0.007139794703037161,-0.3163981013888151,-0.44603148334243503,-0.10105817814785034,0.04016003364557541,0.13692469236230576,-1.0408961918297321,0.16438306575563555,-0.0216774817112797,0.025084023554766688,0.03886910170209923,-0.089148248591564
G1S_denta100_risn379_100_p16,22,РАЗОШЛОСЬ,140,-0.008232945045361095,-0.06290719017584268,-0.16158825956653633,-0.022749247036679687,-0.00443361823587729,0.34137526588065015,0.4510683201080834,0.07342129705856237,0.026501806094536562,-0.0803062416989575,0.20497370243268698,-0.1346147936249431
G1S_denta120_oisn06_057_p24,22,РАЗОШЛОСЬ,142,-0.0014228939760108084,-0.07315648020337351,0.00905013496423912,0.06987214579614598,0.06366092761611597,-0.22054464432406107,-0.2052401722063668,-0.11905354301297022,0.0021733386167843705,0.0850421123763212,-0.27147984892396115,-0.015147444280427802
G1S_denta120_oisn06_062_p24,22,РАЗОШЛОСЬ,142,0.002600054025414522,-0.007222169494369712,-0.011187978890159211,0.07316267294776857,0.06767254886415053,-0.12513214888439927,-0.06583219329855394,-0.0739063769335524,-0.015881484216118125,-0.008924990334702176,0.3320151429799356,0.20096239480211775
G1S_denta120_oisn06_064_p24,22,РАЗОШЛОСЬ,142,-0.016666767705642016,-0.1333287968343866,-0.29076593440438003,-0.024193258772498005,0.06548217842214932,0.16418933065398544,0.815317743339361,-0.14038494176101812,-0.16105444900059718,-0.3291436141623527,-1.5547220867300315,-0.14668215520093897
G1S_denta120_oisn06_066_p24,22,РАЗОШЛОСЬ,142,-0.01663233462350089,-0.2992975962521127,-0.2367996600504907,-0.06675104452379399,0.02038938985107208,-0.13695774780652092,-0.4979232184312621,-0.07383388909564248,-0.07293505445801207,-0.4934194364221933,-2.0691534878829465,-0.06853963300823551
G1S_denta120_oisn16_155_p24,22,РАЗОШЛОСЬ,142,-0.015686180247265202,0.007272012039849507,-0.18622439981759165,0.008189440680195226,-0.04670064637540827,-0.019961015644731628,-0.8246926938263455,-0.16969348569076947,0.22785719748432687,0.1431861418641045,0.38368863659969943,0.22995484509105157
