keV,response
0.000,2.70000000E-006
1.000,1.45000000E-005
2.000,1.84000000E-005
3.000,2.09000000E-005
4.000,1.99000000E-005
5.000,3.52000000E-005
6.000,5.40000000E-005
7.000,5.60000000E-005
8.000,6.04000000E-005
9.000,6.88000000E-005
10.000,7.01000000E-005
11.000,6.52000000E-005
12.000,4.27000000E-005
13.000,2.73000000E-005
14.000,2.40000000E-005
15.000,2.24000000E-005
16.000,1.60000000E-005
17.000,1.50000000E-005
18.000,1.29000000E-005
19.000,1.15000000E-005
20.000,1.04000000E-005
21.000,1.14000000E-005
22.000,8.40000000E-006
23.000,7.00000000E-006
24.000,1.36330000E-003
25.000,9.40000000E-006
26.000,8.50000000E-006
27.000,2.41160000E-003
28.000,1.30000000E-005
29.000,9.90850000E-003
30.000,2.78000000E-005
31.000,8.32500000E-003
32.000,3.38000000E-005
33.000,3.15000000E-005
34.000,2.87000000E-005
35.000,2.61000000E-005
36.000,2.97000000E-005
37.000,3.53000000E-005
38.000,3.26000000E-005
39.000,3.13000000E-005
40.000,2.58000000E-005
41.000,2.26000000E-005
42.000,2.14000000E-005
43.000,1.86000000E-005
44.000,1.51000000E-005
45.000,1.26000000E-005
46.000,1.03000000E-005
47.000,1.06000000E-005
48.000,8.50000000E-006
49.000,5.60000000E-006
50.000,5.40000000E-006
51.000,6.60000000E-006
52.000,4.20000000E-006
53.000,3.30000000E-006
54.000,2.70000000E-006
55.000,3.57000000E-005
56.000,1.38000000E-005
57.000,2.80000000E-006
58.000,7.00000000E-007
59.000,0.00000000E+000
60.000,1.36518018E-001
