E_keV,eps_sim,err_pct,eps_ref,ratio
60,1.45796E-002,0.29,0.00000E+000,-
200,1.62661E-002,0.29,0.00000E+000,-
662,3.63664E-003,0.66,0.00000E+000,-
1461,1.31211E-003,1.12,0.00000E+000,-
2614,5.61097E-004,1.74,0.00000E+000,-
