Достаёт ли умолчание `pie` (--emax=2800 кэВ) до КРАЯ шкалы
  E(N-1) <= 2800 кэВ  ->  chHi = N-1, правило края СРАБАТЫВАЕТ
  ⚠ считано ПОЛИНОМОМ из <Coefficients> корпусного файла; нелинейные калибровки сюда не попадают

достаёт (правило края живое): 9
  ASN16_Granite                N=8192   E(N-1)=   3295.5 кэВ
  ASN16_Lu176                  N=8192   E(N-1)=   3503.8 кэВ
  ASN16_Lu176_P0               N=8192   E(N-1)=   3310.6 кэВ
  ASN16_Th232                  N=8192   E(N-1)=   3543.4 кэВ
  ASN16_Th232_Am241            N=8192   E(N-1)=   3258.5 кэВ
  ASN16_UGlass                 N=8192   E(N-1)=   3259.9 кэВ
  ASN3_Tile                    N=2500   E(N-1)=   3301.4 кэВ
  ASN8_Am241                   N=8192   E(N-1)=   3270.4 кэВ
  ASN8_Th232_1024              N=1024   E(N-1)=   3237.7 кэВ
  ASN8_Th232_2048              N=2048   E(N-1)=   3234.0 кэВ
  ASN8_Th232_3000              N=3000   E(N-1)=   3232.6 кэВ
  ASN8_Th232_4096              N=4096   E(N-1)=   3228.4 кэВ
  ASN8_Th232_8192              N=8192   E(N-1)=   3233.5 кэВ
  ASN8_UGlass                  N=8192   E(N-1)=   3286.5 кэВ
  G1S16_Am241_P25              N=1024   E(N-1)=   2984.2 кэВ
  G1S16_Am241_P5               N=1024   E(N-1)=   3057.3 кэВ
  G1S16_Ba133_P25              N=1024   E(N-1)=   3041.2 кэВ
  G1S16_Ba133_P5               N=1024   E(N-1)=   3053.3 кэВ
  G1S16_Cd109_P25              N=1024   E(N-1)=   3040.3 кэВ
  G1S16_Cd109_P5               N=1024   E(N-1)=   3073.0 кэВ
  G1S16_Ce139_P25              N=1024   E(N-1)=   3018.2 кэВ
  G1S16_Ce139_P5               N=1024   E(N-1)=   3057.9 кэВ
  G1S16_Co57_P5                N=1024   E(N-1)=   3057.3 кэВ
  G1S16_Co60_P25               N=1024   E(N-1)=   3006.4 кэВ
  G1S16_Co60_P5                N=1024   E(N-1)=   3027.8 кэВ
  G1S16_Cs137_Mar              N=1024   E(N-1)=   3074.0 кэВ
  G1S16_Cs137_Mar_2            N=1024   E(N-1)=   3052.8 кэВ
  G1S16_Cs137_P25              N=1024   E(N-1)=   3018.2 кэВ
  G1S16_Cs137_P5               N=1024   E(N-1)=   3071.2 кэВ
  G1S16_Eu152_P25              N=1024   E(N-1)=   3038.8 кэВ
  G1S16_Eu152_P5               N=1024   E(N-1)=   3057.3 кэВ
  G1S16_K40_Mar                N=1024   E(N-1)=   3058.8 кэВ
  G1S16_K40_Mar_2              N=1024   E(N-1)=   3127.5 кэВ
  G1S16_Mix_Denta100           N=1024   E(N-1)=   3081.4 кэВ
  G1S16_Mix_Mar                N=1024   E(N-1)=   3080.7 кэВ
  G1S16_Mix_Petri              N=1024   E(N-1)=   3071.9 кэВ
  G1S16_Mn54_P25               N=1024   E(N-1)=   3027.2 кэВ
  G1S16_Mn54_P5                N=1024   E(N-1)=   3129.4 кэВ
  G1S16_Na22_P25               N=1024   E(N-1)=   3017.5 кэВ
  G1S16_Na22_P5                N=1024   E(N-1)=   2955.2 кэВ
  G1S16_Ra226_Mar              N=1024   E(N-1)=   3068.8 кэВ
  G1S16_Ra226_Mar_2            N=1024   E(N-1)=   3052.8 кэВ
  G1S16_Th228_P25              N=1024   E(N-1)=   3022.5 кэВ
  G1S16_Th228_P5               N=1024   E(N-1)=   3053.1 кэВ
  G1S16_Th232_Denta100         N=1024   E(N-1)=   3078.8 кэВ
  G1S16_Th232_Mar              N=1024   E(N-1)=   3061.1 кэВ
  G1S16_Th232_Mar_2            N=1024   E(N-1)=   3073.0 кэВ
  G1S16_Th232_Mar_3            N=1024   E(N-1)=   3061.3 кэВ
  G1S16_Th232_Petri            N=1024   E(N-1)=   3050.8 кэВ
  G1S16_Y88_P25                N=1024   E(N-1)=   3021.3 кэВ
  G1S16_Y88_P5                 N=1024   E(N-1)=   3018.7 кэВ
  G1S24_Am241_P5               N=1024   E(N-1)=   3032.2 кэВ
  G1S24_Ba133_P5               N=1024   E(N-1)=   3031.1 кэВ
  G1S24_Bi207_P5               N=1024   E(N-1)=   2988.9 кэВ
  G1S24_Cd109_P5               N=1024   E(N-1)=   3082.8 кэВ
  G1S24_Co60_P5                N=1024   E(N-1)=   2996.9 кэВ
  G1S24_Cs137_Denta120         N=1024   E(N-1)=   3050.5 кэВ
  G1S24_Cs137_Denta120_2       N=1024   E(N-1)=   3033.3 кэВ
  G1S24_Cs137_Mar              N=1024   E(N-1)=   3107.3 кэВ
  G1S24_Cs137_Mar_2            N=1024   E(N-1)=   3068.8 кэВ
  G1S24_Cs137_P25              N=1024   E(N-1)=   3080.0 кэВ
  G1S24_Cs137_P5               N=1024   E(N-1)=   2993.2 кэВ
  G1S24_Cs137_Petri            N=1024   E(N-1)=   3101.0 кэВ
  G1S24_Cs137_Petri_2          N=1024   E(N-1)=   3034.3 кэВ
  G1S24_Eu152_P5               N=1024   E(N-1)=   3023.9 кэВ
  G1S24_K40_Denta120           N=1024   E(N-1)=   3078.9 кэВ
  G1S24_K40_Denta120_2         N=1024   E(N-1)=   3077.0 кэВ
  G1S24_K40_Mar                N=1024   E(N-1)=   3063.3 кэВ
  G1S24_K40_Mar_2              N=1024   E(N-1)=   3075.9 кэВ
  G1S24_K40_Petri              N=1024   E(N-1)=   3074.3 кэВ
  G1S24_K40_Petri_2            N=1024   E(N-1)=   3033.0 кэВ
  G1S24_Na22_P25               N=1024   E(N-1)=   3057.2 кэВ
  G1S24_Na22_P5                N=1024   E(N-1)=   2929.4 кэВ
  G1S24_Ra226_Denta120         N=1024   E(N-1)=   3015.0 кэВ
  G1S24_Ra226_Denta120_2       N=1024   E(N-1)=   3018.5 кэВ
  G1S24_Ra226_Mar              N=1024   E(N-1)=   3065.5 кэВ
  G1S24_Ra226_Mar_2            N=1024   E(N-1)=   3067.2 кэВ
  G1S24_Ra226_Petri            N=1024   E(N-1)=   3020.6 кэВ
  G1S24_Ra226_Petri_2          N=1024   E(N-1)=   3007.9 кэВ
  G1S24_Th228_P25              N=1024   E(N-1)=   3079.6 кэВ
  G1S24_Th228_P5               N=1024   E(N-1)=   3050.8 кэВ
  G1S24_Th232_Denta120         N=1024   E(N-1)=   3036.1 кэВ
  G1S24_Th232_Denta120_2       N=1024   E(N-1)=   3049.1 кэВ
  G1S24_Th232_Mar              N=1024   E(N-1)=   3065.4 кэВ
  G1S24_Th232_Mar_2            N=1024   E(N-1)=   3066.6 кэВ
  G1S24_Th232_Petri            N=1024   E(N-1)=   3033.9 кэВ
  G1S24_Th232_Petri_2          N=1024   E(N-1)=   3030.5 кэВ
  G1S24_Y88_P25                N=1024   E(N-1)=   3080.3 кэВ
  G1S24_Y88_P5                 N=1024   E(N-1)=   3030.0 кэВ
  G1S24_Zn65_P5                N=1024   E(N-1)=   3020.7 кэВ
  GS4000_Lu176                 N=4000   E(N-1)=   3889.5 кэВ
  GS4000_Ra226                 N=4000   E(N-1)=   4094.2 кэВ
  GS4000_Th232                 N=4000   E(N-1)=   4151.0 кэВ
  GS4000_U                     N=4000   E(N-1)=   4464.3 кэВ
  HPGeGEM_K40                  N=8192   E(N-1)=   2954.8 кэВ
  HPGeGEM_Ra226                N=8192   E(N-1)=   2953.3 кэВ
  HPGeGEM_Th232                N=8192   E(N-1)=   2956.1 кэВ
  LaBrBril_Eu152               N=1024   E(N-1)=   2937.6 кэВ
  LaBrBril_Th228               N=1024   E(N-1)=   2931.9 кэВ
  RC101_I131                   N=1024   E(N-1)=   2999.4 кэВ
  RC103_Charoite               N=1024   E(N-1)=   2820.4 кэВ
  RC103_Cs137_0cm              N=1024   E(N-1)=   2834.0 кэВ
  RC103_K40                    N=1024   E(N-1)=   2820.4 кэВ
  RC103_K40Village             N=1024   E(N-1)=   2858.8 кэВ
  RC103_Th232Village           N=1024   E(N-1)=   2801.7 кэВ
  RC103_Th232WT20              N=1024   E(N-1)=   2875.7 кэВ

=== НЕ РАЗОБРАНО ===

=== из 9 достающих: правило края что говорит ===
  AS80_K40                 N=8192   посл=341684   мед32=8.0      ПЕРЕПОЛНЕНИЕ
  AS80_Onyx                N=8192   посл=409738   мед32=9.0      ПЕРЕПОЛНЕНИЕ
  HPGE_Uranium             N=16384  посл=0        мед32=0.0      обычный
  HPGeGMX_Background       N=8192   посл=1        мед32=0.0      обычный
  HPGeGMX_Eu152            N=8192   посл=0        мед32=0.0      обычный
  HPGeGMX_Th228            N=8192   посл=0        мед32=0.0      обычный
  HPGeGMX_Th232            N=8192   посл=0        мед32=0.0      обычный
  OBS_UGlass               N=1024   посл=2        мед32=2.5      обычный
  RC103_Lu176              N=1024   посл=32       мед32=0.0      ПЕРЕПОЛНЕНИЕ

у pie при УМОЛЧАНИЯХ правка меняет счёт только у 6 спектров корпуса: HPGE_Uranium, HPGeGMX_Background, HPGeGMX_Eu152, HPGeGMX_Th228, HPGeGMX_Th232, OBS_UGlass
