Достаёт ли умолчание `pie` (--emax=2800 кэВ) до КРАЯ шкалы
  E(N-1) <= 2800 кэВ  ->  chHi = N-1, правило края СРАБАТЫВАЕТ
  ⚠ считано ПОЛИНОМОМ из <Coefficients> корпусного файла; нелинейные калибровки сюда не попадают

достаёт (правило края живое): 9
НЕ достаёт (правило края мертво): 120
калибровку не разобрать: 0

=== ДОСТАЁТ ===
  AS80_K40                     N=8192   E(N-1)=   2776.3 кэВ
  AS80_Onyx                    N=8192   E(N-1)=   2788.5 кэВ
  HPGE_Uranium                 N=16384  E(N-1)=   2711.8 кэВ
  HPGeGMX_Background           N=8192   E(N-1)=   1638.0 кэВ
  HPGeGMX_Eu152                N=8192   E(N-1)=   2692.1 кэВ
  HPGeGMX_Th228                N=8192   E(N-1)=   2692.2 кэВ
  HPGeGMX_Th232                N=8192   E(N-1)=   2692.0 кэВ
  OBS_UGlass                   N=1024   E(N-1)=   2768.4 кэВ
  RC103_Lu176                  N=1024   E(N-1)=   2725.5 кэВ

=== НЕ ДОСТАЁТ ===
  AS1Pro_Ra226                 N=8192   E(N-1)=   3445.7 кэВ
  AS80_Charoite                N=8192   E(N-1)=   3113.9 кэВ
  AS80_Cs137_0cm               N=8192   E(N-1)=   2827.0 кэВ
  AS80_Lu176                   N=8192   E(N-1)=   3212.4 кэВ
  AS80_Th232Medal              N=8192   E(N-1)=   2867.7 кэВ
  AS80_Th232WT20               N=8192   E(N-1)=   3118.6 кэВ
  AS80_Th232_v2                N=8192   E(N-1)=   3027.4 кэВ
  AS80_UGlass                  N=8192   E(N-1)=   3105.4 кэВ
  ASN16_Am241                  N=8192   E(N-1)=   3264.7 кэВ
  ASN16_BrazilNuts             N=8192   E(N-1)=   3512.5 кэВ
  ASN16_Charoite               N=8192   E(N-1)=   3352.9 кэВ
  ASN16_Charoite_v2            N=8192   E(N-1)=   3337.1 кэВ
  ASN16_Cs137                  N=8192   E(N-1)=   3354.1 кэВ
  ASN16_Cs137_10cm             N=8192   E(N-1)=   3343.1 кэВ
