call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,32,21,960,0,19,0,1.0354196853321835E-08,103.54196853321835,-561820.83732255991,-1.6919011146257173E-10,-0.016340244816602279,3.950617610826157E-12,0
2,32,21,960,0,19,0,1.0354196853321835E-08,103.54196853321835,-561820.83732255991,-1.6919011146257173E-10,-0.016340244816602279,3.950617610826157E-12,0
3,32,21,960,0,19,0,1.0282218830753992E-08,102.82218830753992,-471010.21261065104,-1.0234512524795841E-10,-0.0099536031018757718,6.184563972055912E-11,0
4,32,21,960,0,19,0,1.0270701976320741E-08,102.70701976320741,-464983.89449615468,-9.7764285403279337E-11,-0.00951875398864424,6.3202776345860912E-11,0
5,32,21,960,0,19,0,1.0354196853321835E-08,103.54196853321835,-561449.42015958356,-1.4062420384680837E-10,-0.013581372446255287,2.5323743102489971E-11,0
6,32,21,960,0,19,0,1.0282181217925152E-08,102.82181217925151,-469612.17620159051,-8.3507704492143226E-11,-0.00812159431177525,1.2278178473934531E-11,0
7,32,21,960,0,19,0,1.0270528370717889E-08,102.70528370717889,-463837.93748842739,-7.9630975081387917E-11,-0.0077533474624754744,1.3670842236024328E-11,0
8,33,25,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-566152.99026546767,5.6281127341304816E-09,0.54355859888107783,5.3532289712165948E-11,0
9,33,25,990,0,21,0,1.0295075750312897E-08,102.95075750312895,-492153.63055180421,4.8239819362688754E-09,0.46857177676640804,1.0661693750080303E-10,0
10,33,25,990,0,21,0,1.0287688257122576E-08,102.87688257122575,-485343.65514522296,4.6829405172226536E-09,0.45519852470067484,5.7191584801330464E-11,0
11,33,26,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-566125.34817444265,5.69549450189237E-09,0.55006627578894651,2.0193624550302047E-11,0
12,33,25,990,0,21,0,1.0300475983824178E-08,103.00475983824178,-492373.65843723266,4.9008559112392114E-09,0.47578926633443874,1.7212187231052667E-10,0
13,33,25,990,0,21,0,1.0294100832260252E-08,102.94100832260253,-485571.94476040883,4.7579396248600291E-09,0.46220060424795151,5.525180313270539E-11,0
14,33,26,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-566116.04396473616,5.7057272875848386E-09,0.55105454999673165,7.0699002208129968E-11,0
15,33,25,990,0,21,0,1.030234699550087E-08,103.02346995500869,-492439.9543966077,4.914305010829589E-09,0.47700829849506243,5.9138471897313138E-11,0
16,33,25,990,0,21,0,1.0296302761657994E-08,102.96302761657994,-485644.86845083459,4.770761601891544E-09,0.46334705887410382,5.9472426983120386E-11,0
17,24,24,720,0,21,0,1.0354196853321835E-08,103.54196853321835,-566109.60573040857,-2.0449790493684041E-05,-1975.024309792153,1.9876722490153043E-10,0
18,24,23,720,0,21,0,1.0302360034545947E-08,103.02360034545946,-492448.65009972604,-9.8049508401735E-06,-951.71890783232868,1.893596390800667E-11,0
19,24,23,720,0,21,0,1.0296319261291919E-08,102.96319261291919,-485649.657275844,-9.6916356098399742E-06,-941.2718626815315,1.0080469792228541E-10,0
