=== Sc44 -> Ca44 BR=1  пар=1  медиана Sandia/схема=0.0999  min=0.0999 max=0.0999
    1499.460 ->  1157.020  Sandia=0.099894  схема=0.999931  отн=0.0999  (уровень A с seq 6; лучший кандидат 0.999931)  <-- 
=== Co60 -> Ni60 BR=1  пар=1  медиана Sandia/схема=1.0000  min=1.0000 max=1.0000
    1173.228 ->  1332.492  Sandia=0.999872  схема=0.999838  отн=1.0000  (уровень A с seq 4; лучший кандидат 0.999838)
=== Cs134 -> Ba134 BR=0.999997  пар=12  медиана Sandia/схема=1.0000  min=0.9999 max=1.0000
     475.350 ->  1167.860  Sandia=0.175646  схема=0.175659  отн=0.9999  (уровень A с seq 4; лучший кандидат 0.175659)
     475.350 ->   563.246  Sandia=0.818176  схема=0.818162  отн=1.0000  (уровень A с seq 4; лучший кандидат 0.818162)
     475.350 ->   604.721  Sandia=0.819217  схема=0.819203  отн=1.0000  (уровень A с seq 4; лучший кандидат 0.819203)
     563.246 ->   604.721  Sandia=0.994046  схема=0.994046  отн=1.0000  (уровень A с seq 2; лучший кандидат 0.994046)
     569.331 ->   795.800  Sandia=0.996945  схема=0.996945  отн=1.0000  (уровень A с seq 6; лучший кандидат 0.996945)
     569.331 ->   604.721  Sandia=0.994043  схема=0.994043  отн=1.0000  (уровень A с seq 6; лучший кандидат 0.994043)
     795.800 ->   604.721  Sandia=0.994046  схема=0.994046  отн=1.0000  (уровень A с seq 3; лучший кандидат 0.994046)
     801.900 ->  1167.860  Sandia=0.175646  схема=0.175659  отн=0.9999  (уровень A с seq 6; лучший кандидат 0.175659)
     801.900 ->   563.246  Sandia=0.818176  схема=0.818162  отн=1.0000  (уровень A с seq 6; лучший кандидат 0.818162)
     801.900 ->   604.721  Sandia=0.819217  схема=0.819203  отн=1.0000  (уровень A с seq 6; лучший кандидат 0.819203)
    1038.500 ->   604.721  Sandia=0.994046  схема=0.994046  отн=1.0000  (уровень A с seq 4; лучший кандидат 0.994046)
    1365.130 ->   604.721  Sandia=0.994046  схема=0.994046  отн=1.0000  (уровень A с seq 6; лучший кандидат 0.994046)
=== Ba133 -> Cs133 BR=1  пар=15  медиана Sandia/схема=0.9994  min=0.9887 max=1.0439
      53.163 ->   383.848  Sandia=0.310973  схема=0.311152  отн=0.9994  (уровень A с seq 4; лучший кандидат 0.311152)
      53.163 ->   302.853  Sandia=0.637600  схема=0.637606  отн=1.0000  (уровень A с seq 4; лучший кандидат 0.637606)
      53.163 ->    80.997  Sandia=0.250330  схема=0.251874  отн=0.9939  (уровень A с seq 4; лучший кандидат 0.251874)
      53.163 ->   223.234  Sandia=0.015653  схема=0.015749  отн=0.9939  (уровень A с seq 4; лучший кандидат 0.015749)
      53.163 ->    79.614  Sandia=0.005693  схема=0.005609  отн=1.0149  (уровень A с seq 4; лучший кандидат 0.005609)
      53.163 ->   160.613  Sandia=0.001401  схема=0.001350  отн=1.0380  (уровень A с seq 4; лучший кандидат 0.001350)
