file,phys,histories,nodes,channels,noise_median,noise_worst,nodes_empty,cone,created,seconds,stamp,body_sha256,fingerprint
04cb27d4-6b6e-4c6c-b665-b6175d78bdcb.rmx,21,1000000,100,6,2.8056,2.8809,18,0,2026-09-19 13:11,186.3,phys=21;8cc9552566a9bad8c160f83dd640a6df90c59813df89bd55c690d0dcba73055c,73ffdc0ee5141357ed5ddbf9a5f334eb4a1d8efc335a6f9dc8d726acdc90c0eb,сходится
3b84ce13-d635-47d0-b734-62caa283e3f3.rmx,21,1000000,100,6,2.8005,2.9030,15,0,2026-09-19 12:49,112.8,phys=21;f8e589c961a702d9819073974518796bb5c286ae13302912c4d47a7e22e79494,e76711efcb57e05780a3122118957876984b90f2a48fbf627d0c40931cbeef19,сходится
41dc6e6a-c186-474f-96d3-4cc500538ab7.rmx,21,1000000,100,6,2.8403,2.9808,16,0,2026-09-19 12:40,350.9,phys=21;86b36062c4935de6fe8d950d5fe9a8737fa6c1ec4ac328b2645e7e99ce25febd,185ffd72bf420249ae87d6ac42385f4ee11438852839a8fc9aa240970e318c17,сходится
42333387-5295-4665-8c82-6e85c8498a18.rmx,21,1000000,100,6,2.8222,2.9707,15,0,2026-09-19 12:46,258.6,phys=21;7b7ab5fe67ec1427d4065bfb12ecaf070d7e3c75e38b3056b0f4a92e0fe654f5,781d07cf76f8d0b5d1ba3c541b5c1409e1c0ce0cff0738d595a1b8e098575970,сходится
4c5aa26d-d776-481f-96d8-c01022590f39.rmx,21,1000000,100,6,2.8054,2.9467,17,0,2026-09-19 13:00,204.2,phys=21;1d1abf4378a3212a556d949f00f676878d1f0113eab5f496fe29626075c10d7c,c1dc67690ca3304c862665d48c2e20ee21582d46d4f478742ecfb848372665e5,сходится
50a57c5a-3237-4154-b269-b9fd1a2c7d88.rmx,21,1000000,100,6,2.8286,2.9418,17,0,2026-09-19 13:15,211.2,phys=21;0e46cb53dfd7de7a04da021f7cf5c7444deaee8e2af7cc57977dbc18e86bb8a6,91a744669e7929e84b1707c6b4bc6fbbe8581c02239f5d23714fb1f1de65cbab,сходится
5cb11287-beed-4fa3-bf52-21453effbdc8.rmx,21,1000000,100,6,2.8434,2.9722,18,0,2026-09-19 13:07,314.2,phys=21;669634b98027df5c89625f11b00c275fdba4bf39f9dc42e9e2861c60602338e5,a82d3fa47d611901ed97fa6113212dc7bbb2f696a1affc6aca9241c4c3fcc528,сходится
755bbe16-49f5-465c-8407-0e2520d106fd.rmx,21,1000000,100,6,2.8249,2.9976,15,0,2026-09-19 13:20,229.7,phys=21;9f8d5547fe5bd6f24cbf8ccf0e03dac9117c70df5f75af4d1404cbc60f3cfdb2,c875d078d0387cd921a794ac3ae5e665cf15c902f308ffebadce66d44ec1f73c,сходится
7fbb8fc3-24b8-440a-b750-80fb11b5a0e6.rmx,21,1000000,100,6,4.8363,7.1584,18,0,2026-09-19 12:34,224.5,phys=21;d4e05fa74f4f151f9fe69da3d4ea1a67ddd729f93ba45e55c32f95376eb361b6,ba3fe890fb7767daee958cfd7619998707d8b991d3b59a886363343e488efbf8,сходится
aa8a6ecb-5866-4f9d-b359-3c68dba82e5a.rmx,21,1000000,100,6,2.8252,2.9462,15,0,2026-09-19 12:53,184.0,phys=21;babd9c39ad090af86e5578d45794554fe19418c92803f5e736e0fef28f64374f,bb02abef22204865a7f23748ba39b549342fad0647432784c20beeda5f701764,сходится
c482e3bc-e2a8-491f-8759-5df93827eaef.rmx,21,1000000,100,6,2.8007,2.9126,15,0,2026-09-19 12:56,129.0,phys=21;e81d249fd0c43761e84841cf1b72e94c4ead4ae142835c064962796c4aefe10c,8c08010bfdce9bddf0571fb942c4715ba2dcb0ee46df96866787ffcb2cafe9f9,сходится
