call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,34,21,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-562389.48999326245,-3.60865619894598E-25,-3.4852111178360007E-17,4.3527847992663737E-11,0
2,34,21,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-562389.48999326245,-3.60865619894598E-25,-3.4852111178360007E-17,4.3527847992663737E-11,0
3,34,22,1020,0,20,0,1.0271357660049115E-08,102.71357660049115,-473960.55647856963,-3.0549243317380137E-25,-2.9742166837596088E-17,4.6902925987524213E-11,0
4,34,22,1020,0,20,0,1.0260244389556352E-08,102.60244389556352,-469019.92798724677,-3.065631278146734E-25,-2.9878735454558606E-17,5.0313531119172694E-11,0
5,34,22,1020,0,20,0,1.0354196853321835E-08,103.54196853321835,-561359.20849191607,-1.5213488407502481E-26,-1.4693064679972438E-18,7.2560624175821431E-11,0
6,34,22,1020,0,20,0,1.0270203207456256E-08,102.70203207456255,-469702.8637212165,-1.3700599155051602E-26,-1.334014418050156E-18,6.4794392073963536E-11,0
7,34,22,1020,0,20,0,1.025865257976132E-08,102.58652579761319,-465165.54196747288,-1.3818742266636093E-26,-1.3470328738784137E-18,1.0231815394945443E-11,0
8,33,26,990,0,23,0,1.0354196853321835E-08,103.54196853321835,-566798.76750665193,1.7094803550982341E-10,0.016510023706472206,4.5173074170179461E-08,0
9,33,26,990,0,23,0,1.0272090266906563E-08,102.72090266906564,-497581.13669058337,1.5897513402449819E-10,0.015476415207980206,1.4668971459741442E-07,0
10,33,26,990,0,23,0,1.0262488465793757E-08,102.62488465793757,-490556.34853220929,1.5661713358289897E-10,0.015261126392972306,2.2762583995472596E-07,0
11,33,26,990,0,23,0,1.0354196853321835E-08,103.54196853321835,-566773.80223032681,1.7099346685166828E-10,0.016514411428908669,2.47347777815321E-07,0
12,33,26,990,0,23,0,1.0275099563205372E-08,102.75099563205372,-497451.07753118523,1.5889644835337379E-10,0.015464224689595631,5.6841415130293171E-08,0
13,33,26,990,0,23,0,1.0265870418291406E-08,102.65870418291405,-490391.72838162829,1.5657163122919993E-10,0.015251666429592322,5.1297234193725672E-07,0
14,33,26,990,0,23,0,1.0354196853321835E-08,103.54196853321835,-566772.53455011745,1.710016042933809E-10,0.016515197336481019,4.1976392139986274E-08,0
15,33,26,990,0,23,0,1.0275601334338884E-08,102.75601334338883,-497466.46361942112,1.589666174512619E-10,0.015470298260796584,2.4190562442072405E-08,0
16,33,26,990,0,23,0,1.0266443343455104E-08,102.66443343455104,-490408.95918677526,1.5662284040597121E-10,0.015255803316327542,4.3781561487321596E-08,0
17,24,24,720,0,22,0,1.0354196853321835E-08,103.54196853321835,-566764.56187299872,-55.761720055927981,-5385422051.1597185,7.0841110755281989E-11,0
18,24,24,720,0,22,0,1.0275606933671521E-08,102.7560693367152,-497445.32495426072,-31.702374702765496,-3085207025.4732966,1.5669598951717489E-10,0
19,24,24,720,0,22,0,1.0266454243316277E-08,102.66454243316277,-490397.14001177426,-27.593765066546666,-2687760000.9283547,2.8071411861674278E-10,0
