spectrum,det,part,matrix,component,energy_kev,lines,intensity_pct,expected,measured,sigma,z,ratio,purity,decision,obligatory
G1S24_Th232_Mar_2,G1S24,known,1,Th-228,166.41,1,0.1009,651770.4,651717.1,918.6,-0.06,0.9999,0.027,704.6,1
G1S24_Th232_Mar_2,G1S24,known,1,Th-228,215.26,2,0.2660,1159092.8,1166261.5,1139.0,6.29,1.0062,0.022,574.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-212,78.81,4,34.3088,805442.5,810435.2,955.6,5.22,1.0062,0.577,513.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-212,115.18,1,0.5964,546183.7,546128.4,871.3,-0.06,0.9999,0.356,747.5,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-212,238.63,1,43.6000,1292229.5,1288246.9,1177.2,-3.38,0.9969,0.657,491.0,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-212,300.09,1,3.3005,516184.1,518960.7,757.1,3.67,1.0054,0.115,355.9,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,39.86,1,1.0600,75431.3,74058.5,438.5,-3.13,0.9818,0.071,560.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,72.87,1,0.0925,750576.0,753699.8,915.5,3.41,1.0042,0.009,463.4,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,288.20,1,0.3370,483001.2,482300.5,735.8,-0.95,0.9985,0.044,375.0,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,328.03,1,0.1250,520000.0,524343.7,749.6,5.79,1.0084,0.035,287.3,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,452.98,1,0.3630,211573.8,213388.8,524.1,3.46,1.0086,0.075,391.9,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,727.33,1,6.6700,161384.1,157393.6,438.4,-9.10,0.9753,0.263,292.8,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,785.37,1,1.1020,139210.1,139818.0,417.9,1.45,1.0044,0.167,293.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,893.41,1,0.3780,234660.4,236916.1,517.7,4.36,1.0096,0.016,276.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,952.12,1,0.1700,255831.8,252119.3,529.1,-7.02,0.9855,0.013,261.0,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,1078.62,1,0.5640,41570.6,41016.7,249.1,-2.22,0.9867,0.091,224.4,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,1512.70,1,0.2900,44959.6,44802.4,234.1,-0.67,0.9965,0.049,147.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,1620.50,1,1.4700,56694.2,58512.8,253.9,7.16,1.0321,0.081,118.6,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-212,1806.00,1,0.0900,33733.6,32530.8,189.4,-6.35,0.9643,0.009,84.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Tl-208,76.64,4,2.5097,746202.3,748958.0,915.3,3.01,1.0037,0.075,476.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Tl-208,277.37,1,2.3720,649288.1,641415.7,844.2,-9.33,0.9879,0.229,413.8,1
G1S24_Th232_Mar_2,G1S24,known,1,Tl-208,510.77,1,8.1224,259225.4,263765.2,566.8,8.01,1.0175,0.439,378.5,1
G1S24_Th232_Mar_2,G1S24,known,1,Tl-208,583.19,1,30.5490,359014.6,374413.0,642.5,23.97,1.0429,0.652,305.2,1
G1S24_Th232_Mar_2,G1S24,known,1,Tl-208,763.13,1,0.6433,156483.7,155774.0,437.4,-1.62,0.9955,0.131,296.4,1
G1S24_Th232_Mar_2,G1S24,known,1,Tl-208,860.56,1,4.4925,183671.0,189193.0,471.7,11.71,1.0301,0.194,286.8,1
G1S24_Th232_Mar_2,G1S24,known,1,Tl-208,2614.51,1,35.8516,63596.0,62565.0,269.4,-3.83,0.9838,1.000,161.3,1
G1S24_Th232_Mar_2,G1S24,known,1,Rn-222,81.03,4,0.0016,810425.4,819099.5,965.6,8.98,1.0107,0.002,540.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Rn-222,510.00,1,0.0760,250033.9,254246.6,557.0,7.56,1.0168,0.064,373.6,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,53.23,1,1.0733,223714.2,219027.3,543.9,-8.62,0.9790,0.022,446.9,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,78.81,4,17.8611,805442.5,810435.2,955.6,5.22,1.0062,0.017,513.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,243.14,2,7.7927,1294964.5,1293119.4,1179.3,-1.56,0.9986,0.012,490.8,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,295.22,1,18.4672,490115.1,491704.3,739.8,2.15,1.0032,0.043,361.8,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,351.93,1,35.7166,434328.9,440458.7,687.5,8.92,1.0141,0.063,264.2,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,487.11,1,0.4326,255547.4,255477.1,564.3,-0.12,0.9997,0.002,396.9,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,580.13,1,0.3685,361628.0,377501.1,645.4,24.59,1.0439,0.001,308.1,0
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,785.96,1,1.0588,139210.1,139818.0,417.9,1.45,1.0044,0.003,293.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-214,839.06,1,0.5807,139860.0,146669.5,423.8,16.07,1.0487,0.003,285.5,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,81.03,4,1.4078,810425.4,819099.5,965.6,8.98,1.0107,0.005,540.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,609.32,1,45.4400,328233.8,339069.3,611.4,17.72,1.0330,0.054,289.4,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,674.42,2,2.0220,146802.8,139655.5,415.1,-17.22,0.9513,0.042,281.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,776.12,2,6.1520,146200.0,146602.1,426.3,0.94,1.0028,0.030,295.0,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,934.06,1,3.0940,273257.6,269038.5,546.0,-7.73,0.9846,0.012,267.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,1123.74,2,16.5340,39097.9,38060.9,238.4,-4.35,0.9735,0.124,210.4,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,1246.59,2,7.2650,32759.6,33174.1,212.5,1.95,1.0127,0.094,165.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,1390.64,4,8.5070,30076.9,29351.9,202.5,-3.58,0.9759,0.101,159.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,1527.69,2,2.8350,48799.5,48791.0,240.9,-0.04,0.9998,0.036,142.7,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,1753.65,3,19.2060,34287.2,32308.0,189.9,-10.42,0.9423,0.091,90.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,1847.43,1,2.0270,32259.4,32989.4,189.6,3.85,1.0226,0.062,79.2,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,2187.82,2,6.0760,48004.4,50891.7,234.4,12.32,1.0601,0.015,98.1,1
G1S24_Th232_Mar_2,G1S24,known,1,Bi-214,2447.69,1,1.5450,24266.3,22099.5,177.4,-12.22,0.9107,0.007,156.6,1
G1S24_Th232_Mar_2,G1S24,known,1,Pb-210,46.54,1,4.2501,150704.6,146137.9,498.6,-9.16,0.9697,0.126,519.4,1
G1S24_Cs137_Petri,G1S24,known,1,Cs-137,32.94,4,7.0080,1501.7,200.5,68.0,-19.13,0.1335,1.000,79.6,1
G1S24_Cs137_Petri,G1S24,known,1,Cs-137,661.66,1,85.1000,10111.0,10674.3,127.3,4.42,1.0557,1.000,89.1,1
G1S24_Cs137_Petri,G1S24,known,1,Ra-226,85.59,4,0.6798,181.1,-67.1,93.1,-2.66,-0.3703,0.388,109.6,0
G1S24_Cs137_Petri,G1S24,known,1,Ra-226,186.21,1,3.6400,1829.8,1966.7,123.4,1.11,1.0749,0.167,135.1,1
G1S24_Cs137_Petri_2,G1S24,known,1,Cs-137,32.94,4,7.0080,2495.9,2013.9,79.6,-6.06,0.8069,0.998,79.5,1
G1S24_Cs137_Petri_2,G1S24,known,1,Cs-137,661.66,1,85.1000,38149.6,38941.3,214.0,3.70,1.0208,0.994,97.1,1
G1S24_Cs137_Petri_2,G1S24,known,1,Th-232,63.81,1,0.2630,2313.3,2688.2,108.7,3.45,1.1620,0.543,113.3,1
G1S24_Cs137_Petri_2,G1S24,known,1,Th-232,140.88,1,0.0210,5680.6,5557.9,145.1,-0.85,0.9784,0.033,145.3,1
G1S24_Cs137_Petri_2,G1S24,known,1,Th-228,84.37,1,1.1880,2433.4,2877.3,119.6,3.71,1.1824,0.545,126.7,1
G1S24_Cs137_Petri_2,G1S24,known,1,Th-228,131.61,1,0.1271,5255.7,4839.3,138.2,-3.01,0.9208,0.045,139.6,1
G1S24_Cs137_Petri_2,G1S24,known,1,Th-228,166.41,1,0.1009,7446.5,7892.9,155.9,2.86,1.0599,0.025,149.9,1
G1S24_Cs137_Petri_2,G1S24,known,1,Th-228,215.26,2,0.2660,9771.4,9746.7,165.4,-0.15,0.9975,0.033,157.2,1
G1S24_Cs137_Petri_2,G1S24,known,1,Ra-226,84.91,3,0.6432,2433.4,2877.3,119.6,3.71,1.1824,0.177,126.7,1
G1S24_Cs137_Petri_2,G1S24,known,1,Ra-226,97.53,1,0.0366,3032.8,2967.7,119.2,-0.55,0.9785,0.123,125.7,1
G1S24_Cs137_Petri_2,G1S24,known,1,Ra-226,186.21,1,3.6400,9717.9,10036.6,165.0,1.93,1.0328,0.217,154.3,1
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,81.03,4,1.4078,2260.0,2636.3,114.5,3.29,1.1665,0.031,121.2,0
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,609.32,1,45.4400,15373.4,15886.8,152.8,3.36,1.0334,0.027,100.9,1
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,674.42,2,2.0220,37212.0,37862.1,210.9,3.08,1.0175,0.004,95.4,1
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,776.12,2,6.1520,124.2,52.9,77.1,-0.92,0.4260,0.780,90.0,1
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,934.06,1,3.0940,74.9,86.6,74.9,0.16,1.1569,1.000,86.5,0
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,1123.74,2,16.5340,111.5,154.9,70.6,0.61,1.3893,1.000,80.8,1
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,1246.59,2,7.2650,70.4,127.1,61.8,0.92,1.8046,1.000,70.7,0
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,1390.64,4,8.5070,71.5,94.8,68.9,0.34,1.3257,1.000,79.3,0
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,1527.69,2,2.8350,41.6,35.5,57.8,-0.11,0.8525,1.000,66.9,0
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,1753.65,3,19.2060,76.7,70.6,39.5,-0.15,0.9209,1.000,44.9,1
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,1847.43,1,2.0270,51.1,50.6,36.4,-0.01,0.9898,1.000,41.5,1
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,2187.82,2,6.0760,17.0,39.3,32.0,0.70,2.3073,1.000,36.5,0
G1S24_Cs137_Petri_2,G1S24,known,1,Bi-214,2447.69,1,1.5450,3.5,26.4,25.4,0.90,7.5004,1.000,28.9,0
G1S24_K40_Petri,G1S24,known,1,K-40,1460.82,1,10.6600,11010.9,11382.5,190.3,1.95,1.0337,0.997,184.5,1
G1S24_K40_Petri_2,G1S24,known,1,K-40,1460.82,1,10.6600,3447.2,3519.3,87.7,0.82,1.0209,1.000,75.5,1
G1S24_Ra226_Petri,G1S24,known,1,Ra-226,84.91,3,0.6432,18361.6,19411.4,169.2,6.20,1.0572,0.037,114.7,1
G1S24_Ra226_Petri,G1S24,known,1,Ra-226,97.53,1,0.0366,9681.0,9653.8,136.1,-0.20,0.9972,0.055,111.3,1
G1S24_Ra226_Petri,G1S24,known,1,Ra-226,186.21,1,3.6400,9669.6,9657.1,156.3,-0.08,0.9987,0.313,148.2,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,53.23,1,1.0733,7081.7,6826.5,116.8,-2.19,0.9640,0.698,108.3,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,78.81,4,17.8611,19070.4,19942.2,168.5,5.17,1.0457,0.720,111.0,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,243.14,2,7.7927,12016.7,11965.6,161.4,-0.32,0.9957,0.609,140.0,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,295.22,1,18.4672,15897.1,16105.0,166.5,1.25,1.0131,0.773,126.1,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,351.93,1,35.7166,21173.8,20915.2,176.0,-1.47,0.9878,0.822,117.3,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,487.11,1,0.4326,2618.3,2886.6,104.0,2.58,1.1025,0.101,106.9,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,580.13,1,0.3685,10773.2,10726.3,133.4,-0.35,0.9956,0.017,103.3,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,785.96,1,1.0588,3183.6,3246.9,92.7,0.68,1.0199,0.095,89.5,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-214,839.06,1,0.5807,2617.7,2666.4,88.4,0.55,1.0186,0.101,88.2,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,80.41,3,1.3343,18823.5,19833.6,168.3,6.00,1.0537,0.113,110.8,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,92.32,1,0.0735,14699.8,15107.7,157.8,2.58,1.0277,0.151,117.3,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,609.32,1,45.4400,12213.8,12122.9,137.7,-0.66,0.9926,0.988,101.8,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,674.42,2,2.0220,3753.3,3740.9,97.6,-0.13,0.9967,0.993,93.3,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,776.12,2,6.1520,3119.5,3163.3,91.9,0.48,1.0140,0.912,88.8,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,934.06,1,3.0940,2138.2,2115.6,84.5,-0.27,0.9894,0.996,87.8,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,1123.74,2,16.5340,3276.9,3451.2,89.0,1.96,1.0532,1.000,83.5,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,1246.59,2,7.2650,2133.0,2124.0,75.1,-0.12,0.9958,1.000,75.0,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,1390.64,4,8.5070,2145.7,2217.7,81.5,0.88,1.0336,1.000,82.0,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,1527.69,2,2.8350,1213.0,1242.7,64.2,0.46,1.0245,1.000,66.7,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,1753.65,3,19.2060,2226.0,2323.0,60.4,1.61,1.0436,1.000,44.4,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,1847.43,1,2.0270,1498.8,1499.6,50.8,0.02,1.0005,1.000,39.9,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,2187.82,2,6.0760,487.5,594.0,36.9,2.89,1.2186,1.000,32.3,1
G1S24_Ra226_Petri,G1S24,known,1,Bi-214,2447.69,1,1.5450,109.0,132.9,25.4,0.94,1.2200,1.000,26.4,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-210,46.54,1,4.2501,5241.6,5324.3,108.0,0.77,1.0158,0.234,108.2,1
G1S24_Ra226_Petri,G1S24,known,1,Th-228,84.37,1,1.1880,17918.8,18995.2,165.8,6.49,1.0601,0.094,110.2,1
G1S24_Ra226_Petri,G1S24,known,1,Th-228,131.61,1,0.1271,5340.8,5323.7,132.6,-0.13,0.9968,0.042,134.5,1
G1S24_Ra226_Petri,G1S24,known,1,Th-228,166.41,1,0.1009,8282.6,8300.7,151.8,0.12,1.0022,0.021,149.8,1
G1S24_Ra226_Petri,G1S24,known,1,Th-228,215.26,2,0.2660,9782.1,9739.0,155.1,-0.28,0.9956,0.033,143.0,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-212,78.81,4,34.3088,19070.4,19942.2,168.5,5.17,1.0457,0.049,111.0,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-212,115.18,1,0.5964,4609.6,4431.8,120.8,-1.47,0.9614,0.019,120.3,0
G1S24_Ra226_Petri,G1S24,known,1,Pb-212,238.63,1,43.6000,11645.3,11384.4,158.3,-1.65,0.9776,0.089,138.1,1
G1S24_Ra226_Petri,G1S24,known,1,Pb-212,300.09,1,3.3005,16000.9,16116.1,166.0,0.69,1.0072,0.004,125.2,0
G1S24_Ra226_Petri_2,G1S24,known,1,Ra-226,85.59,4,0.6798,53626.6,58303.5,279.2,16.75,1.0872,0.035,189.2,1
G1S24_Ra226_Petri_2,G1S24,known,1,Ra-226,186.21,1,3.6400,43838.3,43701.9,273.1,-0.50,0.9969,0.207,238.9,1
G1S24_Ra226_Petri_2,G1S24,known,1,Rn-222,81.03,4,0.0016,54849.4,62102.3,283.0,25.63,1.1322,0.001,180.9,0
G1S24_Ra226_Petri_2,G1S24,known,1,Rn-222,510.00,1,0.0760,11796.1,12117.5,162.2,1.98,1.0272,0.062,156.3,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,53.23,1,1.0733,22682.5,22346.7,193.9,-1.73,0.9852,0.592,175.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,78.81,4,17.8611,56625.7,64755.7,287.5,28.28,1.1436,0.623,180.7,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,243.14,2,7.7927,56678.7,56377.5,286.0,-1.05,0.9947,0.485,206.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,295.22,1,18.4672,60511.4,60553.0,284.6,0.15,1.0007,0.709,183.1,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,351.93,1,35.7166,77379.0,77367.4,309.0,-0.04,0.9998,0.777,170.9,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,487.11,1,0.4326,11862.8,12596.5,163.5,4.49,1.0618,0.072,155.0,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,580.13,1,0.3685,41149.5,40931.1,232.3,-0.94,0.9947,0.016,152.3,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,785.96,1,1.0588,12852.1,12940.9,151.6,0.59,1.0069,0.080,132.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-214,839.06,1,0.5807,9680.1,9570.0,140.0,-0.79,0.9886,0.088,135.6,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,81.03,4,1.4078,54849.4,62102.3,283.0,25.63,1.1322,0.135,180.9,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,609.32,1,45.4400,46122.7,46757.3,243.5,2.61,1.0138,0.940,149.0,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,674.42,2,2.0220,15465.7,16135.8,163.6,4.10,1.0433,0.922,136.0,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,776.12,2,6.1520,12893.0,12990.9,150.9,0.65,1.0076,0.800,130.6,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,934.06,1,3.0940,8116.4,8492.6,138.5,2.72,1.0464,0.954,142.6,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,1123.74,2,16.5340,11972.3,12429.2,144.1,3.17,1.0382,0.972,122.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,1246.59,2,7.2650,7492.3,7666.9,119.3,1.46,1.0233,0.967,110.3,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,1390.64,4,8.5070,7652.6,7748.0,125.0,0.76,1.0125,0.972,116.5,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,1527.69,2,2.8350,4621.5,4584.0,96.3,-0.39,0.9919,0.917,92.4,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,1753.65,3,19.2060,8374.6,8436.4,104.4,0.59,1.0074,0.963,65.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,1847.43,1,2.0270,5421.5,4525.6,80.0,-11.19,0.8348,0.944,57.5,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,2187.82,2,6.0760,2285.7,2343.4,59.8,0.96,1.0252,0.782,43.5,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-214,2447.69,1,1.5450,602.3,676.6,39.2,1.89,1.1233,0.617,36.4,1
G1S24_Ra226_Petri_2,G1S24,known,1,Th-232,63.81,1,0.2630,45618.5,52388.9,263.3,25.72,1.1484,0.115,178.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Th-232,140.88,1,0.0210,30088.8,30098.3,245.8,0.04,1.0003,0.027,240.5,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-212,78.81,4,34.3088,56625.7,64755.7,287.5,28.28,1.1436,0.153,180.7,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-212,115.18,1,0.5964,24254.3,24493.3,222.2,1.08,1.0099,0.073,215.5,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-212,238.63,1,43.6000,56944.2,56660.3,287.2,-0.99,0.9950,0.226,208.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Pb-212,300.09,1,3.3005,62676.7,62694.5,289.3,0.06,1.0003,0.013,185.2,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,39.86,1,1.0600,8684.9,9629.4,163.5,5.78,1.1088,0.035,196.4,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,72.87,1,0.0925,56415.2,63581.7,284.7,25.17,1.1270,0.005,179.4,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,288.20,1,0.3370,63312.3,63484.2,293.0,0.59,1.0027,0.013,192.0,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,328.03,1,0.1250,81264.4,80517.6,316.2,-2.36,0.9908,0.009,176.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,452.98,1,0.3630,12966.0,13180.0,164.9,1.30,1.0165,0.059,153.2,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,727.33,1,6.6700,12026.1,12129.0,148.6,0.69,1.0086,0.170,130.5,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,785.37,1,1.1020,12609.9,12724.9,150.0,0.77,1.0091,0.091,131.0,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,893.41,1,0.3780,8836.5,9094.4,140.7,1.83,1.0292,0.020,142.0,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,952.12,1,0.1700,7862.2,8070.7,137.0,1.52,1.0265,0.019,142.6,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,1078.62,1,0.5640,10347.2,10868.5,140.0,3.72,1.0504,0.017,126.6,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,1512.70,1,0.2900,4947.0,4881.2,101.3,-0.65,0.9867,0.023,97.7,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,1620.50,1,1.4700,3722.6,4224.0,85.0,5.90,1.1347,0.060,75.5,1
G1S24_Ra226_Petri_2,G1S24,known,1,Bi-212,1806.00,1,0.0900,7795.9,7276.4,97.4,-5.33,0.9334,0.002,62.3,0
G1S24_Ra226_Petri_2,G1S24,known,1,Tl-208,76.64,4,2.5097,60447.4,68199.7,296.1,26.18,1.1282,0.010,188.9,1
G1S24_Ra226_Petri_2,G1S24,known,1,Tl-208,277.37,1,2.3720,63043.6,62662.7,292.2,-1.30,0.9940,0.018,194.1,1
G1S24_Ra226_Petri_2,G1S24,known,1,Tl-208,510.77,1,8.1224,11796.1,12117.5,162.2,1.98,1.0272,0.083,156.3,1
G1S24_Ra226_Petri_2,G1S24,known,1,Tl-208,583.19,1,30.5490,42428.6,42380.9,235.2,-0.20,0.9989,0.053,151.6,1
G1S24_Ra226_Petri_2,G1S24,known,1,Tl-208,763.13,1,0.6433,13128.2,13135.1,151.5,0.05,1.0005,0.013,130.3,1
G1S24_Ra226_Petri_2,G1S24,known,1,Tl-208,860.56,1,4.4925,8953.2,9056.9,139.4,0.74,1.0116,0.039,138.8,1
G1S24_Ra226_Petri_2,G1S24,known,1,Tl-208,2614.51,1,35.8516,581.7,789.1,41.8,4.96,1.3566,0.932,37.4,1
G1S24_Th232_Petri,G1S24,known,1,Th-232,63.81,1,0.2630,88518.3,90975.5,367.7,6.68,1.0278,0.061,248.3,1
G1S24_Th232_Petri,G1S24,known,1,Th-232,140.88,1,0.0210,31215.7,31398.4,325.4,0.56,1.0059,0.015,326.5,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,57.77,1,0.4700,46432.8,48003.0,290.4,5.41,1.0338,0.155,228.9,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,95.31,4,7.6200,73151.2,71199.2,353.5,-5.52,0.9733,0.302,271.4,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,108.58,1,0.3900,41736.2,41161.2,318.1,-1.81,0.9862,0.486,288.3,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,129.07,1,2.4200,31931.8,32045.7,323.0,0.35,1.0036,0.435,320.3,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,153.98,1,0.7220,30473.4,29985.5,331.6,-1.47,0.9840,0.391,339.1,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,209.49,3,4.9650,66231.3,66187.1,386.9,-0.11,0.9993,0.285,345.6,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,270.25,1,3.4600,69210.8,69108.9,378.7,-0.27,0.9985,0.221,320.9,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,336.20,4,14.9890,43947.7,44255.8,330.0,0.93,1.0070,0.649,297.8,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,409.46,1,1.9200,17694.8,17366.8,260.2,-1.26,0.9815,0.546,267.3,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,463.00,1,4.4000,20586.9,20674.0,260.5,0.33,1.0042,0.585,260.2,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,508.96,1,0.4500,24386.3,24473.3,267.0,0.33,1.0036,0.434,259.7,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,562.50,1,0.8700,37981.7,38695.2,284.9,2.50,1.0188,0.257,247.3,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,674.75,1,2.1000,15653.5,15324.6,220.0,-1.50,0.9790,0.626,214.4,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,779.42,5,7.8450,15033.3,15229.7,213.7,0.92,1.0131,0.556,209.5,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,836.18,3,3.0600,14752.0,14551.1,214.4,-0.94,0.9864,0.632,216.6,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,936.14,5,47.6400,27270.1,27423.7,239.9,0.64,1.0056,0.899,214.0,1
G1S24_Th232_Petri,G1S24,known,1,Ac-228,1110.61,1,0.2850,4784.1,4692.9,177.4,-0.51,0.9809,0.339,199.0,1
