spectrum,det,part,matrix,component,energy_kev,lines,intensity_pct,expected,measured,sigma,z,ratio,purity,decision,obligatory
ASN3_Tile,ASN3,unknown,0,Tl-208,510.77,1,8.1224,441.6,-730.5,253.8,-4.62,-1.6544,0.160,379.9,0
ASN3_Tile,ASN3,unknown,0,Tl-208,583.19,1,30.5490,5219.5,17853.3,276.5,45.69,3.4205,0.051,360.7,0
ASN3_Tile,ASN3,unknown,0,Tl-208,763.13,1,0.6433,3662.2,5413.1,196.3,8.92,1.4781,0.002,262.2,0
ASN3_Tile,ASN3,unknown,0,Tl-208,860.56,1,4.4925,1231.8,1107.4,179.7,-0.69,0.8990,0.032,254.8,0
ASN3_Tile,ASN3,unknown,0,Tl-208,2614.51,1,35.8516,311.2,489.4,35.9,4.96,1.5726,1.000,39.2,1
ASN3_Tile,ASN3,unknown,0,Pb-214,53.23,1,1.0733,69584.1,60140.3,527.5,-17.90,0.8643,0.019,680.3,1
ASN3_Tile,ASN3,unknown,0,Pb-214,76.25,2,13.9540,81389.2,88529.8,852.2,8.38,1.0877,0.237,1169.9,1
ASN3_Tile,ASN3,unknown,0,Pb-214,87.95,2,3.9071,66047.3,79663.3,851.1,16.00,1.2062,0.215,1199.9,1
ASN3_Tile,ASN3,unknown,0,Pb-214,243.14,2,7.7927,38072.7,37872.9,634.4,-0.31,0.9948,0.243,919.5,1
ASN3_Tile,ASN3,unknown,0,Pb-214,295.22,1,18.4672,24811.4,23477.1,506.8,-2.63,0.9462,0.904,732.7,1
ASN3_Tile,ASN3,unknown,0,Pb-214,351.93,1,35.7166,44342.3,48110.3,446.3,8.44,1.0850,0.977,584.1,1
ASN3_Tile,ASN3,unknown,0,Pb-214,487.11,1,0.4326,846.9,-282.0,264.1,-4.27,-0.3330,0.620,393.9,1
ASN3_Tile,ASN3,unknown,0,Pb-214,580.13,1,0.3685,4299.1,15379.6,272.4,40.68,3.5774,0.104,361.7,1
ASN3_Tile,ASN3,unknown,0,Pb-214,785.96,1,1.0588,3267.4,4380.8,191.3,5.82,1.3408,0.408,258.5,1
ASN3_Tile,ASN3,unknown,0,Pb-214,839.06,1,0.5807,1355.1,1570.8,182.4,1.18,1.1592,0.598,257.2,1
ASN3_Tile,ASN3,unknown,0,Bi-214,78.38,2,1.0981,78001.6,88640.5,838.4,12.69,1.1364,0.003,1149.0,0
ASN3_Tile,ASN3,unknown,0,Bi-214,90.42,2,0.3097,57107.3,68078.3,835.0,13.14,1.1921,0.003,1193.3,0
ASN3_Tile,ASN3,unknown,0,Bi-214,609.32,1,45.4400,7757.0,23450.4,285.7,54.93,3.0231,0.948,357.5,1
ASN3_Tile,ASN3,unknown,0,Bi-214,665.45,1,1.5400,587.5,-3599.4,210.4,-19.90,-6.1263,0.672,324.8,1
ASN3_Tile,ASN3,unknown,0,Bi-214,703.10,1,0.4820,2081.6,-560.7,199.4,-13.25,-0.2694,0.079,295.7,0
ASN3_Tile,ASN3,unknown,0,Bi-214,768.36,1,4.8900,3551.8,5323.1,195.2,9.07,1.4987,0.243,260.8,1
ASN3_Tile,ASN3,unknown,0,Bi-214,806.18,1,1.2620,2897.5,3142.9,187.4,1.31,1.0847,0.170,258.1,1
ASN3_Tile,ASN3,unknown,0,Bi-214,934.06,1,3.0940,3486.0,3399.3,182.4,-0.48,0.9751,0.144,245.6,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1123.74,2,16.5340,2688.2,3303.4,176.5,3.48,1.2289,0.962,229.9,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1238.12,1,5.8300,1098.3,525.3,149.4,-3.84,0.4782,0.962,203.0,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1280.98,1,1.4350,737.8,649.4,126.9,-0.70,0.8802,0.960,176.3,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1390.64,4,8.5070,1331.0,1296.7,119.7,-0.29,0.9742,0.995,165.0,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1509.21,1,2.1270,614.7,406.3,137.5,-1.52,0.6609,0.573,183.8,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1583.20,1,0.7080,937.1,994.7,87.0,0.66,1.0615,0.161,121.9,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1661.27,1,1.0460,780.0,1040.6,73.0,3.57,1.3341,0.326,98.0,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1758.98,2,18.1600,2882.7,2335.1,80.7,-6.79,0.8100,0.993,96.8,1
ASN3_Tile,ASN3,unknown,0,Bi-214,1847.43,1,2.0270,498.6,768.5,65.8,4.10,1.5412,0.953,91.9,1
ASN3_Tile,ASN3,unknown,0,Bi-214,2118.51,1,1.1560,254.2,340.1,51.6,1.67,1.3379,1.000,72.0,1
ASN3_Tile,ASN3,unknown,0,Bi-214,2204.10,1,4.9200,810.1,475.8,52.1,-6.42,0.5874,1.000,70.9,1
ASN3_Tile,ASN3,unknown,0,Bi-214,2447.69,1,1.5450,249.3,333.4,33.3,2.52,1.3371,1.000,40.3,1
ASN3_Tile,ASN3,unknown,0,Pb-210,46.54,1,4.2501,76737.8,91546.0,468.6,31.60,1.1930,0.608,496.0,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,57.77,1,0.4700,211504.5,168195.2,1129.7,-38.34,0.7952,0.006,1727.8,0
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,95.96,5,8.0100,493711.6,518593.2,1368.4,18.18,1.0504,0.042,1909.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,129.07,1,2.4200,68160.6,70601.5,1007.5,2.42,1.0358,0.131,1594.0,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,153.98,1,0.7220,59713.1,49046.5,983.1,-10.85,0.8214,0.067,1570.5,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,209.49,3,4.9650,429655.0,463191.1,1134.6,29.56,1.0781,0.031,1486.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,270.25,1,3.4600,506899.4,527635.2,1130.6,18.34,1.0409,0.019,1417.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,336.20,4,14.9890,225462.3,264153.0,844.3,45.83,1.1716,0.180,1092.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,409.46,1,1.9200,16846.7,8200.3,566.6,-15.26,0.4868,0.368,910.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,463.00,1,4.4000,24540.4,18222.3,543.7,-11.62,0.7425,0.517,857.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,508.96,1,0.4500,24176.7,37567.9,566.9,23.62,1.5539,0.225,867.6,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,562.50,1,0.8700,44704.6,114029.0,632.8,109.56,2.5507,0.058,872.4,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,674.75,1,2.1000,16973.0,-12763.1,443.3,-67.08,-0.7520,0.371,745.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,779.42,5,7.8450,43636.1,47608.4,395.6,10.04,1.0910,0.498,535.5,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,836.18,3,3.0600,38035.7,44892.1,383.5,17.88,1.1803,0.709,518.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,911.50,3,26.8500,102318.4,105934.2,439.1,8.24,1.0353,0.954,477.4,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,967.96,2,20.7900,90271.8,88145.8,407.5,-5.22,0.9764,0.980,451.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,1110.61,1,0.2850,8212.0,8097.4,257.9,-0.44,0.9860,0.094,389.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,1247.08,1,0.5000,3883.7,4044.0,228.4,0.70,1.0413,0.348,354.5,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,1482.93,3,2.1500,9487.5,6963.4,213.4,-11.83,0.7340,0.733,315.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ac-228,1602.51,4,5.8000,22203.6,29369.9,250.3,28.63,1.3228,0.702,296.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Th-228,84.37,1,1.1880,772790.9,834636.9,1591.5,38.86,1.0800,0.397,2138.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Th-228,131.61,1,0.1271,65820.3,72336.1,965.8,6.75,1.0990,0.507,1521.4,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Th-228,166.41,1,0.1009,45503.7,32574.5,957.6,-13.50,0.7159,0.605,1541.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Th-228,215.26,2,0.2660,647042.0,655412.9,1209.8,6.92,1.0129,0.105,1472.1,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ra-224,85.59,4,0.4402,742647.9,807547.6,1555.6,41.72,1.0874,0.080,2084.0,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Ra-224,240.99,1,4.1000,1062066.1,1117905.3,1379.5,40.48,1.0526,0.536,1450.2,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-212,78.81,4,34.3088,772119.7,806327.8,1612.5,21.21,1.0443,0.384,2198.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-212,115.18,1,0.5964,75356.6,81781.1,1059.7,6.06,1.0853,0.124,1674.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-212,238.63,1,43.6000,1085325.7,1143423.0,1406.9,41.29,1.0535,0.357,1496.4,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-212,300.09,1,3.3005,160882.0,103560.7,858.5,-66.77,0.6437,0.185,1300.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,39.86,1,1.0600,148722.4,416752.3,825.2,324.82,2.8022,0.028,843.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,72.87,1,0.0925,685841.8,682116.0,1571.6,-2.37,0.9946,0.001,2194.7,0
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,288.20,1,0.3370,167770.8,118010.0,881.2,-56.47,0.7034,0.008,1326.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,328.03,1,0.1250,231414.5,246429.9,861.6,17.43,1.0649,0.004,1149.0,0
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,452.98,1,0.3630,23557.7,11101.9,544.7,-22.87,0.4713,0.061,870.2,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,727.33,1,6.6700,40166.2,36707.5,431.7,-8.01,0.9139,0.680,629.5,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,785.37,1,1.1020,44408.9,48494.7,402.8,10.14,1.0920,0.279,547.2,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,893.41,1,0.3780,87304.5,94565.6,430.9,16.85,1.0832,0.020,489.2,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,952.12,1,0.1700,109979.3,106879.8,433.2,-7.16,0.9718,0.011,460.0,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,1078.62,1,0.5640,7365.7,6458.3,263.6,-3.44,0.8768,0.300,405.5,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,1512.70,1,0.2900,13122.5,14663.0,229.5,6.71,1.1174,0.136,313.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,1620.50,1,1.4700,21726.4,28638.3,249.1,27.75,1.3181,0.271,297.6,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-212,1806.00,1,0.0900,6217.3,6087.3,192.1,-0.68,0.9791,0.057,286.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Tl-208,76.64,4,2.5097,728368.5,749261.9,1553.1,13.45,1.0287,0.002,2116.6,0
ASN8_Th232_1024,ASN8_1024,unknown,0,Tl-208,277.37,1,2.3720,325568.1,335431.3,1027.9,9.60,1.0303,0.004,1389.1,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Tl-208,510.77,1,8.1224,22746.8,36005.0,555.6,23.86,1.5829,0.224,850.5,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Tl-208,583.19,1,30.5490,48178.8,130976.1,641.1,129.14,2.7185,0.377,862.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Tl-208,763.13,1,0.6433,49727.9,52355.9,418.9,6.27,1.0528,0.008,569.8,0
ASN8_Th232_1024,ASN8_1024,unknown,0,Tl-208,860.56,1,4.4925,55212.6,62088.6,397.9,17.28,1.1245,0.048,503.0,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Tl-208,2614.51,1,35.8516,21164.0,20341.7,163.1,-5.04,0.9611,0.999,127.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,53.23,1,1.0733,220647.8,252375.1,1104.3,28.73,1.1438,0.040,1614.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,78.81,4,17.8611,772119.7,806327.8,1612.5,21.21,1.0443,0.103,2198.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,243.14,2,7.7927,1067351.6,1127768.2,1397.7,43.23,1.0566,0.034,1487.2,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,295.22,1,18.4672,160294.6,101478.5,867.2,-67.83,0.6331,0.550,1318.4,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,351.93,1,35.7166,205896.2,257281.4,801.1,64.15,1.2496,0.797,1010.1,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,487.11,1,0.4326,24845.6,40118.8,564.2,27.07,1.6147,0.079,858.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,580.13,1,0.3685,48498.3,129933.1,641.3,126.98,2.6791,0.035,864.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,785.96,1,1.0588,44408.9,48494.7,402.8,10.14,1.0920,0.134,547.2,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-214,839.06,1,0.5807,38879.9,45887.2,383.9,18.25,1.1802,0.124,516.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,81.03,4,1.4078,781404.2,834207.1,1610.2,32.79,1.0676,0.001,2176.6,0
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,609.32,1,45.4400,37483.3,113316.0,622.5,121.81,3.0231,0.423,853.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,674.42,2,2.0220,16973.0,-12763.1,443.3,-67.08,-0.7520,0.138,745.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,776.12,2,6.1520,46648.1,50748.7,407.5,10.06,1.0879,0.044,551.2,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,934.06,1,3.0940,118663.1,115734.6,447.5,-6.54,0.9753,0.009,470.6,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,1123.74,2,16.5340,8034.8,8224.4,257.6,0.74,1.0236,0.707,388.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,1246.59,2,7.2650,3883.7,4044.0,228.4,0.70,1.0413,0.652,354.5,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,1390.64,4,8.5070,4335.4,4478.6,209.1,0.68,1.0330,0.679,320.7,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,1509.21,1,2.1270,12030.9,12538.2,223.5,2.27,1.0422,0.084,311.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,1583.20,1,0.7080,22116.8,29074.0,251.3,27.68,1.3146,0.034,299.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,1753.65,3,19.2060,7172.7,6141.4,190.3,-5.42,0.8562,0.899,282.8,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,1847.43,1,2.0270,3451.6,4933.1,187.2,7.91,1.4292,0.909,283.3,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,2118.51,1,1.1560,1309.6,1096.0,201.1,-1.06,0.8370,1.000,324.9,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,2204.10,1,4.9200,1913.8,1565.6,199.4,-1.75,0.8181,1.000,320.0,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Bi-214,2447.69,1,1.5450,1373.3,1897.5,134.8,3.89,1.3817,0.388,208.4,1
ASN8_Th232_1024,ASN8_1024,unknown,0,Pb-210,46.54,1,4.2501,177130.7,374911.4,931.5,212.33,2.1166,0.322,1152.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Th-232,63.81,1,0.2630,902506.3,939732.7,1451.8,25.64,1.0412,0.366,1772.8,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Th-232,140.88,1,0.0210,107004.1,109034.0,953.9,2.13,1.0190,0.246,1467.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,57.77,1,0.4700,648601.7,651479.1,1255.8,2.29,1.0044,0.002,1578.1,0
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,95.96,5,8.0100,372132.6,362581.3,1168.3,-8.18,0.9743,0.060,1643.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,129.07,1,2.4200,119140.9,125862.9,939.9,7.15,1.0564,0.076,1427.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,153.98,1,0.7220,64900.8,52964.5,918.5,-13.00,0.8161,0.060,1457.7,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,209.49,3,4.9650,475779.1,619666.5,1178.3,122.11,1.3024,0.030,1435.7,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,270.25,1,3.4600,448457.0,410216.9,1010.3,-37.85,0.9147,0.023,1277.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,336.20,4,14.9890,232326.3,287713.5,816.9,67.80,1.2384,0.188,1004.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,409.46,1,1.9200,56206.2,48966.4,542.9,-13.34,0.8712,0.120,806.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,463.00,1,4.4000,74664.7,71631.2,532.6,-5.70,0.9594,0.183,748.5,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,508.96,1,0.4500,100645.6,96450.1,549.1,-7.64,0.9583,0.052,735.7,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,562.50,1,0.8700,87979.9,177386.4,619.2,144.39,2.0162,0.032,738.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,674.75,1,2.1000,36934.5,18665.2,435.7,-41.93,0.5054,0.185,674.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,779.42,5,7.8450,57845.9,57664.2,389.5,-0.47,0.9969,0.404,497.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,836.18,3,3.0600,50692.0,58912.4,373.5,22.01,1.1622,0.533,459.5,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,911.50,3,26.8500,116092.5,121317.7,431.7,12.10,1.0450,0.891,411.8,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,967.96,2,20.7900,105602.3,101470.6,398.6,-10.37,0.9609,0.894,386.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,1110.61,1,0.2850,17981.6,17953.0,255.9,-0.11,0.9984,0.047,350.6,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,1247.08,1,0.5000,10663.5,10706.9,223.6,0.19,1.0041,0.137,320.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,1482.93,3,2.1500,13216.1,11071.1,207.6,-10.33,0.8377,0.553,287.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Ac-228,1602.51,4,5.8000,25354.0,33063.9,248.2,31.06,1.3041,0.663,275.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Th-228,84.37,1,1.1880,868617.6,895971.5,1457.7,18.77,1.0315,0.101,1819.1,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Th-228,131.61,1,0.1271,117988.2,126320.4,935.7,8.91,1.0706,0.081,1419.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Th-228,166.41,1,0.1009,49241.6,36754.9,935.4,-13.35,0.7464,0.161,1500.6,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Th-228,215.26,2,0.2660,681783.6,826723.7,1253.4,115.64,1.2126,0.029,1412.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-212,78.81,4,34.3088,993139.8,1039841.8,1516.6,30.79,1.0470,0.727,1842.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-212,115.18,1,0.5964,105165.7,105173.6,967.0,0.01,1.0001,0.240,1494.6,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-212,238.63,1,43.6000,1034912.4,1160629.2,1368.4,91.87,1.1215,0.923,1380.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-212,300.09,1,3.3005,238781.1,168418.7,825.8,-85.21,0.7053,0.305,1170.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,39.86,1,1.0600,407067.0,468419.9,850.6,72.13,1.1507,0.010,827.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,72.87,1,0.0925,1102212.9,1126995.8,1559.2,15.89,1.0225,0.000,1873.5,0
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,288.20,1,0.3370,231608.3,154327.9,837.3,-92.30,0.6663,0.006,1208.1,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,328.03,1,0.1250,248153.0,274390.5,824.8,31.81,1.1057,0.003,1038.9,0
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,452.98,1,0.3630,70190.5,63799.1,531.5,-12.03,0.9089,0.019,760.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,727.33,1,6.6700,53670.3,51231.8,423.5,-5.76,0.9546,0.469,582.1,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,785.37,1,1.1020,58021.3,57944.9,390.2,-0.20,0.9987,0.185,498.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,893.41,1,0.3780,100642.2,110088.3,423.7,22.30,1.0939,0.016,425.8,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,952.12,1,0.1700,125577.7,120446.8,423.7,-12.11,0.9591,0.009,391.8,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,1078.62,1,0.5640,17863.9,17858.2,259.6,-0.02,0.9997,0.115,358.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,1512.70,1,0.2900,16369.5,18262.8,222.8,8.50,1.1157,0.096,285.6,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,1620.50,1,1.4700,24774.9,31956.9,245.8,29.22,1.2899,0.219,274.6,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-212,1806.00,1,0.0900,9305.1,8142.6,189.4,-6.14,0.8751,0.035,271.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Tl-208,76.64,4,2.5097,1010949.6,1053756.0,1510.0,28.35,1.0423,0.002,1817.0,0
ASN8_Th232_2048,ASN8_2048,unknown,0,Tl-208,277.37,1,2.3720,285724.2,240007.2,904.7,-50.54,0.8400,0.005,1243.1,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Tl-208,510.77,1,8.1224,100920.9,96302.6,548.6,-8.42,0.9542,0.054,735.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Tl-208,583.19,1,30.5490,78379.6,193386.8,636.1,180.80,2.4673,0.251,747.7,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Tl-208,763.13,1,0.6433,62368.6,62258.8,409.2,-0.27,0.9982,0.007,526.5,0
ASN8_Th232_2048,ASN8_2048,unknown,0,Tl-208,860.56,1,4.4925,66720.5,76957.2,389.6,26.28,1.1534,0.043,442.5,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Tl-208,2614.51,1,35.8516,24262.5,23849.6,162.4,-2.54,0.9830,0.944,79.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Rn-222,81.03,4,0.0016,951912.8,997608.3,1495.2,30.56,1.0480,0.001,1825.6,0
ASN8_Th232_2048,ASN8_2048,unknown,0,Rn-222,510.00,1,0.0760,100920.9,96302.6,548.6,-8.42,0.9542,0.412,735.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,53.23,1,1.0733,551957.5,536381.2,1144.9,-13.61,0.9718,0.009,1443.1,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,78.81,4,17.8611,993139.8,1039841.8,1516.6,30.79,1.0470,0.056,1842.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,243.14,2,7.7927,1002954.7,1114451.3,1344.0,82.96,1.1112,0.025,1360.6,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,295.22,1,18.4672,235968.9,157998.0,831.0,-93.82,0.6696,0.261,1192.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,351.93,1,35.7166,195012.8,269248.0,773.2,96.00,1.3807,0.595,933.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,487.11,1,0.4326,94988.2,98023.0,553.1,5.49,1.0319,0.015,740.7,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,580.13,1,0.3685,79736.2,192492.1,632.8,178.20,2.4141,0.015,741.8,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,785.96,1,1.0588,56883.5,56754.0,386.1,-0.34,0.9977,0.072,492.6,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Pb-214,839.06,1,0.5807,51311.0,60022.2,373.9,23.30,1.1698,0.064,457.4,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,81.03,4,1.4078,951912.8,997608.3,1495.2,30.56,1.0480,0.000,1825.6,0
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,609.32,1,45.4400,53801.9,154922.2,598.6,168.93,2.8795,0.294,734.0,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,674.42,2,2.0220,35870.5,17703.3,431.9,-42.06,0.4935,0.060,669.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,776.12,2,6.1520,60612.9,60401.8,399.5,-0.53,0.9965,0.034,510.9,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,934.06,1,3.0940,132368.4,128943.4,436.2,-7.85,0.9741,0.008,399.5,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,1123.74,2,16.5340,17454.6,17510.7,253.0,0.22,1.0032,0.324,346.7,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,1246.59,2,7.2650,10663.5,10706.9,223.6,0.19,1.0041,0.235,320.2,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,1390.64,4,8.5070,8580.8,8959.2,205.8,1.84,1.0441,0.342,294.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,1509.21,1,2.1270,15742.8,16732.8,219.9,4.50,1.0629,0.063,286.5,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,1583.20,1,0.7080,25209.1,32943.7,249.0,31.06,1.3068,0.029,277.3,1
ASN8_Th232_2048,ASN8_2048,unknown,0,Bi-214,1753.65,3,19.2060,10359.3,8607.1,188.3,-9.31,0.8309,0.622,267.0,1
