call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,30,19,900,0,17,0,1.1549936479969433E-08,115.49936479969432,-561892.44217333349,2.4467343055000182E-09,0.21183963303549644,7.4294348451076075E-11,0
2,30,19,900,0,17,0,1.1549936479969433E-08,115.49936479969432,-561892.44217333349,2.4467343055000182E-09,0.21183963303549644,7.4294348451076075E-11,0
3,30,20,900,0,18,0,1.1528599791372792E-08,115.28599791372793,-457958.91072042933,4.9387189874841371E-09,0.42838844932234815,2.12878603633726E-11,0
4,30,20,900,0,18,0,1.153003477860472E-08,115.30034778604718,-453031.30551979889,4.5977232008753725E-09,0.39876056656888553,4.7833736971369945E-11,0
5,30,19,900,0,17,0,1.1549936479969433E-08,115.49936479969432,-559464.63791606,7.2353867929357014E-09,0.62644386014448883,5.6644466894795187E-11,0
6,30,21,900,0,19,0,1.152942855334378E-08,115.2942855334378,-449570.78865901218,3.3621876072591394E-09,0.2916178882329804,6.751577075192472E-11,0
7,30,21,900,0,19,0,1.153045661865798E-08,115.30456618657979,-445111.46904220886,1.4324172842685582E-09,0.12422901639044336,3.7381653328338871E-11,0
8,30,20,900,0,18,0,1.1549936479969433E-08,115.49936479969432,-565227.20694389229,2.7153115938713277E-13,2.3509320580077456E-05,1.0251923754367454E-09,0
9,30,22,900,0,20,0,1.1527280577442009E-08,115.27280577442008,-477612.63050356728,2.70729826693859E-13,2.3486009980849794E-05,1.4721962315888959E-08,0
10,30,22,900,0,20,0,1.1529008660299249E-08,115.29008660299249,-472140.16400048468,2.7481693933702767E-13,2.3836996521945058E-05,5.5141811117209727E-09,0
11,30,20,900,0,18,0,1.1549936479969433E-08,115.49936479969432,-565149.93296892243,2.7785363190528653E-13,2.4056723808581662E-05,1.0859508847715915E-09,0
12,30,22,900,0,20,0,1.1525468475222332E-08,115.25468475222331,-477630.94745900639,2.7586816945171338E-13,2.3935527657273103E-05,8.6490175021936011E-09,0
13,30,22,900,0,20,0,1.1527251335384061E-08,115.27251335384059,-472246.6513628434,2.7978266324299375E-13,2.4271411727110751E-05,1.4132901071661763E-08,0
14,30,20,900,0,18,0,1.1549936479969433E-08,115.49936479969432,-565127.15051541443,2.7930218593282664E-13,2.4182140431439484E-05,2.262474652070523E-10,0
15,30,22,900,0,20,0,1.1524763990535391E-08,115.24763990535391,-477637.05245886731,2.770546912884769E-13,2.4039944897440468E-05,3.3386839959348436E-09,0
16,30,22,900,0,20,0,1.1526616000801895E-08,115.26616000801894,-472262.05291420425,2.8094553365918532E-13,2.4373635214328317E-05,5.8299747252021916E-09,0
17,21,19,630,0,17,0,1.1549936479969433E-08,115.49936479969432,-565125.75536708557,-5.9161393249273705E-06,-512.22267197637677,8.7624130173935555E-11,0
18,21,21,630,0,19,0,1.1524762360015083E-08,115.24762360015083,-477663.4582326106,-2.8567628218385474E-06,-247.88041025036881,3.7715608414146118E-11,0
19,21,21,630,0,19,0,1.1526616432952582E-08,115.26616432952582,-472242.13515659975,-3.5104104304456776E-06,-304.54821246675891,6.6975758272747044E-11,0
