call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,33,21,990,0,19,0,1.0354196853321835E-08,103.54196853321835,-562528.27832145139,-7.1472644380020426E-14,-6.9027704796910988E-06,1.7251977624255233E-11,0
2,33,21,990,0,19,0,1.0354196853321835E-08,103.54196853321835,-562528.27832145139,-7.1472644380020426E-14,-6.9027704796910988E-06,1.7251977624255233E-11,0
3,33,21,990,0,19,0,1.0282217167795393E-08,102.82217167795392,-471705.963899743,-4.8016461662650891E-14,-4.6698548454161943E-06,1.7500667581771268E-11,0
4,33,21,990,0,19,0,1.0270702203483263E-08,102.70702203483263,-465693.44258074946,-4.7755283952093809E-14,-4.649661046145201E-06,1.9994672584289219E-11,0
5,33,21,990,0,19,0,1.0354196853321835E-08,103.54196853321835,-562157.66160498129,-5.0731690594083108E-14,-4.8996258534342392E-06,4.5986325858393684E-11,0
6,33,21,990,0,19,0,1.0282180328161298E-08,102.82180328161297,-470315.55986190261,-3.6493422006842649E-14,-3.5491910122304335E-06,8.8320462054980453E-12,0
7,33,21,990,0,19,0,1.0270529484564971E-08,102.7052948456497,-464553.00871296658,-3.6392951896256519E-14,-3.5434348298156917E-06,1.8168577753385762E-11,0
8,33,24,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-566860.47464849171,2.6890879547164606E-09,0.25970995073883951,4.9766413212637417E-11,0
9,33,24,990,0,21,0,1.0295076340552468E-08,102.95076340552468,-492862.9666462263,-4.78275414786834E-12,-0.00046456713769367551,3.1747049433761276E-11,0
10,33,24,990,0,21,0,1.0287690216636604E-08,102.87690216636604,-486056.47151290072,-8.9092199318650945E-12,-0.00086600779613850215,4.1616488033469068E-11,0
11,33,24,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-566832.8248491931,2.7488855469856871E-09,0.26548515408066531,1.6612489162071142E-11,0
12,33,24,990,0,21,0,1.0300476458141095E-08,103.00476458141095,-493083.08511730144,-3.8946928447337662E-12,-0.00037810802835780985,1.2335021892795339E-10,0
13,33,24,990,0,21,0,1.029410273730695E-08,102.94102737306949,-486284.84466299729,-8.0657166361210582E-12,-0.00078352789378038966,8.3353768332017353E-11,0
14,33,25,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-566823.52058676491,2.7673019734239951E-09,0.26726379772625136,1.993072373807081E-11,0
15,33,24,990,0,21,0,1.0302347393487756E-08,103.02347393487756,-493149.4112976194,-3.6131284212586296E-12,-0.00035070923967702095,7.3363537467230344E-11,0
16,33,24,990,0,21,0,1.0296304314051576E-08,102.96304314051575,-486357.78604946239,-7.799913243806687E-12,-0.00075754494097090609,3.7893244098086143E-11,0
17,24,24,720,0,21,0,1.0354196853321835E-08,103.54196853321835,-566814.59379987046,-2.1636013954307552E-05,-2089.5888170569483,1.7455903389418381E-10,0
18,24,23,720,0,21,0,1.0302358703786148E-08,103.02358703786147,-493131.44935169257,-1.0785130852512554E-05,-1046.8603513629346,2.014246547332732E-10,0
19,24,23,720,0,21,0,1.0296317285450201E-08,102.963172854502,-486331.0488285842,-1.0685383351352259E-05,-1037.7869149828794,6.496492233054596E-11,0
