call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,25,22,750,0,20,0,7.1270437627004077E-09,71.270437627004071,-570312.20399506658,-4.9559123706751539E-06,-695.36718668854917,1.1368683772161603E-13,0
2,25,22,750,0,20,0,7.1270437627004077E-09,71.270437627004071,-570312.20399506658,-4.9559123706751539E-06,-695.36718668854917,1.1368683772161603E-13,0
3,25,22,750,0,20,0,7.1240645844331538E-09,71.240645844331539,-500577.32629936148,-4.0286139167909754E-06,-565.493738728019,1.7053025658242404E-13,0
4,25,22,750,0,20,0,7.1237170613479235E-09,71.237170613479236,-498375.80585928523,-3.9881592739947667E-06,-559.84245859985651,2.2737367544323206E-13,0
5,25,22,750,0,21,0,7.1270437627004077E-09,71.270437627004071,-565674.1084902056,-1.1473082731163923E-06,-160.97954654366848,2.2737367544323206E-13,0
6,25,22,750,0,21,0,7.1241708304824928E-09,71.241708304824925,-459171.18535474251,-7.9839442764130649E-09,-1.1206840018843769,5.6843418860808015E-14,0
7,25,23,750,0,22,0,7.1241634506925625E-09,71.241634506925621,-458547.52023534058,-0.0052599381443601545,-738323.6194347589,5.4342308430932462E-11,0
8,25,23,750,0,21,0,7.1270437627004077E-09,71.270437627004071,-570409.69220277364,-4.3127095754354731E-06,-605.11899730518917,1.1368683772161603E-13,0
9,25,23,750,0,21,0,7.1255324840700841E-09,71.255324840700837,-495759.225467567,-2.8007397631937906E-06,-393.05690760026062,2.2737367544323206E-13,0
10,25,23,750,0,21,0,7.1253753807029631E-09,71.253753807029625,-492880.54178826441,-2.76525888030408E-06,-388.08606319787606,1.1368683772161603E-13,0
11,25,23,750,0,21,0,7.1270437627004077E-09,71.270437627004071,-570400.68712525256,-4.5627995574584919E-06,-640.20928022612088,1.1368683772161603E-13,0
12,25,23,750,0,21,0,7.1256920479338789E-09,71.256920479338788,-497179.75499376387,-3.1838460420255811E-06,-446.8121861860069,1.1368683772161603E-13,0
13,25,23,750,0,21,0,7.1255368932075973E-09,71.255368932075967,-494564.74406909884,-3.1581278701693E-06,-443.21261927361269,1.1368683772161603E-13,0
14,25,23,750,0,21,0,7.1270437627004077E-09,71.270437627004071,-570376.45053244557,-4.62198700656118E-06,-648.513908494639,1.1368683772161603E-13,0
15,25,23,750,0,21,0,7.1257418490856238E-09,71.257418490856239,-497583.65192711557,-3.3011652051313144E-06,-463.27319667845114,1.1368683772161603E-13,0
16,25,23,750,0,21,0,7.1255868955961262E-09,71.255868955961262,-494981.43837500527,-3.2756367576320262E-06,-459.700626155649,1.7053025658242404E-13,0
17,22,22,660,0,20,0,7.1270437627004077E-09,71.270437627004071,-570372.20483423537,-37.81880280233645,-5306380045.0142126,1.1368683772161603E-13,0
18,22,22,660,0,20,0,7.1257407964535182E-09,71.257407964535176,-497569.05328592059,-24.792177601718663,-3479242132.13842,1.1368683772161603E-13,0
19,22,22,660,0,20,0,7.1255858407354431E-09,71.255858407354424,-494963.371820435,-23.654905836133025,-3319713826.3219023,1.1368683772161603E-13,0
