ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220
6322,2238.909,25.593,16.451,0.000,0.000,16.451,0.000,0.000,0.000,0.000,0.000
6323,2239.256,11.778,16.453,0.000,0.000,16.453,0.000,0.000,0.000,0.000,0.000
6324,2239.603,17.149,16.454,0.000,0.000,16.454,0.000,0.000,0.000,0.000,0.000
6325,2239.950,18.778,16.456,0.000,0.000,16.456,0.000,0.000,0.000,0.000,0.000
6326,2240.297,17.112,16.458,0.000,0.000,16.458,0.000,0.000,0.000,0.000,0.000
6327,2240.644,14.778,16.460,0.000,0.000,16.460,0.000,0.000,0.000,0.000,0.000
6328,2240.990,21.593,16.462,0.000,0.000,16.462,0.000,0.000,0.000,0.000,0.000
6329,2241.337,20.556,16.464,0.000,0.000,16.464,0.000,0.000,0.000,0.000,0.000
6330,2241.684,11.186,16.466,0.000,0.000,16.466,0.000,0.000,0.000,0.000,0.000
6331,2242.031,17.001,16.468,0.000,0.000,16.468,0.000,0.000,0.000,0.000,0.000
6332,2242.377,16.630,16.470,0.000,0.000,16.470,0.000,0.000,0.000,0.000,0.000
6333,2242.724,8.630,16.472,0.000,0.000,16.472,0.000,0.000,0.000,0.000,0.000
6334,2243.071,21.963,16.474,0.000,0.000,16.474,0.000,0.000,0.000,0.000,0.000
6335,2243.417,19.186,16.476,0.000,0.000,16.476,0.000,0.000,0.000,0.000,0.000
6336,2243.764,11.297,16.478,0.000,0.000,16.478,0.000,0.000,0.000,0.000,0.000
6337,2244.111,12.001,16.481,0.000,0.000,16.481,0.000,0.000,0.000,0.000,0.000
6338,2244.457,11.667,16.483,0.000,0.000,16.483,0.000,0.000,0.000,0.000,0.000
6339,2244.804,17.001,16.485,0.000,0.000,16.485,0.000,0.000,0.000,0.000,0.000
6340,2245.151,12.852,16.488,0.000,0.000,16.488,0.000,0.000,0.000,0.000,0.000
6341,2245.497,13.371,16.490,0.000,0.000,16.490,0.000,0.000,0.000,0.000,0.000
6342,2245.844,10.556,16.493,0.000,0.000,16.493,0.000,0.000,0.000,0.000,0.000
6343,2246.190,14.297,16.495,0.000,0.000,16.495,0.000,0.000,0.000,0.000,0.000
6344,2246.537,16.852,16.498,0.000,0.000,16.498,0.000,0.000,0.000,0.000,0.000
6345,2246.884,25.001,16.501,0.000,0.000,16.501,0.000,0.000,0.000,0.000,0.000
6346,2247.230,20.778,16.504,0.000,0.000,16.504,0.000,0.000,0.000,0.000,0.000
6347,2247.577,16.482,16.507,0.000,0.000,16.507,0.000,0.000,0.000,0.000,0.000
6348,2247.923,25.630,16.510,0.000,0.000,16.510,0.000,0.000,0.000,0.000,0.000
6349,2248.270,11.630,16.513,0.000,0.000,16.513,0.000,0.000,0.000,0.000,0.000
6350,2248.616,18.297,16.516,0.000,0.000,16.516,0.000,0.000,0.000,0.000,0.000
6351,2248.963,14.852,16.518,0.000,0.000,16.518,0.000,0.000,0.000,0.000,0.000
6352,2249.309,11.778,16.521,0.000,0.000,16.521,0.000,0.000,0.000,0.000,0.000
6353,2249.656,12.556,16.524,0.000,0.000,16.524,0.000,0.000,0.000,0.000,0.000
6354,2250.002,19.297,16.527,0.000,0.000,16.527,0.000,0.000,0.000,0.000,0.000
6355,2250.348,18.297,16.530,0.000,0.000,16.530,0.000,0.000,0.000,0.000,0.000
6356,2250.695,16.223,16.532,0.000,0.000,16.532,0.000,0.000,0.000,0.000,0.000
6357,2251.041,20.371,16.535,0.000,0.000,16.535,0.000,0.000,0.000,0.000,0.000
6358,2251.388,17.778,16.537,0.000,0.000,16.537,0.000,0.000,0.000,0.000,0.000
6359,2251.734,17.223,16.540,0.000,0.000,16.540,0.000,0.000,0.000,0.000,0.000
6360,2252.080,15.630,16.542,0.000,0.000,16.542,0.000,0.000,0.000,0.000,0.000
6361,2252.427,20.149,16.545,0.000,0.000,16.545,0.000,0.000,0.000,0.000,0.000
6362,2252.773,15.149,16.547,0.000,0.000,16.547,0.000,0.000,0.000,0.000,0.000
6363,2253.120,15.001,16.550,0.000,0.000,16.550,0.000,0.000,0.000,0.000,0.000
6364,2253.466,15.075,16.552,0.000,0.000,16.552,0.000,0.000,0.000,0.000,0.000
6365,2253.812,22.778,16.554,0.000,0.000,16.554,0.000,0.000,0.000,0.000,0.000
6366,2254.158,25.149,16.557,0.000,0.000,16.557,0.000,0.000,0.000,0.000,0.000
6367,2254.505,14.593,16.559,0.000,0.000,16.559,0.000,0.000,0.000,0.000,0.000
6368,2254.851,22.593,16.561,0.000,0.000,16.561,0.000,0.000,0.000,0.000,0.000
6369,2255.197,18.852,16.563,0.000,0.000,16.563,0.000,0.000,0.000,0.000,0.000
6370,2255.543,18.926,16.565,0.000,0.000,16.565,0.000,0.000,0.000,0.000,0.000
6371,2255.890,20.075,16.567,0.000,0.000,16.567,0.000,0.000,0.000,0.000,0.000
6372,2256.236,15.852,16.569,0.000,0.000,16.569,0.000,0.000,0.000,0.000,0.000
6373,2256.582,13.149,16.571,0.000,0.000,16.571,0.000,0.000,0.000,0.000,0.000
6374,2256.928,19.297,16.573,0.000,0.000,16.573,0.000,0.000,0.000,0.000,0.000
6375,2257.274,16.371,16.575,0.000,0.000,16.575,0.000,0.000,0.000,0.000,0.000
6376,2257.621,13.001,16.577,0.000,0.000,16.577,0.000,0.000,0.000,0.000,0.000
6377,2257.967,16.223,16.579,0.000,0.000,16.579,0.000,0.000,0.000,0.000,0.000
6378,2258.313,21.815,16.581,0.000,0.000,16.581,0.000,0.000,0.000,0.000,0.000
6379,2258.659,15.704,16.582,0.000,0.000,16.582,0.000,0.000,0.000,0.000,0.000
6380,2259.005,22.149,16.584,0.000,0.000,16.584,0.000,0.000,0.000,0.000,0.000
6381,2259.351,10.630,16.586,0.000,0.000,16.586,0.000,0.000,0.000,0.000,0.000
6382,2259.697,13.852,16.588,0.000,0.000,16.588,0.000,0.000,0.000,0.000,0.000
6383,2260.043,15.334,16.589,0.000,0.000,16.589,0.000,0.000,0.000,0.000,0.000
6384,2260.389,18.297,16.591,0.000,0.000,16.591,0.000,0.000,0.000,0.000,0.000
6385,2260.736,20.223,16.593,0.000,0.000,16.593,0.000,0.000,0.000,0.000,0.000
6386,2261.082,16.223,16.594,0.000,0.000,16.594,0.000,0.000,0.000,0.000,0.000
6387,2261.428,17.445,16.596,0.000,0.000,16.596,0.000,0.000,0.000,0.000,0.000
6388,2261.774,15.149,16.598,0.000,0.000,16.598,0.000,0.000,0.000,0.000,0.000
6389,2262.120,17.889,16.599,0.000,0.000,16.599,0.000,0.000,0.000,0.000,0.000
6390,2262.466,10.778,16.601,0.000,0.000,16.601,0.000,0.000,0.000,0.000,0.000
6391,2262.812,15.667,16.603,0.000,0.000,16.603,0.000,0.000,0.000,0.000,0.000
6392,2263.157,21.297,16.604,0.000,0.000,16.604,0.000,0.000,0.000,0.000,0.000
6393,2263.503,17.223,16.606,0.000,0.000,16.606,0.000,0.000,0.000,0.000,0.000
6394,2263.849,16.001,16.608,0.000,0.000,16.608,0.000,0.000,0.000,0.000,0.000
6395,2264.195,14.297,16.609,0.000,0.000,16.609,0.000,0.000,0.000,0.000,0.000
6396,2264.541,15.445,16.611,0.000,0.000,16.611,0.000,0.000,0.000,0.000,0.000
6397,2264.887,21.593,16.613,0.000,0.000,16.613,0.000,0.000,0.000,0.000,0.000
6398,2265.233,15.001,16.615,0.000,0.000,16.615,0.000,0.000,0.000,0.000,0.000
6399,2265.579,16.593,16.616,0.000,0.000,16.616,0.000,0.000,0.000,0.000,0.000
6400,2265.925,26.297,16.618,0.000,0.000,16.618,0.000,0.000,0.000,0.000,0.000
6401,2266.271,5.075,16.620,0.000,0.000,16.620,0.000,0.000,0.000,0.000,0.000
6402,2266.616,11.149,16.622,0.000,0.000,16.622,0.000,0.000,0.000,0.000,0.000
6403,2266.962,15.075,16.624,0.000,0.000,16.624,0.000,0.000,0.000,0.000,0.000
6404,2267.308,16.593,16.626,0.000,0.000,16.626,0.000,0.000,0.000,0.000,0.000
6405,2267.654,14.223,16.628,0.000,0.000,16.628,0.000,0.000,0.000,0.000,0.000
6406,2268.000,13.149,16.630,0.000,0.000,16.630,0.000,0.000,0.000,0.000,0.000
6407,2268.345,28.223,16.632,0.000,0.000,16.632,0.000,0.000,0.000,0.000,0.000
6408,2268.691,19.482,16.634,0.000,0.000,16.634,0.000,0.000,0.000,0.000,0.000
6409,2269.037,15.149,16.636,0.000,0.000,16.636,0.000,0.000,0.000,0.000,0.000
6410,2269.382,18.371,16.639,0.000,0.000,16.639,0.000,0.000,0.000,0.000,0.000
6411,2269.728,19.593,16.641,0.000,0.000,16.641,0.000,0.000,0.000,0.000,0.000
6412,2270.074,22.667,16.643,0.000,0.000,16.643,0.000,0.000,0.000,0.000,0.000
6413,2270.420,20.149,16.645,0.000,0.000,16.645,0.000,0.000,0.000,0.000,0.000
6414,2270.765,23.149,16.648,0.000,0.000,16.648,0.000,0.000,0.000,0.000,0.000
6415,2271.111,12.445,16.650,0.000,0.000,16.650,0.000,0.000,0.000,0.000,0.000
6416,2271.457,20.741,16.652,0.000,0.000,16.652,0.000,0.000,0.000,0.000,0.000
6417,2271.802,11.593,16.654,0.000,0.000,16.654,0.000,0.000,0.000,0.000,0.000
6418,2272.148,11.704,16.655,0.000,0.000,16.655,0.000,0.000,0.000,0.000,0.000
6419,2272.493,20.075,16.657,0.000,0.000,16.657,0.000,0.000,0.000,0.000,0.000
6420,2272.839,21.593,16.659,0.000,0.000,16.659,0.000,0.000,0.000,0.000,0.000
6421,2273.185,14.741,16.661,0.000,0.000,16.660,0.000,0.000,0.000,0.000,0.000
6422,2273.530,12.149,16.662,0.000,0.000,16.662,0.000,0.000,0.000,0.000,0.000
6423,2273.876,12.297,16.664,0.000,0.000,16.663,0.000,0.000,0.000,0.000,0.000
6424,2274.221,12.963,16.665,0.000,0.000,16.665,0.000,0.000,0.000,0.000,0.000
6425,2274.567,15.741,16.666,0.000,0.000,16.666,0.000,0.000,0.000,0.000,0.000
6426,2274.912,13.704,16.667,0.000,0.000,16.667,0.000,0.000,0.000,0.000,0.000
6427,2275.258,20.149,16.669,0.000,0.000,16.669,0.000,0.000,0.000,0.000,0.000
6428,2275.603,16.371,16.670,0.000,0.000,16.670,0.000,0.000,0.000,0.000,0.000
6429,2275.949,17.297,16.671,0.000,0.000,16.671,0.000,0.000,0.000,0.000,0.000
6430,2276.294,10.926,16.672,0.000,0.000,16.672,0.000,0.000,0.000,0.000,0.000
6431,2276.640,20.075,16.673,0.000,0.000,16.673,0.000,0.000,0.000,0.000,0.000
6432,2276.985,21.223,16.673,0.000,0.000,16.673,0.000,0.000,0.000,0.000,0.000
6433,2277.330,7.593,16.674,0.000,0.000,16.674,0.000,0.000,0.000,0.000,0.000
6434,2277.676,19.149,16.675,0.000,0.000,16.675,0.000,0.000,0.000,0.000,0.000
6435,2278.021,15.075,16.675,0.000,0.000,16.675,0.000,0.000,0.000,0.000,0.000
6436,2278.367,9.223,16.676,0.000,0.000,16.676,0.000,0.000,0.000,0.000,0.000
6437,2278.712,18.445,16.676,0.000,0.000,16.676,0.000,0.000,0.000,0.000,0.000
6438,2279.057,18.149,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6439,2279.403,26.445,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6440,2279.748,18.593,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6441,2280.093,16.926,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6442,2280.439,13.593,16.678,0.000,0.000,16.678,0.000,0.000,0.000,0.000,0.000
6443,2280.784,14.593,16.678,0.000,0.000,16.678,0.000,0.000,0.000,0.000,0.000
6444,2281.129,21.223,16.678,0.000,0.000,16.678,0.000,0.000,0.000,0.000,0.000
6445,2281.475,13.741,16.678,0.000,0.000,16.678,0.000,0.000,0.000,0.000,0.000
6446,2281.820,14.815,16.678,0.000,0.000,16.678,0.000,0.000,0.000,0.000,0.000
6447,2282.165,14.037,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6448,2282.510,16.445,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6449,2282.855,15.926,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6450,2283.201,21.371,16.677,0.000,0.000,16.677,0.000,0.000,0.000,0.000,0.000
6451,2283.546,23.630,16.676,0.000,0.000,16.676,0.000,0.000,0.000,0.000,0.000
6452,2283.891,29.519,16.676,0.000,0.000,16.676,0.000,0.000,0.000,0.000,0.000
6453,2284.236,16.741,16.675,0.000,0.000,16.675,0.000,0.000,0.000,0.000,0.000
6454,2284.581,26.741,16.675,0.000,0.000,16.675,0.000,0.000,0.000,0.000,0.000
6455,2284.926,17.445,16.675,0.000,0.000,16.674,0.000,0.000,0.000,0.000,0.000
6456,2285.272,19.037,16.674,0.000,0.000,16.674,0.000,0.000,0.000,0.000,0.000
6457,2285.617,14.889,16.673,0.000,0.000,16.673,0.000,0.000,0.000,0.000,0.000
6458,2285.962,21.185,16.673,0.000,0.000,16.673,0.000,0.000,0.000,0.000,0.000
6459,2286.307,13.889,16.672,0.000,0.000,16.672,0.000,0.000,0.000,0.000,0.000
6460,2286.652,23.297,16.672,0.000,0.000,16.672,0.000,0.000,0.000,0.000,0.000
6461,2286.997,11.149,16.671,0.000,0.000,16.671,0.000,0.000,0.000,0.000,0.000
6462,2287.342,19.667,16.670,0.000,0.000,16.670,0.000,0.000,0.000,0.000,0.000
6463,2287.687,10.371,16.670,0.000,0.000,16.670,0.000,0.000,0.000,0.000,0.000
6464,2288.032,20.963,16.669,0.000,0.000,16.669,0.000,0.000,0.000,0.000,0.000
6465,2288.377,13.815,16.668,0.000,0.000,16.668,0.000,0.000,0.000,0.000,0.000
6466,2288.722,16.223,16.668,0.000,0.000,16.668,0.000,0.000,0.000,0.000,0.000
6467,2289.067,13.815,16.667,0.000,0.000,16.667,0.000,0.000,0.000,0.000,0.000
6468,2289.412,22.149,16.666,0.000,0.000,16.666,0.000,0.000,0.000,0.000,0.000
6469,2289.757,13.815,16.665,0.000,0.000,16.665,0.000,0.000,0.000,0.000,0.000
6470,2290.102,21.667,16.665,0.000,0.000,16.665,0.000,0.000,0.000,0.000,0.000
6471,2290.447,21.741,16.664,0.000,0.000,16.664,0.000,0.000,0.000,0.000,0.000
6472,2290.792,13.963,16.663,0.000,0.000,16.663,0.000,0.000,0.000,0.000,0.000
6473,2291.136,18.223,16.663,0.000,0.000,16.663,0.000,0.000,0.000,0.000,0.000
6474,2291.481,12.889,16.662,0.000,0.000,16.662,0.000,0.000,0.000,0.000,0.000
6475,2291.826,11.593,16.662,0.000,0.000,16.662,0.000,0.000,0.000,0.000,0.000
6476,2292.171,18.593,16.661,0.000,0.000,16.661,0.000,0.000,0.000,0.000,0.000
6477,2292.516,14.297,16.660,0.000,0.000,16.660,0.000,0.000,0.000,0.000,0.000
6478,2292.861,12.223,16.660,0.000,0.000,16.659,0.000,0.000,0.000,0.000,0.000
6479,2293.206,12.963,16.659,0.000,0.000,16.659,0.000,0.000,0.000,0.000,0.000
6480,2293.550,17.371,16.658,0.000,0.000,16.658,0.000,0.000,0.000,0.000,0.000
6481,2293.895,13.445,16.657,0.000,0.000,16.656,0.000,0.000,0.000,0.000,0.000
6482,2294.240,14.371,16.655,0.000,0.000,16.655,0.000,0.000,0.000,0.000,0.000
6483,2294.585,15.519,16.654,0.000,0.000,16.654,0.000,0.000,0.000,0.000,0.000
6484,2294.929,15.445,16.652,0.000,0.000,16.652,0.000,0.000,0.000,0.000,0.000
6485,2295.274,23.037,16.651,0.000,0.000,16.651,0.000,0.000,0.000,0.000,0.000
6486,2295.619,20.075,16.649,0.000,0.000,16.649,0.000,0.000,0.000,0.000,0.000
6487,2295.964,9.001,16.647,0.000,0.000,16.647,0.000,0.000,0.000,0.000,0.000
6488,2296.308,22.963,16.646,0.000,0.000,16.646,0.000,0.000,0.000,0.000,0.000
6489,2296.653,21.667,16.644,0.000,0.000,16.643,0.000,0.000,0.000,0.000,0.000
6490,2296.998,21.519,16.641,0.000,0.000,16.641,0.000,0.000,0.000,0.000,0.000
6491,2297.342,17.815,16.639,0.000,0.000,16.639,0.000,0.000,0.000,0.000,0.000
6492,2297.687,11.593,16.637,0.000,0.000,16.637,0.000,0.000,0.000,0.000,0.000
6493,2298.031,18.889,16.634,0.000,0.000,16.634,0.000,0.000,0.000,0.000,0.000
6494,2298.376,21.889,16.632,0.000,0.000,16.632,0.000,0.000,0.000,0.000,0.000
6495,2298.721,22.815,16.629,0.000,0.000,16.629,0.000,0.000,0.000,0.000,0.000
6496,2299.065,13.741,16.626,0.000,0.000,16.626,0.000,0.000,0.000,0.000,0.000
6497,2299.410,15.667,16.623,0.000,0.000,16.623,0.000,0.000,0.000,0.000,0.000
6498,2299.754,16.297,16.620,0.000,0.000,16.620,0.000,0.000,0.000,0.000,0.000
6499,2300.099,19.445,16.617,0.000,0.000,16.617,0.000,0.000,0.000,0.000,0.000
6500,2300.443,15.445,16.614,0.000,0.000,16.614,0.000,0.000,0.000,0.000,0.000
6501,2300.788,16.297,16.611,0.000,0.000,16.611,0.000,0.000,0.000,0.000,0.000
6502,2301.132,19.593,16.607,0.000,0.000,16.607,0.000,0.000,0.000,0.000,0.000
6503,2301.477,15.445,16.604,0.000,0.000,16.603,0.000,0.000,0.000,0.000,0.000
6504,2301.821,15.185,16.600,0.000,0.000,16.600,0.000,0.000,0.000,0.000,0.000
6505,2302.166,11.741,16.596,0.000,0.000,16.596,0.000,0.000,0.000,0.000,0.000
6506,2302.510,11.185,16.592,0.000,0.000,16.592,0.000,0.000,0.000,0.000,0.000
6507,2302.855,16.519,16.588,0.000,0.000,16.588,0.000,0.000,0.000,0.000,0.000
6508,2303.199,19.593,16.584,0.000,0.000,16.584,0.000,0.000,0.000,0.000,0.000
6509,2303.544,11.149,16.580,0.000,0.000,16.580,0.000,0.000,0.000,0.000,0.000
6510,2303.888,18.741,16.576,0.000,0.000,16.576,0.000,0.000,0.000,0.000,0.000
6511,2304.232,16.297,16.571,0.000,0.000,16.571,0.000,0.000,0.000,0.000,0.000
6512,2304.577,18.111,16.567,0.000,0.000,16.567,0.000,0.000,0.000,0.000,0.000
6513,2304.921,11.185,16.562,0.000,0.000,16.562,0.000,0.000,0.000,0.000,0.000
6514,2305.265,21.445,16.561,0.003,0.000,16.561,0.000,0.000,0.000,0.000,0.000
6515,2305.610,22.297,16.560,0.007,0.000,16.560,0.000,0.000,0.000,0.000,0.000
6516,2305.954,15.667,16.558,0.010,0.000,16.558,0.000,0.000,0.000,0.000,0.000
6517,2306.298,27.037,16.557,0.014,0.000,16.557,0.000,0.000,0.000,0.000,0.000
6518,2306.643,11.297,16.555,0.017,0.000,16.555,0.000,0.000,0.000,0.000,0.000
6519,2306.987,17.519,16.554,0.021,0.000,16.554,0.000,0.000,0.000,0.000,0.000
6520,2307.331,15.889,16.552,0.024,0.000,16.552,0.000,0.000,0.000,0.000,0.000
6521,2307.675,11.075,16.550,0.028,0.000,16.550,0.000,0.000,0.000,0.000,0.000
6522,2308.020,20.741,16.548,0.031,0.000,16.548,0.000,0.000,0.000,0.000,0.000
6523,2308.364,20.223,16.547,0.035,0.000,16.546,0.000,0.000,0.000,0.000,0.000
6524,2308.708,13.445,16.545,0.038,0.000,16.544,0.000,0.000,0.000,0.000,0.000
6525,2309.052,15.815,16.543,0.042,0.000,16.542,0.000,0.000,0.000,0.000,0.000
6526,2309.396,10.075,16.540,0.045,0.000,16.540,0.000,0.000,0.000,0.000,0.000
6527,2309.741,17.815,16.538,0.049,0.000,16.538,0.000,0.000,0.000,0.000,0.000
6528,2310.085,15.889,16.536,0.052,0.000,16.536,0.000,0.000,0.000,0.000,0.000
6529,2310.429,14.741,16.534,0.056,0.000,16.534,0.000,0.000,0.000,0.000,0.000
6530,2310.773,14.667,16.531,0.059,0.000,16.531,0.000,0.000,0.000,0.000,0.000
6531,2311.117,16.741,16.529,0.063,0.000,16.529,0.000,0.000,0.000,0.000,0.000
6532,2311.461,16.223,16.527,0.066,0.000,16.526,0.000,0.000,0.000,0.000,0.000
6533,2311.805,18.371,16.524,0.070,0.000,16.524,0.000,0.000,0.000,0.000,0.000
6534,2312.149,20.889,16.521,0.073,0.000,16.521,0.000,0.000,0.000,0.000,0.000
6535,2312.493,22.741,16.519,0.077,0.000,16.519,0.000,0.000,0.000,0.000,0.000
6536,2312.837,15.037,16.516,0.080,0.000,16.516,0.000,0.000,0.000,0.000,0.000
6537,2313.181,15.519,16.514,0.084,0.000,16.514,0.000,0.000,0.000,0.000,0.000
6538,2313.525,14.963,16.511,0.087,0.000,16.511,0.000,0.000,0.000,0.000,0.000
6539,2313.869,14.519,16.508,0.091,0.000,16.508,0.000,0.000,0.000,0.000,0.000
6540,2314.213,16.519,16.505,0.094,0.000,16.505,0.000,0.000,0.000,0.000,0.000
6541,2314.557,15.445,16.502,0.098,0.000,16.502,0.000,0.000,0.000,0.000,0.000
6542,2314.901,18.185,16.499,0.101,0.000,16.499,0.000,0.000,0.000,0.000,0.000
6543,2315.245,15.149,16.495,0.105,0.000,16.495,0.000,0.000,0.000,0.000,0.000
6544,2315.589,19.556,16.492,0.108,0.000,16.492,0.000,0.000,0.000,0.000,0.000
6545,2315.933,16.741,16.488,0.112,0.000,16.488,0.000,0.000,0.000,0.000,0.000
6546,2316.277,10.445,16.484,0.115,0.000,16.484,0.000,0.000,0.000,0.000,0.000
6547,2316.621,18.259,16.480,0.119,0.000,16.479,0.000,0.000,0.000,0.000,0.000
6548,2316.965,11.593,16.475,0.122,0.000,16.475,0.000,0.000,0.000,0.000,0.000
6549,2317.309,24.037,16.471,0.126,0.000,16.471,0.000,0.000,0.000,0.000,0.000
6550,2317.653,9.075,16.466,0.129,0.000,16.466,0.000,0.000,0.000,0.000,0.000
6551,2317.996,13.185,16.461,0.133,0.000,16.461,0.000,0.000,0.000,0.000,0.000
6552,2318.340,16.889,16.456,0.136,0.000,16.456,0.000,0.000,0.000,0.000,0.000
6553,2318.684,19.815,16.451,0.140,0.000,16.451,0.000,0.000,0.000,0.000,0.000
6554,2319.028,16.889,16.445,0.143,0.000,16.445,0.000,0.000,0.000,0.000,0.000
6555,2319.372,11.371,16.439,0.146,0.000,16.439,0.000,0.000,0.000,0.000,0.000
6556,2319.715,19.593,16.434,0.150,0.000,16.434,0.000,0.000,0.000,0.000,0.000
6557,2320.059,21.259,16.428,0.153,0.000,16.428,0.000,0.000,0.000,0.000,0.000
6558,2320.403,23.704,16.421,0.157,0.000,16.421,0.000,0.000,0.000,0.000,0.000
6559,2320.747,16.593,16.415,0.160,0.000,16.415,0.000,0.000,0.000,0.000,0.000
6560,2321.090,15.297,16.408,0.164,0.000,16.408,0.000,0.000,0.000,0.000,0.000
6561,2321.434,13.037,16.402,0.167,0.000,16.402,0.000,0.000,0.000,0.000,0.000
6562,2321.778,10.297,16.395,0.171,0.000,16.395,0.000,0.000,0.000,0.000,0.000
6563,2322.121,15.926,16.388,0.174,0.000,16.387,0.000,0.000,0.000,0.000,0.000
6564,2322.465,20.259,16.380,0.178,0.000,16.380,0.000,0.000,0.000,0.000,0.000
6565,2322.809,17.889,16.373,0.181,0.000,16.373,0.000,0.000,0.000,0.000,0.000
6566,2323.152,18.667,16.365,0.185,0.000,16.365,0.000,0.000,0.000,0.000,0.000
6567,2323.496,18.963,16.357,0.188,0.000,16.357,0.000,0.000,0.000,0.000,0.000
6568,2323.839,8.667,16.349,0.192,0.000,16.349,0.000,0.000,0.000,0.000,0.000
6569,2324.183,17.815,16.341,0.195,0.000,16.341,0.000,0.000,0.000,0.000,0.000
6570,2324.527,18.593,16.332,0.199,0.000,16.332,0.000,0.000,0.000,0.000,0.000
6571,2324.870,22.593,16.324,0.202,0.000,16.324,0.000,0.000,0.000,0.000,0.000
6572,2325.214,17.593,16.315,0.206,0.000,16.315,0.000,0.000,0.000,0.000,0.000
6573,2325.557,7.815,16.306,0.209,0.000,16.306,0.000,0.000,0.000,0.000,0.000
6574,2325.901,25.889,16.297,0.213,0.000,16.296,0.000,0.000,0.000,0.000,0.000
6575,2326.244,7.519,16.287,0.216,0.000,16.287,0.000,0.000,0.000,0.000,0.000
6576,2326.588,14.185,16.278,0.220,0.000,16.277,0.000,0.000,0.000,0.000,0.000
6577,2326.931,12.075,16.268,0.223,0.000,16.268,0.000,0.000,0.000,0.000,0.000
6578,2327.275,15.037,16.258,0.227,0.000,16.258,0.000,0.000,0.000,0.000,0.000
6579,2327.618,15.815,16.248,0.230,0.000,16.248,0.000,0.000,0.000,0.000,0.000
6580,2327.962,6.297,16.237,0.234,0.000,16.237,0.000,0.000,0.000,0.000,0.000
6581,2328.305,18.185,16.227,0.237,0.000,16.227,0.000,0.000,0.000,0.000,0.000
6582,2328.648,10.371,16.216,0.241,0.000,16.216,0.000,0.000,0.000,0.000,0.000
6583,2328.992,21.519,16.205,0.244,0.000,16.205,0.000,0.000,0.000,0.000,0.000
6584,2329.335,22.963,16.194,0.248,0.000,16.194,0.000,0.000,0.000,0.000,0.000
6585,2329.679,7.519,16.183,0.251,0.000,16.183,0.000,0.000,0.000,0.000,0.000
6586,2330.022,21.519,16.172,0.255,0.000,16.171,0.000,0.000,0.000,0.000,0.000
6587,2330.365,11.815,16.160,0.258,0.000,16.160,0.000,0.000,0.000,0.000,0.000
6588,2330.709,9.963,16.148,0.262,0.000,16.148,0.000,0.000,0.000,0.000,0.000
6589,2331.052,7.445,16.136,0.265,0.000,16.136,0.000,0.000,0.000,0.000,0.000
6590,2331.395,15.815,16.124,0.269,0.000,16.124,0.000,0.000,0.000,0.000,0.000
6591,2331.738,14.741,16.112,0.272,0.000,16.112,0.000,0.000,0.000,0.000,0.000
6592,2332.082,16.889,16.100,0.276,0.000,16.100,0.000,0.000,0.000,0.000,0.000
6593,2332.425,18.445,16.087,0.279,0.000,16.087,0.000,0.000,0.000,0.000,0.000
6594,2332.768,14.371,16.074,0.283,0.000,16.074,0.000,0.000,0.000,0.000,0.000
6595,2333.111,17.667,16.061,0.286,0.000,16.061,0.000,0.000,0.000,0.000,0.000
6596,2333.455,12.445,16.048,0.290,0.000,16.048,0.000,0.000,0.000,0.000,0.000
6597,2333.798,22.334,16.035,0.293,0.000,16.035,0.000,0.000,0.000,0.000,0.000
6598,2334.141,13.815,16.022,0.296,0.000,16.022,0.000,0.000,0.000,0.000,0.000
6599,2334.484,23.593,16.008,0.300,0.000,16.008,0.000,0.000,0.000,0.000,0.000
6600,2334.827,8.445,15.994,0.303,0.000,15.994,0.000,0.000,0.000,0.000,0.000
6601,2335.170,15.667,15.981,0.307,0.000,15.980,0.000,0.000,0.000,0.000,0.000
6602,2335.514,11.593,15.966,0.310,0.000,15.966,0.000,0.000,0.000,0.000,0.000
6603,2335.857,18.519,15.952,0.314,0.000,15.952,0.000,0.000,0.000,0.000,0.000
6604,2336.200,16.593,15.937,0.317,0.000,15.937,0.000,0.000,0.000,0.000,0.000
6605,2336.543,17.667,15.922,0.321,0.000,15.922,0.000,0.000,0.000,0.000,0.000
6606,2336.886,13.519,15.907,0.324,0.000,15.907,0.000,0.000,0.000,0.000,0.000
6607,2337.229,14.037,15.892,0.328,0.000,15.892,0.000,0.000,0.000,0.000,0.000
6608,2337.572,17.815,15.876,0.331,0.000,15.876,0.000,0.000,0.000,0.000,0.000
6609,2337.915,17.593,15.860,0.335,0.000,15.860,0.000,0.000,0.000,0.000,0.000
6610,2338.258,16.889,15.844,0.338,0.000,15.844,0.000,0.000,0.000,0.000,0.000
6611,2338.601,13.963,15.828,0.342,0.000,15.828,0.000,0.000,0.000,0.000,0.000
