ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Ba
97,24.955,605.222,605.131,431.614,257.637,98.467,82.877,63.481,6.443,1.056,0.156,0.064,65.484,12.037,17.426
98,25.293,592.334,618.996,441.163,246.962,100.668,84.727,79.508,6.586,1.079,0.160,0.066,66.944,12.306,19.988
99,25.630,638.259,630.481,446.083,233.226,101.815,85.689,98.690,6.661,1.092,0.161,0.067,67.703,12.445,22.928
100,25.968,583.187,639.801,446.363,217.310,101.912,85.768,120.294,6.666,1.093,0.162,0.067,67.759,12.455,26.313
101,26.306,725.704,647.464,442.284,200.615,101.016,85.010,143.184,6.607,1.083,0.160,0.066,67.154,12.343,30.222
102,26.644,727.591,654.074,434.392,184.568,99.246,83.516,166.124,6.490,1.064,0.157,0.065,65.970,12.126,34.744
103,26.982,721.219,660.065,423.440,170.225,96.779,81.435,187.925,6.328,1.037,0.153,0.064,64.322,11.822,39.972
104,27.320,780.442,666.046,410.315,158.155,93.825,78.945,207.949,6.134,1.005,0.149,0.062,62.345,11.459,46.017
105,27.658,729.442,672.887,395.956,148.316,90.587,76.215,226.414,5.921,0.970,0.143,0.060,60.180,11.060,53.016
106,27.996,828.959,681.512,381.273,140.312,87.273,73.420,243.918,5.703,0.934,0.138,0.058,57.967,10.653,61.134
107,28.334,808.257,692.881,367.076,133.857,84.071,70.720,261.009,5.492,0.900,0.133,0.057,55.827,10.259,70.554
108,28.672,771.439,706.928,354.030,128.782,81.145,68.253,277.586,5.299,0.868,0.128,0.055,53.864,9.898,81.047
109,29.010,808.996,722.849,342.621,124.951,78.591,66.097,293.226,5.131,0.841,0.124,0.054,52.150,9.582,92.101
110,29.348,815.809,740.137,333.154,122.288,76.480,64.313,307.669,4.991,0.818,0.121,0.053,50.731,9.321,103.349
111,29.686,811.810,758.443,325.762,120.728,74.848,62.931,320.819,4.883,0.800,0.118,0.052,49.629,9.117,114.515
112,30.024,853.698,777.353,320.431,120.211,73.703,61.961,332.582,4.806,0.787,0.116,0.054,48.844,8.972,125.314
113,30.363,849.737,796.382,317.038,120.627,72.998,61.358,342.992,4.758,0.779,0.115,0.055,48.353,8.881,135.462
114,30.701,847.663,814.453,315.381,121.894,72.693,61.091,351.572,4.736,0.776,0.115,0.056,48.128,8.839,144.553
115,31.039,839.886,829.589,314.210,123.586,72.505,60.921,357.891,4.721,0.773,0.114,0.057,47.979,8.810,152.230
116,31.377,800.513,842.229,314.282,125.968,72.618,61.007,361.852,4.725,0.774,0.114,0.058,48.022,8.816,158.272
117,31.715,867.737,852.069,315.381,128.944,72.962,61.283,363.552,4.745,0.777,0.115,0.059,48.222,8.852,162.555
118,32.054,777.624,859.031,317.295,132.458,73.498,61.719,363.102,4.777,0.782,0.116,0.061,48.548,8.910,165.058
119,32.392,811.661,863.003,319.786,136.439,74.171,62.270,360.597,4.818,0.789,0.117,0.062,48.963,8.985,165.790
120,32.730,802.552,863.634,322.670,140.843,74.950,62.914,355.876,4.865,0.797,0.118,0.064,49.443,9.071,164.691
121,33.069,839.033,860.964,325.823,145.605,75.785,63.600,349.100,4.916,0.805,0.119,0.066,49.964,9.164,161.838
122,33.407,762.069,855.356,329.158,150.708,76.666,64.323,340.489,4.970,0.814,0.120,0.068,50.514,9.263,157.419
123,33.745,783.293,847.313,332.620,156.128,77.580,65.073,330.377,5.025,0.823,0.121,0.070,51.084,9.365,151.665
124,34.084,847.735,837.448,336.166,161.843,78.517,65.842,319.160,5.082,0.833,0.123,0.073,51.671,9.470,144.833
125,34.422,739.550,826.147,339.771,167.839,79.479,66.636,306.996,5.141,0.842,0.124,0.075,52.275,9.576,137.162
126,34.760,743.735,813.657,343.416,174.069,80.442,67.425,294.033,5.199,0.852,0.126,0.077,52.880,9.683,128.868
127,35.099,753.773,800.401,347.088,180.510,81.412,68.220,280.481,5.258,0.861,0.127,0.080,53.492,9.791,120.167
128,35.437,759.995,786.830,350.778,187.126,82.389,69.023,266.620,5.317,0.871,0.128,0.082,54.119,9.900,111.252
129,35.776,733.442,773.388,354.482,193.880,83.378,69.843,252.728,5.377,0.881,0.130,0.085,54.786,10.009,102.289
130,36.114,742.480,760.372,358.193,200.739,84.354,70.644,239.137,5.436,0.891,0.131,0.087,55.418,10.118,93.416
131,36.453,789.666,747.899,361.911,207.696,85.329,71.443,225.787,5.496,0.901,0.133,0.090,56.055,10.227,84.743
132,36.791,764.591,736.079,365.633,214.727,86.307,72.271,212.668,5.555,0.910,0.134,0.092,56.718,10.336,76.357
133,37.130,753.666,725.058,369.357,221.809,87.289,73.137,199.860,5.615,0.920,0.135,0.094,57.422,10.446,68.328
134,37.468,752.595,714.883,373.084,228.962,88.259,73.935,187.541,5.674,0.930,0.137,0.096,58.084,10.555,60.709
135,37.807,718.222,705.750,376.812,236.169,89.226,74.730,175.755,5.733,0.940,0.138,0.099,58.753,10.664,53.541
136,38.146,763.149,697.734,380.540,243.439,90.193,75.531,164.528,5.792,0.949,0.140,0.101,59.430,10.773,46.856
137,38.484,759.708,690.724,384.269,250.761,91.158,76.333,153.722,5.851,0.959,0.141,0.103,60.118,10.883,40.693
138,38.823,719.117,684.716,387.999,258.136,92.117,77.122,143.336,5.910,0.969,0.143,0.105,60.815,10.992,35.069
139,39.162,808.226,679.701,391.729,265.550,93.074,77.910,133.370,5.969,0.978,0.144,0.107,61.524,11.101,29.970
140,39.500,773.747,675.702,395.459,272.981,94.030,78.741,123.836,6.028,0.988,0.145,0.109,62.246,11.210,25.383
141,39.839,810.562,672.770,399.189,280.467,94.983,79.569,114.806,6.087,0.998,0.147,0.111,62.983,11.320,21.295
142,40.178,722.193,670.802,402.920,287.819,95.937,80.355,106.418,6.146,1.008,0.148,0.114,63.736,11.429,17.689
143,40.517,718.861,669.634,406.650,294.776,96.898,81.144,98.735,6.205,1.017,0.150,0.116,64.507,11.538,14.546
144,40.855,841.936,669.275,410.380,301.366,97.868,81.941,91.744,6.264,1.027,0.151,0.118,65.300,11.648,11.845
145,41.194,808.159,669.708,414.111,307.636,98.849,82.744,85.419,6.323,1.037,0.152,0.121,66.114,11.757,9.552
146,41.533,759.197,670.923,417.841,313.647,99.840,83.554,79.726,6.383,1.046,0.154,0.124,66.954,11.867,7.625
147,41.872,791.678,672.922,421.572,319.462,100.846,84.372,74.637,6.442,1.056,0.155,0.127,67.821,11.976,6.024
148,42.211,828.312,675.496,425.302,324.928,101.872,85.204,70.117,6.502,1.066,0.157,0.131,68.721,12.086,4.708
149,42.549,817.608,678.521,429.033,330.008,102.919,86.049,66.120,6.562,1.076,0.158,0.135,69.656,12.196,3.640
150,42.888,854.573,681.984,432.763,334.753,103.989,86.908,62.600,6.623,1.086,0.159,0.140,70.629,12.306,2.788
151,43.227,856.724,685.892,436.493,339.229,105.087,87.784,59.520,6.683,1.096,0.161,0.145,71.646,12.417,2.121
152,43.566,893.689,690.245,440.224,343.502,106.215,88.680,56.838,6.744,1.106,0.162,0.151,72.712,12.527,1.605
153,43.905,879.428,695.000,443.954,347.578,107.380,89.598,54.514,6.806,1.119,0.164,0.158,73.837,12.638,1.206
154,44.244,874.244,699.908,447.685,351.297,108.581,90.539,52.493,6.868,1.129,0.165,0.165,75.018,12.749,0.900
155,44.583,927.208,704.915,451.415,354.642,109.825,91.506,50.738,6.930,1.140,0.167,0.173,76.266,12.860,0.666
156,44.922,859.656,710.015,455.146,357.635,111.115,92.501,49.219,6.993,1.150,0.168,0.182,77.588,12.971,0.489
157,45.261,798.472,715.280,458.876,360.323,112.458,93.530,47.914,7.057,1.161,0.169,0.192,79.033,13.083,0.358
158,45.600,870.955,720.656,462.607,362.744,113.857,94.591,46.801,7.121,1.172,0.171,0.202,80.539,13.195,0.261
159,45.939,836.326,726.089,466.337,364.835,115.317,95.689,45.849,7.186,1.182,0.172,0.214,82.145,13.307,0.191
160,46.278,770.441,731.438,470.068,366.477,116.844,96.826,45.019,7.251,1.193,0.174,0.226,83.867,13.419,0.140
161,46.617,804.665,736.720,473.798,367.669,118.444,98.023,44.292,7.317,1.205,0.175,0.238,85.717,13.533,0.102
162,46.957,748.297,741.943,477.529,368.454,120.121,99.249,43.655,7.385,1.216,0.176,0.252,87.712,13.647,0.075
163,47.296,764.740,747.174,481.259,368.870,121.879,100.523,43.094,7.452,1.227,0.178,0.266,89.866,13.761,0.054
164,47.635,771.336,752.464,484.990,368.952,123.725,101.850,42.600,7.521,1.239,0.179,0.281,92.198,13.876,0.040
165,47.974,711.412,757.767,488.720,368.637,125.667,103.237,42.150,7.591,1.251,0.181,0.297,94.729,13.996,0.029
166,48.313,789.080,763.043,492.451,367.899,127.705,104.674,41.726,7.662,1.263,0.182,0.312,97.482,14.112,0.021
167,48.652,709.564,768.367,496.181,366.777,129.848,106.170,41.321,7.734,1.275,0.184,0.329,100.482,14.228,0.016
168,48.992,766.009,773.827,499.912,365.327,132.101,107.729,40.929,7.807,1.287,0.185,0.346,103.757,14.346,0.011
169,49.331,709.825,779.531,503.642,363.614,134.468,109.355,40.548,7.881,1.300,0.186,0.363,107.338,14.466,0.008
170,49.670,668.827,785.533,507.373,361.665,136.955,111.044,40.175,7.956,1.312,0.188,0.381,111.262,14.585,0.006
171,50.010,701.683,791.834,511.103,359.438,139.567,112.804,39.798,8.032,1.325,0.189,0.398,115.568,14.705,0.004
172,50.349,717.722,798.501,514.834,356.955,142.311,114.636,39.413,8.110,1.338,0.191,0.416,120.299,14.826,0.003
173,50.688,726.982,805.649,518.564,354.267,145.192,116.544,39.018,8.188,1.351,0.192,0.434,125.504,14.951,0.002
174,51.028,722.429,813.408,522.295,351.439,148.215,118.530,38.617,8.269,1.365,0.194,0.452,131.239,15.082,0.002
175,51.367,752.801,821.866,526.025,348.532,151.376,120.596,38.216,8.350,1.379,0.195,0.471,137.540,15.208,0.001
176,51.706,765.509,830.969,529.756,345.572,154.629,122.751,37.813,8.433,1.392,0.197,0.489,144.353,15.335,0.001
177,52.046,747.583,840.598,533.486,342.579,157.919,125.003,37.410,8.517,1.407,0.198,0.508,151.589,15.464,0.001
178,52.385,754.809,850.773,537.217,339.595,161.225,127.361,37.010,8.603,1.421,0.199,0.526,159.232,15.595,0.000
179,52.725,742.701,861.525,540.947,336.665,164.534,129.833,36.617,8.691,1.436,0.201,0.545,167.271,15.728,0.000
180,53.064,922.664,872.906,544.678,333.840,167.836,132.428,36.236,8.781,1.451,0.202,0.565,175.699,15.863,0.000
181,53.404,873.481,884.888,548.408,331.163,171.110,135.140,35.872,8.873,1.466,0.204,0.585,184.471,16.000,0.000
182,53.743,859.855,897.304,552.138,328.650,174.312,137.934,35.526,8.968,1.482,0.205,0.606,193.476,16.141,0.000
183,54.083,850.008,910.026,555.869,326.315,177.413,140.788,35.200,9.066,1.498,0.207,0.628,202.623,16.284,0.000
184,54.422,823.674,923.040,559.599,324.195,180.409,143.700,34.897,9.167,1.514,0.208,0.651,211.863,16.430,0.000
185,54.762,917.234,929.622,556.619,320.085,181.728,145.349,34.380,9.169,1.515,0.207,0.674,220.122,16.388,0.000
186,55.101,919.494,936.490,553.639,316.237,182.941,147.059,33.891,9.175,1.516,0.206,0.700,228.412,16.349,0.000
187,55.441,964.055,943.548,550.659,312.637,184.036,148.806,33.429,9.185,1.518,0.205,0.727,236.686,16.314,0.000
188,55.781,940.946,950.661,547.679,309.253,184.988,150.559,32.993,9.201,1.520,0.204,0.756,244.898,16.284,0.000
189,56.120,939.909,957.793,544.699,306.073,185.797,152.306,32.582,9.222,1.523,0.203,0.789,253.034,16.259,0.000
190,56.460,940.986,964.984,541.719,303.106,186.472,154.045,32.196,9.251,1.528,0.202,0.824,261.116,16.239,0.000
191,56.800,939.731,972.293,538.739,300.354,187.027,155.777,31.838,9.286,1.534,0.201,0.863,269.184,16.225,0.000
192,57.139,991.991,979.790,535.759,297.814,187.473,157.503,31.505,9.330,1.540,0.200,0.905,277.296,16.218,0.000
193,57.479,1039.879,987.416,532.778,295.447,187.801,159.201,31.196,9.380,1.549,0.199,0.952,285.468,16.218,0.000
194,57.819,1082.180,995.161,529.798,293.219,188.006,160.857,30.906,9.436,1.558,0.198,1.004,293.744,16.227,0.000
195,58.158,1111.884,1003.108,526.818,291.118,188.098,162.468,30.633,9.498,1.570,0.197,1.061,302.216,16.243,0.000
196,58.498,1065.295,1011.405,523.838,289.144,188.093,164.043,30.380,9.565,1.584,0.196,1.125,311.001,16.269,0.000
197,58.838,1067.522,1020.230,520.858,287.305,188.013,165.595,30.145,9.639,1.599,0.195,1.196,320.234,16.305,0.000
198,59.178,1132.524,1029.715,517.878,285.588,187.869,167.128,29.928,9.717,1.617,0.194,1.274,330.041,16.352,0.000
199,59.518,1104.120,1039.854,514.898,283.947,187.652,168.626,29.725,9.800,1.638,0.193,1.360,340.492,16.418,0.000
200,59.857,1191.230,1050.727,511.918,282.355,187.362,170.085,29.532,9.884,1.662,0.192,1.455,351.704,16.492,0.000
201,60.197,1151.307,1062.524,508.937,280.811,187.016,171.520,29.349,9.972,1.688,0.191,1.559,363.832,16.581,0.000
202,60.537,1087.385,1075.455,505.957,279.319,186.630,172.950,29.178,10.060,1.719,0.190,1.673,377.044,16.686,0.000
203,60.877,1213.644,1089.761,502.977,277.891,186.225,174.399,29.018,10.151,1.753,0.189,1.799,391.521,16.810,0.000
204,61.217,1155.425,1105.536,499.997,276.505,185.800,175.870,28.868,10.242,1.792,0.188,1.933,407.381,16.954,0.000
205,61.557,1230.988,1122.815,497.017,275.129,185.345,177.359,28.723,10.331,1.834,0.187,2.069,424.714,17.120,0.000
206,61.897,1298.095,1141.771,494.037,273.756,184.869,178.885,28.585,10.416,1.880,0.186,2.204,443.676,17.310,0.000
207,62.237,1273.954,1162.627,491.057,272.392,184.382,180.469,28.452,10.498,1.929,0.185,2.337,464.452,17.526,0.000
208,62.577,1295.544,1185.634,488.077,271.046,183.900,182.139,28.325,10.576,1.984,0.184,2.465,487.239,17.772,0.000
209,62.917,1262.288,1211.068,485.096,269.732,183.438,183.927,28.206,10.650,2.042,0.183,2.586,512.250,18.049,0.000
210,63.257,1277.438,1238.991,482.116,268.428,182.984,185.835,28.092,10.719,2.104,0.182,2.697,539.583,18.362,0.000
211,63.597,1329.255,1269.552,479.136,267.121,182.533,187.877,27.982,10.780,2.170,0.181,2.796,569.394,18.714,0.000
212,63.937,1304.069,1303.021,476.156,265.815,182.094,190.079,27.875,10.836,2.240,0.180,2.882,601.907,19.108,0.000
213,64.277,1308.334,1339.711,473.176,264.522,181.677,192.473,27.773,10.884,2.313,0.179,2.953,637.383,19.549,0.000
214,64.617,1359.189,1379.986,470.196,263.258,181.296,195.097,27.677,10.927,2.390,0.178,3.005,676.113,20.041,0.000
215,64.957,1438.334,1424.202,467.216,262.033,180.961,197.984,27.588,10.964,2.470,0.177,3.039,718.394,20.588,0.000
216,65.297,1391.340,1472.470,464.236,260.820,180.654,201.134,27.503,10.995,2.554,0.176,3.054,764.390,21.186,0.000
217,65.638,1539.453,1525.154,461.256,259.624,180.381,204.579,27.422,11.020,2.640,0.175,3.048,814.424,21.837,0.000
218,65.978,1623.600,1582.702,458.275,258.454,180.150,208.357,27.345,11.039,2.728,0.174,3.022,868.882,22.544,0.000
219,66.318,1533.270,1645.627,455.295,257.324,179.974,212.513,27.276,11.055,2.819,0.173,2.976,928.202,23.310,0.000
220,66.658,1583.868,1714.489,452.315,256.250,179.864,217.094,27.214,11.067,2.914,0.172,2.911,992.860,24.138,0.000
