call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,34,23,1020,0,23,0,1.021430332670859E-08,102.1430332670859,-521215.90645199205,-2.4827266534698491E-08,-2.4306372877903084,8.943601415012381E-10,0
2,34,23,1020,0,23,0,1.021430332670859E-08,102.1430332670859,-521215.90645199205,-2.4827266534698491E-08,-2.4306372877903084,8.943601415012381E-10,0
3,34,22,1020,0,21,0,1.0073440987750754E-08,100.73440987750753,-378418.05824660853,-3.7704077822771948E-09,-0.37429194124053428,2.4812862875478459E-10,0
4,34,23,1020,0,20,0,1.0100273842866209E-08,101.00273842866208,-436210.54288879025,-2.1131389829148443E-09,-0.20921600897062287,2.3107560309654218E-10,0
5,34,22,1020,0,22,0,1.021430332670859E-08,102.1430332670859,-520107.0081945507,-3.5296251378597461E-08,-3.4555710996269347,5.8926730162056629E-10,0
6,34,22,1020,0,21,0,1.0073318525083502E-08,100.73318525083502,-375138.99211079133,-5.4049547859743817E-09,-0.53656148889916866,2.7074520403402857E-10,0
7,34,23,1020,0,20,0,1.0101005337649493E-08,101.01005337649492,-432911.7963489517,-2.9541663199945167E-09,-0.29246260359683685,1.7593038137420081E-11,0
8,34,24,1020,0,23,0,1.021430332670859E-08,102.1430332670859,-526205.34743290942,-8.48332148710732E-08,-8.3053353868246109,2.3958079964359058E-10,0
9,34,24,1020,0,23,0,1.0078562390286079E-08,100.78562390286079,-397525.66365438269,-1.303029777356055E-08,-1.2928726607000431,6.4954264189509558E-10,0
10,34,23,1020,0,21,0,1.0119367551553553E-08,101.19367551553552,-452128.79414000351,-7.3203475811839095E-09,-0.72339971286644988,3.2777336400613422E-11,0
11,34,24,1020,0,23,0,1.021430332670859E-08,102.1430332670859,-526231.26354941668,-8.4393541544573E-08,-8.262290519990616,4.0984104998642579E-10,0
12,34,24,1020,0,23,0,1.0079659235083318E-08,100.79659235083317,-397695.48434304236,-1.2962730137961284E-08,-1.2860286082730985,3.1478464279643958E-10,0
13,34,23,1020,0,21,0,1.0122749809412805E-08,101.22749809412804,-452241.22392665688,-7.2804003591835733E-09,-0.71921172569273362,1.3483969496519421E-10,0
14,34,24,1020,0,23,0,1.021430332670859E-08,102.1430332670859,-526227.225132468,-8.4266785128543679E-08,-8.24988082233675,1.6910917111090384E-10,0
15,34,24,1020,0,23,0,1.0079944508734449E-08,100.79944508734448,-397727.70894824842,-1.2944921102516501E-08,-1.2842254331161744,4.0446224147672183E-10,0
16,34,23,1020,0,21,0,1.0123688953712444E-08,101.23688953712444,-452261.71877443686,-7.2696998348167171E-09,-0.7180880277984889,7.9836581790004857E-11,0
17,27,23,810,0,22,0,1.021430332670859E-08,102.1430332670859,-526215.51510424726,-0.00042030085699152524,-41148.264697849052,1.5381829143734649E-10,0
18,27,23,810,0,22,0,1.0080031554866783E-08,100.80031554866783,-397830.97536924,-3.69650913671549E-05,-3667.1602827778479,3.6934366676177888E-10,0
19,27,23,810,0,21,0,1.0123667251544421E-08,101.23667251544421,-452235.68723310967,-1.9911855021992159E-05,-1966.8618621334572,7.9303674738184782E-11,0
