spectrum,det,n,level,arm,place,e_star,ch_star,tag_before,tag_after,d_max_kev,d_max_fwhm,ch_max,d_at_star_kev,cause
LaBrBril_Eu152,LABR_BRIL,13,choose,null,mid,463.55,165.9,stored,stored,0.0,0.0,0,0.0,neutral
LaBrBril_Eu152,LABR_BRIL,13,choose,shift,mid,463.55,177.24,stored,stored,0.0,0.0,0,0.0,frozen
LaBrBril_Eu152,LABR_BRIL,13,choose,null,high,2646.74,923.45,stored,affine,5.9286,1.0584,1023,-5.162,rank:margin
LaBrBril_Eu152,LABR_BRIL,13,choose,shift,high,2646.74,949.47,stored,poly2,91.8644,2.2782,1023,-75.1343,reacted
G1S16_Th232_Mar,G1S16,9,choose,null,low,119.43,45.07,affine,affine,0.0,0.0,842,0.0,neutral
G1S16_Th232_Mar,G1S16,9,choose,shift,low,119.43,55.2,affine,stored,4.4683,1.4595,0,-4.4084,reacted
G1S16_Th232_Mar,G1S16,9,choose,null,mid,790.25,271.41,affine,affine,0.0,0.0,709,0.0,neutral
G1S16_Th232_Mar,G1S16,9,choose,shift,mid,790.25,297.25,affine,stored,4.4683,1.4595,0,-4.1444,reacted
G1S16_Mix_Denta100,G1S16,10,choose,null,low,36.59,17.48,gain,gain,0.0,0.0,716,0.0,neutral
G1S16_Mix_Denta100,G1S16,10,choose,shift,low,36.59,24.38,gain,affine,12.8572,1.421,1023,-4.9868,reacted
G1S16_Mix_Denta100,G1S16,10,choose,null,mid,321.74,114.08,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Mix_Denta100,G1S16,10,choose,shift,mid,321.74,134.45,gain,stored,17.9613,0.1925,1023,-2.2272,reacted
G1S16_Mix_Denta100,G1S16,10,choose,null,high,2121.52,712.03,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Mix_Denta100,G1S16,10,choose,shift,high,2121.52,762.63,gain,stored,17.9613,0.1925,1023,-13.2707,reacted
G1S16_Th232_Denta100,G1S16,8,choose,null,low,119.19,45.58,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Th232_Denta100,G1S16,8,choose,shift,low,119.19,56.4,gain,stored,12.5284,0.155,1023,-0.6151,reacted
G1S16_Th232_Denta100,G1S16,8,choose,null,mid,789.45,271.87,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Th232_Denta100,G1S16,8,choose,shift,mid,789.45,299.34,gain,stored,12.5284,0.155,1023,-3.5494,reacted
G1S16_Mix_Mar,G1S16,11,choose,null,low,36.59,17.86,affine,affine,0.0,0.0,820,-0.0,neutral
G1S16_Mix_Mar,G1S16,11,choose,shift,low,36.59,24.4,affine,affine,10.8202,1.3737,1023,-4.6175,reacted
G1S16_Mix_Mar,G1S16,11,choose,null,mid,321.74,113.75,affine,affine,0.0,0.0,784,0.0,neutral
G1S16_Mix_Mar,G1S16,11,choose,shift,mid,321.74,133.06,affine,stored,22.2684,0.4495,1023,-4.1292,reacted
G1S16_Mix_Mar,G1S16,11,choose,null,high,2121.52,710.55,affine,affine,0.0,0.0,784,-0.0,neutral
G1S16_Mix_Mar,G1S16,11,choose,shift,high,2121.52,758.95,affine,stored,22.2684,0.4495,1023,-16.8189,reacted
G1S16_Cs137_Mar,G1S16,3,choose,null,low,93.11,39.84,affine,affine,0.0,0.0,850,-0.0,neutral
G1S16_Cs137_Mar,G1S16,3,choose,shift,low,93.11,51.11,affine,affine,43.1175,4.1652,1023,-13.809,reacted
G1S16_Cs137_Mar,G1S16,3,choose,null,mid,521.56,182.54,affine,affine,0.0,0.0,797,0.0,neutral
G1S16_Cs137_Mar,G1S16,3,choose,shift,mid,521.56,209.06,affine,stored,36.7684,2.0078,1023,-0.8447,reacted
G1S16_Cs137_Mar,G1S16,3,choose,null,high,2191.23,730.92,affine,affine,0.0,0.0,852,0.0,neutral
G1S16_Cs137_Mar,G1S16,3,choose,shift,high,2191.23,784.09,affine,gain,119.5663,1.9734,1023,-89.1444,reacted
G1S16_Cs137_Mar_2,G1S16,1,choose,null,low,330.83,118.71,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Cs137_Mar_2,G1S16,1,choose,shift,low,330.83,133.97,gain,stored,14.7473,0.2118,1023,-1.8223,reacted
G1S16_Cs137_Mar_2,G1S16,1,choose,null,mid,992.49,338.86,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Cs137_Mar_2,G1S16,1,choose,shift,mid,992.49,365.3,gain,stored,14.7473,0.2118,1023,-5.1854,reacted
G1S16_Cs137_Mar_2,G1S16,1,choose,null,high,992.49,338.86,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Cs137_Mar_2,G1S16,1,choose,shift,high,992.49,365.3,gain,stored,14.7473,0.2118,1023,-5.1854,reacted
G1S16_K40_Mar,G1S16,3,choose,null,low,119.55,46.61,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_K40_Mar,G1S16,3,choose,shift,low,119.55,70.02,stored,affine,62.8239,6.1207,1023,-36.6083,reacted
G1S16_K40_Mar,G1S16,3,choose,null,mid,590.76,205.75,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_K40_Mar,G1S16,3,choose,shift,mid,590.76,257.47,stored,gain,85.4534,0.4889,1023,-20.8002,reacted
G1S16_K40_Mar,G1S16,3,choose,null,high,2189.44,738.16,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_K40_Mar,G1S16,3,choose,shift,high,2189.44,835.61,stored,gain,124.568,0.7127,1023,-101.2307,reacted
G1S16_K40_Mar_2,G1S16,3,choose,null,low,119.55,47.78,gain,gain,0.0,0.0,675,0.0,neutral
G1S16_K40_Mar_2,G1S16,3,choose,shift,low,119.55,71.53,gain,affine,31.3435,4.1894,0,-28.5454,reacted
G1S16_K40_Mar_2,G1S16,3,choose,null,mid,590.76,202.08,gain,gain,0.0,0.0,675,0.0,neutral
G1S16_K40_Mar_2,G1S16,3,choose,shift,mid,590.76,254.87,gain,stored,63.8953,0.3461,1023,-15.5108,reacted
G1S16_K40_Mar_2,G1S16,3,choose,null,high,2189.44,725.57,gain,gain,0.0,0.0,675,0.0,neutral
G1S16_K40_Mar_2,G1S16,3,choose,shift,high,2189.44,827.21,gain,stored,63.8953,0.3461,1023,-51.5624,reacted
G1S16_Ra226_Mar,G1S16,12,choose,null,low,93.11,36.77,affine,affine,0.0,0.0,878,0.0,neutral
G1S16_Ra226_Mar,G1S16,12,choose,shift,low,93.11,47.7,affine,stored,9.9367,0.6308,1023,-2.6672,reacted
G1S16_Ra226_Mar,G1S16,12,choose,null,mid,640.65,221.21,affine,affine,0.0,0.0,747,0.0,neutral
G1S16_Ra226_Mar,G1S16,12,choose,shift,mid,640.65,249.67,affine,stored,9.9367,0.6308,1023,-4.1493,reacted
G1S16_Ra226_Mar_2,G1S16,12,choose,null,low,93.11,37.92,affine,affine,0.0,0.0,721,-0.0,neutral
G1S16_Ra226_Mar_2,G1S16,12,choose,shift,low,93.11,48.84,affine,stored,18.9618,1.3426,1023,-5.6641,reacted
G1S16_Ra226_Mar_2,G1S16,12,choose,null,mid,640.65,220.16,affine,affine,0.0,0.0,721,-0.0,neutral
G1S16_Ra226_Mar_2,G1S16,12,choose,shift,mid,640.65,248.82,affine,stored,18.9618,1.3426,1023,-8.3938,reacted
G1S16_Th232_Mar_2,G1S16,9,choose,null,low,119.43,46.31,gain,gain,0.0,0.0,863,0.0,neutral
G1S16_Th232_Mar_2,G1S16,9,choose,shift,low,119.43,56.14,gain,stored,19.2457,0.2598,1023,-0.9292,reacted
G1S16_Th232_Mar_2,G1S16,9,choose,null,high,1655.73,558.24,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Th232_Mar_2,G1S16,9,choose,shift,high,1655.73,594.08,gain,affine,149.1631,9.1747,1023,-73.8936,reacted
G1S16_Th232_Mar_3,G1S16,11,choose,null,low,119.43,45.27,affine,affine,0.0,0.0,715,-0.0,neutral
G1S16_Th232_Mar_3,G1S16,11,choose,shift,low,119.43,55.65,affine,stored,3.8902,1.2407,0,-3.7989,reacted
G1S16_Mix_Petri,G1S16,11,choose,null,low,36.59,18.23,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Mix_Petri,G1S16,11,choose,shift,low,36.59,24.9,gain,affine,3.9162,0.949,1023,-3.3209,reacted
G1S16_Mix_Petri,G1S16,11,choose,null,mid,321.74,114.25,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Mix_Petri,G1S16,11,choose,shift,mid,321.74,133.91,gain,stored,29.6221,0.3268,1023,-3.6489,reacted
G1S16_Mix_Petri,G1S16,11,choose,null,high,2121.52,710.16,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Mix_Petri,G1S16,11,choose,shift,high,2121.52,759.21,gain,stored,29.6221,0.3268,1023,-21.8002,reacted
G1S16_Th232_Petri,G1S16,7,choose,null,low,119.19,45.45,poly2,poly2,0.0,0.0,546,0.0,neutral
G1S16_Th232_Petri,G1S16,7,choose,shift,low,119.19,56.29,poly2,stored,6.7013,0.6646,1023,-3.243,reacted
G1S16_Th232_Petri,G1S16,7,choose,null,mid,789.45,271.3,poly2,poly2,0.0,0.0,0,-0.0,neutral
G1S16_Th232_Petri,G1S16,7,choose,shift,mid,789.45,299.03,poly2,stored,6.7013,0.6646,1023,-6.1655,reacted
G1S16_Am241_P25,G1S16,1,choose,null,low,29.77,14.66,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Am241_P25,G1S16,1,choose,shift,low,29.77,19.57,stored,stored,0.0,0.0,0,0.0,frozen
G1S16_Am241_P25,G1S16,1,choose,null,mid,89.31,35.48,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Am241_P25,G1S16,1,choose,shift,mid,89.31,43.94,stored,stored,0.0,0.0,0,0.0,frozen
G1S16_Am241_P25,G1S16,1,choose,null,high,89.31,35.48,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Am241_P25,G1S16,1,choose,shift,high,89.31,43.94,stored,stored,0.0,0.0,0,0.0,frozen
G1S16_Ba133_P25,G1S16,5,choose,null,low,40.45,17.31,poly2,poly2,0.0,0.0,1023,0.0,neutral
G1S16_Ba133_P25,G1S16,5,choose,shift,low,40.45,22.93,poly2,affine,117.4291,2.2368,1023,-5.9427,reacted
G1S16_Ba133_P25,G1S16,5,choose,null,mid,343.76,121.72,poly2,poly2,0.0,0.0,1023,0.0,neutral
G1S16_Ba133_P25,G1S16,5,choose,shift,mid,343.76,137.81,poly2,stored,165.3868,2.3052,1023,-4.4119,reacted
G1S16_Ba133_P25,G1S16,5,choose,null,high,2191.23,722.07,poly2,poly2,0.0,0.0,1023,-0.0,neutral
G1S16_Ba133_P25,G1S16,5,choose,shift,high,2191.23,758.99,poly2,poly2,253.9579,3.5398,1023,-118.3692,reacted
G1S16_Cd109_P25,G1S16,3,choose,null,low,44.02,18.6,affine,affine,0.0,0.0,736,-0.0,neutral
G1S16_Cd109_P25,G1S16,3,choose,shift,low,44.02,24.43,affine,stored,16.4397,1.0036,1023,-3.09,reacted
G1S16_Cd109_P25,G1S16,3,choose,null,mid,394.12,138.82,affine,affine,0.0,0.0,740,-0.0,neutral
G1S16_Cd109_P25,G1S16,3,choose,shift,mid,394.12,155.76,affine,stored,16.4397,1.0036,1023,-4.8115,reacted
G1S16_Cd109_P25,G1S16,3,choose,null,high,2646.74,886.63,affine,affine,0.0,0.0,661,-0.0,neutral
G1S16_Cd109_P25,G1S16,3,choose,shift,high,2646.74,931.32,affine,gain,61.5446,1.0085,1023,-56.5286,reacted
G1S16_Ce139_P25,G1S16,6,choose,null,low,82.95,33.27,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Ce139_P25,G1S16,6,choose,shift,low,82.95,44.07,stored,stored,0.0,0.0,0,0.0,frozen
G1S16_Ce139_P25,G1S16,6,choose,null,mid,658.6,229.56,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Ce139_P25,G1S16,6,choose,shift,mid,658.6,258.76,stored,stored,0.0,0.0,0,0.0,frozen
G1S16_Co60_P25,G1S16,4,choose,null,low,465.04,159.35,affine,affine,0.0,0.0,839,-0.0,neutral
G1S16_Co60_P25,G1S16,4,choose,shift,low,465.04,183.98,affine,affine,114.6489,18.3881,1023,-57.9193,reacted
G1S16_Co60_P25,G1S16,4,choose,null,mid,1559.4,527.34,affine,poly1,34.3839,3.9213,1023,-1.9894,gate:extrap_below
G1S16_Co60_P25,G1S16,4,choose,shift,mid,1559.4,571.14,affine,stored,21.5665,4.1785,0,2.5681,reacted
G1S16_Cs137_P25,G1S16,2,choose,null,low,330.83,118.81,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Cs137_P25,G1S16,2,choose,shift,low,330.83,139.73,stored,affine,141.3722,18.3188,1023,-41.4407,reacted
G1S16_Cs137_P25,G1S16,2,choose,null,mid,983.14,337.43,stored,affine,12.9482,2.0175,1023,0.8892,unlock
G1S16_Cs137_P25,G1S16,2,choose,shift,mid,983.14,372.34,stored,gain,128.9613,1.3939,1023,-46.5264,reacted
G1S16_Cs137_P25,G1S16,2,choose,null,high,2191.23,736.57,stored,affine,5.0303,1.3304,0,-0.2126,unlock
G1S16_Cs137_P25,G1S16,2,choose,shift,high,2191.23,789.48,stored,gain,126.8138,1.3707,1023,-98.6635,reacted
G1S16_Eu152_P25,G1S16,10,choose,null,low,60.89,25.42,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Eu152_P25,G1S16,10,choose,shift,low,60.89,34.15,gain,affine,5.3884,1.4883,0,-5.0692,reacted
G1S16_Eu152_P25,G1S16,10,choose,null,mid,564.27,196.64,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Eu152_P25,G1S16,10,choose,shift,mid,564.27,222.21,gain,stored,20.3071,0.2287,1023,-4.2837,reacted
G1S16_Mn54_P25,G1S16,4,choose,null,low,146.22,55.28,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Mn54_P25,G1S16,4,choose,shift,low,146.22,66.73,stored,affine,35.0913,4.1135,1023,-9.6771,reacted
G1S16_Mn54_P25,G1S16,4,choose,null,mid,718.33,249.52,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Mn54_P25,G1S16,4,choose,shift,mid,718.33,273.94,stored,stored,0.0,0.0,0,0.0,frozen
G1S16_Mn54_P25,G1S16,4,choose,null,high,2646.74,891.72,stored,stored,0.0,0.0,0,0.0,neutral
G1S16_Mn54_P25,G1S16,4,choose,shift,high,2646.74,940.43,stored,gain,41.2844,0.5504,1023,-38.1126,reacted
G1S16_Na22_P25,G1S16,3,choose,null,low,255.48,91.78,affine,affine,0.0,0.0,739,-0.0,neutral
G1S16_Na22_P25,G1S16,3,choose,shift,low,255.48,109.05,affine,affine,65.9191,12.0375,1023,-31.2188,reacted
G1S16_Na22_P25,G1S16,3,choose,null,mid,863.96,297.1,affine,affine,0.0,0.0,693,-0.0,neutral
G1S16_Na22_P25,G1S16,3,choose,shift,mid,863.96,327.77,affine,gain,77.5767,1.1169,1023,-27.2096,reacted
G1S16_Na22_P25,G1S16,3,choose,null,high,2191.23,736.37,affine,affine,0.0,0.0,730,0.0,neutral
G1S16_Na22_P25,G1S16,3,choose,shift,high,2191.23,785.76,affine,gain,90.6875,1.1162,1023,-71.1148,reacted
G1S16_Th228_P25,G1S16,6,choose,null,low,119.43,45.6,poly2,poly2,0.0,0.0,41,0.0,neutral
G1S16_Th228_P25,G1S16,6,choose,shift,low,119.43,56.37,poly2,stored,38.2605,0.6232,1023,-1.6779,reacted
G1S16_Th228_P25,G1S16,6,choose,null,mid,790.25,272.86,poly2,poly2,0.0,0.0,942,-0.0,neutral
G1S16_Th228_P25,G1S16,6,choose,shift,mid,790.25,300.27,poly2,stored,38.2605,0.6232,1023,-0.7563,reacted
G1S16_Y88_P25,G1S16,7,choose,null,low,174.33,64.94,gain/recal,gain/recal,0.0,0.0,735,0.0,neutral
G1S16_Y88_P25,G1S16,7,choose,shift,low,174.33,81.37,gain/recal,affine/recal,15.6723,3.874,0,-13.4069,reacted
G1S16_Y88_P25,G1S16,7,choose,null,mid,954.77,327.67,gain/recal,gain/recal,0.0,0.0,735,0.0,neutral
G1S16_Y88_P25,G1S16,7,choose,shift,mid,954.77,364.42,gain/recal,poly2/recal,80.2741,0.8114,1023,-15.6669,reacted
G1S16_Ba133_P5,G1S16,4,choose,null,low,40.45,18.57,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Ba133_P5,G1S16,4,choose,shift,low,40.45,23.95,gain,affine,43.9523,2.8964,1023,-6.9088,reacted
G1S16_Ba133_P5,G1S16,4,choose,null,mid,271.86,97.78,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Ba133_P5,G1S16,4,choose,shift,mid,271.86,111.5,gain,stored,30.4819,0.4502,1023,-3.1188,reacted
G1S16_Ba133_P5,G1S16,4,choose,null,high,1370.48,461.21,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Ba133_P5,G1S16,4,choose,shift,high,1370.48,490.82,gain,gain,109.2116,1.613,1023,-52.2782,reacted
G1S16_Cd109_P5,G1S16,1,choose,null,low,44.02,19.29,gain,gain,0.0,0.0,640,0.0,neutral
G1S16_Cd109_P5,G1S16,1,choose,shift,low,44.02,24.07,gain,stored,135.9749,2.2436,1023,-2.5117,reacted
G1S16_Cd109_P5,G1S16,1,choose,null,mid,132.05,48.58,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Cd109_P5,G1S16,1,choose,shift,mid,132.05,56.8,gain,stored,135.9749,2.2436,1023,-6.7539,reacted
G1S16_Cd109_P5,G1S16,1,choose,null,high,132.05,48.58,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Cd109_P5,G1S16,1,choose,shift,high,132.05,56.8,gain,stored,135.9749,2.2436,1023,-6.7539,reacted
G1S16_Ce139_P5,G1S16,2,choose,null,low,82.93,33.51,stored,poly1,50.5296,0.8177,861,1.1032,unlock
G1S16_Ce139_P5,G1S16,2,choose,shift,low,82.93,41.37,stored,affine,174.3052,6.919,1023,-12.1796,reacted
G1S16_Ce139_P5,G1S16,2,choose,null,mid,291.11,105.31,stored,affine,45.3637,2.1168,1023,0.8743,unlock
G1S16_Ce139_P5,G1S16,2,choose,shift,mid,291.11,119.81,stored,gain,174.3999,2.5542,1023,-19.2491,reacted
G1S16_Ce139_P5,G1S16,2,choose,null,high,766.44,265.74,stored,affine,13.6963,1.6303,1023,-0.1142,unlock
G1S16_Ce139_P5,G1S16,2,choose,shift,high,766.44,288.69,stored,gain,167.8686,2.4585,1023,-46.3987,reacted
G1S16_Co57_P5,G1S16,1,choose,null,low,61.03,25.37,gain,gain,0.0,0.0,680,-0.0,neutral
G1S16_Co57_P5,G1S16,1,choose,shift,low,61.03,31.45,gain,stored,75.7086,1.1872,1023,-1.9294,reacted
G1S16_Co57_P5,G1S16,1,choose,null,mid,183.09,66.65,gain,gain,0.0,0.0,680,0.0,neutral
G1S16_Co57_P5,G1S16,1,choose,shift,mid,183.09,77.09,gain,stored,75.7086,1.1872,1023,-5.2333,reacted
G1S16_Co57_P5,G1S16,1,choose,null,high,183.09,66.65,gain,gain,0.0,0.0,680,0.0,neutral
G1S16_Co57_P5,G1S16,1,choose,shift,high,183.09,77.09,gain,stored,75.7086,1.1872,1023,-5.2333,reacted
G1S16_Co60_P5,G1S16,5,choose,null,low,255.48,92.42,poly2,poly2,0.0,0.0,0,0.0,neutral
G1S16_Co60_P5,G1S16,5,choose,shift,low,255.48,111.95,poly2,affine,61.4686,15.3184,0,-46.4744,reacted
G1S16_Co60_P5,G1S16,5,choose,null,mid,900.84,310.13,poly2,poly2,0.0,0.0,450,-0.0,neutral
G1S16_Co60_P5,G1S16,5,choose,shift,mid,900.84,345.75,poly2,stored,124.1866,1.2408,1023,-1.0542,reacted
G1S16_Co60_P5,G1S16,5,choose,null,high,2382.3,787.58,poly2,poly2,0.0,0.0,0,-0.0,neutral
G1S16_Co60_P5,G1S16,5,choose,shift,high,2382.3,842.04,poly2,gain,169.7998,1.6965,1023,-93.8423,reacted
G1S16_Cs137_P5,G1S16,3,choose,null,low,93.11,40.32,affine,affine,0.0,0.0,726,-0.0,neutral
G1S16_Cs137_P5,G1S16,3,choose,shift,low,93.11,51.41,affine,affine,71.2496,5.5998,1023,-17.231,reacted
G1S16_Cs137_P5,G1S16,3,choose,null,mid,521.56,183.93,affine,affine,0.0,0.0,793,0.0,neutral
G1S16_Cs137_P5,G1S16,3,choose,shift,mid,521.56,209.44,affine,affine,135.6986,1.4504,1023,-29.6373,reacted
G1S16_Cs137_P5,G1S16,3,choose,null,high,2191.23,726.88,affine,affine,0.0,0.0,661,0.0,neutral
G1S16_Cs137_P5,G1S16,3,choose,shift,high,2191.23,778.7,affine,gain,158.6078,2.938,1023,-118.7473,reacted
G1S16_Eu152_P5,G1S16,8,choose,null,low,60.89,24.81,affine,affine,0.0,0.0,637,0.0,neutral
G1S16_Eu152_P5,G1S16,8,choose,shift,low,60.89,33.55,affine,affine,15.8705,2.2513,1023,-7.4001,reacted
G1S16_Eu152_P5,G1S16,8,choose,null,mid,415.02,146.18,affine,affine,0.0,0.0,637,0.0,neutral
G1S16_Eu152_P5,G1S16,8,choose,shift,mid,415.02,168.42,affine,stored,11.7524,0.7699,1023,-4.1884,reacted
G1S16_Eu152_P5,G1S16,8,choose,null,high,2121.52,711.18,affine,affine,0.0,0.0,687,0.0,neutral
G1S16_Eu152_P5,G1S16,8,choose,shift,high,2121.52,760.61,affine,stored,11.7524,0.7699,1023,-9.4881,reacted
G1S16_Mn54_P5,G1S16,5,choose,null,low,93.11,45.73,affine,affine,0.0,0.0,689,0.0,neutral
G1S16_Mn54_P5,G1S16,5,choose,shift,low,93.11,63.48,affine,affine,61.7044,3.5847,1023,-18.2407,reacted
G1S16_Mn54_P5,G1S16,5,choose,null,mid,521.56,185.73,affine,affine,0.0,0.0,769,0.0,neutral
G1S16_Mn54_P5,G1S16,5,choose,shift,mid,521.56,226.6,affine,affine,64.8228,1.8861,1023,-22.6579,reacted
G1S16_Mn54_P5,G1S16,5,choose,null,high,2191.23,715.25,affine,affine,0.0,0.0,855,-0.0,neutral
G1S16_Mn54_P5,G1S16,5,choose,shift,high,2191.23,798.18,affine,gain,219.3892,4.5466,1023,-165.6207,reacted
G1S16_Na22_P5,G1S16,4,choose,null,low,99.06,29.78,affine,affine,0.0,0.0,748,0.0,neutral
G1S16_Na22_P5,G1S16,4,choose,shift,low,99.06,41.99,affine,stored,86.2927,4.2981,1023,-25.5052,reacted
G1S16_Na22_P5,G1S16,4,choose,null,mid,591.25,204.64,affine,affine,0.0,0.0,791,0.0,neutral
G1S16_Na22_P5,G1S16,4,choose,shift,mid,591.25,233.48,affine,gain,29.8147,4.2542,0,-19.7488,reacted
G1S16_Na22_P5,G1S16,4,choose,null,high,2646.74,917.68,affine,affine,0.0,0.0,751,-0.0,neutral
G1S16_Na22_P5,G1S16,4,choose,shift,high,2646.74,980.41,affine,gain,40.942,4.2198,1023,-40.4904,reacted
G1S16_Th228_P5,G1S16,6,choose,null,low,119.37,45.88,poly2,poly2,0.0,0.0,449,-0.0,neutral
G1S16_Th228_P5,G1S16,6,choose,shift,low,119.37,58.26,poly2,stored,7.3507,0.6111,486,-3.3105,reacted
G1S16_Th228_P5,G1S16,6,choose,null,mid,790.06,272.2,poly2,poly2,0.0,0.0,1022,-0.0,neutral
G1S16_Th228_P5,G1S16,6,choose,shift,mid,790.06,303.78,poly2,stored,7.3507,0.6111,486,-6.6181,reacted
G1S16_Y88_P5,G1S16,4,choose,null,low,255.48,92.79,gain,gain,0.0,0.0,666,0.0,neutral
G1S16_Y88_P5,G1S16,4,choose,shift,low,255.48,111.62,gain,affine,32.2886,8.3374,0,-26.0586,reacted
G1S16_Y88_P5,G1S16,4,choose,null,mid,968.44,331.79,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Y88_P5,G1S16,4,choose,shift,mid,968.44,367.23,gain,stored,10.6358,0.1121,1023,-3.7729,reacted
G1S16_Y88_P5,G1S16,4,choose,null,high,2753.27,925.34,gain,gain,0.0,0.0,0,0.0,neutral
G1S16_Y88_P5,G1S16,4,choose,shift,high,2753.27,987.76,gain,gain,71.6736,0.7553,1023,-69.3102,reacted
G1S24_Cs137_Denta120,G1S24,2,choose,null,low,330.83,118.12,gain,affine,8.3293,0.7245,1023,-1.8118,unlock
G1S24_Cs137_Denta120,G1S24,2,choose,shift,low,330.83,141.43,gain,stored,22.8656,0.219,1023,-3.0005,reacted
G1S24_Cs137_Denta120,G1S24,2,choose,null,mid,983.14,335.27,gain,affine,17.93,1.862,1023,0.4778,unlock
G1S24_Cs137_Denta120,G1S24,2,choose,shift,mid,983.14,374.24,gain,gain,132.3513,1.2677,1023,-47.8688,reacted
G1S24_Cs137_Denta120,G1S24,2,choose,null,high,2191.23,731.35,gain,gain,0.0,0.0,723,0.0,neutral
G1S24_Cs137_Denta120,G1S24,2,choose,shift,high,2191.23,790.1,gain,gain,134.3121,1.2865,1023,-104.3735,reacted
G1S24_Cs137_Denta120_2,G1S24,4,choose,null,low,99.06,38.86,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Cs137_Denta120_2,G1S24,4,choose,shift,low,99.06,53.24,gain,affine,17.6545,3.0453,1023,-12.7693,reacted
G1S24_Cs137_Denta120_2,G1S24,4,choose,null,mid,719.7,247.98,gain,gain,0.0,0.0,722,-0.0,neutral
G1S24_Cs137_Denta120_2,G1S24,4,choose,shift,mid,719.7,285.26,gain,stored,27.6071,0.2382,1023,-7.5323,reacted
G1S24_K40_Denta120,G1S24,8,choose,null,low,119.55,44.82,poly2,poly2,0.0,0.0,639,-0.0,neutral
G1S24_K40_Denta120,G1S24,8,choose,shift,low,119.55,61.19,poly2,affine,25.0284,1.8281,1023,-12.5785,reacted
G1S24_K40_Denta120,G1S24,8,choose,null,mid,790.65,270.36,poly2,poly2,0.0,0.0,1023,-0.0,neutral
G1S24_K40_Denta120,G1S24,8,choose,shift,mid,790.65,312.14,poly2,stored,44.1266,0.359,1023,-9.5761,reacted
G1S24_K40_Denta120_2,G1S24,4,choose,null,low,119.55,43.48,poly2,poly2,0.0,0.0,0,-0.0,neutral
G1S24_K40_Denta120_2,G1S24,4,choose,shift,low,119.55,64.58,poly2,affine,30.5857,4.6679,60,-30.5804,reacted
G1S24_K40_Denta120_2,G1S24,4,choose,null,mid,790.65,269.9,poly2,poly2,0.0,0.0,1023,-0.0,neutral
G1S24_K40_Denta120_2,G1S24,4,choose,shift,mid,790.65,323.52,poly2,stored,56.9125,0.7925,1023,-10.4728,reacted
G1S24_Ra226_Denta120,G1S24,11,choose,null,low,23.94,11.37,affine,affine,0.0,0.0,730,-0.0,neutral
G1S24_Ra226_Denta120,G1S24,11,choose,shift,low,23.94,16.96,affine,stored,7.5962,1.2914,1023,-4.52,reacted
G1S24_Ra226_Denta120,G1S24,11,choose,null,mid,290.23,103.89,affine,affine,0.0,0.0,730,0.0,neutral
G1S24_Ra226_Denta120,G1S24,11,choose,shift,mid,290.23,122.93,affine,stored,7.5962,1.2914,1023,-3.2749,reacted
G1S24_Ra226_Denta120,G1S24,11,choose,null,high,2638.46,890.4,affine,affine,0.0,0.0,745,0.0,neutral
G1S24_Ra226_Denta120,G1S24,11,choose,shift,high,2638.46,948.04,affine,stored,7.5962,1.2914,1023,6.7335,reacted
G1S24_Ra226_Denta120_2,G1S24,11,choose,null,low,93.11,35.77,affine,affine,0.0,0.0,736,-0.0,neutral
G1S24_Ra226_Denta120_2,G1S24,11,choose,shift,low,93.11,46.81,affine,stored,5.303,1.1249,1023,-3.7227,reacted
G1S24_Ra226_Denta120_2,G1S24,11,choose,null,mid,697.75,242.17,affine,affine,0.0,0.0,770,0.0,neutral
