spectrum,det,part,matrix_applied,component,energy_kev,lines,intensity_pct,expected,measured,sigma,z,ratio,purity,decision,obligatory
G1S24_Cs137_P25,G1S24,known,1,Cs-137,32.94,4,7.0080,56170.3,55430.8,248.9,-2.97,0.9868,1.000,102.1,1
G1S24_Cs137_P25,G1S24,known,1,Cs-137,661.66,1,85.1000,311512.7,318865.1,572.0,12.85,1.0236,1.000,116.1,1
G1S24_Na22_P25,G1S24,known,1,Na-22,1274.54,1,99.9400,288611.2,291361.1,544.9,5.05,1.0095,1.000,107.5,1
G1S24_Th228_P25,G1S24,known,1,Th-228,39.86,1,1.0600,31403.0,26380.0,264.6,-18.98,0.8400,0.000,308.5,0
G1S24_Th228_P25,G1S24,known,1,Th-228,78.86,16,38.4416,255737.1,268160.5,623.2,19.94,1.0486,0.028,477.2,1
G1S24_Th228_P25,G1S24,known,1,Th-228,95.52,2,0.0976,186938.2,192146.9,583.8,8.92,1.0279,0.040,526.1,1
G1S24_Th228_P25,G1S24,known,1,Th-228,115.18,1,0.5964,33394.8,31989.8,431.4,-3.26,0.9579,0.022,540.2,1
G1S24_Th228_P25,G1S24,known,1,Th-228,131.61,1,0.1271,26265.6,31056.6,440.0,10.89,1.1824,0.037,561.8,1
G1S24_Th228_P25,G1S24,known,1,Th-228,166.41,1,0.1009,27060.1,28878.0,449.1,4.05,1.0672,0.032,596.4,1
G1S24_Th228_P25,G1S24,known,1,Th-228,215.26,2,0.2660,186416.6,177849.9,559.0,-15.33,0.9540,0.009,522.3,1
G1S24_Th228_P25,G1S24,known,1,Th-228,238.83,2,47.7000,319182.3,316088.6,653.0,-4.74,0.9903,0.004,463.5,1
G1S24_Th228_P25,G1S24,known,1,Th-228,290.45,3,6.0096,62338.1,63258.5,371.2,2.48,1.0148,0.000,375.6,0
G1S24_Th228_P25,G1S24,known,1,Th-228,328.03,1,0.1250,39333.1,41307.9,324.0,6.09,1.0502,0.000,343.0,0
G1S24_Th228_P25,G1S24,known,1,Th-228,452.98,1,0.3630,19222.1,18262.0,233.0,-4.12,0.9501,0.000,263.3,0
G1S24_Th228_P25,G1S24,known,1,Th-228,511.31,2,8.2364,46530.2,49416.7,285.0,10.13,1.0620,0.000,244.7,0
G1S24_Th228_P25,G1S24,known,1,Th-228,583.19,1,30.5490,104614.6,102020.2,359.9,-7.21,0.9752,0.000,217.9,0
G1S24_Th228_P25,G1S24,known,1,Th-228,730.48,2,7.3133,23973.5,23873.5,196.7,-0.51,0.9958,0.000,154.0,0
G1S24_Th228_P25,G1S24,known,1,Th-228,785.40,2,1.1039,19395.9,19094.7,181.7,-1.66,0.9845,0.000,146.8,0
G1S24_Th228_P25,G1S24,known,1,Th-228,863.11,2,4.8705,15656.7,15377.8,167.5,-1.66,0.9822,0.000,138.3,0
G1S24_Th228_P25,G1S24,known,1,Th-228,952.12,1,0.1700,6484.8,6672.4,138.2,1.36,1.0289,0.000,136.0,0
G1S24_Th228_P25,G1S24,known,1,Th-228,1078.62,1,0.5640,6513.1,6213.8,128.9,-2.32,0.9541,0.000,123.4,0
G1S24_Th228_P25,G1S24,known,1,Th-228,1512.70,1,0.2900,9016.7,9385.4,139.7,2.64,1.0409,0.000,117.3,0
G1S24_Th228_P25,G1S24,known,1,Th-228,1620.50,1,1.4700,13657.9,13048.7,125.3,-4.86,0.9554,0.000,60.9,0
G1S24_Th228_P25,G1S24,known,1,Th-228,1806.00,1,0.0900,10592.1,10197.1,114.4,-3.45,0.9627,0.000,65.9,0
G1S24_Th228_P25,G1S24,known,1,Th-228,2614.51,1,35.8516,27280.1,25641.2,165.9,-9.88,0.9399,0.000,58.0,0
G1S24_Y88_P25,G1S24,known,1,Y-88,898.04,1,93.6826,80838.6,82064.3,297.1,4.13,1.0152,1.000,104.2,1
G1S24_Y88_P25,G1S24,known,1,Y-88,1836.06,1,99.2400,39857.8,39674.1,202.4,-0.91,0.9954,1.000,48.5,1
G1S24_Am241_P5,G1S24,known,1,Am-241,26.34,1,2.2700,413524.1,318531.2,605.4,-156.91,0.7703,1.000,359.4,1
G1S24_Am241_P5,G1S24,known,1,Am-241,59.54,1,35.9000,2699467.3,2928935.0,1715.7,133.74,1.0850,1.000,196.1,1
G1S24_Ba133_P5,G1S24,known,1,Ba-133,31.69,4,114.6900,2615998.6,2505293.0,1594.7,-69.42,0.9577,1.000,315.7,1
G1S24_Ba133_P5,G1S24,known,1,Ba-133,53.16,1,2.1407,267359.2,263604.0,617.6,-6.08,0.9860,1.000,560.7,1
G1S24_Ba133_P5,G1S24,known,1,Ba-133,80.89,2,35.5981,1318512.2,1527100.6,1284.2,162.43,1.1582,1.000,567.7,1
G1S24_Ba133_P5,G1S24,known,1,Ba-133,160.61,1,0.6379,151683.0,230631.4,783.3,100.78,1.5205,1.000,1012.3,1
G1S24_Ba133_P5,G1S24,known,1,Ba-133,295.42,2,25.4963,615079.0,624615.9,857.4,11.12,1.0155,1.000,538.0,1
G1S24_Ba133_P5,G1S24,known,1,Ba-133,359.52,2,70.9914,1427343.5,1562166.0,1290.2,104.49,1.0945,1.000,518.2,1
G1S24_Bi207_P5,G1S24,known,1,Bi-207,76.64,4,74.4375,4560816.9,4550884.2,2207.8,-4.50,0.9978,1.000,934.4,1
G1S24_Bi207_P5,G1S24,known,1,Bi-207,569.70,1,97.7500,2410682.0,2410538.8,1562.0,-0.09,0.9999,0.998,279.2,1
G1S24_Bi207_P5,G1S24,known,1,Bi-207,1063.66,1,74.5000,942818.2,922779.4,970.2,-20.65,0.9787,1.000,221.2,1
G1S24_Bi207_P5,G1S24,known,1,Bi-207,1460.00,1,1.6100,37852.9,23322.9,190.5,-76.26,0.6161,1.000,184.5,1
G1S24_Bi207_P5,G1S24,known,1,Bi-207,1770.23,1,6.8700,50326.6,55696.8,247.1,21.73,1.1067,1.000,119.1,1
G1S24_Cd109_P5,G1S24,known,1,Cd-109,22.63,4,102.3044,39040.2,33811.1,184.8,-28.29,0.8661,1.000,23.0,1
G1S24_Cd109_P5,G1S24,known,1,Cd-109,88.03,1,3.6440,4782.8,19821.1,151.0,99.57,4.1442,1.000,75.8,1
G1S24_Co60_P5,G1S24,known,1,Co-60,1173.23,1,99.8500,748159.2,752973.9,870.9,5.53,1.0064,1.000,118.4,1
G1S24_Co60_P5,G1S24,known,1,Co-60,1332.49,1,99.9826,595127.8,600041.7,782.4,6.28,1.0083,1.000,179.3,1
G1S24_Cs137_P5,G1S24,known,1,Cs-137,32.94,4,7.0080,430453.3,402510.3,639.0,-43.73,0.9351,1.000,122.3,1
G1S24_Cs137_P5,G1S24,known,1,Cs-137,661.66,1,85.1000,1861247.5,1893690.3,1376.6,23.57,1.0174,1.000,45.5,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,41.10,5,73.9696,11955869.3,11207218.3,3429.3,-218.31,0.9374,1.000,1221.9,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,121.78,1,28.5300,6644779.7,6577416.4,2776.1,-24.27,0.9899,1.000,1746.1,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,244.70,1,7.5500,1873902.0,1990818.7,1751.4,66.75,1.0624,1.000,1704.4,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,295.94,1,0.4400,1291142.0,1158376.2,1313.7,-101.06,0.8972,1.000,1236.3,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,345.01,2,27.4490,3999773.1,4205553.3,2108.7,97.59,1.0514,1.000,803.7,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,429.45,2,5.0640,1036864.3,1029309.7,1126.5,-6.71,0.9927,1.000,802.3,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,488.68,1,0.4140,747474.1,741460.4,979.1,-6.14,0.9920,1.000,763.6,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,574.67,2,0.9490,701652.8,696949.2,917.2,-5.13,0.9933,1.000,622.0,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,685.09,2,1.3290,723429.3,741740.4,940.4,19.47,1.0253,1.000,618.8,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,779.66,2,13.2470,1328612.8,1333419.3,1219.4,3.94,1.0036,1.000,642.3,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,872.06,2,4.6490,810023.0,768041.7,951.0,-44.14,0.9482,1.000,605.3,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,965.85,2,15.1690,1027429.2,1038892.8,1075.2,10.66,1.0112,1.000,560.7,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,1100.16,3,25.5140,1318372.8,1339213.9,1197.0,17.41,1.0158,1.000,500.9,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,1212.95,1,1.4150,319582.4,302539.7,612.9,-27.81,0.9467,1.000,442.6,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,1299.14,1,1.6330,213341.6,215321.4,525.5,3.77,1.0093,1.000,403.7,1
G1S24_Eu152_P5,G1S24,known,1,Eu-152,1409.17,2,21.3670,686999.4,691036.7,857.3,4.71,1.0059,1.000,341.3,1
G1S24_Na22_P5,G1S24,known,1,Na-22,1274.54,1,99.9400,1600042.7,1644725.5,1319.3,33.87,1.0279,1.000,508.2,1
G1S24_Th228_P5,G1S24,known,1,Th-228,39.86,1,1.0600,1036905.7,823623.0,1211.3,-176.07,0.7943,0.000,1318.7,0
G1S24_Th228_P5,G1S24,known,1,Th-228,78.86,16,38.4416,7132513.6,7197461.1,2799.0,23.20,1.0091,0.034,1310.5,1
G1S24_Th228_P5,G1S24,known,1,Th-228,95.52,2,0.0976,2108570.7,2003240.4,1658.4,-63.51,0.9500,0.047,1419.5,1
G1S24_Th228_P5,G1S24,known,1,Th-228,115.18,1,0.5964,686020.5,1075103.0,1505.7,258.40,1.5672,0.035,1793.8,1
G1S24_Th228_P5,G1S24,known,1,Th-228,131.61,1,0.1271,551775.4,859147.4,1507.5,203.89,1.5571,0.052,1953.6,1
G1S24_Th228_P5,G1S24,known,1,Th-228,166.41,1,0.1009,655741.6,512627.9,1389.7,-102.98,0.7818,0.032,1956.9,1
G1S24_Th228_P5,G1S24,known,1,Th-228,215.26,2,0.2660,6296778.0,6352563.5,2698.5,20.67,1.0089,0.007,1582.7,1
G1S24_Th228_P5,G1S24,known,1,Th-228,238.83,2,47.7000,7798484.3,7889098.1,2935.6,30.87,1.0116,0.002,1401.0,1
G1S24_Th228_P5,G1S24,known,1,Th-228,290.45,3,6.0096,1224589.4,1232732.2,1246.9,6.53,1.0066,0.000,929.4,0
G1S24_Th228_P5,G1S24,known,1,Th-228,328.03,1,0.1250,717516.1,711485.0,967.0,-6.24,0.9916,0.000,772.9,0
G1S24_Th228_P5,G1S24,known,1,Th-228,452.98,1,0.3630,437811.0,447212.8,777.3,12.09,1.0215,0.000,647.9,0
G1S24_Th228_P5,G1S24,known,1,Th-228,511.31,2,8.2364,1013081.4,1065172.0,1128.0,46.18,1.0514,0.000,745.5,0
G1S24_Th228_P5,G1S24,known,1,Th-228,583.19,1,30.5490,2179491.3,2105014.5,1509.6,-49.33,0.9658,0.000,683.1,0
G1S24_Th228_P5,G1S24,known,1,Th-228,730.48,2,7.3133,526508.2,540943.6,781.4,18.47,1.0274,0.000,430.2,0
G1S24_Th228_P5,G1S24,known,1,Th-228,785.40,2,1.1039,385501.8,390586.1,676.4,7.52,1.0132,0.000,421.3,0
G1S24_Th228_P5,G1S24,known,1,Th-228,863.11,2,4.8705,332891.8,334645.2,626.8,2.80,1.0053,0.000,393.0,0
G1S24_Th228_P5,G1S24,known,1,Th-228,952.12,1,0.1700,135636.1,136023.2,427.9,0.90,1.0029,0.000,352.5,0
G1S24_Th228_P5,G1S24,known,1,Th-228,1078.62,1,0.5640,148907.9,149402.2,420.1,1.18,1.0033,0.000,265.5,0
G1S24_Th228_P5,G1S24,known,1,Th-228,1512.70,1,0.2900,203132.4,199242.1,464.6,-8.37,0.9808,0.000,207.3,0
G1S24_Th228_P5,G1S24,known,1,Th-228,1620.50,1,1.4700,277295.3,272363.6,540.5,-9.12,0.9822,0.000,229.3,0
G1S24_Th228_P5,G1S24,known,1,Th-228,1806.00,1,0.0900,215429.0,214954.0,484.6,-0.98,0.9978,0.000,230.3,0
G1S24_Th228_P5,G1S24,known,1,Th-228,2614.51,1,35.8516,545103.6,527777.9,749.2,-23.13,0.9682,0.000,300.5,0
G1S24_Y88_P5,G1S24,known,1,Y-88,898.04,1,93.6826,674749.9,685483.4,836.1,12.84,1.0159,1.000,187.2,1
G1S24_Y88_P5,G1S24,known,1,Y-88,1836.06,1,99.2400,325400.8,328670.6,578.9,5.65,1.0100,1.000,131.1,1
G1S24_Zn65_P5,G1S24,known,1,Zn-65,1115.54,1,50.0400,7469.8,7544.0,92.1,0.81,1.0099,1.000,36.1,1
