spectrum,det,part,component,kind,detected,decay_s,dt_decay_s,mda_decay_s,degenerate,collinearity,mda_peak_counts,total_yield_pct
ASN16_Cs137,ASN16,unknown,Cs-137,single,1,6.7287E+003,2.2799E+000,4.5751E+000,0,0.0458,59984.8,93.0229
ASN16_Lu176,ASN16,known,Lu-176,single,1,9.0590E+002,1.0699E+000,2.1455E+000,0,0.4437,8813.6,242.7079
ASN16_Lu176_P0,ASN16,known,Lu-176,single,1,3.9597E+002,1.5698E+000,3.1869E+000,0,0.2169,256.6,242.7079
