call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,28,21,840,0,19,0,1.0354196853321835E-08,103.54196853321835,-550802.49112780159,-2.8413513993373474E-15,-2.744154316928777E-07,2.5153212845907547E-11,0
2,28,21,840,0,19,0,1.0354196853321835E-08,103.54196853321835,-550802.49112780159,-2.8413513993373474E-15,-2.744154316928777E-07,2.5153212845907547E-11,0
3,28,21,840,0,19,0,1.028230106270246E-08,102.8230106270246,-461624.185776773,-2.0751521243403389E-15,-2.018178724476031E-07,1.4935608305677306E-11,0
4,28,21,840,0,19,0,1.0270778565528463E-08,102.70778565528462,-455534.213930174,-2.2262135859063062E-15,-2.1675217430722214E-07,2.9956481739645824E-11,0
5,28,21,840,0,19,0,1.0354196853321835E-08,103.54196853321835,-550570.9711936902,-2.4208588940030832E-15,-2.3380460390092186E-07,1.0714984455262311E-11,0
6,28,21,840,0,19,0,1.0282274135798144E-08,102.82274135798144,-460708.39673661982,-1.7739776270938981E-15,-1.725277505408774E-07,3.929301328753354E-11,0
7,28,21,840,0,19,0,1.0270666540539039E-08,102.70666540539038,-454791.60222702532,-1.8969810675783352E-15,-1.8469892485466431E-07,3.4901859180536121E-11,0
8,30,21,900,0,19,0,1.0354196853321835E-08,103.54196853321835,-555009.48445695092,-6.9379968509291165E-16,-6.7006615280868137E-08,1.1482370609883219E-11,0
9,30,22,900,0,20,0,1.029511337697016E-08,102.9511337697016,-481514.61043829354,-6.232095302982906E-16,-6.0534498987878113E-08,6.3309357756224927E-11,0
10,30,22,900,0,20,0,1.0287743160220173E-08,102.87743160220172,-474677.24111152376,-6.29689180999293E-16,-6.1207708162284327E-08,1.1297629498585593E-11,0
11,30,21,900,0,19,0,1.0354196853321835E-08,103.54196853321835,-554983.01496135036,-7.0236933238444148E-16,-6.7834264920229632E-08,3.4205527299491223E-11,0
12,30,22,900,0,20,0,1.0300371498349246E-08,103.00371498349246,-481759.28761336277,-6.3284569544490967E-16,-6.1439113681126018E-08,2.007283228522283E-11,0
13,30,22,900,0,20,0,1.0293988152318824E-08,102.93988152318823,-474925.66895430832,-6.3914649848713674E-16,-6.2089298047536869E-08,6.943423613847699E-11,0
14,30,21,900,0,19,0,1.0354196853321835E-08,103.54196853321835,-554974.60779706924,-7.0466311494661239E-16,-6.8055796594261413E-08,3.6919800550094806E-11,0
15,30,22,900,0,20,0,1.0302229634648714E-08,103.02229634648714,-481834.62557792518,-6.3527827911624293E-16,-6.16641544253352E-08,1.3102408047416247E-11,0
16,30,22,900,0,20,0,1.0296164543774113E-08,102.96164543774113,-475007.1160298296,-6.4146327802203243E-16,-6.2301187524233244E-08,9.0381035988684744E-12,0
17,23,21,690,0,19,0,1.0354196853321835E-08,103.54196853321835,-554974.60779706924,-2.8044626007566073E-09,-0.2708527412106212,3.6919800550094806E-11,0
18,23,22,690,0,20,0,1.0302229634648714E-08,103.02229634648714,-481834.62557792518,-2.4918857951627603E-09,-0.24187830047798473,1.3102408047416247E-11,0
19,23,22,690,0,20,0,1.0296164543774113E-08,102.96164543774113,-475007.1160298296,-2.5101456493371685E-09,-0.24379424383373943,9.0381035988684744E-12,0
