ch,keV,net,fit,model,continuum_raw,Lu-176,Esc-NaI
4356,1526.780,0.000,-4.466,0.000,0.000,0.000,0.000
4357,1527.144,7.796,7.796,0.000,0.000,0.000,0.000
4358,1527.507,3.376,3.376,0.000,0.000,0.000,0.000
4359,1527.870,0.000,-3.783,0.000,0.000,0.000,0.000
4360,1528.234,3.006,3.006,0.000,0.000,0.000,0.000
4361,1528.597,2.480,2.480,0.000,0.000,0.000,0.000
4362,1528.960,2.113,2.113,0.000,0.000,0.000,0.000
4363,1529.324,0.000,-2.203,0.000,0.000,0.000,0.000
4364,1529.687,2.532,2.532,0.000,0.000,0.000,0.000
4365,1530.050,10.165,10.165,0.000,0.000,0.000,0.000
4366,1530.414,2.743,2.743,0.000,0.000,0.000,0.000
4367,1530.777,7.585,7.585,0.000,0.000,0.000,0.000
4368,1531.141,5.479,5.479,0.000,0.000,0.000,0.000
4369,1531.504,0.000,-4.098,0.000,0.000,0.000,0.000
4370,1531.867,0.000,-0.889,0.000,0.000,0.000,0.000
4371,1532.231,0.217,0.217,0.000,0.000,0.000,0.000
4372,1532.594,2.743,2.743,0.000,0.000,0.000,0.000
4373,1532.958,0.000,-1.520,0.000,0.000,0.000,0.000
4374,1533.321,6.900,6.900,0.000,0.000,0.000,0.000
4375,1533.684,0.000,-0.626,0.000,0.000,0.000,0.000
4376,1534.048,5.165,5.165,0.000,0.000,0.000,0.000
4377,1534.411,0.000,-1.204,0.000,0.000,0.000,0.000
4378,1534.775,1.585,1.585,0.000,0.000,0.000,0.000
4379,1535.138,0.000,-3.257,0.000,0.000,0.000,0.000
4380,1535.502,0.000,-3.941,0.000,0.000,0.000,0.000
4381,1535.865,1.743,1.743,0.000,0.000,0.000,0.000
4382,1536.229,0.900,0.900,0.000,0.000,0.000,0.000
4383,1536.592,0.000,-0.887,0.000,0.000,0.000,0.000
4384,1536.956,0.743,0.743,0.000,0.000,0.000,0.000
4385,1537.319,0.269,0.269,0.000,0.000,0.000,0.000
4386,1537.682,5.426,5.426,0.000,0.000,0.000,0.000
4387,1538.046,0.000,-2.574,0.000,0.000,0.000,0.000
4388,1538.409,2.848,2.848,0.000,0.000,0.000,0.000
4389,1538.773,1.532,1.532,0.000,0.000,0.000,0.000
4390,1539.136,0.322,0.322,0.000,0.000,0.000,0.000
4391,1539.500,0.000,-0.363,0.000,0.000,0.000,0.000
4392,1539.863,6.900,6.900,0.000,0.000,0.000,0.000
4393,1540.227,3.794,3.794,0.000,0.000,0.000,0.000
4394,1540.590,0.000,-4.257,0.000,0.000,0.000,0.000
4395,1540.954,0.900,0.900,0.000,0.000,0.000,0.000
4396,1541.318,0.000,-3.098,0.000,0.000,0.000,0.000
4397,1541.681,0.000,-3.624,0.000,0.000,0.000,0.000
4398,1542.045,0.000,-8.835,0.000,0.000,0.000,0.000
4399,1542.408,0.000,-6.835,0.000,0.000,0.000,0.000
4400,1542.772,3.479,3.479,0.000,0.000,0.000,0.000
4401,1543.135,0.000,-7.046,0.000,0.000,0.000,0.000
4402,1543.499,2.689,2.689,0.000,0.000,0.000,0.000
4403,1543.862,0.000,-6.097,0.000,0.000,0.000,0.000
4404,1544.226,10.848,10.848,0.000,0.000,0.000,0.000
4405,1544.589,1.952,1.952,0.000,0.000,0.000,0.000
4406,1544.953,9.005,9.005,0.000,0.000,0.000,0.000
4407,1545.317,0.000,-0.468,0.000,0.000,0.000,0.000
4408,1545.680,0.059,0.059,0.000,0.000,0.000,0.000
4409,1546.044,0.000,-2.995,0.000,0.000,0.000,0.000
4410,1546.407,0.000,-0.837,0.000,0.000,0.000,0.000
4411,1546.771,0.000,-4.520,0.000,0.000,0.000,0.000
4412,1547.135,0.000,-1.626,0.000,0.000,0.000,0.000
4413,1547.498,0.000,-6.783,0.000,0.000,0.000,0.000
4414,1547.862,0.000,-7.361,0.000,0.000,0.000,0.000
4415,1548.225,0.000,-8.309,0.000,0.000,0.000,0.000
4416,1548.589,3.479,3.479,0.000,0.000,0.000,0.000
4417,1548.953,0.000,-0.994,0.000,0.000,0.000,0.000
4418,1549.316,0.000,-1.626,0.000,0.000,0.000,0.000
4419,1549.680,9.005,9.005,0.000,0.000,0.000,0.000
4420,1550.044,0.426,0.426,0.000,0.000,0.000,0.000
4421,1550.407,1.216,1.216,0.000,0.000,0.000,0.000
4422,1550.771,0.000,-0.100,0.000,0.000,0.000,0.000
4423,1551.135,0.689,0.689,0.000,0.000,0.000,0.000
4424,1551.498,1.900,1.900,0.000,0.000,0.000,0.000
4425,1551.862,0.000,-0.363,0.000,0.000,0.000,0.000
4426,1552.226,0.000,-4.415,0.000,0.000,0.000,0.000
4427,1552.589,0.000,-6.415,0.000,0.000,0.000,0.000
4428,1552.953,2.583,2.583,0.000,0.000,0.000,0.000
4429,1553.317,0.000,-4.626,0.000,0.000,0.000,0.000
4430,1553.680,5.848,5.848,0.000,0.000,0.000,0.000
4431,1554.044,1.637,1.637,0.000,0.000,0.000,0.000
4432,1554.408,0.000,-1.048,0.000,0.000,0.000,0.000
4433,1554.771,0.000,-0.574,0.000,0.000,0.000,0.000
4434,1555.135,2.531,2.531,0.000,0.000,0.000,0.000
4435,1555.499,0.000,-3.731,0.000,0.000,0.000,0.000
4436,1555.863,0.000,-2.626,0.000,0.000,0.000,0.000
4437,1556.226,0.000,-0.941,0.000,0.000,0.000,0.000
4438,1556.590,0.000,-5.994,0.000,0.000,0.000,0.000
4439,1556.954,0.742,0.742,0.000,0.000,0.000,0.000
4440,1557.318,0.900,0.900,0.000,0.000,0.000,0.000
4441,1557.681,0.000,-4.941,0.000,0.000,0.000,0.000
4442,1558.045,1.426,1.426,0.000,0.000,0.000,0.000
4443,1558.409,0.000,-3.626,0.000,0.000,0.000,0.000
4444,1558.773,0.479,0.479,0.000,0.000,0.000,0.000
4445,1559.136,0.000,-3.152,0.000,0.000,0.000,0.000
4446,1559.500,6.846,6.846,0.000,0.000,0.000,0.000
4447,1559.864,4.057,4.057,0.000,0.000,0.000,0.000
4448,1560.228,0.000,-5.678,0.000,0.000,0.000,0.000
4449,1560.591,0.000,-1.258,0.000,0.000,0.000,0.000
4450,1560.955,2.742,2.742,0.000,0.000,0.000,0.000
4451,1561.319,0.000,-2.784,0.000,0.000,0.000,0.000
4452,1561.683,0.000,-0.889,0.000,0.000,0.000,0.000
4453,1562.047,0.000,-1.363,0.000,0.000,0.000,0.000
4454,1562.410,1.691,1.691,0.000,0.000,0.000,0.000
4455,1562.774,0.000,-9.046,0.000,0.000,0.000,0.000
4456,1563.138,0.000,-4.415,0.000,0.000,0.000,0.000
4457,1563.502,3.374,3.374,0.000,0.000,0.000,0.000
4458,1563.866,0.000,-7.941,0.000,0.000,0.000,0.000
4459,1564.230,0.000,-3.574,0.000,0.000,0.000,0.000
4460,1564.593,0.000,-2.784,0.000,0.000,0.000,0.000
4461,1564.957,0.000,-0.783,0.000,0.000,0.000,0.000
4462,1565.321,4.268,4.268,0.000,0.000,0.000,0.000
4463,1565.685,0.000,-2.889,0.000,0.000,0.000,0.000
4464,1566.049,0.059,0.059,0.000,0.000,0.000,0.000
4465,1566.413,0.000,-6.626,0.000,0.000,0.000,0.000
4466,1566.777,0.000,-5.415,0.000,0.000,0.000,0.000
4467,1567.140,0.000,-2.837,0.000,0.000,0.000,0.000
4468,1567.504,5.583,5.583,0.000,0.000,0.000,0.000
4469,1567.868,1.743,1.743,0.000,0.000,0.000,0.000
4470,1568.232,2.426,2.426,0.000,0.000,0.000,0.000
4471,1568.596,0.000,-1.574,0.000,0.000,0.000,0.000
4472,1568.960,0.000,-0.154,0.000,0.000,0.000,0.000
4473,1569.324,5.480,5.480,0.000,0.000,0.000,0.000
4474,1569.688,0.000,-2.678,0.000,0.000,0.000,0.000
4475,1570.052,4.057,4.057,0.000,0.000,0.000,0.000
4476,1570.416,3.637,3.637,0.000,0.000,0.000,0.000
4477,1570.780,1.005,1.005,0.000,0.000,0.000,0.000
4478,1571.143,0.000,-5.520,0.000,0.000,0.000,0.000
4479,1571.507,7.057,7.057,0.000,0.000,0.000,0.000
4480,1571.871,0.000,-1.048,0.000,0.000,0.000,0.000
4481,1572.235,0.000,-4.574,0.000,0.000,0.000,0.000
4482,1572.599,0.000,-0.258,0.000,0.000,0.000,0.000
4483,1572.963,0.000,-0.680,0.000,0.000,0.000,0.000
4484,1573.327,0.900,0.900,0.000,0.000,0.000,0.000
4485,1573.691,0.000,-4.100,0.000,0.000,0.000,0.000
4486,1574.055,0.000,-0.943,0.000,0.000,0.000,0.000
4487,1574.419,0.000,-4.678,0.000,0.000,0.000,0.000
4488,1574.783,0.000,-4.994,0.000,0.000,0.000,0.000
4489,1575.147,2.900,2.900,0.000,0.000,0.000,0.000
4490,1575.511,2.216,2.216,0.000,0.000,0.000,0.000
4491,1575.875,0.000,-4.363,0.000,0.000,0.000,0.000
4492,1576.239,0.000,-12.257,0.000,0.000,0.000,0.000
4493,1576.603,1.216,1.216,0.000,0.000,0.000,0.000
4494,1576.967,8.268,8.268,0.000,0.000,0.000,0.000
4495,1577.331,0.000,-2.152,0.000,0.000,0.000,0.000
4496,1577.695,6.005,6.005,0.000,0.000,0.000,0.000
4497,1578.059,0.000,-8.100,0.000,0.000,0.000,0.000
4498,1578.423,0.000,-9.204,0.000,0.000,0.000,0.000
4499,1578.787,2.479,2.479,0.000,0.000,0.000,0.000
4500,1579.151,0.000,-1.784,0.000,0.000,0.000,0.000
4501,1579.515,3.689,3.689,0.000,0.000,0.000,0.000
4502,1579.879,1.689,1.689,0.000,0.000,0.000,0.000
4503,1580.243,0.426,0.426,0.000,0.000,0.000,0.000
4504,1580.607,1.952,1.952,0.000,0.000,0.000,0.000
4505,1580.971,0.000,-0.626,0.000,0.000,0.000,0.000
4506,1581.335,0.000,-2.835,0.000,0.000,0.000,0.000
4507,1581.700,0.000,-0.048,0.000,0.000,0.000,0.000
4508,1582.064,3.268,3.268,0.000,0.000,0.000,0.000
4509,1582.428,0.000,-7.520,0.000,0.000,0.000,0.000
4510,1582.792,4.163,4.163,0.000,0.000,0.000,0.000
4511,1583.156,5.216,5.216,0.000,0.000,0.000,0.000
4512,1583.520,3.374,3.374,0.000,0.000,0.000,0.000
4513,1583.884,4.900,4.900,0.000,0.000,0.000,0.000
4514,1584.248,0.000,-0.311,0.000,0.000,0.000,0.000
4515,1584.612,0.000,-0.101,0.000,0.000,0.000,0.000
4516,1584.976,6.216,6.216,0.000,0.000,0.000,0.000
4517,1585.341,0.000,-0.521,0.000,0.000,0.000,0.000
4518,1585.705,0.585,0.585,0.000,0.000,0.000,0.000
4519,1586.069,0.000,-1.626,0.000,0.000,0.000,0.000
4520,1586.433,0.000,-2.311,0.000,0.000,0.000,0.000
4521,1586.797,0.000,-0.048,0.000,0.000,0.000,0.000
4522,1587.161,2.374,2.374,0.000,0.000,0.000,0.000
4523,1587.525,1.743,1.743,0.000,0.000,0.000,0.000
4524,1587.889,0.000,-0.784,0.000,0.000,0.000,0.000
4525,1588.254,0.000,-3.363,0.000,0.000,0.000,0.000
4526,1588.618,1.689,1.689,0.000,0.000,0.000,0.000
4527,1588.982,0.000,-5.468,0.000,0.000,0.000,0.000
4528,1589.346,0.000,-5.363,0.000,0.000,0.000,0.000
4529,1589.710,1.216,1.216,0.000,0.000,0.000,0.000
4530,1590.075,1.374,1.374,0.000,0.000,0.000,0.000
4531,1590.439,0.000,-9.100,0.000,0.000,0.000,0.000
4532,1590.803,0.585,0.585,0.000,0.000,0.000,0.000
4533,1591.167,0.000,-8.098,0.000,0.000,0.000,0.000
4534,1591.531,7.426,7.426,0.000,0.000,0.000,0.000
4535,1591.896,2.216,2.216,0.000,0.000,0.000,0.000
4536,1592.260,0.000,-3.732,0.000,0.000,0.000,0.000
4537,1592.624,0.637,0.637,0.000,0.000,0.000,0.000
4538,1592.988,0.000,-1.363,0.000,0.000,0.000,0.000
4539,1593.352,0.000,-3.311,0.000,0.000,0.000,0.000
4540,1593.717,1.005,1.005,0.000,0.000,0.000,0.000
4541,1594.081,3.846,3.846,0.000,0.000,0.000,0.000
4542,1594.445,0.637,0.637,0.000,0.000,0.000,0.000
4543,1594.809,1.268,1.268,0.000,0.000,0.000,0.000
4544,1595.174,2.322,2.322,0.000,0.000,0.000,0.000
4545,1595.538,0.000,-0.784,0.000,0.000,0.000,0.000
4546,1595.902,8.320,8.320,0.000,0.000,0.000,0.000
4547,1596.266,0.000,-1.626,0.000,0.000,0.000,0.000
4548,1596.631,1.952,1.952,0.000,0.000,0.000,0.000
4549,1596.995,3.268,3.268,0.000,0.000,0.000,0.000
4550,1597.359,1.689,1.689,0.000,0.000,0.000,0.000
4551,1597.724,3.425,3.425,0.000,0.000,0.000,0.000
4552,1598.088,8.531,8.531,0.000,0.000,0.000,0.000
4553,1598.452,0.000,-1.837,0.000,0.000,0.000,0.000
4554,1598.816,0.000,-3.311,0.000,0.000,0.000,0.000
4555,1599.181,0.000,-4.574,0.000,0.000,0.000,0.000
4556,1599.545,0.000,-5.995,0.000,0.000,0.000,0.000
4557,1599.909,0.000,-1.206,0.000,0.000,0.000,0.000
4558,1600.274,0.000,-2.100,0.000,0.000,0.000,0.000
4559,1600.638,0.000,-8.520,0.000,0.000,0.000,0.000
4560,1601.002,4.216,4.216,0.000,0.000,0.000,0.000
4561,1601.367,0.000,-5.891,0.000,0.000,0.000,0.000
4562,1601.731,0.000,-4.678,0.000,0.000,0.000,0.000
4563,1602.095,0.005,0.005,0.000,0.000,0.000,0.000
4564,1602.460,10.216,10.216,0.000,0.000,0.000,0.000
4565,1602.824,1.111,1.111,0.000,0.000,0.000,0.000
4566,1603.188,0.000,-1.995,0.000,0.000,0.000,0.000
4567,1603.553,0.000,-1.311,0.000,0.000,0.000,0.000
4568,1603.917,0.000,-4.100,0.000,0.000,0.000,0.000
4569,1604.282,0.000,-1.995,0.000,0.000,0.000,0.000
4570,1604.646,0.000,-3.784,0.000,0.000,0.000,0.000
4571,1605.010,0.000,-2.889,0.000,0.000,0.000,0.000
4572,1605.375,0.000,-2.784,0.000,0.000,0.000,0.000
4573,1605.739,0.000,-8.889,0.000,0.000,0.000,0.000
4574,1606.103,4.057,4.057,0.000,0.000,0.000,0.000
4575,1606.468,0.000,-6.363,0.000,0.000,0.000,0.000
4576,1606.832,7.900,7.900,0.000,0.000,0.000,0.000
4577,1607.197,1.059,1.059,0.000,0.000,0.000,0.000
4578,1607.561,0.000,-1.784,0.000,0.000,0.000,0.000
4579,1607.926,0.000,-8.783,0.000,0.000,0.000,0.000
4580,1608.290,0.743,0.743,0.000,0.000,0.000,0.000
4581,1608.654,1.426,1.426,0.000,0.000,0.000,0.000
4582,1609.019,0.000,-0.784,0.000,0.000,0.000,0.000
4583,1609.383,1.899,1.899,0.000,0.000,0.000,0.000
4584,1609.748,0.005,0.005,0.000,0.000,0.000,0.000
4585,1610.112,4.372,4.372,0.000,0.000,0.000,0.000
4586,1610.477,1.583,1.583,0.000,0.000,0.000,0.000
4587,1610.841,3.900,3.900,0.000,0.000,0.000,0.000
4588,1611.206,4.216,4.216,0.000,0.000,0.000,0.000
4589,1611.570,0.000,-2.784,0.000,0.000,0.000,0.000
4590,1611.935,7.952,7.952,0.000,0.000,0.000,0.000
4591,1612.299,0.000,-1.101,0.000,0.000,0.000,0.000
4592,1612.664,0.000,-4.837,0.000,0.000,0.000,0.000
4593,1613.028,0.000,-3.574,0.000,0.000,0.000,0.000
4594,1613.393,0.000,-0.100,0.000,0.000,0.000,0.000
4595,1613.757,0.000,-8.468,0.000,0.000,0.000,0.000
4596,1614.122,0.000,-6.626,0.000,0.000,0.000,0.000
4597,1614.486,0.900,0.900,0.000,0.000,0.000,0.000
4598,1614.851,1.374,1.374,0.000,0.000,0.000,0.000
4599,1615.215,1.637,1.637,0.000,0.000,0.000,0.000
4600,1615.580,5.846,5.846,0.000,0.000,0.000,0.000
4601,1615.944,1.216,1.216,0.000,0.000,0.000,0.000
4602,1616.309,0.000,-4.520,0.000,0.000,0.000,0.000
4603,1616.673,3.005,3.005,0.000,0.000,0.000,0.000
4604,1617.038,17.216,17.216,0.000,0.000,0.000,0.000
4605,1617.402,3.005,3.005,0.000,0.000,0.000,0.000
4606,1617.767,0.000,-0.100,0.000,0.000,0.000,0.000
4607,1618.131,4.479,4.479,0.000,0.000,0.000,0.000
4608,1618.496,0.000,-3.363,0.000,0.000,0.000,0.000
4609,1618.861,0.000,-6.995,0.000,0.000,0.000,0.000
4610,1619.225,0.000,-1.626,0.000,0.000,0.000,0.000
4611,1619.590,0.000,-1.732,0.000,0.000,0.000,0.000
4612,1619.954,0.000,-1.048,0.000,0.000,0.000,0.000
4613,1620.319,1.635,1.635,0.000,0.000,0.000,0.000
4614,1620.684,1.320,1.320,0.000,0.000,0.000,0.000
4615,1621.048,0.000,-0.574,0.000,0.000,0.000,0.000
4616,1621.413,0.000,-4.468,0.000,0.000,0.000,0.000
4617,1621.777,2.322,2.322,0.000,0.000,0.000,0.000
4618,1622.142,0.000,-0.995,0.000,0.000,0.000,0.000
4619,1622.507,0.000,-5.154,0.000,0.000,0.000,0.000
4620,1622.871,0.000,-0.100,0.000,0.000,0.000,0.000
4621,1623.236,0.000,-4.626,0.000,0.000,0.000,0.000
4622,1623.600,0.000,-4.837,0.000,0.000,0.000,0.000
4623,1623.965,1.583,1.583,0.000,0.000,0.000,0.000
4624,1624.330,5.268,5.268,0.000,0.000,0.000,0.000
4625,1624.694,1.163,1.163,0.000,0.000,0.000,0.000
4626,1625.059,1.269,1.269,0.000,0.000,0.000,0.000
4627,1625.424,0.000,-0.995,0.000,0.000,0.000,0.000
4628,1625.788,4.689,4.689,0.000,0.000,0.000,0.000
4629,1626.153,16.846,16.846,0.000,0.000,0.000,0.000
4630,1626.518,6.162,6.162,0.000,0.000,0.000,0.000
4631,1626.882,2.531,2.531,0.000,0.000,0.000,0.000
4632,1627.247,0.000,-6.258,0.000,0.000,0.000,0.000
4633,1627.612,7.217,7.217,0.000,0.000,0.000,0.000
4634,1627.976,7.583,7.583,0.000,0.000,0.000,0.000
4635,1628.341,7.794,7.794,0.000,0.000,0.000,0.000
4636,1628.706,6.635,6.635,0.000,0.000,0.000,0.000
4637,1629.071,2.689,2.689,0.000,0.000,0.000,0.000
4638,1629.435,6.162,6.162,0.000,0.000,0.000,0.000
4639,1629.800,1.479,1.479,0.000,0.000,0.000,0.000
4640,1630.165,9.635,9.635,0.000,0.000,0.000,0.000
4641,1630.529,0.000,-2.731,0.000,0.000,0.000,0.000
4642,1630.894,4.268,4.268,0.000,0.000,0.000,0.000
4643,1631.259,0.000,-4.100,0.000,0.000,0.000,0.000
4644,1631.624,0.000,-2.574,0.000,0.000,0.000,0.000
4645,1631.988,0.000,-1.626,0.000,0.000,0.000,0.000
4646,1632.353,0.000,-7.680,0.000,0.000,0.000,0.000
4647,1632.718,3.479,3.479,0.000,0.000,0.000,0.000
4648,1633.083,0.426,0.426,0.000,0.000,0.000,0.000
4649,1633.447,4.479,4.479,0.000,0.000,0.000,0.000
4650,1633.812,0.000,-5.784,0.000,0.000,0.000,0.000
4651,1634.177,2.952,2.952,0.000,0.000,0.000,0.000
4652,1634.542,3.111,3.111,0.000,0.000,0.000,0.000
4653,1634.907,3.637,3.637,0.000,0.000,0.000,0.000
4654,1635.271,2.846,2.846,0.000,0.000,0.000,0.000
4655,1635.636,5.635,5.635,0.000,0.000,0.000,0.000
4656,1636.001,0.000,-1.048,0.000,0.000,0.000,0.000
4657,1636.366,0.000,-2.048,0.000,0.000,0.000,0.000
4658,1636.731,6.057,6.057,0.000,0.000,0.000,0.000
4659,1637.095,0.000,-4.521,0.000,0.000,0.000,0.000
4660,1637.460,0.000,-0.995,0.000,0.000,0.000,0.000
4661,1637.825,14.899,14.899,0.000,0.000,0.000,0.000
4662,1638.190,0.000,-2.891,0.000,0.000,0.000,0.000
4663,1638.555,5.583,5.583,0.000,0.000,0.000,0.000
4664,1638.920,0.000,-4.311,0.000,0.000,0.000,0.000
4665,1639.284,5.531,5.531,0.000,0.000,0.000,0.000
4666,1639.649,4.374,4.374,0.000,0.000,0.000,0.000
4667,1640.014,0.000,-0.575,0.000,0.000,0.000,0.000
4668,1640.379,1.637,1.637,0.000,0.000,0.000,0.000
4669,1640.744,3.162,3.162,0.000,0.000,0.000,0.000
4670,1641.109,0.000,-1.995,0.000,0.000,0.000,0.000
4671,1641.474,0.794,0.794,0.000,0.000,0.000,0.000
4672,1641.838,0.000,-2.469,0.000,0.000,0.000,0.000
4673,1642.203,0.000,-1.574,0.000,0.000,0.000,0.000
4674,1642.568,0.374,0.374,0.000,0.000,0.000,0.000
4675,1642.933,0.000,-0.100,0.000,0.000,0.000,0.000
4676,1643.298,0.000,-0.732,0.000,0.000,0.000,0.000
4677,1643.663,4.479,4.479,0.000,0.000,0.000,0.000
4678,1644.028,0.000,-1.258,0.000,0.000,0.000,0.000
4679,1644.393,0.000,-1.784,0.000,0.000,0.000,0.000
4680,1644.758,0.000,-5.574,0.000,0.000,0.000,0.000
4681,1645.123,0.000,-1.311,0.000,0.000,0.000,0.000
4682,1645.488,1.846,1.846,0.000,0.000,0.000,0.000
4683,1645.852,2.637,2.637,0.000,0.000,0.000,0.000
4684,1646.217,1.268,1.268,0.000,0.000,0.000,0.000
4685,1646.582,0.000,-6.680,0.000,0.000,0.000,0.000
4686,1646.947,6.372,6.372,0.000,0.000,0.000,0.000
4687,1647.312,0.000,-2.784,0.000,0.000,0.000,0.000
4688,1647.677,0.000,-2.048,0.000,0.000,0.000,0.000
4689,1648.042,0.000,-0.575,0.000,0.000,0.000,0.000
4690,1648.407,0.000,-3.311,0.000,0.000,0.000,0.000
4691,1648.772,1.900,1.900,0.000,0.000,0.000,0.000
4692,1649.137,0.531,0.531,0.000,0.000,0.000,0.000
4693,1649.502,0.000,-2.889,0.000,0.000,0.000,0.000
4694,1649.867,4.320,4.320,0.000,0.000,0.000,0.000
4695,1650.232,0.000,-8.837,0.000,0.000,0.000,0.000
4696,1650.597,0.000,-0.258,0.000,0.000,0.000,0.000
4697,1650.962,0.000,-2.363,0.000,0.000,0.000,0.000
4698,1651.327,0.000,-1.995,0.000,0.000,0.000,0.000
4699,1651.692,0.583,0.583,0.000,0.000,0.000,0.000
4700,1652.057,0.846,0.846,0.000,0.000,0.000,0.000
4701,1652.422,5.689,5.689,0.000,0.000,0.000,0.000
4702,1652.787,0.000,-3.680,0.000,0.000,0.000,0.000
4703,1653.152,5.635,5.635,0.000,0.000,0.000,0.000
4704,1653.517,0.000,-5.784,0.000,0.000,0.000,0.000
4705,1653.882,4.583,4.583,0.000,0.000,0.000,0.000
4706,1654.247,5.689,5.689,0.000,0.000,0.000,0.000
4707,1654.612,5.794,5.794,0.000,0.000,0.000,0.000
4708,1654.977,1.320,1.320,0.000,0.000,0.000,0.000
4709,1655.343,2.952,2.952,0.000,0.000,0.000,0.000
4710,1655.708,0.000,-0.152,0.000,0.000,0.000,0.000
4711,1656.073,0.000,-1.837,0.000,0.000,0.000,0.000
4712,1656.438,0.000,-7.363,0.000,0.000,0.000,0.000
4713,1656.803,3.531,3.531,0.000,0.000,0.000,0.000
4714,1657.168,2.531,2.531,0.000,0.000,0.000,0.000
4715,1657.533,0.000,-7.732,0.000,0.000,0.000,0.000
4716,1657.898,0.000,-5.258,0.000,0.000,0.000,0.000
4717,1658.263,9.689,9.689,0.000,0.000,0.000,0.000
4718,1658.628,8.162,8.162,0.000,0.000,0.000,0.000
4719,1658.993,2.794,2.794,0.000,0.000,0.000,0.000
4720,1659.359,0.000,-2.628,0.000,0.000,0.000,0.000
4721,1659.724,0.216,0.216,0.000,0.000,0.000,0.000
4722,1660.089,0.000,-1.891,0.000,0.000,0.000,0.000
4723,1660.454,2.794,2.794,0.000,0.000,0.000,0.000
4724,1660.819,0.109,0.109,0.000,0.000,0.000,0.000
4725,1661.184,9.268,9.268,0.000,0.000,0.000,0.000
4726,1661.549,0.109,0.109,0.000,0.000,0.000,0.000
4727,1661.914,0.000,-0.995,0.000,0.000,0.000,0.000
4728,1662.280,1.214,1.214,0.000,0.000,0.000,0.000
4729,1662.645,2.268,2.268,0.000,0.000,0.000,0.000
4730,1663.010,0.000,-2.574,0.000,0.000,0.000,0.000
4731,1663.375,4.583,4.583,0.000,0.000,0.000,0.000
4732,1663.740,3.583,3.583,0.000,0.000,0.000,0.000
4733,1664.105,2.216,2.216,0.000,0.000,0.000,0.000
4734,1664.471,1.268,1.268,0.000,0.000,0.000,0.000
4735,1664.836,3.635,3.635,0.000,0.000,0.000,0.000
4736,1665.201,0.689,0.689,0.000,0.000,0.000,0.000
4737,1665.566,0.952,0.952,0.000,0.000,0.000,0.000
4738,1665.931,9.005,9.005,0.000,0.000,0.000,0.000
4739,1666.297,0.000,-4.468,0.000,0.000,0.000,0.000
4740,1666.662,3.425,3.425,0.000,0.000,0.000,0.000
4741,1667.027,0.479,0.479,0.000,0.000,0.000,0.000
4742,1667.392,0.000,-3.784,0.000,0.000,0.000,0.000
4743,1667.758,0.000,-1.258,0.000,0.000,0.000,0.000
4744,1668.123,9.057,9.057,0.000,0.000,0.000,0.000
4745,1668.488,0.000,-2.574,0.000,0.000,0.000,0.000
4746,1668.853,5.583,5.583,0.000,0.000,0.000,0.000
4747,1669.219,0.000,-4.889,0.000,0.000,0.000,0.000
4748,1669.584,6.531,6.531,0.000,0.000,0.000,0.000
4749,1669.949,0.000,-4.837,0.000,0.000,0.000,0.000
4750,1670.314,6.583,6.583,0.000,0.000,0.000,0.000
4751,1670.680,0.637,0.637,0.000,0.000,0.000,0.000
4752,1671.045,0.000,-5.363,0.000,0.000,0.000,0.000
4753,1671.410,7.583,7.583,0.000,0.000,0.000,0.000
4754,1671.775,0.000,-6.784,0.000,0.000,0.000,0.000
4755,1672.141,0.000,-2.784,0.000,0.000,0.000,0.000
4756,1672.506,1.479,1.479,0.000,0.000,0.000,0.000
4757,1672.871,0.000,-2.837,0.000,0.000,0.000,0.000
4758,1673.237,3.005,3.005,0.000,0.000,0.000,0.000
4759,1673.602,0.000,-5.363,0.000,0.000,0.000,0.000
4760,1673.967,0.005,0.005,0.000,0.000,0.000,0.000
4761,1674.333,0.000,-6.154,0.000,0.000,0.000,0.000
4762,1674.698,3.794,3.794,0.000,0.000,0.000,0.000
4763,1675.063,0.000,-1.784,0.000,0.000,0.000,0.000
4764,1675.428,6.057,6.057,0.000,0.000,0.000,0.000
4765,1675.794,3.057,3.057,0.000,0.000,0.000,0.000
4766,1676.159,0.000,-0.521,0.000,0.000,0.000,0.000
4767,1676.525,1.531,1.531,0.000,0.000,0.000,0.000
4768,1676.890,0.000,-0.100,0.000,0.000,0.000,0.000
4769,1677.255,0.000,-0.574,0.000,0.000,0.000,0.000
4770,1677.621,0.000,-4.469,0.000,0.000,0.000,0.000
4771,1677.986,0.000,-5.784,0.000,0.000,0.000,0.000
4772,1678.351,2.320,2.320,0.000,0.000,0.000,0.000
4773,1678.717,0.000,-0.837,0.000,0.000,0.000,0.000
4774,1679.082,4.322,4.322,0.000,0.000,0.000,0.000
4775,1679.447,1.742,1.742,0.000,0.000,0.000,0.000
4776,1679.813,0.000,-1.469,0.000,0.000,0.000,0.000
4777,1680.178,4.742,4.742,0.000,0.000,0.000,0.000
4778,1680.544,4.479,4.479,0.000,0.000,0.000,0.000
4779,1680.909,6.320,6.320,0.000,0.000,0.000,0.000
4780,1681.274,0.000,-0.048,0.000,0.000,0.000,0.000
4781,1681.640,0.000,-6.152,0.000,0.000,0.000,0.000
4782,1682.005,6.689,6.689,0.000,0.000,0.000,0.000
4783,1682.371,1.637,1.637,0.000,0.000,0.000,0.000
4784,1682.736,0.000,-3.417,0.000,0.000,0.000,0.000
