coal_t20m_A_noeq       код 0       2 с  chi2/ndf 1.001, невязка модели 8.1 %, суммирование да
coal_e29_A_noeq        код 0      70 с  chi2/ndf 1.385, невязка модели 14.8 %, суммирование да
coal_e30_A_noeq        код 0      72 с  chi2/ndf 1.322, невязка модели 15.0 %, суммирование да
coal_t20m_B_noeq       код 0      74 с  chi2/ndf 0.999, невязка модели 8.1 %, суммирование да
coal_t2h_B_noeq        код 0      76 с  chi2/ndf 1.205, невязка модели 11.9 %, суммирование да
coal_t3h_B_noeq        код 0      78 с  chi2/ndf 1.081, невязка модели 10.0 %, суммирование да
coal_e01_B_noeq        код 0      80 с  chi2/ndf 1.437, невязка модели 10.9 %, суммирование да
coal_e02_B_noeq        код 0      83 с  chi2/ndf 1.397, невязка модели 10.8 %, суммирование да
coal_e03_B_noeq        код 0      85 с  chi2/ndf 1.525, невязка модели 11.5 %, суммирование да
coal_e04_B_noeq        код 0      87 с  chi2/ndf 1.501, невязка модели 12.5 %, суммирование да
coal_e05_B_noeq        код 0      89 с  chi2/ndf 1.389, невязка модели 12.1 %, суммирование да
coal_e06_B_noeq        код 0      91 с  chi2/ndf 1.434, невязка модели 11.5 %, суммирование да
coal_e07_B_noeq        код 0      94 с  chi2/ndf 1.413, невязка модели 12.1 %, суммирование да
coal_e08_B_noeq        код 0      96 с  chi2/ndf 1.410, невязка модели 11.8 %, суммирование да
coal_e09_B_noeq        код 0      98 с  chi2/ndf 1.340, невязка модели 11.8 %, суммирование да
coal_e10_B_noeq        код 0     100 с  chi2/ndf 1.435, невязка модели 12.3 %, суммирование да
coal_e11_B_noeq        код 0     102 с  chi2/ndf 1.384, невязка модели 11.8 %, суммирование да
coal_e12_B_noeq        код 0     104 с  chi2/ndf 1.298, невязка модели 11.9 %, суммирование да
coal_e13_B_noeq        код 0     107 с  chi2/ndf 1.341, невязка модели 12.4 %, суммирование да
coal_e14_B_noeq        код 0     109 с  chi2/ndf 1.412, невязка модели 13.1 %, суммирование да
coal_e15_B_noeq        код 0     111 с  chi2/ndf 1.387, невязка модели 12.6 %, суммирование да
coal_e16_B_noeq        код 0     113 с  chi2/ndf 1.321, невязка модели 13.5 %, суммирование да
coal_e17_B_noeq        код 0     115 с  chi2/ndf 1.302, невязка модели 13.3 %, суммирование да
coal_e18_B_noeq        код 0     118 с  chi2/ndf 1.312, невязка модели 12.5 %, суммирование да
coal_e19_B_noeq        код 0     120 с  chi2/ndf 1.352, невязка модели 13.6 %, суммирование да
coal_e20_B_noeq        код 0     122 с  chi2/ndf 1.302, невязка модели 11.7 %, суммирование да
coal_e21_B_noeq        код 0     124 с  chi2/ndf 1.276, невязка модели 13.9 %, суммирование да
coal_e22_B_noeq        код 0     126 с  chi2/ndf 1.336, невязка модели 14.1 %, суммирование да
coal_e23_B_noeq        код 0     128 с  chi2/ndf 1.386, невязка модели 13.7 %, суммирование да
coal_e24_B_noeq        код 0     131 с  chi2/ndf 1.316, невязка модели 13.9 %, суммирование да
coal_e25_B_noeq        код 0     133 с  chi2/ndf 1.270, невязка модели 13.4 %, суммирование да
coal_e26_B_noeq        код 0     135 с  chi2/ndf 1.338, невязка модели 14.7 %, суммирование да
coal_e27_B_noeq        код 0     137 с  chi2/ndf 1.340, невязка модели 14.3 %, суммирование да
coal_e28_B_noeq        код 0     139 с  chi2/ndf 1.267, невязка модели 15.3 %, суммирование да
coal_e29_B_noeq        код 0     142 с  chi2/ndf 1.382, невязка модели 14.8 %, суммирование да
coal_e30_B_noeq        код 0     144 с  chi2/ndf 1.321, невязка модели 15.0 %, суммирование да
coal_t20m_A_eq         код 0     146 с  chi2/ndf 1.122, невязка модели 13.9 %, суммирование да
coal_t2h_A_eq          код 0     149 с  chi2/ndf 1.498, невязка модели 17.9 %, суммирование да
coal_t3h_A_eq          код 0     152 с  chi2/ndf 1.387, невязка модели 17.0 %, суммирование да
coal_e01_A_eq          код 0     154 с  chi2/ndf 2.046, невязка модели 16.6 %, суммирование да
coal_t20m_A_bg2        код 0     157 с  chi2/ndf 0.958, невязка модели 5.4 %, суммирование да
coal_e01_A_bg2         код 0     159 с  chi2/ndf 1.402, невязка модели 7.9 %, суммирование да
coal_e30_A_bg2         код 0     161 с  chi2/ndf 1.256, невязка модели 9.2 %, суммирование да
коды: coal_t20m_A_noeq=0 coal_t2h_A_noeq=0 coal_t3h_A_noeq=0 coal_e01_A_noeq=0 coal_e02_A_noeq=0 coal_e03_A_noeq=0 coal_e04_A_noeq=0 coal_e05_A_noeq=0 coal_e06_A_noeq=0 coal_e07_A_noeq=0 coal_e08_A_noeq=0 coal_e09_A_noeq=0 coal_e10_A_noeq=0 coal_e11_A_noeq=0 coal_e12_A_noeq=0 coal_e13_A_noeq=0 coal_e14_A_noeq=0 coal_e15_A_noeq=0 coal_e16_A_noeq=0 coal_e17_A_noeq=0 coal_e18_A_noeq=0 coal_e19_A_noeq=0 coal_e20_A_noeq=0 coal_e21_A_noeq=0 coal_e22_A_noeq=0 coal_e23_A_noeq=0 coal_e24_A_noeq=0 coal_e25_A_noeq=0 coal_e26_A_noeq=0 coal_e27_A_noeq=0 coal_e28_A_noeq=0 coal_e29_A_noeq=0 coal_e30_A_noeq=0 coal_t20m_B_noeq=0 coal_t2h_B_noeq=0 coal_t3h_B_noeq=0 coal_e01_B_noeq=0 coal_e02_B_noeq=0 coal_e03_B_noeq=0 coal_e04_B_noeq=0 coal_e05_B_noeq=0 coal_e06_B_noeq=0 coal_e07_B_noeq=0 coal_e08_B_noeq=0 coal_e09_B_noeq=0 coal_e10_B_noeq=0 coal_e11_B_noeq=0 coal_e12_B_noeq=0 coal_e13_B_noeq=0 coal_e14_B_noeq=0 coal_e15_B_noeq=0 coal_e16_B_noeq=0 coal_e17_B_noeq=0 coal_e18_B_noeq=0 coal_e19_B_noeq=0 coal_e20_B_noeq=0 coal_e21_B_noeq=0 coal_e22_B_noeq=0 coal_e23_B_noeq=0 coal_e24_B_noeq=0 coal_e25_B_noeq=0 coal_e26_B_noeq=0 coal_e27_B_noeq=0 coal_e28_B_noeq=0 coal_e29_B_noeq=0 coal_e30_B_noeq=0 coal_t20m_A_eq=0 coal_t2h_A_eq=0 coal_t3h_A_eq=0 coal_e01_A_eq=0 coal_t20m_A_bg2=0 coal_e01_A_bg2=0 coal_e30_A_bg2=0
