ch,keV,net,fit,model,continuum_raw,Lu-176,continuum
452,157.504,736.066,736.066,763.737,384.700,763.737,0.000
453,157.871,748.367,748.367,762.203,382.605,762.203,0.000
454,158.238,772.826,772.826,760.632,380.510,760.632,0.000
455,158.605,801.171,801.171,759.025,378.415,759.025,0.000
456,158.972,813.804,813.804,757.379,376.320,757.379,0.000
457,159.339,753.458,753.458,755.694,374.226,755.694,0.000
458,159.706,795.703,795.703,753.969,372.131,753.969,0.000
459,160.073,788.370,788.370,752.203,370.036,752.203,0.000
460,160.440,783.872,783.872,750.394,367.941,750.394,0.000
461,160.807,722.424,722.424,748.540,365.846,748.540,0.000
462,161.174,745.644,745.644,746.641,363.751,746.641,0.000
463,161.541,776.056,776.056,744.695,361.656,744.695,0.000
464,161.908,702.762,702.762,742.701,359.561,742.701,0.000
465,162.275,835.243,835.243,740.657,357.466,740.657,0.000
466,162.642,766.099,766.099,738.563,355.371,738.563,0.000
467,163.009,701.578,701.578,736.418,353.276,736.418,0.000
468,163.376,775.173,775.173,734.221,351.182,734.221,0.000
469,163.743,706.122,706.122,733.597,350.710,733.597,0.000
470,164.111,747.049,747.049,732.920,350.239,732.920,0.000
471,164.478,764.621,764.621,732.193,349.768,732.193,0.000
472,164.845,771.407,771.407,731.416,349.296,731.416,0.000
473,165.212,835.753,835.753,730.591,348.825,730.591,0.000
474,165.579,741.482,741.482,729.719,348.354,729.719,0.000
475,165.946,784.199,784.199,728.805,347.883,728.805,0.000
476,166.313,718.350,718.350,727.851,347.411,727.851,0.000
477,166.680,804.390,804.390,726.863,346.940,726.863,0.000
478,167.047,832.689,832.689,725.845,346.469,725.845,0.000
479,167.414,770.944,770.944,724.804,345.997,724.804,0.000
480,167.782,666.350,666.350,723.747,345.526,723.747,0.000
481,168.149,765.809,765.809,722.683,345.055,722.683,0.000
482,168.516,731.944,731.944,721.622,344.584,721.622,0.000
483,168.883,768.086,768.086,720.574,344.112,720.574,0.000
484,169.250,785.689,785.689,719.552,343.641,719.552,0.000
485,169.617,702.656,702.656,718.570,343.170,718.570,0.000
486,169.985,750.578,750.578,717.642,342.699,717.642,0.000
487,170.352,794.298,794.298,716.786,342.227,716.786,0.000
488,170.719,780.956,780.956,716.021,341.756,716.021,0.000
489,171.086,746.216,746.216,715.366,341.285,715.366,0.000
490,171.453,742.405,742.405,714.844,340.813,714.844,0.000
491,171.821,702.933,702.933,714.479,340.342,714.479,0.000
492,172.188,783.551,783.551,714.298,339.871,714.298,0.000
493,172.555,746.983,746.983,714.330,339.400,714.330,0.000
494,172.922,774.513,774.513,714.604,338.928,714.604,0.000
495,173.290,757.093,757.093,715.155,338.457,715.155,0.000
496,173.657,702.377,702.377,716.017,337.986,716.017,0.000
497,174.024,724.634,724.634,717.231,337.514,717.231,0.000
498,174.391,747.668,747.668,718.835,337.043,718.835,0.000
499,174.759,739.671,739.671,720.875,336.572,720.875,0.000
500,175.126,698.224,698.224,723.397,336.101,723.397,0.000
501,175.493,690.371,690.371,726.449,335.629,726.449,0.000
502,175.860,790.376,790.376,730.085,335.158,730.085,0.000
503,176.228,735.217,735.217,734.360,334.687,734.360,0.000
504,176.595,788.370,788.370,739.331,334.215,739.331,0.000
505,176.962,723.565,723.565,745.060,333.744,745.060,0.000
506,177.330,771.778,771.778,751.610,333.273,751.610,0.000
507,177.697,776.859,776.859,759.049,332.802,759.049,0.000
508,178.064,726.221,726.221,767.444,332.330,767.444,0.000
509,178.432,736.209,736.209,776.867,331.859,776.867,0.000
510,178.799,731.772,731.772,787.392,331.388,787.392,0.000
511,179.166,841.274,841.274,799.095,330.916,799.095,0.000
512,179.534,812.981,812.981,812.051,330.445,812.051,0.000
513,179.901,778.138,778.138,826.340,329.974,826.340,0.000
514,180.269,839.551,839.551,842.040,329.503,842.040,0.000
515,180.636,874.834,874.834,859.229,329.031,859.229,0.000
516,181.003,872.462,872.462,877.987,328.560,877.987,0.000
517,181.371,785.892,785.892,898.392,328.089,898.392,0.000
518,181.738,897.728,897.728,920.518,327.618,920.518,0.000
519,182.106,826.177,826.177,944.440,327.146,944.440,0.000
520,182.473,825.148,825.148,970.227,326.675,970.227,0.000
521,182.841,920.625,920.625,997.947,326.204,997.947,0.000
522,183.208,940.341,940.341,1027.661,325.732,1027.661,0.000
523,183.575,993.970,993.970,1059.423,325.261,1059.423,0.000
524,183.943,935.850,935.850,1093.284,324.790,1093.284,0.000
525,184.310,1033.896,1033.896,1129.282,324.319,1129.282,0.000
526,184.678,1031.646,1031.646,1167.451,323.847,1167.451,0.000
527,185.045,1137.785,1137.785,1207.813,323.376,1207.813,0.000
528,185.413,1128.497,1128.497,1250.379,322.905,1250.379,0.000
529,185.780,1142.914,1142.914,1295.149,322.433,1295.149,0.000
530,186.148,1221.631,1221.631,1342.109,321.962,1342.109,0.000
531,186.515,1257.566,1257.566,1391.233,321.491,1391.233,0.000
532,186.883,1344.039,1344.039,1442.480,321.020,1442.480,0.000
533,187.250,1366.416,1366.416,1495.793,320.548,1495.793,0.000
534,187.618,1424.752,1424.752,1551.101,320.077,1551.101,0.000
535,187.985,1396.599,1396.599,1608.314,319.606,1608.314,0.000
536,188.353,1525.807,1525.807,1667.328,319.134,1667.328,0.000
537,188.720,1604.262,1604.262,1728.020,318.663,1728.020,0.000
538,189.088,1698.978,1698.978,1790.250,318.192,1790.250,0.000
539,189.456,1694.496,1694.496,1853.862,317.721,1853.862,0.000
540,189.823,1775.684,1775.684,1918.682,317.249,1918.682,0.000
541,190.191,1847.506,1847.506,1984.518,316.778,1984.518,0.000
542,190.558,1952.573,1952.573,2051.165,316.307,2051.165,0.000
543,190.926,2033.359,2033.359,2118.401,315.835,2118.401,0.000
544,191.293,2056.531,2056.531,2185.988,315.364,2185.988,0.000
545,191.661,2164.684,2164.684,2253.676,314.893,2253.676,0.000
546,192.029,2338.207,2338.207,2321.205,314.422,2321.205,0.000
547,192.396,2307.357,2307.357,2388.300,313.950,2388.300,0.000
548,192.764,2457.358,2457.358,2454.680,313.479,2454.680,0.000
549,193.132,2510.353,2510.353,2520.056,313.008,2520.056,0.000
550,193.499,2639.181,2639.181,2584.134,312.536,2584.134,0.000
551,193.867,2626.284,2626.284,2646.615,312.065,2646.615,0.000
552,194.235,2624.806,2624.806,2707.202,311.594,2707.202,0.000
553,194.602,2877.806,2877.806,2765.596,311.123,2765.596,0.000
554,194.970,2824.140,2824.140,2821.504,310.651,2821.504,0.000
555,195.338,2903.278,2903.278,2874.636,310.180,2874.636,0.000
556,195.705,3077.332,3077.332,2924.713,309.709,2924.713,0.000
557,196.073,3039.337,3039.337,2971.465,309.238,2971.465,0.000
558,196.441,3169.818,3169.818,3014.635,308.766,3014.635,0.000
559,196.808,3131.923,3131.923,3053.980,308.295,3053.980,0.000
560,197.176,3134.729,3134.729,3089.277,307.824,3089.277,0.000
561,197.544,3223.057,3223.057,3120.318,307.352,3120.318,0.000
562,197.911,3304.396,3304.396,3146.920,306.881,3146.920,0.000
563,198.279,3366.937,3366.937,3168.920,306.410,3168.920,0.000
564,198.647,3379.904,3379.904,3186.181,305.939,3186.181,0.000
565,199.015,3378.864,3378.864,3198.590,305.467,3198.590,0.000
566,199.382,3417.297,3417.297,3206.063,304.996,3206.063,0.000
567,199.750,3389.844,3389.844,3208.540,304.525,3208.540,0.000
568,200.118,3360.682,3360.682,3205.992,304.053,3205.992,0.000
569,200.486,3356.403,3356.403,3198.416,303.582,3198.416,0.000
570,200.854,3310.667,3310.667,3185.840,303.111,3185.840,0.000
571,201.221,3427.248,3427.248,3168.317,302.640,3168.317,0.000
572,201.589,3298.184,3298.184,3145.929,302.168,3145.929,0.000
573,201.957,3326.294,3326.294,3118.787,301.697,3118.787,0.000
574,202.325,3230.089,3230.089,3087.025,301.226,3087.025,0.000
575,202.693,3300.027,3300.027,3050.801,300.754,3050.801,0.000
576,203.060,3212.699,3212.699,3010.301,300.283,3010.301,0.000
577,203.428,3114.548,3114.548,2965.727,299.812,2965.727,0.000
578,203.796,3084.690,3084.690,2917.303,299.341,2917.303,0.000
579,204.164,3022.714,3022.714,2865.273,298.869,2865.273,0.000
580,204.532,2950.296,2950.296,2809.893,298.398,2809.893,0.000
581,204.900,2894.632,2894.632,2751.435,297.927,2751.435,0.000
582,205.268,2781.963,2781.963,2690.180,297.455,2690.180,0.000
583,205.635,2771.602,2771.602,2626.420,296.984,2626.420,0.000
584,206.003,2660.794,2660.794,2560.452,296.513,2560.452,0.000
585,206.371,2520.472,2520.472,2492.578,296.042,2492.578,0.000
586,206.739,2578.068,2578.068,2423.100,295.570,2423.100,0.000
587,207.107,2485.913,2485.913,2352.322,295.099,2352.322,0.000
588,207.475,2360.272,2360.272,2280.542,294.628,2280.542,0.000
589,207.843,2279.022,2279.022,2208.056,294.157,2208.056,0.000
590,208.211,2176.271,2176.271,2135.152,293.685,2135.152,0.000
591,208.579,2053.583,2053.583,2062.108,293.214,2062.108,0.000
592,208.947,2174.165,2174.165,1989.193,292.743,1989.193,0.000
593,209.315,1988.305,1988.305,1916.665,292.271,1916.665,0.000
594,209.683,1866.956,1866.956,1844.766,291.800,1844.766,0.000
595,210.051,1811.858,1811.858,1773.724,291.329,1773.724,0.000
596,210.419,1668.209,1668.209,1703.754,290.858,1703.754,0.000
597,210.787,1664.636,1664.636,1635.051,290.386,1635.051,0.000
598,211.154,1530.883,1530.883,1567.796,289.915,1567.796,0.000
599,211.522,1572.665,1572.665,1502.151,289.444,1502.151,0.000
600,211.890,1518.548,1518.548,1438.261,288.972,1438.261,0.000
601,212.258,1265.289,1265.289,1376.253,288.501,1376.253,0.000
602,212.627,1296.626,1296.626,1316.237,288.030,1316.237,0.000
603,212.995,1256.803,1256.803,1258.303,287.559,1258.303,0.000
604,213.363,1242.209,1242.209,1202.529,287.087,1202.529,0.000
605,213.731,1099.273,1099.273,1148.972,286.616,1148.972,0.000
606,214.099,1037.621,1037.621,1097.676,286.145,1097.676,0.000
607,214.467,952.368,952.368,1048.667,285.673,1048.667,0.000
608,214.835,957.342,957.342,1001.960,285.202,1001.960,0.000
609,215.203,909.548,909.548,957.555,284.731,957.555,0.000
610,215.571,921.032,921.032,915.439,284.260,915.439,0.000
611,215.939,838.492,838.492,875.590,283.788,875.590,0.000
612,216.307,790.283,790.283,837.972,283.317,837.972,0.000
613,216.675,736.775,736.775,802.544,282.846,802.544,0.000
614,217.043,721.234,721.234,769.252,282.374,769.252,0.000
615,217.411,669.675,669.675,738.038,281.903,738.038,0.000
616,217.779,634.651,634.651,708.838,281.432,708.838,0.000
617,218.148,647.251,647.251,681.580,280.961,681.580,0.000
618,218.516,639.791,639.791,656.191,280.489,656.191,0.000
619,218.884,545.809,545.809,632.591,280.018,632.591,0.000
620,219.252,588.448,588.448,610.701,279.547,610.701,0.000
621,219.620,598.864,598.864,590.438,279.076,590.438,0.000
622,219.988,583.165,583.165,571.719,278.604,571.719,0.000
623,220.357,520.602,520.602,554.461,278.133,554.461,0.000
624,220.725,528.834,528.834,538.579,277.662,538.579,0.000
625,221.093,478.594,478.594,523.992,277.190,523.992,0.000
626,221.461,505.667,505.667,510.619,276.719,510.619,0.000
627,221.829,442.820,442.820,498.381,276.248,498.381,0.000
628,222.197,495.205,495.205,487.200,275.777,487.200,0.000
629,222.566,480.619,480.619,477.002,275.305,477.002,0.000
630,222.934,449.643,449.643,467.715,274.834,467.715,0.000
631,223.302,406.875,406.875,459.271,274.363,459.271,0.000
632,223.670,489.177,489.177,451.604,273.891,451.604,0.000
633,224.039,454.200,454.200,444.652,273.420,444.652,0.000
634,224.407,383.735,383.735,438.355,272.949,438.355,0.000
635,224.775,464.049,464.049,432.659,272.478,432.659,0.000
636,225.143,418.258,418.258,427.510,272.006,427.510,0.000
637,225.512,382.484,382.484,422.860,271.535,422.860,0.000
638,225.880,456.243,456.243,418.663,271.064,418.663,0.000
639,226.248,401.643,401.643,414.877,270.592,414.877,0.000
640,226.616,407.862,407.862,411.462,270.121,411.462,0.000
641,226.985,414.661,414.661,408.382,269.650,408.382,0.000
642,227.353,433.079,433.079,405.603,269.179,405.603,0.000
643,227.721,453.208,453.208,403.095,268.707,403.095,0.000
644,228.090,410.771,410.771,400.830,268.236,400.830,0.000
645,228.458,437.508,437.508,398.782,267.765,398.782,0.000
646,228.826,352.602,352.602,396.927,267.293,396.927,0.000
647,229.195,406.762,406.762,395.244,266.822,395.244,0.000
648,229.563,367.238,367.238,393.715,266.351,393.715,0.000
649,229.931,417.792,417.792,392.322,265.880,392.322,0.000
650,230.300,421.982,421.982,391.050,265.408,391.050,0.000
651,230.668,428.906,428.906,389.884,264.937,389.884,0.000
652,231.036,410.112,410.112,388.812,264.466,388.812,0.000
653,231.405,418.796,418.796,387.823,263.995,387.823,0.000
654,231.773,380.221,380.221,386.908,263.523,386.908,0.000
655,232.142,440.812,440.812,386.057,263.052,386.057,0.000
656,232.510,417.076,417.076,385.263,262.581,385.263,0.000
657,232.878,419.325,419.325,384.519,262.109,384.519,0.000
658,233.247,427.888,427.888,383.819,261.638,383.819,0.000
659,233.615,431.454,431.454,383.159,261.167,383.159,0.000
660,233.984,416.634,416.634,382.500,260.663,382.500,0.000
661,234.352,450.182,450.182,381.873,260.160,381.873,0.000
662,234.721,408.097,408.097,381.272,259.656,381.272,0.000
663,235.089,391.442,391.442,380.696,259.153,380.696,0.000
664,235.458,354.542,354.542,380.142,258.649,380.142,0.000
665,235.826,378.936,378.936,379.607,258.146,379.607,0.000
666,236.194,347.390,347.390,379.091,257.642,379.091,0.000
667,236.563,430.430,430.430,378.591,257.139,378.591,0.000
668,236.931,426.950,426.950,378.106,256.636,378.106,0.000
669,237.300,372.467,372.467,377.636,256.132,377.636,0.000
670,237.668,377.417,377.417,377.179,255.629,377.179,0.000
671,238.037,381.603,381.603,376.735,255.125,376.735,0.000
672,238.405,415.414,415.414,376.303,254.622,376.303,0.000
673,238.774,434.115,434.115,375.883,254.118,375.883,0.000
674,239.143,416.739,416.739,375.474,253.615,375.474,0.000
675,239.511,416.309,416.309,375.077,253.111,375.077,0.000
676,239.880,407.972,407.972,374.692,252.608,374.692,0.000
677,240.248,404.928,404.928,374.317,252.104,374.317,0.000
678,240.617,394.810,394.810,373.954,251.601,373.954,0.000
679,240.985,391.256,391.256,373.602,251.097,373.602,0.000
680,241.354,379.065,379.065,373.261,250.594,373.261,0.000
681,241.722,390.902,390.902,372.931,250.090,372.931,0.000
682,242.091,382.377,382.377,372.613,249.587,372.613,0.000
683,242.460,344.856,344.856,372.307,249.083,372.307,0.000
684,242.828,317.714,317.714,372.012,248.580,372.012,0.000
685,243.197,367.380,367.380,371.728,248.076,371.728,0.000
686,243.565,410.426,410.426,371.457,247.573,371.457,0.000
687,243.934,403.880,403.880,371.197,247.069,371.197,0.000
688,244.303,363.910,363.910,370.950,246.566,370.950,0.000
689,244.671,320.503,320.503,370.714,246.063,370.714,0.000
690,245.040,321.654,321.654,370.490,245.559,370.490,0.000
691,245.409,377.641,377.641,370.279,245.056,370.279,0.000
692,245.777,374.631,374.631,370.079,244.552,370.079,0.000
693,246.146,362.275,362.275,369.892,244.049,369.892,0.000
694,246.515,369.992,369.992,369.716,243.545,369.716,0.000
695,246.883,365.462,365.462,369.552,243.042,369.552,0.000
696,247.252,324.594,324.594,369.399,242.538,369.399,0.000
697,247.621,375.468,375.468,369.258,242.035,369.258,0.000
698,247.989,345.180,345.180,369.129,241.531,369.129,0.000
699,248.358,339.663,339.663,369.010,241.028,369.010,0.000
700,248.727,290.708,290.708,368.902,240.524,368.902,0.000
701,249.096,341.444,341.444,368.805,240.021,368.805,0.000
702,249.464,328.955,328.955,368.718,239.517,368.718,0.000
703,249.833,348.674,348.674,368.640,239.014,368.640,0.000
704,250.202,346.209,346.209,368.572,238.510,368.572,0.000
705,250.571,357.689,357.689,368.513,238.007,368.513,0.000
706,250.939,328.891,328.891,368.462,237.503,368.462,0.000
707,251.308,342.440,342.440,368.420,237.000,368.420,0.000
708,251.677,280.436,280.436,368.385,236.496,368.385,0.000
709,252.046,347.531,347.531,368.357,235.993,368.357,0.000
710,252.415,373.928,373.928,368.336,235.489,368.336,0.000
711,252.783,328.912,328.912,368.321,234.986,368.321,0.000
712,253.152,315.780,315.780,368.311,234.483,368.311,0.000
713,253.521,379.253,379.253,368.306,233.979,368.306,0.000
714,253.890,319.146,319.146,368.306,233.476,368.306,0.000
715,254.259,350.700,350.700,368.309,232.972,368.309,0.000
716,254.627,326.318,326.318,368.315,232.469,368.315,0.000
717,254.996,352.224,352.224,368.325,231.965,368.325,0.000
718,255.365,316.794,316.794,368.336,231.462,368.336,0.000
719,255.734,299.631,299.631,368.349,230.958,368.349,0.000
720,256.103,378.177,378.177,368.363,230.455,368.363,0.000
721,256.472,394.641,394.641,368.378,229.951,368.378,0.000
722,256.841,326.018,326.018,368.394,229.448,368.394,0.000
723,257.209,339.562,339.562,368.409,228.944,368.409,0.000
724,257.578,343.540,343.540,368.424,228.441,368.424,0.000
725,257.947,356.600,356.600,368.439,227.937,368.439,0.000
726,258.316,379.383,379.383,368.453,227.434,368.453,0.000
727,258.685,325.603,325.603,368.466,226.930,368.466,0.000
728,259.054,344.664,344.664,368.479,226.427,368.479,0.000
729,259.423,307.311,307.311,368.491,225.923,368.491,0.000
730,259.792,349.630,349.630,368.503,225.420,368.503,0.000
731,260.161,336.344,336.344,368.515,224.916,368.515,0.000
732,260.530,371.256,371.256,368.527,224.413,368.527,0.000
733,260.899,330.654,330.654,368.541,223.910,368.541,0.000
734,261.268,357.871,357.871,368.557,223.406,368.557,0.000
735,261.637,340.814,340.814,368.577,222.903,368.577,0.000
736,262.006,343.948,343.948,368.600,222.399,368.600,0.000
737,262.375,380.680,380.680,368.630,221.896,368.630,0.000
738,262.744,316.071,316.071,368.668,221.392,368.668,0.000
739,263.113,356.105,356.105,368.715,220.889,368.715,0.000
740,263.482,345.199,345.199,368.775,220.385,368.775,0.000
741,263.851,332.370,332.370,368.850,219.882,368.850,0.000
742,264.220,307.587,307.587,368.942,219.378,368.942,0.000
743,264.589,357.022,357.022,369.055,218.875,369.055,0.000
744,264.958,344.649,344.649,369.193,218.371,369.193,0.000
745,265.327,356.205,356.205,369.361,217.868,369.361,0.000
746,265.696,363.000,363.000,369.562,217.364,369.562,0.000
747,266.065,379.400,379.400,369.801,216.861,369.801,0.000
748,266.434,406.527,406.527,370.086,216.357,370.086,0.000
749,266.803,382.945,382.945,370.421,215.854,370.421,0.000
750,267.172,369.911,369.911,370.814,215.350,370.814,0.000
751,267.541,337.171,337.171,371.271,214.847,371.271,0.000
752,267.910,412.851,412.851,371.802,214.343,371.802,0.000
753,268.279,354.005,354.005,372.414,213.840,372.414,0.000
754,268.648,339.967,339.967,373.118,213.337,373.118,0.000
755,269.018,399.009,399.009,373.924,212.833,373.924,0.000
756,269.387,394.902,394.902,374.842,212.330,374.842,0.000
757,269.756,368.429,368.429,375.886,211.826,375.886,0.000
758,270.125,363.631,363.631,377.067,211.323,377.067,0.000
759,270.494,345.240,345.240,378.399,210.819,378.399,0.000
760,270.863,358.682,358.682,379.898,210.316,379.898,0.000
761,271.232,394.114,394.114,381.579,209.812,381.579,0.000
762,271.602,349.418,349.418,383.458,209.309,383.458,0.000
763,271.971,412.811,412.811,385.554,208.805,385.554,0.000
764,272.340,425.986,425.986,387.884,208.302,387.884,0.000
765,272.709,382.748,382.748,390.470,207.798,390.470,0.000
766,273.078,394.858,394.858,393.333,207.295,393.333,0.000
767,273.448,442.748,442.748,396.493,206.791,396.493,0.000
768,273.817,422.457,422.457,399.975,206.288,399.975,0.000
769,274.186,398.625,398.625,403.803,205.784,403.803,0.000
770,274.555,407.864,407.864,408.002,205.281,408.002,0.000
771,274.924,433.521,433.521,412.598,204.777,412.598,0.000
772,275.294,387.230,387.230,417.621,204.274,417.621,0.000
773,275.663,446.821,446.821,423.097,203.770,423.097,0.000
774,276.032,429.215,429.215,429.056,203.267,429.056,0.000
775,276.401,460.609,460.609,435.531,202.763,435.531,0.000
776,276.771,454.106,454.106,442.551,202.260,442.551,0.000
777,277.140,441.193,441.193,450.149,201.757,450.149,0.000
778,277.509,472.644,472.644,458.358,201.253,458.358,0.000
779,277.879,506.920,506.920,467.212,200.750,467.212,0.000
780,278.248,504.321,504.321,476.746,200.246,476.746,0.000
781,278.617,532.457,532.457,486.993,199.743,486.993,0.000
782,278.986,494.790,494.790,497.990,199.239,497.990,0.000
783,279.356,519.650,519.650,509.772,198.736,509.772,0.000
784,279.725,589.840,589.840,522.374,198.232,522.374,0.000
785,280.094,532.850,532.850,535.831,197.729,535.831,0.000
786,280.464,601.601,601.601,550.178,197.225,550.178,0.000
787,280.833,642.922,642.922,565.451,196.722,565.451,0.000
788,281.202,682.422,682.422,581.682,196.218,581.682,0.000
789,281.572,690.333,690.333,598.906,195.715,598.906,0.000
790,281.941,666.079,666.079,617.153,195.211,617.153,0.000
