call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,34,22,1020,0,21,0,1.0354196853321835E-08,103.54196853321835,-518067.61964382575,-1.181553832126879E-08,-1.1411351830227303,5.6090243560902309E-11,0
2,34,22,1020,0,21,0,1.0354196853321835E-08,103.54196853321835,-518067.61964382575,-1.181553832126879E-08,-1.1411351830227303,5.6090243560902309E-11,0
3,34,22,1020,0,21,0,6.2276698953052043E-09,62.276698953052041,-127814.90254800106,-4.3461966725084256E-10,-0.069788488239957175,3.0681235330121126E-11,0
4,34,22,1020,0,21,0,6.0425366634268481E-09,60.425366634268478,-161304.39757831997,-2.3210997104529161E-10,-0.038412670700066091,6.3955951645766618E-11,0
5,34,21,1020,0,20,0,1.0354196853321835E-08,103.54196853321835,-516541.37735937536,-1.4338037170877003E-08,-1.3847560920456203,1.1752376849472057E-11,0
6,34,22,1020,0,21,0,6.2162969996066595E-09,62.162969996066593,-126665.53550742612,-6.2244672393241159E-10,-0.10013143258306309,5.8676619119069073E-11,0
7,34,22,1020,0,21,0,6.0802204936008229E-09,60.802204936008231,-158140.20893475838,-3.5004169836381306E-10,-0.057570559938116925,1.1141665368086251E-10,0
8,34,20,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-530675.31938099861,-1.3198323709977015E-08,-1.2746834831272043,4.6348702653631335E-11,0
9,34,21,1020,0,20,0,6.2411134795974761E-09,62.41113479597476,-155592.17500943941,-9.4503894139484541E-11,-0.015142152830327901,1.7932322293745528E-11,0
10,34,21,1020,0,20,0,5.9029539102567842E-09,59.029539102567838,-200237.72062613137,8.66715703681651E-11,0.014682745568717273,7.389822087588982E-11,0
11,34,20,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-530682.03559834789,-1.3195985897614446E-08,-1.274457699090481,1.3855583347321954E-10,0
12,34,21,1020,0,20,0,6.2364546580768716E-09,62.36454658076871,-156052.34725565198,-9.56313848172277E-11,-0.015334254806675279,1.3368861573326285E-11,0
13,34,21,1020,0,20,0,5.8982003396764612E-09,58.982003396764611,-200616.99629483174,8.5012209991702572E-11,0.014413245582696809,5.3420379231283732E-11,0
14,34,20,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-530683.64957979182,-1.3208398697165002E-08,-1.2756565172824081,4.8018478082667571E-11,0
15,34,21,1020,0,20,0,6.2351553214498735E-09,62.351553214498729,-156144.4168459709,-9.6141942489560939E-11,-0.015419334007417292,1.7191581491715624E-11,0
16,34,21,1020,0,20,0,5.8972329647180127E-09,58.972329647180125,-200671.8034583033,8.4431681665613285E-11,0.0143171691148631,4.8732573532106471E-11,0
17,24,20,720,0,19,0,1.0354196853321835E-08,103.54196853321835,-530683.64957979182,-3.9200674950619921E-07,-37.85969641676607,4.8018478082667571E-11,0
18,24,21,720,0,20,0,6.2351553214498735E-09,62.351553214498729,-156144.4168459709,-0.0001924393135984806,-30863.5958011279,1.7191581491715624E-11,0
19,24,21,720,0,20,0,5.8972329647180127E-09,58.972329647180125,-200671.8034583033,-0.00014963509532518542,-25373.780588357764,4.8732573532106471E-11,0
